gene,padj_Aged,padj_Young
4632427E13Rik,1,0.098860643747454
Abra,0.128323781562348,0.0822522749018893
Aldh1a2,1,0.0447541102140714
Ankrd12,1,2.09248318521675e-12
Ap1g1,1,2.5966904954788e-4
Bnip3,1,0.0368249377433837
Canx,1,1.89945688409946e-8
Cast,1,9.57541788898502e-7
Ccnl2,1,0.01047544754383
Cd47,1,0.0212403410512501
Cdc42bpa,1,0.0901964849212921
Cflar,1,0.0414464163110726
Cpeb1,1,3.8984400898906e-5
Cspp1,1,0.0327007316684839
Ddx50,1,0.042462372796417
Dennd1b,1,0.0840867858986957
Eea1,1,0.00269662603040387
Eps8,1,5.598958436699741e-9
Errfi1,1,0.0203632483625965
Fign,1,0.00204737801719796
Gbe1,1,0.041190810546323
Glud1,1,6.52403136038706e-5
Gpbp1,1,9.58951787641509e-5
Hadhb,1,5.49929864851782e-5
Herc2,1,0.0252908301964687
Homer1,1,0.0329558477894799
Hpgd,0.774536503219446,0.0833530469174588
Hspg2,1,0.0466317606305144
Ints6,0.65185144202316,0.00101554173277394
Kat6a,1,0.00646191440517829
Kcnd3,1,0.045490685343511
Lnx2,1,0.0582901320099821
Lonp2,0.154508673534432,0.00946920248271332
Lrba,1,0.0459059533082163
Map2k5,1,0.0932132463070555
Map4,1,3.4586706356865e-4
Map4k3,1,0.00563352227568837
Mapk8ip3,1,1.64873972548102e-5
Ncoa2,0.104283000493042,0.0447541102140714
Nek7,1,5.49929864851782e-5
Nsd3,1,0.0136749961317859
Osmr,1,9.58951787641509e-5
Pawr,1,8.70836631730441e-6
Pcbp2,1,0.00646191440517829
Pcm1,1,0.00693958783112932
Phf14,1,0.00758466220601922
Phlpp2,1,0.0475383610453044
Pja2,1,0.0098207973953927
Ppara,1,0.0405038116562543
Ppargc1b,1,0.0551490464478183
Rasa1,1,0.00505880795626922
Rbm39,1,0.09581033317811
Rfx3,1,3.6388222449696e-4
Rnf169,0.820935549405969,0.00186599536517653
Rsbn1l,1,0.0368249377433837
Samd12,1,0.0140168282566381
Scaper,1,1.66932247165592e-5
Sh3d19,1,3.69227561618489e-5
Slc25a12,1,0.0958905948603893
Slc25a4,1,0.058481739118612
Slc44a1,1,2.58608700846935e-5
Smap1,1,2.08704598473013e-6
Smc5,0.956690150987878,0.00927097448754146
Srsf2,1,0.0413830291326543
Tnks2,0.177916018273451,1.5066397542711802e-9
Trim55,1,0.0396370549066946
Ttc3,0.794538416981937,4.74182053104376e-8
Tulp4,1,3.2155878784364e-4
Tut4,1,3.15976136581861e-8
Usp34,1,0.0460168776759007
Vgll4,1,1.33798923545859e-6
Wasf2,1,0.0193417676600423
Zc3h7a,1,0.042462372796417
Zfp644,1,0.0836367496612757
Zmym4,1,1.3224905807501e-4
