gene,condition
Abhd18,F1_Aged
Abi3bp,F1_Aged
Ankrd44,F1_Aged
Anxa3,F1_Aged
Apbb2,F1_Aged
Apc,F1_Aged
Arhgap28,F1_Aged
Arhgap44,F1_Aged
Atf6,F1_Aged
Atp8a1,F1_Aged
B2m,F1_Aged
Ccdc171,F1_Aged
Ccny,F1_Aged
Ckmt2,F1_Aged
Clip1,F1_Aged
Col3a1,F1_Aged
Cul1,F1_Aged
Cwf19l2,F1_Aged
Cyb5a,F1_Aged
Dcaf8,F1_Aged
Elp4,F1_Aged
Esyt2,F1_Aged
Fam168a,F1_Aged
Fhl2,F1_Aged
Fnbp1,F1_Aged
Foxo1,F1_Aged
Fus,F1_Aged
Fyn,F1_Aged
Gli2,F1_Aged
Glis3,F1_Aged
Glul,F1_Aged
Grk5,F1_Aged
Hipk2,F1_Aged
Ikzf2,F1_Aged
Itpr1,F1_Aged
Kdm4c,F1_Aged
Kdm5a,F1_Aged
Lrrfip1,F1_Aged
Mat2a,F1_Aged
Mdh1,F1_Aged
Mkln1,F1_Aged
Mlip,F1_Aged
Mon2,F1_Aged
Mtss1,F1_Aged
Myh6,F1_Aged
Myh7b,F1_Aged
Myl2,F1_Aged
Myo18b,F1_Aged
Myo6,F1_Aged
Nbea,F1_Aged
Nebl,F1_Aged
Obscn,F1_Aged
Pals1,F1_Aged
Pds5a,F1_Aged
Pdss2,F1_Aged
Pdzd2,F1_Aged
Peli1,F1_Aged
Pid1,F1_Aged
Plpp1,F1_Aged
Ppm1h,F1_Aged
Ppp1r3a,F1_Aged
Prkd1,F1_Aged
Qrich1,F1_Aged
Rab7,F1_Aged
Rabep1,F1_Aged
Ranbp9,F1_Aged
Rapgef4,F1_Aged
Rapgef5,F1_Aged
Rbm28,F1_Aged
Rbm5,F1_Aged
Rcan2,F1_Aged
Rev3l,F1_Aged
Rnf111,F1_Aged
Sash1,F1_Aged
Sbf2,F1_Aged
Serinc3,F1_Aged
Sfpq,F1_Aged
Slco2a1,F1_Aged
Smim14,F1_Aged
Sos2,F1_Aged
Sox6,F1_Aged
Swt1,F1_Aged
Tango6,F1_Aged
Tiparp,F1_Aged
Tlk1,F1_Aged
Tmcc1,F1_Aged
Tnpo1,F1_Aged
Tor1aip1,F1_Aged
Trabd2b,F1_Aged
Trip12,F1_Aged
Ttn,F1_Aged
Tut7,F1_Aged
Ubap2l,F1_Aged
Usp24,F1_Aged
Uvrag,F1_Aged
Wasl,F1_Aged
Wt1os,F1_Aged
Wwc2,F1_Aged
Zfp638,F1_Aged
Zhx2,F1_Aged
4632427E13Rik,F1_Young
Abra,F1_Young
Aldh1a2,F1_Young
Ankrd12,F1_Young
Ap1g1,F1_Young
Bnip3,F1_Young
Canx,F1_Young
Cast,F1_Young
Ccnl2,F1_Young
Cd47,F1_Young
Cdc42bpa,F1_Young
Cflar,F1_Young
Cpeb1,F1_Young
Cspp1,F1_Young
Ddx50,F1_Young
Dennd1b,F1_Young
Eea1,F1_Young
Eps8,F1_Young
Errfi1,F1_Young
Fign,F1_Young
Gbe1,F1_Young
Glud1,F1_Young
Gpbp1,F1_Young
Hadhb,F1_Young
Herc2,F1_Young
Homer1,F1_Young
Hpgd,F1_Young
Hspg2,F1_Young
Ints6,F1_Young
Kat6a,F1_Young
Kcnd3,F1_Young
Lnx2,F1_Young
Lonp2,F1_Young
Lrba,F1_Young
Map2k5,F1_Young
Map4,F1_Young
Map4k3,F1_Young
Mapk8ip3,F1_Young
Ncoa2,F1_Young
Nek7,F1_Young
Nsd3,F1_Young
Osmr,F1_Young
Pawr,F1_Young
Pcbp2,F1_Young
Pcm1,F1_Young
Phf14,F1_Young
Phlpp2,F1_Young
Pja2,F1_Young
Ppara,F1_Young
Ppargc1b,F1_Young
Rasa1,F1_Young
Rbm39,F1_Young
Rfx3,F1_Young
Rnf169,F1_Young
Rsbn1l,F1_Young
Samd12,F1_Young
Scaper,F1_Young
Sh3d19,F1_Young
Slc25a12,F1_Young
Slc25a4,F1_Young
Slc44a1,F1_Young
Smap1,F1_Young
Smc5,F1_Young
Srsf2,F1_Young
Tnks2,F1_Young
Trim55,F1_Young
Ttc3,F1_Young
Tulp4,F1_Young
Tut4,F1_Young
Usp34,F1_Young
Vgll4,F1_Young
Wasf2,F1_Young
Zc3h7a,F1_Young
Zfp644,F1_Young
Zmym4,F1_Young
