"","AR","mean_reestim","theta_reestim","thetaCorrected","theta_smoothed","tot_gene_mean","N"
"Arhgap15",0.525210084033613,0.4994,0.1007,0.0889603252829523,0.0774660701488291,2.5,17
"Bcl2",0.669230769230769,0.6929,0.3937,0.214991367087762,0.100017481332041,1.9,13
"Ccnd3",0.394117647058824,0.4146,1e-04,0.0156675694177046,0.0238716010239742,2.05,17
"Dock2",0.545098039215686,0.4983,0.2174,0.20966113371863,0.194130438232921,2.65,17
"Gm2682",0.431565656565657,0.4101,0.5664,0.597748989442171,0.584449956541343,2.9,11
"Malat1",0.533635959608197,0.5016,2e-04,0.000206891563927693,0.000199992381972229,39.6,20
"Pde3b",0.380952380952381,0.4375,1e-04,0.000648152076230836,0.000931944271096564,1.6,14
"Pitpnc1",0.603535353535353,0.5643,1e-04,0.0213107051102337,0.0324905502716969,2.3,16
"Skap1",0.528703703703704,0.4936,0.1491,0.0783812897871358,0.033236356601552,2.15,18
"St6galnac3",0.605922865013774,0.5361,0.0775,0.0519995983019973,0.0344707198065839,2.35,11
"Zeb1",0.600915750915751,0.591,0.0221,0.0464615903848287,0.0581443357144283,1.95,13
