celltype,condition,group_id,gene,estimate,se,z,p,padj,HDR
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,1700025G04Rik,-0.33945418097808,0.0895063088731843,-3.79251680972602,1.5587745505948e-4,0.011773126437189039,-3.807216693350524
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,2310057M21Rik,0.558053694412884,0.177236520691693,3.14863828422604,0.00174634779671837,0.07114515084570233,2.7578692593969505
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,4921524J17Rik,-0.609648055903032,0.171966179322955,-3.54516253314033,4.2900755737297e-4,0.026456777987716555,-3.3675350572407545
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,9430037G07Rik,-0.973364752507356,0.27453909894642903,-3.54545037935486,4.4553632392127e-4,0.027005800724366043,-3.351116882793249
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Abcc5,-0.342357596765641,0.0889110207623012,-3.8505642363607002,1.2322598160826e-4,0.009631686608961906,-3.909297713604541
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Abra,0.314412689716574,0.0735839143058597,4.2728453994671,2.03827167840605e-5,0.002283543703707578,4.690737929962078
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Acsl6,0.933154537922889,0.29782603473809,3.13322016573705,0.00197962037394912,0.07781876113266659,2.7034180851457146
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Actg1,-0.935967659633899,0.249871655236623,-3.74579365053454,2.0695486384791e-4,0.015287369173468693,-3.6841243623654885
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Adk,0.105043536661479,0.0309671192786831,3.39209907502722,7.0314759633219e-4,0.03842730197191042,3.1529535035085297
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Adprhl1,0.221785876064083,0.0610732762236079,3.63147172999296,2.8883401157576e-4,0.019223190354576817,3.5393516678546173
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Agpat3,-0.597283527697415,0.187767411930828,-3.1809754501886,0.00157045600751291,0.06723952409236804,-2.803974224793643
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Airn,1.5265866157567,0.0735523757973382,20.7550959327672,9.889761758372408e-89,6.647897853977933e-85,88.00481417031085
