"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"0610005C13Rik",TRUE,4,114.87968017621,113.839994042921,103,102,0.00905021786006466
"0610038B21Rik",TRUE,4,148.557102720184,148.551236268291,107,106,3.94895416300223e-05
"0610040B10Rik",TRUE,4,170.347338947181,170.023414795466,125,124,0.00190155099408607
"0610040J01Rik",TRUE,4,199.915278089148,199.23556620189,142,141,0.00339999970865201
"0610043K17Rik",TRUE,3,210.912012168307,210.671545373466,152,151,0.00114012849419332
"1110002E22Rik",TRUE,3,903.632158258322,901.612506230093,578,577,0.00223503779693013
"1110002L01Rik",TRUE,7,51.4843325691164,50.0462615288118,180,179,0.0279322071112423
"1110004F10Rik",TRUE,3,476.858730632743,475.519240289245,335,334,0.0028089877723757
"1110019D14Rik",TRUE,3,990.611089770232,982.870107140555,594,593,0.00781435086848548
"1110038F14Rik",TRUE,3,273.095013995717,271.616403794866,189,188,0.00541427021759588
"1110059E24Rik",TRUE,3,511.853795525159,511.606756497133,342,341,0.000482635921009833
"1200007C13Rik",TRUE,3,112.482833387019,112.135350589015,69,68,0.00308920737094698
"1500002F19Rik",TRUE,4,468.620102597216,468.585376475004,311,310,7.41029290456385e-05
"1500004A13Rik",TRUE,3,794.508292982619,792.952951193354,524,523,0.00195761555039997
"1500009L16Rik",TRUE,4,561.059626047293,559.582753430115,340,339,0.00263229173623369
"1500026H17Rik",TRUE,4,137.272842669244,136.913885366076,116,115,0.00261491855335538
"1600010M07Rik",TRUE,3,931.677539569545,931.061607780342,624,623,0.000661099750765337
"1600014C10Rik",TRUE,4,359.535043963039,359.508854931921,262,261,7.2841386555833e-05
"1600020E01Rik",TRUE,4,616.854928771706,616.709263053873,461,460,0.00023614258561977
"1700025G04Rik",TRUE,3,2451.56783893167,2431.5916587519,1319,1318,0.00814832853594516
"1700037F03Rik",TRUE,4,265.184561886802,265.173850097507,182,181,4.03937137943844e-05
"1700081N11Rik",TRUE,3,281.078468768669,280.252432526528,203,202,0.00293881009726327
"1700084C06Rik",TRUE,3,167.541564328011,167.398883669409,111,110,0.000851613503636606
"1700086O06Rik",TRUE,4,171.986707248665,169.975523628473,128,127,0.0116938317638912
"1700087I21Rik",TRUE,5,364.825047866682,358.891100444475,496,495,0.0162651864418465
"1700096K18Rik",TRUE,3,84.8910725253133,84.5621903702781,75,74,0.00387416656724571
"1700109H08Rik",TRUE,4,593.734247130119,592.361175921468,425,424,0.00231260233898833
"1700120C14Rik",TRUE,4,332.83889428058,332.292412941618,282,281,0.00164187944483785
"1700123M08Rik",TRUE,4,283.81160929797,283.579052903646,200,199,0.000819404093087672
"1810024B03Rik",TRUE,4,165.327821529731,163.090455474105,109,108,0.0135329071351954
"1810034E14Rik",TRUE,4,146.022930914063,145.861061330813,108,107,0.001108521670103
"1810037I17Rik",TRUE,4,125.055989626881,124.648767885228,163,162,0.00325631537416005
"1810062O18Rik",TRUE,3,358.943944961257,358.857841187137,250,249,0.000239880837465845
"2010001K21Rik",TRUE,5,40.1711313210735,40.0049642444033,78,77,0.00413647988507271
"2010109A12Rik",TRUE,4,162.768515236435,160.098870080533,116,115,0.0164014837391835
"2210408F21Rik",TRUE,3,3928.13951381287,3927.40519944464,2391,2390,0.000186936936850568
"2210408I21Rik",TRUE,3,365.006738466267,364.68955149347,210,209,0.000868989362032169
"2310002L09Rik",TRUE,3,787.676033338258,787.52178656285,551,550,0.000195825147496276
"2310014F06Rik",TRUE,4,1185.39015572117,1175.41047302894,755,754,0.00841890127403133
"2310015A10Rik",TRUE,3,483.850505724045,483.707871175918,340,339,0.000294790532280875
"2310016D03Rik",TRUE,4,314.851146585977,314.177770292581,209,208,0.00213871316873926
"2310022A10Rik",TRUE,3,781.333615010205,779.690593851663,540,539,0.00210284202161171
"2310022B05Rik",TRUE,3,261.863804597596,261.74239659863,180,179,0.000463630317879327
"2310039L15Rik",TRUE,4,659.559312151405,650.39572472979,424,423,0.0138935001792716
"2310057M21Rik",TRUE,4,698.659025630845,687.68449252347,464,463,0.0157079958960892
"2310068J16Rik",TRUE,4,160.898003046509,160.794389676305,117,116,0.000643969273961376
"2310069G16Rik",TRUE,4,222.107264991771,220.564228376435,177,176,0.00694725863826628
"2500002B13Rik",TRUE,4,370.437499944838,370.046090419304,269,268,0.00105661420777237
"2510009E07Rik",TRUE,3,207.859899838923,207.721732317517,144,143,0.000664714654022291
