"","AR","N","log2FC","llr","pval"
"0610005C13Rik",0.222222222222222,18,-1.63471553591826,-8.81421334466192,2.68544162075184e-05
"0610038B21Rik",0.676470588235294,17,0.421826664941483,-8.31285868119717,4.55294639695241e-05
"0610040B10Rik",0.611111111111111,15,0.807354922057604,-21.9233132658223,3.55142753624372e-11
"0610040J01Rik",0.6875,24,0.972343657097134,6.70023698485812,1
"0610043K17Rik",0.611111111111111,33,0.223721481808968,-32.5968130629715,6.78887528278634e-16
"1110002E22Rik",0.511350574712644,232,-0.0204062106618372,26.4658184959484,1
"1110002L01Rik",0.956521739130435,46,4.54689445988764,-9.896750223257,8.6275554911655e-06
"1110004F10Rik",0.522633744855967,81,-0.205010343108211,-11.6853577437811,1.33596970549849e-06
"1110019D14Rik",0.522916666666667,312,0.174346381062478,55.6374906955137,1
"1110020A21Rik",0.566666666666667,15,-0.294743265561132,-24.4723689148209,2.63276628269154e-12
"1110038F14Rik",0.492753623188406,23,-0.198127142958811,-3.61394193115616,0.00717797686107113
"1110046J04Rik",0.974358974358974,13,2,-6.01526557701338,0.000523361603109969
"1110059E24Rik",0.403256704980843,87,-0.435501601838559,9.80365616745608,1
"1110065P20Rik",0.909090909090909,11,2.34577483684173,-3.39285135030907,0.00918908495296273
"1200007C13Rik",0.366666666666667,15,-0.347923303420307,1.459109399202,1
"1500002F19Rik",0.64908256880734,109,0.694997046481847,79.7557219655347,1
"1500004A13Rik",0.481034838177695,231,-0.105534414172357,9.91532614578864,1
"1500009L16Rik",0.560091743119266,109,0.370457988815021,103.222399492829,1
"1500015A07Rik",0.227272727272727,11,-0.284976958714471,-17.8111499962746,2.39529751236732e-09
"1500026H17Rik",0.263157894736842,19,-1.65896308216493,-11.752960409362,1.24529946998939e-06
"1600010M07Rik",0.483471226328369,259,-0.0946673258396773,-20.2799323362129,1.90683420537227e-10
"1600014C10Rik",0.460227272727273,44,-0.299189170592324,-7.90090197753945,7.03354159882218e-05
"1600020E01Rik",0.2520964360587,159,-1.33614195410706,0.354966120691216,1
"1700016K05Rik",0.541666666666667,12,-0.308950240889152,-19.7206618799757,3.38066473900126e-10
"1700025G04Rik",0.560404171470232,1264,0.364324608393842,21.8199107205937,1
"1700030K09Rik",0.708333333333333,12,2,-34.3720250536328,1.12108595690982e-16
"1700037C18Rik",0.638888888888889,18,0.272620454662992,-10.3907061513376,5.14801948335872e-06
"1700037F03Rik",0.555,50,0.273284502527551,4.59243357638667,1
"1700040D17Rik",0.347222222222222,12,-0.44579975304953,-18.5418749058733,1.13162865825298e-09
"1700081N11Rik",0.529411764705882,34,0.290726139702842,-7.43851498071179,0.000114751814710716
"1700084C06Rik",0.613636363636364,22,0.29176612437711,4.72390363049694,1
"1700086O06Rik",0.701754385964912,19,0.799406168942113,-20.064297319198,2.3778275825001e-10
"1700087I21Rik",0.0933936955063716,213,-3.24933296415473,-13.4102668439563,2.23252532047866e-07
"1700093J21Rik",0.541666666666667,12,0.110182917750423,-19.7206618799748,3.38066473900441e-10
"1700096K18Rik",0.514492753623188,23,-0.155650870460194,-62.0651919960427,7.88859623430706e-29
"1700109H08Rik",0.333333333333333,86,-0.615394396935117,-6.41234470957119,0.000342075285813298
"1700109K24Rik",0.388888888888889,12,0.0896372124846767,-16.2574230891081,1.18285467922595e-08
"1700110C19Rik",0.6,15,0.53051471669878,0.966031511253764,1
"1700113H08Rik",1,10,Inf,-1.21755772024557e-05,0.996062703904852
"1700120C14Rik",0.766927083333333,64,1.64593051801258,-5.27693786679748,0.001159447136517
"1700123M08Rik",0.671428571428571,49,0.768674453893544,-4.29180800842661,0.00339201098624886
"1810024B03Rik",0.61764705882353,34,0.678071905112638,12.9584317854992,1
"1810034E14Rik",0.694444444444444,21,0.944858445807539,-10.4363094052208,4.90861354816929e-06
"1810037I17Rik",0.150537634408602,31,-2.81669278663694,-6.0321916522296,0.000513943082648969
"1810062O18Rik",0.555555555555556,57,0.300347564301849,-4.98409080748655,0.00159268712245144
"2010001K21Rik",0.963414634146341,41,4.67807190511264,-2.11487000240201,0.0397215248489538
"2010109A12Rik",0.151515151515152,22,-0.81669278663694,-2.55698353726281,0.023733991082455
"2210408F21Rik",0.485802384836916,3233,-0.0547496346440213,-126.844530447711,4.07581246015411e-57
"2210408I21Rik",0.554033844942936,121,0.240234536460656,70.1725289015166,1
"2310002L09Rik",0.433558558558559,148,-0.302827995692819,5.41966318947883,1
"2310014F06Rik",0.335880672615366,539,-0.86257789015155,4.18837993521663,1
"2310015A10Rik",0.51929012345679,108,0.31520223169905,-14.4134337123435,7.91455471919291e-08
"2310016D03Rik",0.735714285714286,70,1.23629802336167,3.82391928056334,1
"2310022A10Rik",0.525448028673835,186,0.0678268138235762,-17.3652614456436,3.78648065920159e-09
"2310022B05Rik",0.5,31,-0.207044457003012,-19.1006963799574,6.38068618505818e-10
"2310039L15Rik",0.587152777777778,192,0.448508591452505,-1.2978579928332,0.107153006554869
"2310057M21Rik",0.527615571776156,137,0.215298639172535,5.89614585902919,1
"2310058D17Rik",0.5,16,-0.16255301278596,-31.0776413125153,3.17414405751699e-15
"2310068J16Rik",0.735294117647059,17,0.785875194647152,-3.12967198440124,0.0123539942873775
"2310069G16Rik",0.292483660130719,51,-1.65634713395792,-2.35979768117753,0.0298207596904692
"2500002B13Rik",0.602564102564103,39,0.660096830781935,1.64840415589678,1
"2510009E07Rik",0.398333333333333,20,-0.0588936890535683,-10.278852185804,5.78604515342914e-06
"2510039O18Rik",0.333333333333333,13,-0.68314289466006,-18.5562844075604,1.11502690818635e-09
"2610005L07Rik",0.607142857142857,28,1.53321892562716,-5.77192778413432,0.000679735288712722
"2610008E11Rik",0.773550724637681,184,1.70912499131393,-12.3409534362055,6.76159807015609e-07
"2610020C07Rik",0.465686274509804,34,-0.20393088548891,-4.82498602998099,0.0018935446452341
"2610021A01Rik",0.366666666666667,15,-0.883806982495477,-3.57358109714091,0.0075082697057145
"2610035D17Rik",0.963020833333333,160,4.89077093024524,-11.564797496993,1.51441753175108e-06
"2610037D02Rik",0.467405582922824,609,-0.268680968974936,-32.7770999553927,5.65375067720149e-16
"2610203C22Rik",0.385964912280702,19,0.215728691055437,-10.7016361248233,3.72135524398095e-06
"2610307P16Rik",0.458333333333333,34,0.115477217419937,-1.59114162883584,0.074440642597181
"2610507I01Rik",0.6,15,1.17218097538268,-20.4589103108486,1.58766791127932e-10
"2700049A03Rik",0.604972375690608,181,0.460794323037176,-8.33935605806738,4.42750559410963e-05
"2700054A10Rik",0.772727272727273,11,3.27301849440642,-9.32211512966769,1.57523255580158e-05
"2700062C07Rik",0.5,17,0.366127898797898,-9.7568621365484,9.98794954023318e-06
"2700097O09Rik",0.640866174055829,406,0.692471284173254,-4.52216230950762,0.00263511557463199
"2810001G20Rik",0.628205128205128,26,0.341508463856878,-8.67621924238886,3.1049961665706e-05
"2810002D19Rik",0.509259259259259,18,0.420575682820274,1.65745430558608,1
"2810013P06Rik",0.585416666666667,80,0.30590787429689,-7.0013734032178,0.000182543766986478
"2810030D12Rik",0.609375,32,0.637429920615292,1.05487544867195,1
"2810036E18Rik",0.416666666666667,12,-0.154722594798642,-23.4036030996592,7.8324870928256e-12
"2810402E24Rik",0.5,12,-0.409112665321739,-15.9872166486932,1.56215087488062e-08
"2810405F17Rik",0.545454545454545,11,0.976541027176011,-7.7046607636542,8.65602464175276e-05
"2810449D17Rik",0.685185185185185,27,1.7465516429954,-2.82262955236158,0.0175026296147885
"2900060N12Rik",0.287878787878788,11,-0.649092838140872,-13.2419010013436,2.65757191849985e-07
"2900076A07Rik",0.56910569105691,41,-0.020659470566093,10.9611254587541,1
"2900089D17Rik",0.724074074074074,27,1.45490196015678,3.98954228546674,1
"2900093K20Rik",0.53448275862069,29,0,-75.4798392252959,1.06955020502906e-34
"3110009E18Rik",0.352941176470588,17,-1.04551465925237,-18.83776125606,8.35463656272949e-10
"3110040N11Rik",0.346153846153846,13,-0.624960568653075,-12.336282280634,6.79445469256849e-07
"3110056K07Rik",0.439655172413793,145,-0.296774617659024,-17.1409400180875,4.76800487973565e-09
"3110082I17Rik",0.446502057613169,81,-0.0853455550377862,-2.93425690497276,0.0154140595692639
"3200001D21Rik",0.3,10,0.211504105193711,-21.6166590585735,4.85862474746963e-11
"3222401L13Rik",0.408962060323222,551,-0.551784893535113,-21.5119381686117,5.40758736691767e-11
"3300002A11Rik",0.345238095238095,14,-0.168122758808327,-22.6579966772216,1.67674275873119e-11
"3300002I08Rik",0.357142857142857,49,-0.890878277619888,9.79788999980631,1
"3425401B19Rik",0.633542976939203,159,0.571841578987715,-14.7200075349352,5.76744185627731e-08
"4631405J19Rik",0.304597701149425,29,-1.17508670655809,-6.77851960574452,0.000231421864743131
"4632427E13Rik",0.506818135804105,1568,0.00720748397091642,-112.187667711426,1.00473843141345e-50
"4732440D04Rik",0.326241311588813,2741,-0.981065201082954,-79.2486219154089,2.40986028125421e-36
"4732463B04Rik",0.841269841269841,21,2.11103131238874,-17.5348765463144,3.18103676361111e-09
"4732465J04Rik",0.245614035087719,19,-1.40136256238177,-7.7592440243536,8.17022492731331e-05
"4732471J01Rik",0.317543859649123,95,-0.984635690347821,37.5112367227485,1
"4732491K20Rik",0.557964601769912,113,0.147085025084201,2.44003759747474,1
"4833418N02Rik",0.486111111111111,12,0.425763905871902,-21.3030117924365,6.69528859796095e-11
"4833420G17Rik",0.87431693989071,61,2.91146332539834,-13.2995983079395,2.50347833195629e-07
"4833439L19Rik",0.558558558558559,37,0.373814836552331,10.7072367701366,1
"4921504A21Rik",0.790322580645161,31,2.19730144037362,5.60354018406738,1
"4921511C10Rik",0.493589743589744,26,-0.294285339818233,4.89994597950343,1
"4921515G04Rik",0.458333333333333,12,0.474908955256242,-42.3026783706143,3.6427693745363e-20
"4921524J17Rik",0.41331285202253,186,-0.387677035886851,-2.56647208152037,0.0234758742306706
"4930402D18Rik",0.918803418803419,65,2.69348695749933,-3.05924590091941,0.0133774889333205
"4930412C18Rik",0.902298850574713,29,4.1197392442741,-3.12139560963892,0.0124699795371016
"4930414N06Rik",0.75,10,0.62148837674627,-17.4381503545468,3.51331402682176e-09
"4930432B10Rik",0.736842105263158,38,0.486660427109352,-2.43892172141632,0.0272035867587218
"4930447C04Rik",0.0340909090909091,44,-5.08214904135387,2.95981123577789,1
"4930453N24Rik",0.418402777777778,48,-0.189477798863713,4.53877637662876,1
"4930458D05Rik",0.95,20,3.78135971352466,-9.57411478680707,1.20949636859494e-05
"4930470G03Rik",0.571969696969697,44,0.368999928650229,16.0104499466086,1
"4930473A02Rik",0.346846846846847,37,-0.945552215977624,6.6423680287691,1
"4930479D17Rik",0.45,10,-0.473931188332412,-10.1384602456908,6.70039834461485e-06
"4930481A15Rik",0.883950617283951,135,3.45637829465974,-5.25399443776793,0.00118859546632739
"4930505A04Rik",0.35,15,-2.17880315278877,-16.3083179522122,1.12249838100266e-08
"4930506C21Rik",0.4337822671156,297,-0.423970624048851,-46.7509455671932,4.05812581468807e-22
"4930511M06Rik",0.599358974358974,26,-0.071701465354189,26.1455370902926,1
"4930512B01Rik",0.590909090909091,22,0.149576356050511,-3.67766719059974,0.00668640732030042
"4930512H18Rik",0.48605577689243,251,-0.199574338991356,4.31571197359511,1
"4930517O19Rik",0.656976744186047,43,0.88727040013923,27.8129939799159,1
"4930522O17Rik",0.931034482758621,29,5.41278152533847,-7.43169435369581,0.000115584693607798
"4930523C07Rik",0.385265700483092,69,-0.699955023011087,51.2946156439601,1
