"","AR","N","log2FC","llr_var","pval_var"
"0610005C13Rik",0.222222222222222,18,-1.63471553591826,2413.81249362812,1
"0610038B21Rik",0.676470588235294,17,0.421826664941483,-4061.21742072562,0
"0610040B10Rik",0.611111111111111,15,0.807354922057604,-11887.528734614,0
"0610040J01Rik",0.6875,24,0.972343657097134,16556.2652620016,1
"0610043K17Rik",0.611111111111111,33,0.223721481808968,8081.61615251969,1
"1110002E22Rik",0.511350574712644,232,-0.0204062106618372,12907.3054743281,1
"1110002L01Rik",0.956521739130435,46,4.54689445988764,12220.476326634,1
"1110004F10Rik",0.522633744855967,81,-0.205010343108211,14139.5762181708,1
"1110019D14Rik",0.522916666666667,312,0.174346381062478,12053.966697139,1
"1110020A21Rik",0.566666666666667,15,-0.294743265561132,-22050.0211720331,0
"1110038F14Rik",0.492753623188406,23,-0.198127142958811,4000.23409244238,1
"1110046J04Rik",0.974358974358974,13,2,-12085.5200113169,0
"1110059E24Rik",0.403256704980843,87,-0.435501601838559,14322.2965070902,1
"1110065P20Rik",0.909090909090909,11,2.34577483684173,-6091.48572999711,0
"1200007C13Rik",0.366666666666667,15,-0.347923303420307,445.048033530675,1
"1500002F19Rik",0.64908256880734,109,0.694997046481847,15787.1238619205,1
"1500004A13Rik",0.481034838177695,231,-0.105534414172357,11978.1843653454,1
"1500009L16Rik",0.560091743119266,109,0.370457988815021,16999.9742069492,1
"1500015A07Rik",0.227272727272727,11,-0.284976958714471,-13786.6792770187,0
"1500026H17Rik",0.263157894736842,19,-1.65896308216493,-2374.0113392132,0
"1600010M07Rik",0.483471226328369,259,-0.0946673258396773,12767.0858228817,1
"1600014C10Rik",0.460227272727273,44,-0.299189170592324,16677.2081463039,1
"1600020E01Rik",0.2520964360587,159,-1.33614195410706,11762.4879798303,1
"1700016K05Rik",0.541666666666667,12,-0.308950240889152,-18127.5350148077,0
"1700025G04Rik",0.560404171470232,1264,0.364324608393842,11870.063363009,1
"1700030K09Rik",0.708333333333333,12,2,-8764.18947349296,0
"1700037C18Rik",0.638888888888889,18,0.272620454662992,-3639.55163021079,0
"1700037F03Rik",0.555,50,0.273284502527551,13950.6271233157,1
"1700040D17Rik",0.347222222222222,12,-0.44579975304953,-22253.6020559601,0
"1700081N11Rik",0.529411764705882,34,0.290726139702842,15147.3988023091,1
"1700084C06Rik",0.613636363636364,22,0.29176612437711,10835.4786465329,1
"1700086O06Rik",0.701754385964912,19,0.799406168942113,-3700.42037858959,0
"1700087I21Rik",0.0933936955063716,213,-3.24933296415473,10227.4308121765,1
"1700093J21Rik",0.541666666666667,12,0.110182917750423,-18133.8013199542,0
"1700096K18Rik",0.514492753623188,23,-0.155650870460194,289.011635599419,1
"1700109H08Rik",0.333333333333333,86,-0.615394396935117,12112.696802087,1
"1700109K24Rik",0.388888888888889,12,0.0896372124846767,-11171.0172421584,0
"1700110C19Rik",0.6,15,0.53051471669878,3243.92086426229,1
"1700113H08Rik",1,10,Inf,-13596.4585011704,0
"1700120C14Rik",0.766927083333333,64,1.64593051801258,11790.5030276483,1
"1700123M08Rik",0.671428571428571,49,0.768674453893544,7007.76411604036,1
"1810024B03Rik",0.61764705882353,34,0.678071905112638,16105.1923918466,1
"1810034E14Rik",0.694444444444444,21,0.944858445807539,601.268361212862,1
"1810037I17Rik",0.150537634408602,31,-2.81669278663694,12642.701459338,1
"1810062O18Rik",0.555555555555556,57,0.300347564301849,16804.4462887426,1
"2010001K21Rik",0.963414634146341,41,4.67807190511264,12855.9441424824,1
"2010109A12Rik",0.151515151515152,22,-0.81669278663694,9281.95889540812,1
"2210408F21Rik",0.485802384836916,3233,-0.0547496346440213,12758.2411599612,1
"2210408I21Rik",0.554033844942936,121,0.240234536460656,11005.8006114784,1
"2310002L09Rik",0.433558558558559,148,-0.302827995692819,15472.426665959,1
"2310014F06Rik",0.335880672615366,539,-0.86257789015155,11125.5383477417,1
"2310015A10Rik",0.51929012345679,108,0.31520223169905,15364.6888126283,1
"2310016D03Rik",0.735714285714286,70,1.23629802336167,7951.91156293105,1
"2310022A10Rik",0.525448028673835,186,0.0678268138235762,13622.3633534053,1
"2310022B05Rik",0.5,31,-0.207044457003012,-785.915826271228,0
"2310039L15Rik",0.587152777777778,192,0.448508591452505,11631.1460033065,1
"2310057M21Rik",0.527615571776156,137,0.215298639172535,12618.4041138406,1
"2310058D17Rik",0.5,16,-0.16255301278596,-14969.973658953,0
"2310068J16Rik",0.735294117647059,17,0.785875194647152,3265.70604713235,1
"2310069G16Rik",0.292483660130719,51,-1.65634713395792,11752.9636524223,1
"2500002B13Rik",0.602564102564103,39,0.660096830781935,14587.5456585957,1
"2510009E07Rik",0.398333333333333,20,-0.0588936890535683,987.058019193944,1
"2510039O18Rik",0.333333333333333,13,-0.68314289466006,-17380.6990334367,0
"2610005L07Rik",0.607142857142857,28,1.53321892562716,19997.9771561246,1
"2610008E11Rik",0.773550724637681,184,1.70912499131393,10892.7403724063,1
"2610020C07Rik",0.465686274509804,34,-0.20393088548891,17174.0884666788,1
"2610021A01Rik",0.366666666666667,15,-0.883806982495477,-5825.69312095096,0
"2610035D17Rik",0.963020833333333,160,4.89077093024524,12904.808448964,1
"2610037D02Rik",0.467405582922824,609,-0.268680968974936,11898.2702350946,1
"2610203C22Rik",0.385964912280702,19,0.215728691055437,1366.09762131255,1
"2610307P16Rik",0.458333333333333,34,0.115477217419937,11443.5061528053,1
"2610507I01Rik",0.6,15,1.17218097538268,-19138.8598927576,0
"2700049A03Rik",0.604972375690608,181,0.460794323037176,12546.7674810841,1
"2700054A10Rik",0.772727272727273,11,3.27301849440642,-8192.27297353459,0
"2700062C07Rik",0.5,17,0.366127898797898,2863.62362524246,1
"2700097O09Rik",0.640866174055829,406,0.692471284173254,11270.3402244969,1
"2810001G20Rik",0.628205128205128,26,0.341508463856878,2432.55660546152,1
"2810002D19Rik",0.509259259259259,18,0.420575682820274,3930.79752509969,1
"2810013P06Rik",0.585416666666667,80,0.30590787429689,15378.8377680497,1
"2810030D12Rik",0.609375,32,0.637429920615292,18692.7964859938,1
"2810036E18Rik",0.416666666666667,12,-0.154722594798642,-22170.2642548437,0
"2810402E24Rik",0.5,12,-0.409112665321739,-14090.0198594184,0
"2810405F17Rik",0.545454545454545,11,0.976541027176011,-6043.47290186271,0
"2810449D17Rik",0.685185185185185,27,1.7465516429954,17388.3012896019,1
"2900060N12Rik",0.287878787878788,11,-0.649092838140872,-15032.7918247603,0
"2900076A07Rik",0.56910569105691,41,-0.020659470566093,17064.3416424296,1
"2900089D17Rik",0.724074074074074,27,1.45490196015678,6925.92831116589,1
"2900093K20Rik",0.53448275862069,29,0,7394.34666626871,1
"3110009E18Rik",0.352941176470588,17,-1.04551465925237,-11779.3778061999,0
"3110040N11Rik",0.346153846153846,13,-0.624960568653075,-9745.48051667806,0
"3110056K07Rik",0.439655172413793,145,-0.296774617659024,13695.4142135162,1
"3110082I17Rik",0.446502057613169,81,-0.0853455550377862,13189.9828537522,1
"3200001D21Rik",0.3,10,0.211504105193711,-17136.6795680438,0
"3222401L13Rik",0.408962060323222,551,-0.551784893535113,12197.5118554041,1
"3300002A11Rik",0.345238095238095,14,-0.168122758808327,-13058.525176728,0
"3300002I08Rik",0.357142857142857,49,-0.890878277619888,9559.53420212286,1
"3425401B19Rik",0.633542976939203,159,0.571841578987715,12908.2036468406,1
"4631405J19Rik",0.304597701149425,29,-1.17508670655809,-242.830056965802,1.25351744968047e-107
"4632427E13Rik",0.506818135804105,1568,0.00720748397091642,11660.9226995807,1
"4732440D04Rik",0.326241311588813,2741,-0.981065201082954,12522.5212173747,1
"4732463B04Rik",0.841269841269841,21,2.11103131238874,-101.602597735502,4.17266548777037e-46
"4732465J04Rik",0.245614035087719,19,-1.40136256238177,1089.56628068466,1
"4732471J01Rik",0.317543859649123,95,-0.984635690347821,16036.9496654783,1
"4732491K20Rik",0.557964601769912,113,0.147085025084201,12897.5142108083,1
"4833418N02Rik",0.486111111111111,12,0.425763905871902,-22293.5814132401,0
"4833420G17Rik",0.87431693989071,61,2.91146332539834,11941.8449563552,1
"4833439L19Rik",0.558558558558559,37,0.373814836552331,19552.8496487731,1
"4921504A21Rik",0.790322580645161,31,2.19730144037362,11058.1849082993,1
"4921511C10Rik",0.493589743589744,26,-0.294285339818233,2727.5464960365,1
"4921515G04Rik",0.458333333333333,12,0.474908955256242,-7988.54959140551,0
"4921524J17Rik",0.41331285202253,186,-0.387677035886851,12783.6104054152,1
"4930402D18Rik",0.918803418803419,65,2.69348695749933,12174.5943003392,1
"4930412C18Rik",0.902298850574713,29,4.1197392442741,13113.6218581934,1
"4930414N06Rik",0.75,10,0.62148837674627,-14379.5257235125,0
"4930432B10Rik",0.736842105263158,38,0.486660427109352,10408.5968881759,1
"4930447C04Rik",0.0340909090909091,44,-5.08214904135387,14478.2756778623,1
"4930453N24Rik",0.418402777777778,48,-0.189477798863713,16144.3497614856,1
"4930458D05Rik",0.95,20,3.78135971352466,87.5463493514399,1
"4930470G03Rik",0.571969696969697,44,0.368999928650229,19371.1022967208,1
"4930473A02Rik",0.346846846846847,37,-0.945552215977624,10049.7142754223,1
"4930479D17Rik",0.45,10,-0.473931188332412,-10838.2905380506,0
"4930481A15Rik",0.883950617283951,135,3.45637829465974,9129.38405373424,1
"4930505A04Rik",0.35,15,-2.17880315278877,-15873.4353191947,0
"4930506C21Rik",0.4337822671156,297,-0.423970624048851,14050.7780597215,1
"4930511M06Rik",0.599358974358974,26,-0.071701465354189,21162.8641623131,1
"4930512B01Rik",0.590909090909091,22,0.149576356050511,13131.2262176062,1
"4930512H18Rik",0.48605577689243,251,-0.199574338991356,12430.4117036942,1
"4930517O19Rik",0.656976744186047,43,0.88727040013923,9520.99890477146,1
"4930522O17Rik",0.931034482758621,29,5.41278152533847,-960.649178311374,0
"4930523C07Rik",0.385265700483092,69,-0.699955023011087,15618.9898534428,1
"4930527F14Rik",0.608695652173913,23,0.445139531068262,-3508.53750394246,0
"4930544I03Rik",0.855072463768116,23,2.8073549220576,8556.78959995963,1
"4930549G23Rik",0.446969696969697,66,0.0164881227885685,13782.4058993554,1
"4930551O13Rik",0.697916666666667,24,0.700439718141093,10279.9022878251,1
"4930557K07Rik",0.55,20,-0.162729500038108,-2556.40217059426,0
"4930558N01Rik",0.537037037037037,27,0.0273504881449549,15727.0097381305,1
"4930581F22Rik",0.463768115942029,23,-0.0931094043914813,20353.5393396231,1
"4930594M22Rik",0.258333333333333,20,-1.18359993833939,-382.100952136743,3.27668361818784e-168
"4930599N23Rik",0.455882352941177,34,-0.163498732282879,10233.0523815063,1
"4931406C07Rik",0.515151515151515,11,0.0712586831698223,-12754.2612845484,0
"4931414P19Rik",0.395299145299145,39,-0.493040011280117,19046.8717676789,1
"4932441J04Rik",0.479674796747967,41,-0.33777237295214,13268.9089280329,1
"4933406I18Rik",0.4,15,-0.101283335837182,-18794.4479999737,0
"4933412E12Rik",0.614583333333333,16,-0.888107119929103,2699.86837669026,1
"4933417O13Rik",0.25,10,-1.17333160288556,-10543.5640216705,0
"4933421D24Rik",0.45,10,0,-20580.4845897853,0
"4933421O10Rik",0.566666666666667,10,0.88296057880978,-17356.2009661919,0
"4933424G05Rik",0.52,25,-0.0557094325862879,13763.0343311735,1
"4933427D14Rik",0.526315789473684,19,0.435386144670646,-371.033131794371,2.13055958451501e-163
"4933431K23Rik",0.401786980842671,413,-0.368613162187492,10979.0585630684,1
"4933434E20Rik",0.490895061728395,108,0.397856339516344,13111.5834072112,1
"5031425E22Rik",0.5241797130095,1739,0.137708117814078,11717.9457840067,1
"5031439G07Rik",0.6,20,0.368781908317971,27.6798648993663,1
"5330438D12Rik",0.514600840336134,340,0.0168023555645354,12587.1618438183,1
"5330439B14Rik",0.636363636363636,11,0.0418201756946273,-14810.9341139146,0
"5330439K02Rik",0.575,20,0.392317422778761,4872.08564328714,1
"5430402O13Rik",0.397286821705426,86,-0.65479705258538,13231.1598282795,1
"5430405H02Rik",0.507716049382716,108,-0.091518655976992,13480.4565509692,1
"5430427G11Rik",0.657407407407407,18,0.655088587111798,3409.45752501946,1
"5430431A17Rik",0.546229495142538,598,0.23527371263318,12181.2165498582,1
