"","AR","N","log2FC","llr","pval"
"0610005C13Rik",0.222222222222222,18,-1.63471553591826,-12.8865916574404,3.83986745327073e-07
"0610038B21Rik",0.676470588235294,17,0.421826664941483,-3.65283255960346,0.00687375486869372
"0610040B10Rik",0.611111111111111,15,0.807354922057604,2.91559133415052,1
"0610040J01Rik",0.6875,24,0.972343657097134,4.76149662781495,1
"0610043K17Rik",0.611111111111111,33,0.223721481808968,-37.9729314146884,2.91549294644778e-18
"1110002E22Rik",0.511350574712644,232,-0.0204062106618372,21.2552961101937,1
"1110002L01Rik",0.956521739130435,46,4.54689445988764,-10.3609363343729,5.31059149172429e-06
"1110004F10Rik",0.522633744855967,81,-0.205010343108211,-8.85758824818686,2.56571425272782e-05
"1110019D14Rik",0.522916666666667,312,0.174346381062478,61.1802406618621,1
"1110020A21Rik",0.566666666666667,15,-0.294743265561132,-24.4723689148209,2.63276628269154e-12
"1110038F14Rik",0.492753623188406,23,-0.198127142958811,12.3296858304225,1
"1110046J04Rik",0.974358974358974,13,2,-6.01526557701338,0.000523361603109969
"1110059E24Rik",0.403256704980843,87,-0.435501601838559,52.865226324512,1
"1110065P20Rik",0.909090909090909,11,2.34577483684173,-3.39285135030907,0.00918908495296273
"1200007C13Rik",0.366666666666667,15,-0.347923303420307,1.46226217257122,1
"1500002F19Rik",0.64908256880734,109,0.694997046481847,80.1866935741206,1
"1500004A13Rik",0.481034838177695,231,-0.105534414172357,7.08842405157429,1
"1500009L16Rik",0.560091743119266,109,0.370457988815021,103.016195883446,1
"1500015A07Rik",0.227272727272727,11,-0.284976958714471,-17.8111499962746,2.39529751236732e-09
"1500026H17Rik",0.263157894736842,19,-1.65896308216493,2.58241924432024,1
"1600010M07Rik",0.483471226328369,259,-0.0946673258396773,-12.615838503354,5.08402739896971e-07
"1600014C10Rik",0.460227272727273,44,-0.299189170592324,-8.45501524841883,3.91939251290894e-05
"1600020E01Rik",0.2520964360587,159,-1.33614195410706,-4.99359443884336,0.00157633063923459
"1700016K05Rik",0.541666666666667,12,-0.308950240889152,-19.7206618799757,3.38066473900126e-10
"1700025G04Rik",0.560404171470232,1264,0.364324608393842,18.6826583704146,1
"1700030K09Rik",0.708333333333333,12,2,-34.3720250536328,1.12108595690982e-16
"1700037C18Rik",0.638888888888889,18,0.272620454662992,-3.71188543478614,0.00643677786373568
"1700037F03Rik",0.555,50,0.273284502527551,22.194308303486,1
"1700040D17Rik",0.347222222222222,12,-0.44579975304953,-18.5418749058733,1.13162865825298e-09
"1700081N11Rik",0.529411764705882,34,0.290726139702842,-4.67112804181921,0.00223929680528411
"1700084C06Rik",0.613636363636364,22,0.29176612437711,-3.40017535487089,0.009113996817653
"1700086O06Rik",0.701754385964912,19,0.799406168942113,-11.6885874324996,1.33149105453004e-06
"1700087I21Rik",0.0933936955063716,213,-3.24933296415473,-12.3086969923906,6.99177830699031e-07
"1700093J21Rik",0.541666666666667,12,0.110182917750423,-19.7206618799748,3.38066473900441e-10
"1700096K18Rik",0.514492753623188,23,-0.155650870460194,-64.0914681719067,1.02359834350445e-29
"1700109H08Rik",0.333333333333333,86,-0.615394396935117,-7.20801245227426,0.000146549905695018
"1700109K24Rik",0.388888888888889,12,0.0896372124846767,-16.2574230891081,1.18285467922595e-08
"1700110C19Rik",0.6,15,0.53051471669878,-17.8330654174018,2.34200557382505e-09
"1700113H08Rik",1,10,Inf,-1.21755772024557e-05,0.996062703904852
"1700120C14Rik",0.766927083333333,64,1.64593051801258,-3.11816638229986,0.0125155368628347
"1700123M08Rik",0.671428571428571,49,0.768674453893544,11.1774345788027,1
"1810024B03Rik",0.61764705882353,34,0.678071905112638,4.92733060349852,1
"1810034E14Rik",0.694444444444444,21,0.944858445807539,-0.590496748917495,0.277153831936474
"1810037I17Rik",0.150537634408602,31,-2.81669278663694,-0.312605653731055,0.429117297994482
"1810062O18Rik",0.555555555555556,57,0.300347564301849,-7.60601318225848,9.60895262038663e-05
"2010001K21Rik",0.963414634146341,41,4.67807190511264,-5.89775629262628,0.000593736619583625
"2010109A12Rik",0.151515151515152,22,-0.81669278663694,-5.73862910710889,0.00070452989444189
"2210408F21Rik",0.485802384836916,3233,-0.0547496346440213,-130.501275851164,1.03749353431699e-58
"2210408I21Rik",0.554033844942936,121,0.240234536460656,70.5189336072404,1
"2310002L09Rik",0.433558558558559,148,-0.302827995692819,-10.1155376001132,6.86290089730061e-06
"2310014F06Rik",0.335880672615366,539,-0.86257789015155,5.2726205455931,1
"2310015A10Rik",0.51929012345679,108,0.31520223169905,-12.3247273273419,6.87642097875234e-07
"2310016D03Rik",0.735714285714286,70,1.23629802336167,29.9139798415495,1
