"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"Malat1",0.4562,0.456656749641212,2872,0.0143,0.019080501105774,0.0208482853555522,-0.257523329454529,-17.2497240231714,4.26372210986351e-09,1.7054888439454e-06
"Ttn",0.5,0.499318185990575,2868,0.0277,0.0346302211337593,0.036825891078295,0.00903579675626265,-33.0687195482224,4.20551193164664e-16,4.20551193164664e-13
"Ryr2",0.4607,0.460093898873152,2870,0.06,0.0494343824453723,0.0407027801215653,-0.217433969684873,-0.410394093834839,0.364949819050796,1
"Cacna1c",0.573,0.573857391786932,2869,0.0406,0.0545078007022763,0.0597035809392767,0.4214099246102,-4.36552132497673,0.0031283755197228,0.109878305852195
"Slc8a1",0.5358,0.536721317104034,2865,0.0847,0.0714934473583502,0.0600683252653202,0.196525500595906,-4.3540208885388,0.00316809339831128,0.109878305852195
"Myh6",0.5752,0.575401695876124,2859,0.0848,0.0723041504883118,0.0612485391791483,0.4563542128571,-65.2300248425763,3.25007966037587e-30,6.50015932075175e-27
"Fhl2",0.5796,0.577622542638797,2863,0.2216,0.126129383346077,0.0641136114972417,0.496572117949245,-23.3073371190876,8.64107435632319e-12,5.7607162375488e-09
"Sorbs1",0.4979,0.497709101662535,2865,0.0471,0.0629160738176561,0.0687758167441667,-0.00755497291805973,-8.66580024741961,3.13922929430726e-05,0.00298974218505453
"Rbm20",0.5434,0.543815840772265,2862,0.0405,0.0640530216782008,0.0743403151098387,0.248408658184325,4.21930656359473,1,1
"Pdlim5",0.5364,0.534886971952018,2841,0.0761,0.0810512029813966,0.0796542040202531,0.212775546389981,-2.86570755540652,0.0166640491283033,0.294266811258059
"Atp2a2",0.5208,0.519146775445103,2865,0.0647,0.0771701506063555,0.0803385433594404,0.128079678573188,-9.11363642458764,1.96051318402124e-05,0.00206369808844341
"Pcdh7",0.5761,0.57275475694812,2864,0.08,0.0850606795066468,0.0835160111664853,0.454794000826545,6.65453306561631,1,1
"Fhod3",0.6243,0.62294986974581,2848,0.0781,0.086092281932376,0.0861936119380489,0.740430697407318,5.63041269196583,1,1
"Cacnb2",0.5316,0.530244570963406,2852,0.1244,0.104416384749284,0.087326624973739,0.197931948698207,0.48311198209467,1,1
"Neat1",0.5322,0.529745665507256,2855,0.0394,0.0740693856384072,0.0902766416650607,0.194431067252423,-2.03992582493083,0.0433974688492529,0.539098991916185
"Cdh2",0.4893,0.489133876817639,2839,0.1445,0.115532062490176,0.0926459701099955,-0.060600244795332,1.18100334880273,1,1
"Sorbs2",0.4727,0.47131156714394,2831,0.106,0.100994457355942,0.0927722012016421,-0.1605143409682,-1.7719549310923,0.0597644270020253,0.667758960916484
"D830005E20Rik",0.4159,0.416557813031431,2834,0.1173,0.105414568837833,0.0929691848049839,-0.504506540173847,-5.4524785802023,0.000959072575369256,0.0504775039668029
"Myocd",0.4625,0.462006620512988,2777,0.2404,0.152476207977037,0.093449994983595,-0.221199268380702,-1.04511811267912,0.148243146410358,0.906189315836761
"Ablim1",0.4838,0.482193384734054,2823,0.08,0.0915904267280595,0.0934891117559896,-0.0778004453817727,1.73053597254511,1,1
"Palld",0.4668,0.469156747236197,2816,0.097,0.0983349868817216,0.0939303032973494,-0.188673195706502,-2.0828632929024,0.0412497170927072,0.522148317629205
"Lncpint",0.4508,0.455335686965444,2833,0.0951,0.0978794065636508,0.0943364802915493,-0.295410077922944,-4.31728051963819,0.00329844707682546,0.11012780845803
"Limch1",0.4677,0.468682814392015,2833,0.086,0.0955292249999803,0.0960249696499699,-0.19054886799087,-1.96932210285286,0.0471887947018287,0.57721510675449
"Actn2",0.509,0.503734078195431,2826,0.0846,0.0958485228903993,0.0973246439612699,0.0665111130804705,1.43273225242228,1,1
"Myom1",0.5202,0.51818217713148,2835,0.0456,0.0816462423767968,0.0982530275234942,0.111102790576032,-3.35685374235345,0.0095674608013931,0.218903570245451
"Trdn",0.4963,0.496124733199887,2842,0.0596,0.0870372470186716,0.0983668886131844,-0.0240234106297699,-11.586453326343,1.48068828224691e-06,0.000211526897463844
"Zbtb16",0.4804,0.478948841977668,2834,0.0562,0.086194554583209,0.0990518163667545,-0.12086000881235,-0.144621714294772,0.590705767363724,1
"Lmo7",0.5015,0.503400865460025,2826,0.0764,0.0946133802802302,0.100194169481338,0.00929931582145826,-5.76447038892729,0.000685210441865479,0.0380672467703044
"Cd36",0.5134,0.513594673827429,2826,0.0908,0.100327139570232,0.100568984503602,0.0810091120611958,-0.0653741988999172,0.717657333065594,1
"Grm1",0.9901,0.99117867308388,2524,0.0254,0.0758470320017927,0.101111700210738,6.65375099381468,167.236800263516,1,1
"Lama2",0.3222,0.332570049801915,2780,0.1897,0.138265497346126,0.101151502946649,-1.15159406884038,47.3387022598899,1,1
"Mlip",0.4876,0.486298006582747,2811,0.0993,0.104685832452837,0.102296161432966,-0.0721779041360642,-3.38256437483597,0.00929562173292773,0.218903570245451
"Ldb3",0.5056,0.500966507117261,2835,0.0421,0.083235725553192,0.102710698161575,0.0306713227959685,1.84758851950846,1,1
"Ank2",0.4844,0.487969984207604,2794,0.1284,0.11603657339028,0.102754526424755,-0.0953808313203313,2.49386166351451,1,1
"Gpcpd1",0.5115,0.507170857506126,2753,0.2933,0.178841625454991,0.103036775944924,0.103349117436174,-3.87237741511217,0.0053868773503342,0.157639020323566
"Pde4b",0.4766,0.477700834627739,2791,0.1284,0.116402252863116,0.103313040872933,-0.130094162276074,1.87453872103197,1,1
"Pln",0.5761,0.578701481256624,2754,0.1173,0.112954802150338,0.104485634484282,0.412141300461733,-15.1910041177207,3.54803752525157e-08,1.01372500721474e-05
"Celf2",0.6064,0.600478537299746,2797,0.1316,0.118510259289598,0.104676669354979,0.638598189397967,-0.572280661055629,0.284690556297164,1
"Mast2",0.4863,0.484545336887785,2821,0.0604,0.0921785270659925,0.105755337005459,-0.0733195983708905,-3.30307944100696,0.0101626641479682,0.218903570245451
"Ckmt2",0.4721,0.474223588177989,2746,0.1762,0.136386079550753,0.106111005500517,-0.171706684520748,-22.9440304029504,1.25206713095368e-11,6.26033565476841e-09
"Adk",0.4902,0.487077249721306,2824,0.0484,0.0879524281594067,0.106260675275467,-0.0451180213185722,0.335406919050911,1,1
"Mbnl2",0.5073,0.517068867692629,2784,0.067,0.0950473488170495,0.10630898409324,0.00656561585455462,-1.36766454409826,0.098151280601118,0.801234943682596
"Akap6",0.5137,0.517728465836712,2803,0.0783,0.0994807327150357,0.106526239100098,0.0879426658957663,-5.06244555264038,0.00146280300713557,0.0680373491690963
"Mhrt",0.5552,0.555211913068398,2826,0.0391,0.0846141950096819,0.106556080511454,0.322190936725922,-2.37332785173567,0.0293552922292928,0.438138689989445
"Acyp2",0.4333,0.434913044873073,2769,0.1066,0.110331757842113,0.10668537147752,-0.41328873172221,-0.277610340936008,0.456192337758896,1
"Mir99ahg",0.4651,0.466639924690735,2779,0.1247,0.117507392343614,0.10714695723948,-0.20736314563418,-4.57108365175009,0.00249785048805678,0.0942585089832746
"Arhgap26",0.4874,0.489189947288361,2790,0.0787,0.100050884018953,0.107165050191615,-0.0780240038643831,-1.1111494471952,0.136030373623997,0.894936668578927
"Corin",0.5705,0.567999300942939,2706,0.2317,0.159224274956946,0.108802542617576,0.425027231414433,-4.24714883350953,0.00356261272632578,0.113098816708755
"Cpeb3",0.5578,0.558503261378178,2759,0.1155,0.115167112419661,0.108908569702296,0.325398768064695,-6.40984923970973,0.000342988993572639,0.02143681209829
"Filip1",0.4516,0.453471627254714,2741,0.0842,0.103923880850203,0.109890407351877,-0.277874155923363,-1.95875135166443,0.0477858152016068,0.57721510675449
"Tnni3k",0.491,0.488494417802001,2775,0.0995,0.110027408149658,0.110338528047245,-0.038325331986881,0.527355200411876,1,1
