"","AR","N","log2FC","llr_mean","pval_mean"
"1110004F10Rik",0.3,10,-0.465663572348811,1.31788399585059,1
"1500004A13Rik",0.166666666666667,11,-0.959358015502653,2.28684998481254,1
"1600010M07Rik",0.604166666666667,16,0.415037499278844,0.00540783389011779,1
"1600020E01Rik",0.371212121212121,11,-0.819427754358179,-1.5114709030703,0.0820944233758901
"1700025G04Rik",0.583096268810555,49,0.372658897008292,-0.614562479862386,0.26757728007524
"2210408F21Rik",0.459827989948472,83,-0.169925001442312,-0.472372107316005,0.331060730224726
"2610035D17Rik",0.833333333333333,19,2.44745897697122,-13.2295386044472,2.69180585775935e-07
"2610037D02Rik",0.474404761904762,36,-0.346450414021431,-0.827665655659288,0.198234861605018
"2610203C22Rik",0.541666666666667,10,0.584962500721155,-0.496491892447857,0.319014203274139
"2610307P16Rik",0.431788931788932,37,-0.0896372124846772,0.709474563310394,1
"2700097O09Rik",0.568181818181818,11,1.23266075679027,-3.73716153009086,0.00625850921061401
"2900026A02Rik",0.55,10,0.53051471669878,-0.354716427029651,0.399632154908924
"3110056K07Rik",0.15,10,-1.07400058144378,1.62689937342832,1
"4632427E13Rik",0.496195652173913,46,-0.238159737194764,-0.315643265743546,0.426883798101283
"4732440D04Rik",0.332206119162641,69,-1.01354653183795,-11.5329098685702,1.5654909016875e-06
"4732471J01Rik",0.416666666666667,27,-0.025535092107138,0.994407514257631,1
"4833420G17Rik",0.604166666666667,12,1.52356195605701,-4.84340637809355,0.00185595193546386
"4930523C07Rik",0.529411764705882,17,-0.20163386116965,0.355054188170854,1
"4930578G10Rik",0.841666666666667,12,2.20945336562895,-6.95841557558964,0.000191079719209287
"4933406I18Rik",0.388383838383838,33,-0.841302253980941,-1.13039094473689,0.132687053113587
"5031425E22Rik",0.625044378020568,63,0.551409941010129,-2.58384858556353,0.0230107000375334
"5033421B08Rik",0.366666666666667,15,-0.351472370501378,2.10516881661399,1
"5330438D12Rik",0.508333333333333,10,-0.255257055242074,-0.0509899121389878,0.749466580196565
"5430405H02Rik",0.424242424242424,11,0,1.21542076327628,1
"5430431A17Rik",0.516666666666667,13,0.0544477840223778,0.00755207852099105,1
"6720427I07Rik",0.331944444444444,12,-0.160464672193247,2.43579010957097,1
"6820431F20Rik",0.7625,20,1.62293035092018,-13.5817917180248,1.86947067329866e-07
"9330159M07Rik",0.0686813186813187,35,-3.11547721741994,-52.2032150141895,1.64794897366044e-24
"9530026P05Rik",0.533306866517651,108,0.168067055221731,0.61368563766689,1
"9630014M24Rik",0.369047619047619,14,-0.214124805352849,0.54602485391316,1
"A930015D03Rik",0.694444444444444,12,0.881355503501382,-1.0476388588609,0.147754861074133
"AU040320",0.482456140350877,19,0.20163386116965,-0.0532864090032703,0.744080187489517
"AW554918",0.553968253968254,42,0.148098638989134,2.33605208779097,1
"Aak1",0.570498511904762,64,0.386182636606659,-1.54873768545752,0.0784138100044076
"Aatf",0.494047619047619,14,0.241008099503795,-0.0843938224767413,0.681191521064696
"Abca1",0.469773629148629,104,-0.0911478880581949,-0.00886991651620406,0.894042356442297
"Abca6",0.61734126984127,30,0.625151590836855,-1.63003071980235,0.0709864666483148
"Abca8a",0.707909769557497,88,1.27436241163531,-19.3320340889885,5.03391194658827e-10
"Abca8b",0.517113095238095,48,0.0985638344835895,0.0216943913841448,1
"Abca9",0.501995293066722,84,0.108776345917331,0.0116392551270224,1
"Abcc1",0.487373737373737,33,-0.177787119215283,-0.158502263817894,0.573413399551345
"Abcc4",0.637254901960784,17,0.807354922057604,-0.599726971755935,0.27343084470287
"Abcc5",0.446052631578947,38,-0.211504105193713,-0.297331115121821,0.440621905046576
"Abcc9",0.393518518518518,18,-0.823122237915921,-2.19525960789298,0.0361393058896836
"Abcd3",0.641666666666667,28,1.0759488532333,-4.77068213741508,0.00200892364407852
"Abce1",0.513888888888889,12,0.0995356735509141,0.136010341814512,1
"Abhd12",0.5,11,0.280107919192735,0.0292981770995482,1
"Abhd17b",0.508333333333333,12,-0.271302021817395,0.258416737790647,1
"Abhd18",0.440205627705628,32,-0.46566357234881,-1.17481267740827,0.125313120678752
"Abi1",0.62818925768364,89,0.812629864098278,-2.72333951310856,0.019605561731359
"Abi2",0.444444444444444,15,0.311944006314741,1.58614745597689,1
"Abi3bp",0.530864197530864,27,0.639824435755674,-1.4551854446614,0.0880116326280279
"Abl2",0.545977011494253,29,0.401362562381767,-0.58622439402977,0.278898651256689
"Ablim1",0.466010514244599,124,-0.277533975528911,-1.41819623983167,0.0921508904711794
"Ablim3",0.457967032967033,26,0.0544477840223769,0.274009337317516,1
"Abr",0.722222222222222,18,1.44745897697122,-5.69884313524743,0.000735356362929741
"Abra",0.382663449995383,35,-0.579156879039949,-2.1746409377014,0.0370245550277548
"Abtb2",0.555654761904762,44,0.0874628412503388,-0.124120959673718,0.618315725508072
"Acaca",0.416666666666667,20,-0.236067358233525,-0.08148288790305,0.686440548602014
"Acacb",0.507539682539683,57,-0.174029399775047,-0.148927674918411,0.585230058006639
"Acadl",0.477628968253968,24,0.0489096004809477,0.190491167828441,1
"Acadm",0.630729166666667,32,0.67069237474704,-2.11855361590014,0.0395494995199397
"Acadsb",0.385964912280702,19,-0.656045598782639,-1.86285800709181,0.0535806507190129
"Acap2",0.531818181818182,33,0.0641303374197155,0.426380622609003,1
"Acat1",0.595904761904762,25,0.407175381505874,0.0777643686837735,1
"Acbd3",0.472222222222222,18,-0.251538766995964,-0.174030666810943,0.555212618940107
"Acbd5",0.455128205128205,13,1.77635683940025e-15,0.641667379078882,1
"Acbd6",0.326388888888889,12,-0.87446911791614,-1.33809804356817,0.101858772884889
"Acer2",0.5109375,32,-0.0255350921071369,0.0364995293784531,1
"Acer3",0.596078431372549,51,0.466318004222538,-0.503164603724514,0.315783856206388
"Acin1",0.543859649122807,19,0.0892673380970874,-0.0487769719878557,0.754784980242527
"Ackr3",0.58974358974359,39,0.294743265561133,0.956617873361182,1
"Aco2",0.572074293228139,52,0.379704426166564,-0.36694449579484,0.391625512107831
"Acot11",0.4,10,-0.337034987277568,-0.0839354501792862,0.68201097928249
"Acot13",0.528947368421053,19,0.51937415909358,-0.65810488618478,0.251273412531274
"Acox1",0.540616246498599,34,0.308122295362332,-0.533358404063975,0.301688220383269
"Acsl1",0.42481684981685,26,-0.387023123109247,-0.766728418047279,0.215594375792119
"Acss1",0.572412945850446,48,0.700439718141091,-1.50257036450293,0.0830007690443243
"Acss3",0.406818181818182,22,-0.656045598782639,-1.31583692997661,0.104751228451351
"Actc1",0.47053329461866,41,-0.103504575753859,0.774275898229575,1
"Actc1dt",0.406802721088435,14,-0.584962500721153,-0.0459090331687761,0.761878460372003
"Actn1",0.677777777777778,15,1.06140054466414,-1.56216177562428,0.0771318777713737
"Actn2",0.485386092983496,77,-0.0158539512008371,-0.0949611796235388,0.662981245086856
"Actn4",0.593137254901961,17,0.304854581528421,2.12797393947124,1
"Actr10",0.392857142857143,12,-0.544320516223811,-0.98746957535699,0.159924573490921
"Actr1a",0.398809523809524,14,-0.169925001442312,0.354333165215934,1
"Actr2",0.398333333333333,40,-0.225066555634774,0.677856456462067,1
"Actr3",0.474809523809524,50,0.0565835283663679,0.0199620255852579,1
"Acvr1",0.608666666666667,25,0.334419039070558,0.927152665394381,1
"Acvr2a",0.531272893772894,26,0.0430687218918855,0.0241570260963897,1
"Acyp2",0.413882146467764,110,-0.477321777533185,-6.309599571695,0.000381804874973349
"Adam10",0.434444444444444,45,-0.399930606888636,-1.43832738597767,0.0898725501655066
"Adam15",0.633333333333333,10,0.561878887608115,-0.504704388313108,0.315044519494093
"Adam17",0.290277777777778,24,-0.864344900642434,-3.46051769299922,0.00851876391570367
"Adam19",0.445333333333333,50,-0.277109591045519,-0.14925998861176,0.584811753140192
"Adam22",0.574561403508772,19,0.18844508941311,2.07415638858681,1
"Adam9",0.490123456790123,27,-0.215728691055436,-0.174134675801554,0.555094446817402
"Adamts1",0.711111111111111,15,1.15200309344505,1.27514320489765,1
"Adamts10",0.680555555555556,12,0.565597175854225,0.167297342120619,1
"Adamts12",0.350617283950617,27,-0.980891177052295,-3.87124597922386,0.00539363182341615
"Adamts2",0.517543859649123,19,0.656045598782639,-1.16265612998198,0.127284675812733
"Adamts5",0.581051587301587,24,0.428843298803875,-0.365315262280035,0.392678887272363
"Adamts6",0.348484848484849,22,-0.773724144176324,-0.401155902333457,0.370403075540373
"Adamts9",0.447790404040404,44,0.161967479663393,-0.0027375939388179,0.941014751696286
"Adamtsl1",0.732380952380952,10,0.678071905112636,-1.49143628744418,0.08414980101437
"Adamtsl3",0.444791666666667,32,-0.321928094887362,-0.287104048461629,0.448591559492896
