"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"Arhgap15",0.525210084033613,17,0,0.525387679105116,0.81,0.93
"Bcl2",0.669230769230769,13,1.11547721741994,0.361085485363226,0.61,0.93
"Ccnd3",0.394117647058824,17,-0.497499659470817,-1.09455147812773,0.01,0.11
"Dock2",0.545098039215686,17,-0.163498732282879,-0.0322255018594682,0.16,0.293333333333333
"Gm2682",0.431565656565657,11,-0.710493382805015,-0.00375202923405382,0.02,0.11
"Malat1",0.533635959608197,20,0.00728635407849243,0.00391485684991721,0.79,0.93
"Pde3b",0.380952380952381,14,-0.362570079384708,-0.036034350731633,0.04,0.146666666666667
"Pitpnc1",0.603535353535353,16,0.37851162325373,0.215114998650385,0.9,0.93
"Skap1",0.528703703703704,18,-0.067114195858537,1.08509206322263,0.93,0.93
"St6galnac3",0.605922865013774,11,0.0614005446641434,-0.572658949008071,0.08,0.176
"Zeb1",0.600915750915751,13,0.523561956057013,-0.293722139345661,0.06,0.165
