"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"9530026P05Rik",0.516666666666667,25,0.485426827170242,21.4053810802729,0.59,1
"Acta2",0.471605667060213,33,-0.131244533278253,2.39312716924149,0.98,1
"Actn1",0.5,23,0,2.11939595044888,1,1
"Acyp2",0.178571428571429,14,-2.0703893278914,0.0633809050983771,1,1
"Akap6",0.548309178743961,23,0.0588936890535686,2.54294369572795,0.97,1
"Aopep",0.382098765432099,27,-0.283792966000591,2.31986214448657,0.97,1
"Cacna1c",0.486111111111111,30,-0.156119201917282,2.21578302510288,1,1
"Cacna2d1",0.528571428571429,21,0.556393348524385,4.84556165421471,1,1
"Cacnb2",0.39026169026169,37,-0.409390936137702,2.50184145365542,0.61,1
"Cald1",0.512962962962963,36,-0.405992359675837,0.982843701299494,1,1
"Carmn",0.461412151067323,29,-0.137503523749935,1.42598545919017,0.98,1
"Celf2",0.566176470588235,17,0.131244533278253,2.27689175727453,1,1
"Clic4",0.15,19,-2.50250034052918,0.11995419642186,0.95,1
"Cobll1",0.510416666666667,16,-0.169925001442312,8.11547264855096,0.97,1
"Cped1",0.596894020766201,28,0.57190634789571,1.62857313361686,0.85,1
"Crim1",0.421645021645022,21,-0.0901978089715781,1.65951724841735,0.99,1
"Dip2c",0.4625,24,-0.201633861169651,1.96893014983677,1,1
"Dlc1",0.554150579150579,37,0.421463768438277,2.11029753934285,0.97,1
"Ebf1",0.363852813852814,33,-0.495957494662411,3.58266067760015,0.44,1
"Enah",0.462797619047619,24,-0.685891409571937,5.21194027341733,0.77,1
"Entpd1",0.543137254901961,17,-0.304854581528421,1.14998402159265,1,1
"Esyt2",0.377777777777778,27,-0.369233809665719,4.49830263717281,0.95,1
"Ext1",0.601731601731602,22,0.502500340529183,2.19287235167323,0.81,1
"Fbxl17",0.36231884057971,23,-0.473931188332413,1.67495493079118,1,1
"Fry",0.370238095238095,30,-0.597240830499593,2.4317667434031,0.43,1
"Igf1r",0.547222222222222,24,0,6.057263905172,0.98,1
"Igfbp7",0.55,20,0.106915203916512,2.22045507691672,0.7,1
"Irag1",0.5,30,0,3.60424691529979,0.98,1
"Itga8",0.622908232118758,19,0.584962500721156,1.8194265252529,0.89,1
"Itpr1",0.561538461538462,26,0.131244533278253,2.71035302008772,1,1
"Kcnab1",0.419142416723062,31,-0.390459476558178,1.89621345406854,0.93,1
"Ldlrad4",0.266666666666667,21,-1.05444778402238,0.402656626100057,1,1
"Lhfpl6",0.545238095238095,21,-0.111031312388744,2.63565560379742,0.99,1
"Lncpint",0.408730158730159,21,-0.289506617194985,0.251296157026083,1,1
"Lpp",0.562825190682333,35,-0.0524674198941355,0.41596376295994,1,1
"Luc7l2",0.616666666666667,21,0.552541023028779,1.36726212538142,1,1
"Magi1",0.522727272727273,22,0,1.95186464684728,0.98,1
"Malat1",0.482560678170061,42,-0.0900218705517393,1.47519543372752,0.39,1
"Mast4",0.421095977193538,41,-0.485426827170242,2.72122990186863,0.83,1
"Msrb3",0.56820987654321,27,0.584962500721156,2.88493869180989,0.9,1
"Myh11",0.423370773370773,37,-0.447458976971221,2.16060278900814,0.52,1
"Myocd",0.592105263157895,19,0.337034987277571,1.79124081916039,1,1
"Myom1",0.43,30,-0.415037499278844,2.89169945616217,0.9,1
"Nfib",0.315217391304348,23,-0.724365557386572,1.72024438446605,0.98,1
"Pakap",0.531481481481481,24,-0.15754127698648,2.64208172161862,0.75,1
"Pbx1",0.66474358974359,26,0.584962500721156,3.28227383693308,0.96,1
"Pcdh7",0.51555637345111,19,-0.131244533278252,1.15767018155726,0.92,1
"Pde1a",0.436507936507937,21,-0.263034405833794,7.95787376996722,0.97,1
"Pde3a",0.495172275641026,32,-0.165059246270496,3.24221965184027,0.49,1
"Pdlim5",0.644444444444444,30,0.901819606061097,2.22985905516975,0.87,1
"Phldb2",0.677777777777778,21,0.552541023028779,0.457857964685363,1,1
"Plce1",0.395238095238095,22,-0.389946518316013,0.162346674228981,1,1
"Plcl1",0.591326530612245,28,0.192645077942396,2.90938023196814,0.13,1
"Ppm1l",0.520833333333333,12,0.169925001442312,11.2304879927445,0.99,1
"Ppp1r12a",0.437640056022409,34,-0.196397212803503,2.16174809828757,0.93,1
"Prkg1",0.136428571428571,35,-2.33498424771281,0.621261685236924,0.49,1
"Rasal2",0.304,25,-1.32192809488736,0.791158549412536,1,1
"Rbpms",0.519089390142022,38,-0.295455883526171,4.28562578000855,0.49,1
"Rock1",0.456226053639847,29,-0.109624491174498,1.96941631007383,0.93,1
"Ror1",0.460127591706539,19,0.15200309344505,4.98055206409188,0.74,1
"Samd4",0.519583333333333,20,0.176877762084079,0.217626420985418,1,1
"Setbp1",0.502083333333333,16,-0.169925001442312,12.3899026417158,1,1
"Slc8a1",0.603011099176513,35,0.405256478486259,-1.40189789063141,0.05,1
"Slit3",0.558760683760684,26,0.0489096004809464,2.11960114620625,0.63,1
"Sorbs2",0.562599206349206,24,0.395928676331139,0.788718553498029,0.93,1
"Sptbn1",0.560110420979986,23,-0.0544477840223764,1.57596126029575,1,1
"Syne1",0.555555555555556,18,0.353636954614701,5.38207994384085,0.99,1
"Synpo2",0.480555555555556,36,-0.142957953842043,1.5231493077199,0.89,1
"Tpm1",0.428,25,-0.289506617194985,4.55816873934717,0.67,1
"Utrn",0.585,30,0.402098443571346,2.34762901819989,0.96,1
"Zfpm2",0.333333333333333,28,-1.03952836418664,1.7646101732461,0.6,1
