"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"0610043K17Rik",0.652777777777778,72,0.949373926930032,2.45715916628848,1,1
"1110059E24Rik",0.445378151260504,119,-0.267104070142841,0.2494329284185,1,1
"1500004A13Rik",0.457746478873239,142,-0.325986311461715,0.173692773057581,1,1
"1600010M07Rik",0.489795918367347,196,-0.02487466863903,0.853964388502334,1,1
"1600020E01Rik",0.403846153846154,104,-0.451379346342564,0.673354802424782,1,1
"1700025G04Rik",0.490051282051282,325,-0.101402032208213,4.50721767508537,1,1
"2210408F21Rik",0.511947565543071,445,0.0810146883730596,8.8012107941114,1,1
"2210408I21Rik",0.560833333333333,100,0.29176612437711,0.635574723396914,1,1
"2610035D17Rik",0.624034334763949,233,0.668794091524627,2.01046900022021,1,1
"2610037D02Rik",0.414448669201521,263,-0.50653585376434,1.18543016616175,1,1
"2610307P16Rik",0.473086419753086,135,-0.0710830980614823,1.62307710709783,1,1
"2700097O09Rik",0.614341085271318,86,0.560714954474479,0.529011962286319,1,1
"2900093K20Rik",0.528571428571429,70,0.134301091711591,-13.3232778606959,0,0
"3110056K07Rik",0.422514619883041,114,-0.388565287917653,0.794249221587677,1,1
"4632427E13Rik",0.521872265966754,381,0.158989523761157,2.68923255906896,1,1
"4732440D04Rik",0.327134646962233,406,-1.02553509210714,5.44621605227405,1,1
"4732471J01Rik",0.447058823529412,85,-0.389042290745899,0.561353207593001,1,1
"4833420G17Rik",0.764462809917355,121,1.61381736339334,0.115780647308824,1,1
"4930438E09Rik",0.581683168316832,101,0.489805267680817,0.724756979360961,1,1
"4930503L19Rik",0.468503937007874,127,-0.263034405833794,0.507147168177752,1,1
"4930523C07Rik",0.46969696969697,198,-0.169925001442313,0.411777367925964,1,1
"4930578G10Rik",0.770422535211268,213,1.78135971352466,-8.49802599454304,0,0
"4930590L20Rik",0.641176470588235,85,0.843274496312547,0.895680012421224,1,1
"4930599N23Rik",0.513636363636364,110,0.117356950638158,0.430844690406133,1,1
"4933406I18Rik",0.274193548387097,93,-1.6338721012021,0.155840091518762,0.99,1
"5031425E22Rik",0.593967721316715,596,0.494490909598479,62.6938789103588,1,1
"5330438D12Rik",0.45398773006135,163,-0.396658969963989,0.350263992788285,1,1
"5430405H02Rik",0.545454545454545,88,0.321928094887362,-0.00175551980444055,0.67,1
"6720427I07Rik",0.561930783242259,183,0.410788026277486,0.466609203847895,1,1
"6820431F20Rik",0.718660968660969,234,1.32970544547908,0.898281565615065,1,1
"9330159M07Rik",0.159420289855072,69,-2.46948528330122,0.00883295288553043,0.44,1
"9530026P05Rik",0.449550975505714,707,-0.304365532357335,224.15248492075,1,1
"9630014M24Rik",0.413690476190476,56,-0.381870635343645,3.29174702663073,1,1
"A4galt",0.678571428571429,105,0.947532580105864,0.430492933115929,1,1
"A730049H05Rik",0.531446540880503,53,0.084888897586513,2.86342909026445,1,1
"A830012C17Rik",0.523584905660377,106,0.110182917750422,0.612547509832183,1,1
"A930015D03Rik",0.745098039215686,119,1.59946207041627,0.354947016568389,1,1
"AU040320",0.607007575757576,176,0.498250867527825,0.547271576273545,1,1
"AW554918",0.507201646090535,324,0.128642151439105,2.66244490992136,1,1
"Aak1",0.494270833333333,320,-0.0372810160794597,2.54049053879805,1,1
"Aatf",0.516239316239316,195,0.0262315415731802,1.02723601036126,1,1
"Abca1",0.475254416282642,496,-0.241008099503795,26.6518242020495,1,1
"Abca5",0.51865671641791,67,0.345135486048687,0.419150140535621,1,1
"Abca6",0.547222648979396,743,0.277755911540559,-118.428168610479,0,0
"Abca8a",0.652367574169281,1508,0.979047629066833,-23.7250864102944,0,0
"Abca8b",0.527104852914205,834,0.22062549516226,448.229327440247,1,1
"Abca9",0.456507413509061,607,-0.308752706139629,117.703640034327,1,1
"Abcb1b",0.619402985074627,67,0.900464326449085,0.393106542340071,1,1
"Abcc1",0.473922902494331,147,-0.0885366746016567,0.430974153780426,1,1
"Abcc4",0.584848484848485,110,0.353636954614701,0.430721610837452,1,1
"Abcc5",0.450851749539595,362,-0.413196152454676,3.47183527738417,1,1
"Abcd2",0.358649789029536,79,-0.662965012722429,0.315484796562096,0.98,1
"Abcd3",0.592503987240829,209,0.451379346342564,0.747896710593466,1,1
"Abce1",0.597389558232932,166,0.493539472957561,0.525956981510973,1,1
"Abhd17b",0.490631163708087,169,-0.0151068923902082,0.451901725177095,1,1
"Abhd18",0.508333333333333,120,0.0861566437497148,-0.000779329843595633,0.61,1
"Abi1",0.659912901800554,780,1.58943944780765,-106.497596472119,0,0
"Abi2",0.503639010189229,229,-0.0321804057491493,0.679830061008062,1,1
"Abi3bp",0.680959965608922,527,0.601641241867787,51.422223209379,1,1
"Abl2",0.515602836879433,235,0.0104923738176428,0.799238002245659,1,1
"Ablim1",0.411196530475231,662,-0.406909618395443,-129.112342952189,0,0
"Ablim3",0.459333333333333,75,0.0250909809628306,2.07030701020301,1,1
"Abtb2",0.483924289140116,278,-0.207892851641333,4.5408077105231,1,1
"Acaca",0.470833333333333,352,-0.163746426513188,4.63532528221526,1,1
"Acadl",0.472463768115942,115,-0.259087221317132,0.581286851911116,1,1
"Acadsb",0.546587926509186,254,0.295455883526171,1.87117990265875,1,1
"Acap2",0.495220282626766,401,0.0177747017279759,5.92007341050248,1,1
"Acat1",0.535087719298246,114,0.137503523749935,0.269471215149508,1,1
"Acbd3",0.56989247311828,217,0.495695162624069,0.981874142081267,1,1
"Acbd5",0.545584045584046,117,0.339850002884624,0.69175346999603,1,1
"Acbd6",0.483870967741935,155,-0.0467942114789404,0.352453572350157,1,1
"Ace",0.464285714285714,154,-0.0620609681322515,0.442387363704114,1,1
"Acer2",0.364285714285714,70,-0.335603031784439,2.09041736223115,1,1
"Acer3",0.556962025316456,158,0.206450877467426,0.553799014498907,1,1
"Acin1",0.486038394415358,191,-0.119739244274096,1.01533046555198,1,1
"Ackr3",0.513088628928324,262,0.100401896957838,5.82735977797938,1,1
"Acox1",0.407258064516129,124,-0.576192291093425,0.33203775504785,1,1
"Acss3",0.31093023255814,215,-1.11042398969365,1.14651855893939,1,1
"Actb",0.491452991452991,117,0,0.814505275244045,1,1
"Actn1",0.574612403100775,86,0.297680548640685,1.90586535198882,1,1
"Actn4",0.496428571428571,140,-0.0749620576812227,0.450960342798368,1,1
"Actr10",0.446009389671362,142,-0.317740297923929,0.447729015365468,1,1
"Actr1a",0.442307692307692,104,-0.37851162325373,0.344397842519825,1,1
"Actr2",0.429947916666667,256,-0.467605550082997,2.3730369078599,1,1
"Actr3",0.535547091797092,312,0.237499313726656,5.45238701595895,1,1
"Acvr1",0.469367588932806,253,-0.191365525715823,1.65350470491001,1,1
"Acvr2a",0.475925925925926,180,-0.265590110737551,0.777851387148161,1,1
"Acyp2",0.381996302308802,576,-0.7311832415722,73.4319288647981,1,1
"Adam10",0.526479750778816,214,0.034215715337913,1.44583161797681,1,1
"Adam12",0.545488721804511,133,0.213244039122262,1.53340245068537,1,1
"Adam17",0.322761194029851,268,-1.01367493689708,1.32729112681699,1,1
"Adam19",0.485812672176309,242,-0.096215315259303,1.41307303758256,1,1
"Adam9",0.478456318914334,393,-0.0821267667135612,6.01504375247328,1,1
"Adamts1",0.49388379204893,109,0.17687776208408,0.191950470242332,1,1
"Adamts10",0.546325051759834,322,0.289506617194985,2.35265061451139,1,1
"Adamts12",0.305787456235663,502,-1.26553691303696,-60.8504452286375,0,0
"Adamts19",0.48936170212766,94,0.0489096004809468,1.76785893470867,1,1
"Adamts2",0.476698513800425,471,-0.120108666151582,26.731282308384,1,1
"Adamts3",0.619897959183674,98,0.761840262805236,0.421716402708569,1,1
"Adamts5",0.591843780826832,531,0.529140590448702,103.05891988816,1,1
"Adamts6",0.457017543859649,152,-0.415037499278844,1.01427830910058,1,1
"Adamts9",0.469480669169466,241,-0.245112497836531,-46.1323054979247,0,0
"Adamtsl1",0.585069444444444,48,0.534336427651188,3.88552088067729,1,1
"Adamtsl2",0.432823129251701,98,-0.443606651475615,1.4463119698529,1,1
"Adamtsl3",0.433492247423445,728,-0.356964533699133,-134.660822967076,0,0
"Adamtsl4",0.505952380952381,98,0.0255350921071376,1.45030663437525,1,1
"Adamtsl5",0.498205128205128,130,0.0551415541924616,0.618674851082034,1,1
"Adap2",0.515712682379349,297,0.164386817900883,2.8220211525641,1,1
"Adarb1",0.435441159007244,401,-0.369076043244119,-61.2478616306511,0,0
"Adcy2",0.428571428571429,144,-0.359081093304829,1.18231427616436,1,1
"Adcy7",0.558580858085809,202,0.393011192948845,0.635028664759119,1,1
"Adcy9",0.495210727969349,261,0,1.92845633842404,1,1
"Add1",0.465116279069767,215,-0.260866569151084,0.876891856013344,1,1
"Adgra3",0.44375,160,-0.310929095938105,0.171898182835562,1,1
"Adgrd1",0.403177457257768,386,-0.526610262242864,-91.222743418959,0,0
"Adgrf5",0.511711711711712,74,-0.0269670476002695,-15.1628888535488,0,0
"Adgrl2",0.45651455026455,144,-0.288125386796624,-16.1529793265626,0,0
"Adgrl3",0.548368022705771,302,0.332804684137968,3.96755936062397,1,1
"Adgrl4",0.489818594104308,105,-0.0406419844973458,-28.5348642470285,0,0
"Adhfe1",0.646067415730337,89,0.780686971595523,0.215594526463875,0.98,1
"Adipor2",0.506883705863298,147,-0.099535673550915,0.685999808407018,1,1
"Adk",0.406557801969933,643,-0.569547448334469,57.9599627689142,1,1
"Adss2",0.443159922928709,173,-0.318682435383709,0.847489435988564,1,1
"Aebp1",0.63653483992467,177,0.838937567267483,0.279419756213315,1,1
"Aebp2",0.421532846715328,274,-0.425529873096486,1.57887348025474,1,1
"Afap1",0.523206751054852,237,0.12832409697554,1.13627523068359,1,1
"Afap1l1",0.562962962962963,45,0.299560281858908,3.02587433549694,1,1
"Afdn",0.530744336569579,103,0.164386817900882,0.861927468455974,1,1
"Aff1",0.454800838574423,795,-0.324525206373401,-44.0574412209319,0,0
"Aff3",0.411904761904762,210,-0.436099114806673,1.14750232682709,1,1
"Aff4",0.502659574468085,188,0.0128240403575841,1.35949736463118,1,1
"Afg1l",0.539906103286385,213,0.23703919730085,0.876949948093028,1,1
"Afg2a",0.530080598733448,386,0.0676387168753632,8.43157870382663,1,1
"Afg3l1",0.467447916666667,128,-0.299560281858908,0.395176492185499,1,1
"Aftph",0.452932098765432,216,-0.122619286663956,1.00823700684555,1,1
"Agap1",0.409724888035829,521,-0.626321530482214,50.1253373211759,1,1
"Agbl3",0.301980198019802,101,-1.21631790692676,0.543308091748102,1,1
"Agfg1",0.434015927189989,293,-0.407948074492524,2.08233461866854,1,1
"Agl",0.419230769230769,130,-0.409112665321739,0.102295397913323,1,1
"Agmo",0.670456754130224,343,1.0578809160805,6.26025554202931,1,1
"Ago2",0.403892944038929,274,-0.644771895956459,2.68287772389664,1,1
"Ago3",0.532215234102027,477,0.139274788602128,13.9895744113476,1,1
"Agpat4",0.53363453815261,166,0.175086706558091,0.37237868408701,1,1
"Agpat5",0.458333333333333,88,-0.134929580086109,0.633769657041086,1,1
"Agps",0.478288633461047,261,-0.0452292539929977,1.93719181305846,1,1
"Agtpbp1",0.498027613412229,169,0.0443941193584534,0.551858792514622,1,1
"Ahcyl1",0.564912280701754,95,0.52083216330144,0.928959168981052,1,1
"Ahcyl2",0.571225071225071,117,0.364764292797619,0.341476562299704,1,1
"Ahi1",0.515432098765432,108,0.233199176293031,0.703274088714025,1,1
"Ahnak",0.503824476650564,414,0.0418201756946268,12.7185102296811,1,1
"Aida",0.652125279642058,149,0.895030440398457,0.172117957583552,1,1
"Aig1",0.458239595050619,254,-0.155918143448433,3.12127880081778,1,1
"Airn",0.941624909482052,1155,3.63662462054365,-68.257570642127,0,0
"Ak3",0.502604166666667,128,0.038474147814636,0.653608503802928,1,1
"Akap10",0.431938911022576,251,-0.383704292474052,1.52166258306829,1,1
"Akap11",0.5390625,192,0.196397212803503,0.484042287874189,1,1
"Akap12",0.465686274509804,102,-0.143364175171177,0.102941404303266,0.99,1
"Akap13",0.50549002475608,763,0.0698020308994125,-144.470084615071,0,0
"Akap7",0.440677966101695,118,-0.359895945086382,0.442407734284401,1,1
"Akap9",0.495983935742972,166,-0.0489096004809468,0.0858521745196157,0.99,1
"Akr1a1",0.385826771653543,127,-0.57650092197296,0.411143330373889,1,1
"Akt3",0.477983837213046,986,-0.0466004128621391,-101.097414803554,0,0
"Alcam",0.267432950191571,87,-1.48239276708061,0.76303156260532,1,1
