gene,condition
Gnb1,F1_Aged
Gpat3,F1_Aged
Gpi1,F1_Aged
Gpr107,F1_Aged
Gpr137c,F1_Aged
Gpsm1,F1_Aged
Gse1,F1_Aged
Gsta4,F1_Aged
Gtf2ird1,F1_Aged
Hacd3,F1_Aged
Hand2,F1_Aged
Hbegf,F1_Aged
Heatr5b,F1_Aged
Hebp1,F1_Aged
Hectd1,F1_Aged
Helz,F1_Aged
Herc3,F1_Aged
Hif1a,F1_Aged
Hipk2,F1_Aged
Hmox2,F1_Aged
Hnrnpa3,F1_Aged
Hnrnpm,F1_Aged
Hspb8,F1_Aged
Idh1,F1_Aged
Igf2r,F1_Aged
Il15ra,F1_Aged
Ilrun,F1_Aged
Impact,F1_Aged
Ino80d,F1_Aged
Ints8,F1_Aged
Ip6k1,F1_Aged
Ipo11,F1_Aged
Ireb2,F1_Aged
Irf2,F1_Aged
Itga5,F1_Aged
Itgb6,F1_Aged
Itm2b,F1_Aged
Iws1,F1_Aged
Jak1,F1_Aged
Jak2,F1_Aged
Jam2,F1_Aged
Josd1,F1_Aged
Kcmf1,F1_Aged
Kcnk3,F1_Aged
Kcnq5,F1_Aged
Kctd1,F1_Aged
Kctd8,F1_Aged
Kctd9,F1_Aged
Kdm5b,F1_Aged
Kif1c,F1_Aged
Klf13,F1_Aged
Klf15,F1_Aged
Klf6,F1_Aged
Klhl38,F1_Aged
Klhl41,F1_Aged
Kremen1,F1_Aged
Ldhb,F1_Aged
Lekr1,F1_Aged
Lemd3,F1_Aged
Lmbrd1,F1_Aged
Lmcd1,F1_Aged
Lncppara,F1_Aged
Lrba,F1_Aged
Lrch3,F1_Aged
Lrig1,F1_Aged
Lrrc10,F1_Aged
Lrrc14b,F1_Aged
Lrrk2,F1_Aged
Ltbp1,F1_Aged
Luc7l,F1_Aged
Macrod1,F1_Aged
Maml1,F1_Aged
Man1c1,F1_Aged
Manba,F1_Aged
Map2k5,F1_Aged
Map3k3,F1_Aged
Map3k5,F1_Aged
Mapk8,F1_Aged
Mapkap1,F1_Aged
Masp1,F1_Aged
Mat2a,F1_Aged
Mboat2,F1_Aged
Mcl1,F1_Aged
Mcu,F1_Aged
Mcur1,F1_Aged
Mdh2,F1_Aged
Me1,F1_Aged
Med1,F1_Aged
Metap2,F1_Aged
Mettl15,F1_Aged
Mettl25,F1_Aged
Mgmt,F1_Aged
Mical3,F1_Aged
Micall1,F1_Aged
Micu3,F1_Aged
Mier1,F1_Aged
Mipol1,F1_Aged
Mir22hg,F1_Aged
Mlxip,F1_Aged
Mm2pr,F1_Aged
Mmd,F1_Aged
Mob1b,F1_Aged
Mon2,F1_Aged
Morc3,F1_Aged
Morf4l1,F1_Aged
Mppe1,F1_Aged
Mroh1,F1_Aged
Mrtfa,F1_Aged
Mt1,F1_Aged
Mtdh,F1_Aged
Mthfs,F1_Aged
Mtx2,F1_Aged
Myo1b,F1_Aged
Myo5b,F1_Aged
Naa40,F1_Aged
Nadk2,F1_Aged
Napb,F1_Aged
Nceh1,F1_Aged
Nckap1,F1_Aged
Ncoa3,F1_Aged
Ncor2,F1_Aged
Ndel1,F1_Aged
Ndufa5,F1_Aged
Ndufb9,F1_Aged
Ndufv2,F1_Aged
Nedd1,F1_Aged
Nfatc2,F1_Aged
Nfil3,F1_Aged
Ngly1,F1_Aged
Npepps,F1_Aged
Nptn,F1_Aged
Nr3c1,F1_Aged
Nr4a1,F1_Aged
Nsmce2,F1_Aged
Nt5c2,F1_Aged
Nt5dc3,F1_Aged
Nudt13,F1_Aged
Nudt7,F1_Aged
Nufip2,F1_Aged
Numa1,F1_Aged
Nup98,F1_Aged
Oga,F1_Aged
Osbp2,F1_Aged
Osbpl9,F1_Aged
Oxr1,F1_Aged
P4ha2,F1_Aged
Pacrg,F1_Aged
Pacs1,F1_Aged
Paip2,F1_Aged
Pals1,F1_Aged
Patj,F1_Aged
Pbrm1,F1_Aged
Pcdh9,F1_Aged
Pcmt1,F1_Aged
Pcnp,F1_Aged
Pcsk7,F1_Aged
Pde11a,F1_Aged
Pde4a,F1_Aged
Pdlim3,F1_Aged
Pds5b,F1_Aged
Peli1,F1_Aged
Peli2,F1_Aged
Per3,F1_Aged
Pex14,F1_Aged
Pfkm,F1_Aged
Pgd,F1_Aged
Phf14,F1_Aged
Phkb,F1_Aged
Pi4kb,F1_Aged
Pign,F1_Aged
Pigu,F1_Aged
Pik3c2a,F1_Aged
Pik3r3,F1_Aged
Pikfyve,F1_Aged
Pitpna,F1_Aged
Pkd2,F1_Aged
Pkm,F1_Aged
Pkp4,F1_Aged
Plekha1,F1_Aged
Plekhm3,F1_Aged
Plin2,F1_Aged
Plpp1,F1_Aged
Plscr2,F1_Aged
Pms1,F1_Aged
Pnpla8,F1_Aged
Polb,F1_Aged
Ppm1l,F1_Aged
Ppme1,F1_Aged
Ppp1r13b,F1_Aged
Ppp1r3c,F1_Aged
Ppp2ca,F1_Aged
Ppp2r2a,F1_Aged
Ppp2r5a,F1_Aged
Ppp3cc,F1_Aged
Ppp4r3a,F1_Aged
Ppp6r3,F1_Aged
Prpf38b,F1_Aged
Prpf40a,F1_Aged
Prrx1,F1_Aged
Psma3,F1_Aged
Psmd7,F1_Aged
Ptgr2,F1_Aged
Ptp4a1,F1_Aged
Ptpn13,F1_Aged
Ptpn2,F1_Aged
Ptpn4,F1_Aged
Pum1,F1_Aged
Pvr,F1_Aged
Pvt1,F1_Aged
Qrsl1,F1_Aged
Rab10,F1_Aged
Rab1a,F1_Aged
Rab22a,F1_Aged
Rab31,F1_Aged
Rab3gap1,F1_Aged
Rab5c,F1_Aged
Rabgap1l,F1_Aged
Rala,F1_Aged
Ranbp10,F1_Aged
Ranbp9,F1_Aged
Rap1a,F1_Aged
Rasal2,F1_Aged
Rasgef1b,F1_Aged
Rbfox2,F1_Aged
Rbm27,F1_Aged
Rbm4,F1_Aged
Rbms3,F1_Aged
Rdx,F1_Aged
Reep1,F1_Aged
Rfx3,F1_Aged
Rgl1,F1_Aged
Rgs2,F1_Aged
Rgs7bp,F1_Aged
Rheb,F1_Aged
Rhoj,F1_Aged
Ric1,F1_Aged
Rlf,F1_Aged
Rnd3,F1_Aged
Rnf10,F1_Aged
Rnf111,F1_Aged
Rnf157,F1_Aged
Rnf214,F1_Aged
Rock1,F1_Aged
Rprd1a,F1_Aged
Rsrc2,F1_Aged
Rtf1,F1_Aged
Rtn4,F1_Aged
Rttn,F1_Aged
Rufy3,F1_Aged
Safb2,F1_Aged
Sar1a,F1_Aged
Sar1b,F1_Aged
Saraf,F1_Aged
Scaf8,F1_Aged
Scaper,F1_Aged
Scarb2,F1_Aged
Sdccag8,F1_Aged
Sdk1,F1_Aged
Sec24a,F1_Aged
Sec24b,F1_Aged
Sec61a2,F1_Aged
Sema3a,F1_Aged
Sema3c,F1_Aged
Senp6,F1_Aged
Serinc1,F1_Aged
Setd1b,F1_Aged
Setd2,F1_Aged
Setd3,F1_Aged
Setd5,F1_Aged
Sgk3,F1_Aged
Sh3gl2,F1_Aged
Shisa6,F1_Aged
Sipa1l1,F1_Aged
Sirt1,F1_Aged
Sirt3,F1_Aged
Skil,F1_Aged
Slc12a7,F1_Aged
Slc16a1,F1_Aged
Slc16a10,F1_Aged
Slc20a1,F1_Aged
Slc22a23,F1_Aged
Slc22a4,F1_Aged
Slc25a42,F1_Aged
Slc38a3,F1_Aged
Slc38a9,F1_Aged
Slc41a3,F1_Aged
Slc44a2,F1_Aged
Slc49a4,F1_Aged
Smad3,F1_Aged
Smad4,F1_Aged
Smad7,F1_Aged
Smarcad1,F1_Aged
Smarcc2,F1_Aged
Smc5,F1_Aged
Smg7,F1_Aged
Smim14,F1_Aged
Snapc3,F1_Aged
Snhg11,F1_Aged
Snx9,F1_Aged
Sobp,F1_Aged
Sp3,F1_Aged
Spast,F1_Aged
Specc1l,F1_Aged
Sptssa,F1_Aged
Srgap2,F1_Aged
Srp72,F1_Aged
Ss18,F1_Aged
Ssbp1,F1_Aged
St6gal1,F1_Aged
Stard9,F1_Aged
Strip2,F1_Aged
Sucla2,F1_Aged
Supt20,F1_Aged
Susd6,F1_Aged
Synpo,F1_Aged
Syt7,F1_Aged
Taf1d,F1_Aged
Taf3,F1_Aged
Tafa2,F1_Aged
Tango6,F1_Aged
Tbc1d12,F1_Aged
Tbc1d23,F1_Aged
Tbc1d31,F1_Aged
Tbc1d9b,F1_Aged
Tcp1,F1_Aged
Tcp11l2,F1_Aged
Tent2,F1_Aged
Tgfbr1,F1_Aged
Thada,F1_Aged
Thoc1,F1_Aged
Thsd4,F1_Aged
Tiam2,F1_Aged
Tiparp,F1_Aged
Tm9sf2,F1_Aged
Tmed10,F1_Aged
Tmem116,F1_Aged
Tmem131,F1_Aged
Tmem163,F1_Aged
Tmem182,F1_Aged
Tmem87a,F1_Aged
Tnks,F1_Aged
Tnks2,F1_Aged
Tomm70a,F1_Aged
Trak1,F1_Aged
Trappc9,F1_Aged
Trp53inp1,F1_Aged
Ttc17,F1_Aged
Ttc4,F1_Aged
Ttll11,F1_Aged
Txndc11,F1_Aged
Txnrd1,F1_Aged
Uba3,F1_Aged
Ubac1,F1_Aged
Ubc,F1_Aged
Ube2e3,F1_Aged
Ube2j1,F1_Aged
Ube2n,F1_Aged
Ube2r2,F1_Aged
Ube4b,F1_Aged
Ubn1,F1_Aged
Ubr4,F1_Aged
Ubxn4,F1_Aged
Ucp3,F1_Aged
Umad1,F1_Aged
Usp14,F1_Aged
Usp16,F1_Aged
Usp2,F1_Aged
Usp33,F1_Aged
Usp47,F1_Aged
Usp53,F1_Aged
Vamp2,F1_Aged
Vldlr,F1_Aged
Vmp1,F1_Aged
Vps8,F1_Aged
Wasf2,F1_Aged
Wbp1,F1_Aged
Wdfy1,F1_Aged
Wdfy2,F1_Aged
Wdr41,F1_Aged
Wipf2,F1_Aged
Wwc2,F1_Aged
Xpo6,F1_Aged
Ybx1,F1_Aged
Yes1,F1_Aged
Ywhag,F1_Aged
Zbtb11,F1_Aged
Zcchc8,F1_Aged
Zdhhc20,F1_Aged
Zfand5,F1_Aged
Zfhx3,F1_Aged
Zfp346,F1_Aged
Zfp36,F1_Aged
Zfp36l1,F1_Aged
Zfp609,F1_Aged
Zfp612,F1_Aged
Zfp638,F1_Aged
Zfp652,F1_Aged
Zfp704,F1_Aged
Zfp945,F1_Aged
Zfyve9,F1_Aged
Zhx1,F1_Aged
Zhx2,F1_Aged
Zkscan5,F1_Aged
Zmiz1,F1_Aged
Zmynd11,F1_Aged
Znrf2,F1_Aged
Zranb2,F1_Aged
Zswim6,F1_Aged
Zswim7,F1_Aged
Zyg11b,F1_Aged
1500004A13Rik,F1_Young
2610008E11Rik,F1_Young
2700097O09Rik,F1_Young
4632427E13Rik,F1_Young
4921504A21Rik,F1_Young
4930402D18Rik,F1_Young
4930544I03Rik,F1_Young
6820431F20Rik,F1_Young
A330032B11Rik,F1_Young
A930015D03Rik,F1_Young
Aamdc,F1_Young
Abca8a,F1_Young
Abcc1,F1_Young
Abcd3,F1_Young
Ablim3,F1_Young
Abtb2,F1_Young
Aco2,F1_Young
Acot11,F1_Young
Actr3,F1_Young
Adcy9,F1_Young
Adhfe1,F1_Young
Afg3l2,F1_Young
Agap1,F1_Young
Ahsa2,F1_Young
Akap6,F1_Young
Anapc16,F1_Young
Ankrd12,F1_Young
Ankrd33b,F1_Young
Appl1,F1_Young
Arhgap24,F1_Young
Arhgef10l,F1_Young
Arhgef3,F1_Young
Arih1,F1_Young
Arl15,F1_Young
Atf1,F1_Young
Atf7,F1_Young
Atp2b1,F1_Young
Atp8a1,F1_Young
Atxn2,F1_Young
Auts2,F1_Young
Azi2,F1_Young
Baz1b,F1_Young
Baz2a,F1_Young
Bltp2,F1_Young
Braf,F1_Young
Btbd9,F1_Young
Bves,F1_Young
Casz1,F1_Young
Cat,F1_Young
Cd2ap,F1_Young
Cd36,F1_Young
Cdc42,F1_Young
Cdh11,F1_Young
Cecr2,F1_Young
Celf2,F1_Young
Cemip2,F1_Young
Cep44,F1_Young
Cfap96,F1_Young
Cgnl1,F1_Young
Chd4,F1_Young
Chrm2,F1_Young
Clpx,F1_Young
Cnksr3,F1_Young
Cnnm2,F1_Young
Colq,F1_Young
Copg2,F1_Young
Cox10,F1_Young
Cpeb4,F1_Young
Crebbp,F1_Young
Crybg3,F1_Young
Cux1,F1_Young
D830024N08Rik,F1_Young
Dapp1,F1_Young
Dcn,F1_Young
Ddi2,F1_Young
Dennd4c,F1_Young
Dennd5b,F1_Young
Depp1,F1_Young
Deptor,F1_Young
Dffb,F1_Young
Dhx32,F1_Young
Dicer1,F1_Young
Dmxl1,F1_Young
Dock2,F1_Young
Dock8,F1_Young
Dyrk1a,F1_Young
Egflam,F1_Young
Ehd4,F1_Young
Elavl1,F1_Young
Elf1,F1_Young
Ell2,F1_Young
Elovl5,F1_Young
Erbin,F1_Young
Esrrg,F1_Young
Etl4,F1_Young
Fabp4,F1_Young
Fam149b,F1_Young
Fbxo11,F1_Young
Fgf1,F1_Young
Filip1,F1_Young
Fmnl2,F1_Young
Focad,F1_Young
Fra10ac1,F1_Young
Frmd4b,F1_Young
Frmd5,F1_Young
Fryl,F1_Young
Fto,F1_Young
Fxr1,F1_Young
Fxyd1,F1_Young
Galm,F1_Young
Gm10069,F1_Young
Gm11266,F1_Young
Gm12216,F1_Young
Gm16093,F1_Young
Gm30307,F1_Young
Gm3587,F1_Young
Gm36703,F1_Young
Gm40841,F1_Young
Gm45871,F1_Young
Gm5532,F1_Young
Gm57242,F1_Young
Gm57283,F1_Young
Gpm6a,F1_Young
Gtdc1,F1_Young
Gtf2f2,F1_Young
Hacd1,F1_Young
Hbb-bs,F1_Young
Hdnr,F1_Young
Hivep2,F1_Young
Hk1,F1_Young
Hnrnph3,F1_Young
Homer1,F1_Young
Hsd17b4,F1_Young
Hsdl2,F1_Young
Hspa5,F1_Young
Hspb7,F1_Young
Hsph1,F1_Young
Hycc1,F1_Young
Hycc2,F1_Young
Ifrd1,F1_Young
Ift81,F1_Young
Iqgap1,F1_Young
Itpr2,F1_Young
Jarid2,F1_Young
Jph2,F1_Young
Kansl2,F1_Young
Kansl3,F1_Young
Kcnq1ot1,F1_Young
Kmt2e,F1_Young
Kpna3,F1_Young
Lamc1,F1_Young
Larp4,F1_Young
Lats1,F1_Young
Ldha,F1_Young
Lgals4,F1_Young
Lin52,F1_Young
Lncbate10,F1_Young
Lonp2,F1_Young
Lrrc39,F1_Young
Man1a,F1_Young
Man1a2,F1_Young
Man2a1,F1_Young
Manbal,F1_Young
Map2k1,F1_Young
Map3k1,F1_Young
Marchf5,F1_Young
Mbnl2,F1_Young
Mcc,F1_Young
Mccc1,F1_Young
Med13,F1_Young
Mef2d,F1_Young
Mfhas1,F1_Young
Mical2,F1_Young
Mix23,F1_Young
Mpp7,F1_Young
Mpv17,F1_Young
Mrpl42,F1_Young
Mrtfb,F1_Young
Msrb3,F1_Young
Mtus1,F1_Young
Myadml2os,F1_Young
Myo10,F1_Young
Myo19,F1_Young
Myo5a,F1_Young
Mypn,F1_Young
Myrfl,F1_Young
Nars2,F1_Young
Nbeal1,F1_Young
Ndrg3,F1_Young
Ndufb1,F1_Young
Ndufs4,F1_Young
Neo1,F1_Young
Nfat5,F1_Young
Nle1,F1_Young
Nploc4,F1_Young
Nr6a1,F1_Young
Nrap,F1_Young
Nt5e,F1_Young
Opa1,F1_Young
Osbpl1a,F1_Young
Osgepl1,F1_Young
Otud4,F1_Young
Pard3,F1_Young
Pde3a,F1_Young
Pde3b,F1_Young
Pdk1,F1_Young
Pdk4,F1_Young
Pecam1,F1_Young
Perm1,F1_Young
Pgm1,F1_Young
Pgpep1,F1_Young
Phf20,F1_Young
Phip,F1_Young
Phtf2,F1_Young
Phyh,F1_Young
Picalm,F1_Young
Pik3cd,F1_Young
Pink1,F1_Young
Pip4p2,F1_Young
Pitpnm2,F1_Young
Pkig,F1_Young
Plod1,F1_Young
Plod2,F1_Young
Pparg,F1_Young
Ppfia1,F1_Young
Ppfibp2,F1_Young
Ppm1b,F1_Young
Prkca,F1_Young
Proser2,F1_Young
Prss36,F1_Young
Prune2,F1_Young
Ptpn11,F1_Young
Ptpn14,F1_Young
Pxylp1,F1_Young
Rab30,F1_Young
Rad23b,F1_Young
Rapgef1,F1_Young
Rapgef2,F1_Young
Rcor1,F1_Young
Reep5,F1_Young
Rgs7,F1_Young
Rhoa,F1_Young
Rngtt,F1_Young
Rnls,F1_Young
Rock2,F1_Young
Rps6ka5,F1_Young
Rreb1,F1_Young
Rsbn1l,F1_Young
Rsrc1,F1_Young
Rtn3,F1_Young
Sacs,F1_Young
Sclt1,F1_Young
Sdhc,F1_Young
Selenot,F1_Young
Serinc3,F1_Young
Serpine1,F1_Young
Sestd1,F1_Young
Sf3b1,F1_Young
Sfpq,F1_Young
Sfswap,F1_Young
Sik2,F1_Young
Slc22a5,F1_Young
Slc25a4,F1_Young
Sltm,F1_Young
Smarca5,F1_Young
Smg1,F1_Young
Smg6,F1_Young
Snx24,F1_Young
Sorl1,F1_Young
Sos1,F1_Young
Sptan1,F1_Young
Srcap,F1_Young
St3gal3,F1_Young
St3gal6,F1_Young
Stau2,F1_Young
Stip1,F1_Young
Strbp,F1_Young
Strn,F1_Young
Swt1,F1_Young
Syde2,F1_Young
Syk,F1_Young
Sync,F1_Young
Syne1,F1_Young
Tanc1,F1_Young
Taok1,F1_Young
Tasp1,F1_Young
Tcf12,F1_Young
Tef,F1_Young
Tek,F1_Young
Tfpi,F1_Young
Thsd7a,F1_Young
Tia1,F1_Young
Tmcc3,F1_Young
Tnfaip8,F1_Young
Tnni3k,F1_Young
Tomm40,F1_Young
Tor1aip1,F1_Young
Tpd52,F1_Young
Tra2a,F1_Young
Trim7,F1_Young
Trim8,F1_Young
Trip11,F1_Young
Trmt10a,F1_Young
Trpm7,F1_Young
Tsnax,F1_Young
Unc13b,F1_Young
Uri1,F1_Young
Usp15,F1_Young
Usp34,F1_Young
Usp40,F1_Young
Utrn,F1_Young
Vav3,F1_Young
Vcl,F1_Young
Vezt,F1_Young
Vim,F1_Young
Vipas39,F1_Young
Vps13b,F1_Young
Vti1a,F1_Young
Wac,F1_Young
Washc4,F1_Young
Wdr33,F1_Young
Wipf3,F1_Young
Wnk1,F1_Young
Wwox,F1_Young
Wwtr1,F1_Young
Xpo1,F1_Young
Yipf7,F1_Young
Zbtb38,F1_Young
Zfp141,F1_Young
Zfp207,F1_Young
Zfp260,F1_Young
Zfp407,F1_Young
Zfp605,F1_Young
Zfp827,F1_Young
Zmym5,F1_Young
Znrf1,F1_Young
Zranb1,F1_Young
