gene,condition
1600020E01Rik,F1_Aged
2310002L09Rik,F1_Aged
2310016D03Rik,F1_Aged
2310039L15Rik,F1_Aged
2810449D17Rik,F1_Aged
4930512H18Rik,F1_Aged
5430431A17Rik,F1_Aged
6030443J06Rik,F1_Aged
9330162G02Rik,F1_Aged
AU040320,F1_Aged
AW011738,F1_Aged
Abhd6,F1_Aged
Abl2,F1_Aged
Ablim2,F1_Aged
Acaa2,F1_Aged
Acaca,F1_Aged
Acad11,F1_Aged
Acad12,F1_Aged
Acox1,F1_Aged
Actr2,F1_Aged
Actr3b,F1_Aged
Acvr2a,F1_Aged
Adamts3,F1_Aged
Adra1b,F1_Aged
Adss1,F1_Aged
Afap1,F1_Aged
Aff4,F1_Aged
Aftph,F1_Aged
Airn,F1_Aged
Akap11,F1_Aged
Akap13,F1_Aged
Alkbh3,F1_Aged
Ammecr1l,F1_Aged
Amn1,F1_Aged
Ankra2,F1_Aged
Ankrd10,F1_Aged
Anxa6,F1_Aged
Ap1b1,F1_Aged
Aplp2,F1_Aged
App,F1_Aged
Appbp2,F1_Aged
Arf4,F1_Aged
Arfgef1,F1_Aged
Arfgef2,F1_Aged
Arhgap32,F1_Aged
Arpc2,F1_Aged
Asb2,F1_Aged
Atad2b,F1_Aged
Ate1,F1_Aged
Atp1a2,F1_Aged
Atp1b3,F1_Aged
Atp2a2,F1_Aged
Atp6v0d1,F1_Aged
Atpaf1,F1_Aged
Atxn7l1,F1_Aged
Auh,F1_Aged
Azin1,F1_Aged
B3galnt2,F1_Aged
BC005537,F1_Aged
BC034090,F1_Aged
Bank1,F1_Aged
Baz1a,F1_Aged
Bcap29,F1_Aged
Bcat2,F1_Aged
Bcl2l11,F1_Aged
Bcl2l13,F1_Aged
Bclaf1,F1_Aged
Bdp1,F1_Aged
Bltp3b,F1_Aged
Bnc2,F1_Aged
Brd7,F1_Aged
Bri3bp,F1_Aged
Bsdc1,F1_Aged
Btbd1,F1_Aged
Caap1,F1_Aged
Camsap2,F1_Aged
Capza1,F1_Aged
Carnmt1,F1_Aged
Cav3,F1_Aged
Cavin4,F1_Aged
Cbl,F1_Aged
Ccnl1,F1_Aged
Cd47,F1_Aged
Cdc42bpa,F1_Aged
Cdc42bpb,F1_Aged
Cdc73,F1_Aged
Cdk12,F1_Aged
Cdk8,F1_Aged
Cenpa,F1_Aged
Cep120,F1_Aged
Cep43,F1_Aged
Cep68,F1_Aged
Cep85,F1_Aged
Chaserr,F1_Aged
Chd1,F1_Aged
Chd7,F1_Aged
Chd9,F1_Aged
Chp1,F1_Aged
Chpt1,F1_Aged
Ciapin1,F1_Aged
Ckmt2,F1_Aged
Clec16a,F1_Aged
Clec2d,F1_Aged
Clk1,F1_Aged
Clock,F1_Aged
Cluh,F1_Aged
Cnbp,F1_Aged
Cnot6l,F1_Aged
Cntn5,F1_Aged
Colec12,F1_Aged
Commd10,F1_Aged
Coq5,F1_Aged
Corin,F1_Aged
Cox6b1,F1_Aged
Cox7c,F1_Aged
Cpsf7,F1_Aged
Crim1,F1_Aged
Crk,F1_Aged
Crppa,F1_Aged
Csdc2,F1_Aged
Csde1,F1_Aged
Csnk1g1,F1_Aged
Cul4a,F1_Aged
Cwf19l2,F1_Aged
Cystm1,F1_Aged
Cyth1,F1_Aged
Cyth3,F1_Aged
Dcaf1,F1_Aged
Dclre1a,F1_Aged
Dcun1d2,F1_Aged
Ddit3,F1_Aged
Ddx24,F1_Aged
Ddx50,F1_Aged
Decr1,F1_Aged
Dennd1b,F1_Aged
Dennd6a,F1_Aged
Dgat2,F1_Aged
Dgkd,F1_Aged
Dhdds,F1_Aged
Dip2b,F1_Aged
Dipk2a,F1_Aged
Dis3l2,F1_Aged
Dld,F1_Aged
Dmpk,F1_Aged
Dnah7b,F1_Aged
Dnaja1,F1_Aged
Dnajb6,F1_Aged
Dnm3,F1_Aged
Dock9,F1_Aged
Dvl1,F1_Aged
Dzip3,F1_Aged
E2f3,F1_Aged
Eea1,F1_Aged
Eepd1,F1_Aged
Egln1,F1_Aged
Ehhadh,F1_Aged
Eif3h,F1_Aged
Eif4g2,F1_Aged
Elp4,F1_Aged
Eml5,F1_Aged
Eml6,F1_Aged
Epas1,F1_Aged
Epb41l3,F1_Aged
Epha7,F1_Aged
Erc1,F1_Aged
Erp44,F1_Aged
Errfi1,F1_Aged
Etf1,F1_Aged
Ets2,F1_Aged
Faf2,F1_Aged
Fam13b,F1_Aged
Fam222a,F1_Aged
Farp1,F1_Aged
Fastkd1,F1_Aged
Fbxl20,F1_Aged
Fbxo28,F1_Aged
Fbxo34,F1_Aged
Fbxo42,F1_Aged
Fbxo9,F1_Aged
Fbxw11,F1_Aged
Fdx1,F1_Aged
Fgf14,F1_Aged
Fggy,F1_Aged
Fgl2,F1_Aged
Fitm2,F1_Aged
Flvcr1,F1_Aged
Fnbp1,F1_Aged
Fos,F1_Aged
Fosl2,F1_Aged
Foxk2,F1_Aged
Foxo3,F1_Aged
Frem2,F1_Aged
Fstl4,F1_Aged
G3bp1,F1_Aged
Gab2,F1_Aged
Galnt11,F1_Aged
Garre1,F1_Aged
Gbf1,F1_Aged
Gck,F1_Aged
Gclc,F1_Aged
Gin1,F1_Aged
Glcci1,F1_Aged
Gls,F1_Aged
Glyr1,F1_Aged
Gm10097,F1_Aged
Gm12381,F1_Aged
Gm12724,F1_Aged
Gm14221,F1_Aged
Gm15336,F1_Aged
Gm15943,F1_Aged
Gm16168,F1_Aged
Gm16386,F1_Aged
Gm20125,F1_Aged
Gm20647,F1_Aged
Gm28376,F1_Aged
Gm31356,F1_Aged
Gm31663,F1_Aged
Gm33424,F1_Aged
Gm33609,F1_Aged
Gm36037,F1_Aged
Gm37184,F1_Aged
Gm39214,F1_Aged
Gm41664,F1_Aged
Gm42432,F1_Aged
Gm45828,F1_Aged
Gm49959,F1_Aged
Gm50194,F1_Aged
Gm54318,F1_Aged
Gm56984,F1_Aged
Gm5820,F1_Aged
Gmds,F1_Aged
