gene,condition
4833422C13Rik,F1_Aged
Abi1,F1_Aged
Acer2,F1_Aged
Acyp2,F1_Aged
Adap2,F1_Aged
Adgrl2,F1_Aged
Adgrl3,F1_Aged
Akap13,F1_Aged
Aldh1a1,F1_Aged
Ank2,F1_Aged
Ankhd1,F1_Aged
Ankrd11,F1_Aged
Ankrd17,F1_Aged
Ano6,F1_Aged
Aopep,F1_Aged
Arhgef12,F1_Aged
Atp8a1,F1_Aged
Atxn1,F1_Aged
Auts2,F1_Aged
B130024G19Rik,F1_Aged
Bcl2,F1_Aged
Cacna2d1,F1_Aged
Cap2,F1_Aged
Cblb,F1_Aged
Cdc42,F1_Aged
Cdk6,F1_Aged
Chchd3,F1_Aged
Chd2,F1_Aged
Col5a2,F1_Aged
Cpeb1,F1_Aged
Cradd,F1_Aged
Creb3l2,F1_Aged
Crebbp,F1_Aged
Daam1,F1_Aged
Ddx17,F1_Aged
Ddx50,F1_Aged
Dennd5b,F1_Aged
Dgkh,F1_Aged
Dip2c,F1_Aged
Ebf2,F1_Aged
Egfr,F1_Aged
Egr1,F1_Aged
Elf1,F1_Aged
Ets1,F1_Aged
Farp1,F1_Aged
Fbn1,F1_Aged
Frmd6,F1_Aged
Fyn,F1_Aged
Ghr,F1_Aged
Glis3,F1_Aged
Gm17501,F1_Aged
Gnb1,F1_Aged
Gnb4,F1_Aged
Gucy1a1,F1_Aged
Gucy1b1,F1_Aged
Hdac9,F1_Aged
Heg1,F1_Aged
Herc1,F1_Aged
Hipk1,F1_Aged
Il34,F1_Aged
Ipo7,F1_Aged
Jph2,F1_Aged
Kalrn,F1_Aged
Kansl1,F1_Aged
Kitl,F1_Aged
Lamc1,F1_Aged
Ldb2,F1_Aged
Magi1,F1_Aged
Map4k4,F1_Aged
Mef2c,F1_Aged
Meis2,F1_Aged
Mir99ahg,F1_Aged
Mkln1,F1_Aged
Morrbid,F1_Aged
Msi2,F1_Aged
Msrb3,F1_Aged
Mtmr3,F1_Aged
Myh9,F1_Aged
Myo10,F1_Aged
Ndfip1,F1_Aged
Nek7,F1_Aged
Nf1,F1_Aged
Ngf,F1_Aged
Nr3c2,F1_Aged
Nrp1,F1_Aged
Nt5dc1,F1_Aged
Ntm,F1_Aged
Ntn4,F1_Aged
Nup98,F1_Aged
Osmr,F1_Aged
P3h2,F1_Aged
Pafah1b1,F1_Aged
Pbx3,F1_Aged
Pde1a,F1_Aged
Pdzd2,F1_Aged
Peli1,F1_Aged
Per3,F1_Aged
Pik3c2a,F1_Aged
Pik3ca,F1_Aged
Ppfia2,F1_Aged
Prickle2,F1_Aged
Prkce,F1_Aged
Prkg1,F1_Aged
Ptpn12,F1_Aged
Ptprm,F1_Aged
Qki,F1_Aged
Rab8b,F1_Aged
Rbm6,F1_Aged
Rcsd1,F1_Aged
Rsbn1l,F1_Aged
Rsrc2,F1_Aged
Rtn3,F1_Aged
Ryr2,F1_Aged
Scn3a,F1_Aged
Sdc2,F1_Aged
Sf3b1,F1_Aged
Slc8a1,F1_Aged
Slco3a1,F1_Aged
Sox5,F1_Aged
Spag9,F1_Aged
Spred2,F1_Aged
Stat3,F1_Aged
Stk39,F1_Aged
Strn3,F1_Aged
Tacc1,F1_Aged
Tbc1d5,F1_Aged
Tbx20,F1_Aged
Tcf12,F1_Aged
Tead1,F1_Aged
Trabd2b,F1_Aged
Trpc1,F1_Aged
Ttc7b,F1_Aged
Ube2e2,F1_Aged
Ubr1,F1_Aged
Usp34,F1_Aged
Vapa,F1_Aged
Vcl,F1_Aged
Vim,F1_Aged
Wac,F1_Aged
Ythdf3,F1_Aged
Zbtb7c,F1_Aged
Zcchc14,F1_Aged
Zfc3h1,F1_Aged
Zfp407,F1_Aged
Zfp948,F1_Aged
Ago3,F1_Young
Aig1,F1_Young
Akap6,F1_Young
Akt3,F1_Young
Ano1,F1_Young
Arl15,F1_Young
Ate1,F1_Young
Atp2c1,F1_Young
Atrnl1,F1_Young
Atxn2,F1_Young
Bcas3,F1_Young
Chd9,F1_Young
Cnot4,F1_Young
Ctnnd1,F1_Young
Dcbld2,F1_Young
Dennd2b,F1_Young
Ednra,F1_Young
Ext1,F1_Young
Fam117b,F1_Young
Fer,F1_Young
Fnip2,F1_Young
Frmd4b,F1_Young
Gjc1,F1_Young
Gm14964,F1_Young
Gna14,F1_Young
Gnaq,F1_Young
Hnrnph1,F1_Young
Igfbp7,F1_Young
Kcnab1,F1_Young
Ldlrad4,F1_Young
Lima1,F1_Young
Lin7a,F1_Young
Lrrc8c,F1_Young
Lsamp,F1_Young
Luc7l2,F1_Young
Maml3,F1_Young
Map2k1,F1_Young
Myom1,F1_Young
Nid1,F1_Young
Nktr,F1_Young
Nlk,F1_Young
Nr2f2,F1_Young
P4ha1,F1_Young
Pbx1,F1_Young
Pde7b,F1_Young
Pde8b,F1_Young
Peli2,F1_Young
Plce1,F1_Young
Septin7,F1_Young
Serpini1,F1_Young
Sik2,F1_Young
Sik3,F1_Young
Sntb1,F1_Young
Spon1,F1_Young
Ssh2,F1_Young
Stxbp6,F1_Young
Trpc3,F1_Young
Ttc28,F1_Young
Ube2h,F1_Young
Wdfy3,F1_Young
Zbtb16,F1_Young
Zeb2,F1_Young
Zswim5,F1_Young
