"","AR","mean_reestim","theta_reestim","thetaCorrected","theta_smoothed","tot_gene_mean","N"
"2210408F21Rik",0.482683982683983,0.3724,0.0671,0.0610311825336543,0.0542969594564013,2.83333333333333,22
"4632427E13Rik",0.45,0.4656,0.4092,0.186765111191538,0.047916579826543,1.45833333333333,15
"5031425E22Rik",0.534375,0.4908,0.0307,0.0420428026728309,0.0464073739489705,1.625,16
"9530026P05Rik",0.605555555555556,0.5599,0.204,0.11303406726003,0.0543206987284865,3.75,23
"Aak1",0.427083333333333,0.4226,0.018,0.0414680114456718,0.0528954761480227,2.08333333333333,16
"Ablim1",0.401111025481097,0.4367,0.1561,0.0976624701971146,0.0586251461477264,14.5416666666667,21
"Abra",0.393376068376068,0.3914,0.5192,0.233172490841381,0.0549961176784021,2.625,13
"Abtb2",0.5580997949419,0.5398,0.4485,0.206054394827337,0.0545837456996195,2.75,19
"Acacb",0.385449735449735,0.4029,0.1447,0.0899748414171463,0.0534955744577881,3.16666666666667,21
"Acox1",0.533333333333333,0.4497,0.0175,0.0370505541124168,0.0464385463143646,1.58333333333333,17
"Acss1",0.624937343358396,0.6245,0.2726,0.139724503480188,0.0552978916487397,2.5,19
"Actc1",0.528711484593838,0.4114,0.0533,0.0558839755589659,0.054439458670394,2.79166666666667,17
"Actn2",0.473160218366985,0.4613,0.048,0.0561545041066417,0.0579266459388774,9.91666666666667,21
"Acyp2",0.487487335260444,0.4558,1e-04,0.0376134498432633,0.0573902757272774,8.95833333333333,21
"Adk",0.528533712180329,0.4968,0.2601,0.136170146289096,0.0571192034322122,8.5,21
"Adprhl1",0.413636363636364,0.4617,0.2661,0.133822104373627,0.0500529607466534,1.91666666666667,15
"Adra1a",0.383922327672328,0.3755,0.1802,0.104361176051127,0.0548783028887548,4,16
"Agl",0.333333333333333,0.341,0,0.0304049844921636,0.0464385463143646,1.58333333333333,16
"Agtpbp1",0.59537037037037,0.5929,0.6435,0.274772073099759,0.0464385463143646,1.58333333333333,18
"Airn",0.373346560846561,0.4296,1.518,0.61412586830616,0.0575349095262755,9.20833333333333,24
"Akap13",0.585555555555555,0.6065,0,0.0362043502701587,0.0552961109792891,2.33333333333333,15
"Akap6",0.546722469449742,0.5516,1e-04,0.036819854295876,0.056178190794568,6.875,22
"Alpk2",0.713047138047138,0.7156,0.0569,0.0566103683463274,0.053460902587624,3.29166666666667,18
"Ank",0.568536726431463,0.5782,0.0922,0.071551392305238,0.0558068265142001,4.75,19
"Ank2",0.511391935828026,0.4867,0.1428,0.092197619560019,0.0579924976080023,10.0416666666667,21
"Ank3",0.449269005847953,0.5092,0.0761,0.0641620079874766,0.0538587735328726,3.54166666666667,19
"Ankrd11",0.567460317460317,0.5437,0.635,0.277239651051441,0.0551373603725669,2.29166666666667,18
"Ankrd17",0.63445165945166,0.5717,0.0358,0.0492851135066757,0.0545107966958628,3.83333333333333,22
"Ano4",0.368055555555556,0.3694,0.9359,0.393837931808047,0.0586998011814901,1.20833333333333,12
"Aopep",0.512978561842198,0.4678,0.0975,0.0734998534826386,0.05570877621915,5.20833333333333,22
"Arhgap10",0.450937950937951,0.4303,0.0405,0.0505871400991865,0.0537734253114908,3.5,22
"Arhgap21",0.376360544217687,0.4527,1e-04,0.0357228169625998,0.0545026491075441,2.20833333333333,21
"Arhgap26",0.50950919979609,0.5444,0,0.037575475159719,0.0573902757272774,8.95833333333333,23
"Arhgap42",0.529411764705882,0.5206,0.9359,0.38629661552734,0.0471816974487573,1.5,17
"Arhgef12",0.478949357520786,0.4799,0.0679,0.0617156064308739,0.0548783028887548,4,21
"Arid1b",0.549027777777778,0.5705,0.1022,0.0750557474035342,0.0553591448676646,2.375,20
"Arih1",0.535449735449735,0.5467,0,0.0318336165269989,0.0486205436422363,1.83333333333333,18
"Art3",0.475980392156863,0.4999,1e-04,0.0337733512409661,0.0515251651287022,2,17
"Asap1",0.572058823529412,0.6274,0.0077,0.0379815497710903,0.0535444870170452,3.375,17
"Ash1l",0.489473684210526,0.445,0.3075,0.150969695119687,0.052231047679469,2.04166666666667,19
"Asph",0.474647266313933,0.5433,0,0.0362838671774726,0.0554175598023931,4.29166666666667,18
"Ate1",0.416666666666667,0.3421,1e-04,0.0304429591757079,0.0464385463143646,1.58333333333333,17
"Atf6",0.442841325341325,0.4587,0.1779,0.103369586211192,0.0546978146732274,3.91666666666667,20
"Atosa",0.555641025641026,0.5475,0.2392,0.126573382169109,0.0545837456996195,2.75,20
"Atp1a1",0.495396825396825,0.4645,0.3279,0.160724503480188,0.0552978916487397,2.5,15
"Atp2a2",0.51854422489062,0.4959,0.048,0.0563654501761508,0.0582488309023743,19.75,23
"Atp5f1a",0.605555555555556,0.5637,0.0829,0.0656785558791809,0.052231047679469,2.04166666666667,18
"Atp5f1c",0.490196078431373,0.4193,0.0216,0.0390940838817704,0.0471816974487573,1.5,17
"Atp6v0b",0.411764705882353,0.4051,1e-04,0.0310694793365427,0.0473954514400128,1.75,17
"Atxn1",0.473106060606061,0.449,0.0205,0.042810284455121,0.0534955744577881,3.16666666666667,22
"Babam2",0.664705882352941,0.6513,1e-04,0.031445902600093,0.0479703752378754,1.79166666666667,17
"Bag3",0.536274509803922,0.4675,0.0818,0.0652608343601936,0.052231047679469,2.04166666666667,17
"Bcas3",0.366666666666667,0.3407,0.1599,0.0934929904495767,0.0500529607466534,1.91666666666667,18
"Birc6",0.54078947368421,0.4529,1e-04,0.0357228169625998,0.0545026491075441,2.20833333333333,19
"Bmpr1a",0.51733483907397,0.4645,1e-04,0.0360256192761828,0.0549651291744898,4.04166666666667,23
"Cacna1c",0.579302379621053,0.5869,0.0388,0.0515895045620733,0.0562903699678067,37.0833333333333,24
"Cacna2d1",0.659206936072965,0.7679,1e-04,0.0370620531989929,0.0565481092525952,7.54166666666667,22
"Cacnb2",0.527652108553878,0.5206,0.2342,0.127247504763097,0.0585133556081703,15.9583333333333,24
"Cald1",0.594791666666667,0.5678,0.2389,0.124456895544764,0.0515251651287022,2,16
"Camk2d",0.484353741496599,0.4543,0.0274,0.0472743090478936,0.0563116280191495,7.125,21
"Camta1",0.49537037037037,0.5,0.0497,0.0527770577144049,0.0517821594824677,1.33333333333333,18
"Cap2",0.423415977961432,0.47,0.1192,0.0802685961944286,0.053460902587624,3.29166666666667,22
"Casq2",0.523148148148148,0.4985,0.3007,0.144911687326706,0.0469224504436552,1.70833333333333,18
"Ccdc141",0.716402116402116,0.6739,0.2476,0.129050790784235,0.0534955744577881,3.16666666666667,18
"Cd36",0.477310123738695,0.4787,0.0471,0.0560114516797377,0.0582301571988528,10.5416666666667,21
"Cdc37l1",0.492085537918871,0.5632,0,0.0353808993247581,0.0540384269020139,3.625,18
"Cdh13",0.607584301663249,0.5564,0.0303,0.0480450631913139,0.0558068265142001,4.75,19
"Cdh2",0.455054201167647,0.4811,0.1848,0.108564624050113,0.0586303691325387,14.4583333333333,21
"Cdkal1",0.649801587301587,0.6371,0.1466,0.090964939000737,0.053905783500459,2.95833333333333,18
"Celf2",0.674929628948868,0.6657,0.1296,0.0870386078104057,0.0577689669957597,9.625,21
"Cep85l",0.495238095238095,0.4667,1e-04,0.0367018494467813,0.0559979580550506,1.25,14
"Chaserr",0.513725490196078,0.5455,3e-04,0.0329782283451987,0.0501947474259001,1.375,17
"Chchd3",0.590313852813853,0.5372,0.2797,0.142696384513013,0.0557189446128744,5.625,22
"Chd2",0.591975308641975,0.5158,0.0224,0.0446067396590355,0.0551373603725669,2.29166666666667,18
"Chd6",0.740196078431373,0.6655,0.1344,0.0820694793365427,0.0473954514400128,1.75,17
"Chrm2",0.446874828362718,0.4595,0,0.0361465426149152,0.0552078194205138,4.16666666666667,17
"Ckmt2",0.58132003717032,0.5953,0.0372,0.051950000215469,0.0577689669957597,9.625,20
"Clasp1",0.394365079365079,0.4096,0.5472,0.243992423216672,0.0552817610595964,4.20833333333333,20
"Clic4",0.235714285714286,0.2613,0.1538,0.0940331080985709,0.054415900435884,3.79166666666667,22
"Clic5",0.753888888888889,0.721,0,0.0314079279165487,0.0479703752378754,1.79166666666667,15
"Clip1",0.554029424681599,0.5298,0.1427,0.090890449267995,0.0560540128486511,6.625,23
"Cmss1",0.295238095238095,0.3551,0.2369,0.123218340522205,0.0507934787575813,1.95833333333333,16
"Cmya5",0.585515873015873,0.5974,0.1265,0.0830607244011151,0.0534914130686365,3.33333333333333,20
"Cnot2",0.427083333333333,0.4516,2e-04,0.0352387142520144,0.05370526290091,1.29166666666667,16
"Cnot4",0.342156862745098,0.3663,0,0.0307218139089842,0.0469224504436552,1.70833333333333,17
"Cobll1",0.687012987012987,0.6515,0.1527,0.0936775185699669,0.0545107966958628,3.83333333333333,21
"Cog5",0.474444444444444,0.4874,1e-04,0.030422549508274,0.0464073739489705,1.625,15
"Col4a1",0.458333333333333,0.5787,3e-04,0.0305189085427965,0.0464385463143646,1.58333333333333,14
"Corin",0.604629287612481,0.6128,0.0796,0.0668906347603911,0.0559962961573707,6.5,21
"Coro6",0.588888888888889,0.6001,0,0.0346325684076971,0.0528954761480227,2.08333333333333,15
"Cpeb3",0.632551816375346,0.6098,0,0.0368395553875339,0.05626628092856,7.04166666666667,21
"Cpeb4",0.565422077922078,0.5174,0.0258,0.0454255131618621,0.054415900435884,3.79166666666667,14
"Cped1",0.399048758259285,0.3944,0.0772,0.0656405016346067,0.0554789261632559,4.33333333333333,19
"Cpq",0.609821428571429,0.5714,0.6265,0.272942434147693,0.0535040777549091,2.125,16
"Cradd",0.245714285714286,0.1915,0,0.0332563152057494,0.0507934787575813,1.95833333333333,15
"Crebbp",0.462907268170426,0.4118,1e-04,0.0350690164261736,0.0535040777549091,2.125,19
"Csnk1a1",0.391666666666667,0.4447,0.0659,0.0592228596766493,0.052231047679469,2.04166666666667,20
"Cux1",0.517361111111111,0.5587,1e-04,0.0355881445589708,0.0542969594564013,2.83333333333333,20
"D830005E20Rik",0.418256868861923,0.4149,0.0484,0.0567941286314569,0.0586715657964452,13.2083333333333,21
"Daam1",0.477153402153402,0.4687,0.3507,0.168331304893748,0.0536920130077174,3.45833333333333,21
"Dag1",0.686507936507937,0.6366,0.2151,0.113976427446346,0.049321996853052,1.875,14
"Dcaf6",0.580043859649123,0.4999,0,0.0362559922373217,0.055374985477136,2.41666666666667,19
"Dennd1a",0.437037037037037,0.4238,0.3139,0.150610459562118,0.0479703752378754,1.79166666666667,18
"Dennd4c",0.524659863945578,0.5,1e-04,0.0309295269197451,0.0471816974487573,1.5,14
"Dip2b",0.608333333333333,0.5853,1e-04,0.0307597885925285,0.0469224504436552,1.70833333333333,15
"Dip2c",0.52364417989418,0.5816,1e-04,0.0365524194545258,0.0557697286468791,5.875,24
"Dlc1",0.491316400119754,0.4708,0.0156,0.0443379407758204,0.0586708148782697,13.4166666666667,24
"Dleu2",0.658035714285714,0.5478,2e-04,0.031107454020087,0.0473954514400128,1.75,16
"Dlg1",0.472222222222222,0.4995,0,0.0304049844921636,0.0464385463143646,1.58333333333333,18
"Dnaaf9",0.636507936507936,0.6599,1e-04,0.0346705430912414,0.0528954761480227,2.08333333333333,21
"Dnajb4",0.490196078431373,0.4601,0,0.0303845748247297,0.0464073739489705,1.625,17
"Dnajc1",0.478231292517007,0.5123,0,0.0305718051297954,0.0466933370349076,1.54166666666667,14
"Dpf3",0.435416666666667,0.5,2e-04,0.0339795893599745,0.0517821594824677,1.33333333333333,16
"Dst",0.529301555931991,0.5509,0.084,0.0686806137895469,0.056178190794568,6.875,22
"Dtna",0.534090909090909,0.6303,0.0628,0.0598560351451781,0.0549961176784021,2.625,22
"Dyrk1a",0.42962962962963,0.4493,0.0729,0.0633270135336495,0.054439458670394,2.79166666666667,21
"Dysf",0.56578947368421,0.5415,0.7494,0.315990206397561,0.0479703752378754,1.79166666666667,19
"Ebf1",0.565266014179058,0.616,1e-04,0.036563460546261,0.0557865920743227,4.66666666666667,23
"Ecpas",0.368627450980392,0.4042,1e-04,0.0332942898892937,0.0507934787575813,1.95833333333333,17
"Efna5",0.213067150635209,0.345,0.0016,0.0368025497989501,0.0552817610595964,4.20833333333333,19
"Ehbp1",0.398060207336523,0.4081,0.0748,0.0646000181533805,0.0552817610595964,4.20833333333333,20
"Ehd4",0.48478835978836,0.514,0.2728,0.139799286979019,0.0552961109792891,2.33333333333333,18
"Eif4g3",0.278422619047619,0.2979,0.0575,0.0546069145002096,0.0500529607466534,1.91666666666667,16
"Enah",0.615613275613276,0.6181,0.3694,0.176775161355182,0.0557425964431487,4.58333333333333,20
"Esrrg",0.500284135246541,0.5602,1e-04,0.0370779806458054,0.0565724357730268,7.58333333333333,21
"Ext1",0.578127136021873,0.6307,0.1834,0.104852962883997,0.0537734253114908,3.5,19
"Faf1",0.603703703703704,0.5182,0,0.0359255276370603,0.0548702558776701,2.25,18
"Farp1",0.42156862745098,0.3831,0.4142,0.188182691476707,0.0471816974487573,1.5,17
"Fbxl17",0.417676767676768,0.4877,1e-04,0.0351418425787224,0.0536153075652354,3.41666666666667,21
"Fbxo32",0.574074074074074,0.5701,0.8482,0.355836642380207,0.0515251651287022,2,18
"Fgf1",0.505555555555556,0.5648,0.1174,0.0799035360056898,0.0539473339926903,3.58333333333333,21
"Fhip1a",0.464705031810295,0.4302,0.1416,0.0890934094234113,0.0539473339926903,3.58333333333333,19
"Fhl2",0.606346951813518,0.6375,0.0299,0.0487909951520235,0.0571781132621906,32.0833333333333,21
"Fhod3",0.551791739883292,0.6115,0,0.0382583370306919,0.0584332334248767,16.875,21
"Filip1",0.50137762749728,0.467,0.0661,0.062724316283587,0.0574629390704651,9.08333333333333,22
"Fnip1",0.595555555555556,0.5897,1e-04,0.030422549508274,0.0464073739489705,1.625,15
"Fnip2",0.301187865497076,0.3157,0.0975,0.0732308325941115,0.0552978916487397,2.5,16
"Foxn3",0.636538461538461,0.647,0.0518,0.0557712966210608,0.0551373603725669,2.29166666666667,13
"Fry",0.513588829471182,0.5352,0.038,0.0509597780651016,0.0557925676980984,5.95833333333333,20
"Fsd1l",0.556372549019608,0.6001,0.1142,0.078751470324976,0.0540437456763467,2.16666666666667,17
"Fto",0.546115288220551,0.5229,0,0.035643469229852,0.054439458670394,2.79166666666667,19
"Gab1",0.476731601731602,0.5,0,0.034996992657436,0.053452073452124,3.25,22
"Gab2",0.428125,0.465,2e-04,0.0314838772836373,0.0479703752378754,1.79166666666667,16
"Garem1",0.563725490196078,0.5395,0.3879,0.178711725384903,0.0479703752378754,1.79166666666667,17
"Ghr",0.505542702911124,0.5758,0.0666,0.0613338316341671,0.0550492055159178,4.08333333333333,21
"Gm12295",0.879093567251462,0.8306,0.2478,0.130186835394544,0.0551146932592666,2.58333333333333,14
"Gm13481",1,1,1e-04,0.0365720655436193,0.0557997347736211,4.70833333333333,17
"Gm13938",0.653703703703704,0.6458,0,0.0337353765574218,0.0515251651287022,2,18
"Gm20619",0.407002801120448,0.4141,0.4758,0.215706294021368,0.0534914130686365,3.33333333333333,17
"Gm20732",0.56734126984127,0.5586,0.0815,0.0668717906481904,0.0548655149166694,2.66666666666667,20
"Gm26862",0.318257575757576,0.3401,0.0144,0.0407316282406412,0.0538587735328726,3.54166666666667,20
"Gm35330",0.771424774056353,0.8286,0.003,0.0361647148348678,0.0534955744577881,3.16666666666667,19
