gene,condition
1110002E22Rik,F1_Aged
1500009L16Rik,F1_Aged
1600020E01Rik,F1_Aged
2310039L15Rik,F1_Aged
2610037D02Rik,F1_Aged
2810449D17Rik,F1_Aged
4921524J17Rik,F1_Aged
4930512H18Rik,F1_Aged
9330158H04Rik,F1_Aged
9330162G02Rik,F1_Aged
Abca1,F1_Aged
Abcc9,F1_Aged
Acaa2,F1_Aged
Acaca,F1_Aged
Ackr3,F1_Aged
Acot11,F1_Aged
Actr3b,F1_Aged
Acvr2a,F1_Aged
Adam17,F1_Aged
Adcy6,F1_Aged
Adgrf5,F1_Aged
Adss1,F1_Aged
Aff4,F1_Aged
Agfg1,F1_Aged
Akap13,F1_Aged
Alcam,F1_Aged
Ammecr1l,F1_Aged
Amy1,F1_Aged
Ankra2,F1_Aged
Ankrd6,F1_Aged
Apc,F1_Aged
Appbp2,F1_Aged
Arb2a,F1_Aged
Arhgap42,F1_Aged
Arhgef10l,F1_Aged
Arhgef7,F1_Aged
Arid1a,F1_Aged
Arpc2,F1_Aged
Arrdc3,F1_Aged
Atad1,F1_Aged
Atf1,F1_Aged
Atg13,F1_Aged
Atp11a,F1_Aged
Atp1a2,F1_Aged
Atp2a2,F1_Aged
Atp5mc1,F1_Aged
Atp5pf,F1_Aged
Atp8a2,F1_Aged
Atrn,F1_Aged
Atrnl1,F1_Aged
Axl,F1_Aged
Azin1,F1_Aged
B3galnt2,F1_Aged
Bach2,F1_Aged
Baz1a,F1_Aged
Bcat2,F1_Aged
Bckdhb,F1_Aged
Bcl2,F1_Aged
Bcl2l11,F1_Aged
Bdnf,F1_Aged
Bdp1,F1_Aged
Bmpr1a,F1_Aged
Bri3bp,F1_Aged
Bsdc1,F1_Aged
Cabcoco1,F1_Aged
Capzb,F1_Aged
Carmil1,F1_Aged
Casz1,F1_Aged
Cav3,F1_Aged
Ccdc159,F1_Aged
Ccdc171,F1_Aged
Ccnd3,F1_Aged
Ccnl1,F1_Aged
Cdc73,F1_Aged
Cdip1,F1_Aged
Cdv3,F1_Aged
