gene,pval,padj,celltype,condition,chromosome
Gm56843,7.89366365282292e-6,4.97337869581613e-5,Cardiomyocyte,F1_Aged,8
Gm56984,0.0052396619795019,0.0269617575785719,Cardiomyocyte,F1_Aged,6
Gm57127,0.00366987913518281,0.0191187026374819,Cardiomyocyte,F1_Aged,4
Gm57283,1.26200412088536e-259,2.56607504580023e-257,Cardiomyocyte,F1_Aged,5
Gm5820,5.08713918438805e-9,3.61596439907244e-8,Cardiomyocyte,F1_Aged,18
Gm6994,8.60986836706412e-5,5.1125855524779e-4,Cardiomyocyte,F1_Aged,14
Gm7933,1.5999346925769e-4,9.351534657832e-4,Cardiomyocyte,F1_Aged,1
Gm8189,7.27709775046831e-112,1.2552525939753801e-110,Cardiomyocyte,F1_Aged,19
Gm9895,1.9912382453173798e-96,3.0435554956901194e-95,Cardiomyocyte,F1_Aged,19
Gmds,0.00446538007328336,0.0231372203024952,Cardiomyocyte,F1_Aged,13
Gnao1,6.41028195373945e-5,3.8576674358378e-4,Cardiomyocyte,F1_Aged,8
Golga4,5.20945420775547e-224,4.923301089301289e-222,Cardiomyocyte,F1_Aged,9
Golim4,0.00864019519017367,0.0432331914437474,Cardiomyocyte,F1_Aged,3
Got1,5.22346875156578e-116,9.32166896888468e-115,Cardiomyocyte,F1_Aged,19
Gpam,2.06895351131807e-66,2.55196287885005e-65,Cardiomyocyte,F1_Aged,19
Gpat3,3.95024396503279e-5,2.4074602184713e-4,Cardiomyocyte,F1_Aged,5
Gpatch8,3.3579280307816395e-139,7.63786341916773e-138,Cardiomyocyte,F1_Aged,11
Gpcpd1,8.521184000945519e-122,1.62897847995283e-120,Cardiomyocyte,F1_Aged,2
Gpd1,0.0510147026509817,0.226210571382575,Cardiomyocyte,F1_Aged,15
Gphn,6.69071630646562e-122,1.28270589761098e-120,Cardiomyocyte,F1_Aged,12
Gpr180,0.0665074799906565,0.283163192092199,Cardiomyocyte,F1_Aged,14
Gramd1a,6.766262374091e-25,6.07786084740972e-24,Cardiomyocyte,F1_Aged,7
Gramd1b,6.412830084938149e-173,2.2767243317425893e-171,Cardiomyocyte,F1_Aged,9
Grb10,1.47619054709049e-58,1.73168506485615e-57,Cardiomyocyte,F1_Aged,11
Grb14,9.479447627033168e-120,1.7917491148561297e-118,Cardiomyocyte,F1_Aged,2
Grk5,2.3844522232826098e-208,1.66663275189857e-206,Cardiomyocyte,F1_Aged,19
Gsap,1.19854275977132e-40,1.21117799970867e-39,Cardiomyocyte,F1_Aged,5
Gsdma3,1.18973693844676e-5,7.46087369811004e-5,Cardiomyocyte,F1_Aged,11
Gsto1,0.0282230260066237,0.131056404501346,Cardiomyocyte,F1_Aged,19
Gtf2b,0.037872860082002,0.172757913766304,Cardiomyocyte,F1_Aged,3
Gtf2ird1,0.0721715909617152,0.303048420120844,Cardiomyocyte,F1_Aged,5
Gtpbp4,0.0131587016361839,0.0644018147183033,Cardiomyocyte,F1_Aged,13
H13,0.00960242026231494,0.0476922575574635,Cardiomyocyte,F1_Aged,2
Hacd3,0.0166616746031197,0.0805474326995197,Cardiomyocyte,F1_Aged,9
Hadha,0,0,Cardiomyocyte,F1_Aged,5
Hadhb,1.9953721397938898e-190,9.170511683573298e-189,Cardiomyocyte,F1_Aged,5
Hand2os1,1.67163152858364e-113,2.9134149498172e-112,Cardiomyocyte,F1_Aged,8
Hbegf,0.00271522008910944,0.01432321289145,Cardiomyocyte,F1_Aged,18
Hcfc2,0.0677277965253929,0.287083711108898,Cardiomyocyte,F1_Aged,10
Hcn1,2.29835518157924e-17,1.91102394899587e-16,Cardiomyocyte,F1_Aged,13
Hdac4,4.118074965980379e-237,4.934336253880058e-235,Cardiomyocyte,F1_Aged,1
Hdnr,6.60629085932732e-15,5.30876786420195e-14,Cardiomyocyte,F1_Aged,8
Heatr5a,3.34925334901631e-20,2.8775275252112e-19,Cardiomyocyte,F1_Aged,12
Hebp1,1.9299598885061e-4,0.00112218638231165,Cardiomyocyte,F1_Aged,6
Hectd2,0.0952430589992014,0.384063056421058,Cardiomyocyte,F1_Aged,19
Hectd2os,5.145030987091399e-241,7.19232456737152e-239,Cardiomyocyte,F1_Aged,19
Herc3,2.2169238661715e-4,0.00128570087657832,Cardiomyocyte,F1_Aged,6
Herc4,6.096878988163179e-162,1.7943007899374996e-160,Cardiomyocyte,F1_Aged,10
Herpud1,0.0557068825874708,0.242593857112827,Cardiomyocyte,F1_Aged,8
Hhat,7.03974100414845e-18,5.89721125316306e-17,Cardiomyocyte,F1_Aged,1
Hibadh,3.13161882423585e-50,3.4335232533697e-49,Cardiomyocyte,F1_Aged,6
Hif1a,6.08538739366694e-6,3.8630983359986e-5,Cardiomyocyte,F1_Aged,12
Hipk2,1.43562044557927e-34,1.38804224637419e-33,Cardiomyocyte,F1_Aged,6
Hivep1,0.00545683563182536,0.0279717323084056,Cardiomyocyte,F1_Aged,13
Hivep2,2.1594355988178497e-56,2.49394369502027e-55,Cardiomyocyte,F1_Aged,10
Hk2,3.0475216876165393e-226,3.0071868417510197e-224,Cardiomyocyte,F1_Aged,6
Hmcn1,8.2500753175333e-105,1.3568138573688298e-103,Cardiomyocyte,F1_Aged,1
Hnrnpa2b1,3.77690886176142e-10,2.77276350792332e-9,Cardiomyocyte,F1_Aged,6
Hnrnpa3,0.04799344384079,0.214690672114467,Cardiomyocyte,F1_Aged,2
Hnrnph1,0.00172315074569703,0.00925727902612254,Cardiomyocyte,F1_Aged,11
Hnrnph3,1.94448064008197e-26,1.7679491998577298e-25,Cardiomyocyte,F1_Aged,10
Hnrnpl,0.00254242189349561,0.0134965592605661,Cardiomyocyte,F1_Aged,7
Hnrnpll,0.0547218170899106,0.238896156586402,Cardiomyocyte,F1_Aged,17
Homer2,7.627835451086818e-43,7.92303032148492e-42,Cardiomyocyte,F1_Aged,7
Hopx,1.57237153507918e-5,9.79629805049333e-5,Cardiomyocyte,F1_Aged,5
Hs2st1,0.00821103670221898,0.041177919485717,Cardiomyocyte,F1_Aged,3
Hs3st5,4.4401092092980397e-20,3.80986352869436e-19,Cardiomyocyte,F1_Aged,10
Hsp90b1,1.6710925549757e-4,9.7419904812225e-4,Cardiomyocyte,F1_Aged,10
Hspa4,4.9700245797809094e-132,1.0553438269091699e-130,Cardiomyocyte,F1_Aged,11
Hspa4l,0.0984125453519313,0.394709013336198,Cardiomyocyte,F1_Aged,3
Hspa8,5.38294765150635e-116,9.58079011713729e-115,Cardiomyocyte,F1_Aged,9
Hspa9,8.78829774217306e-32,8.282230035109719e-31,Cardiomyocyte,F1_Aged,18
Hspb1,2.379616825223e-6,1.53531047088907e-5,Cardiomyocyte,F1_Aged,5
Hspb8,0.00267962466201655,0.0141688585359583,Cardiomyocyte,F1_Aged,5
Idh2,5.0296944257060295e-104,8.21149625218672e-103,Cardiomyocyte,F1_Aged,7
Idh3b,4.6562922430568e-82,6.3762695818186e-81,Cardiomyocyte,F1_Aged,2
Ier2,3.69541139408309e-39,3.68442948800855e-38,Cardiomyocyte,F1_Aged,8
Ifi35,0.0802041827553709,0.330774472211763,Cardiomyocyte,F1_Aged,11
Ifngr2,8.8032873589968e-4,0.00485374348224066,Cardiomyocyte,F1_Aged,16
Igf2r,1.58967510383333e-144,3.7825248038019994e-143,Cardiomyocyte,F1_Aged,17
Igfbp5,7.25418267934735e-5,4.3344225982565e-4,Cardiomyocyte,F1_Aged,1
Impact,7.00152513008518e-6,4.42375081194647e-5,Cardiomyocyte,F1_Aged,18
Ing3,0.0428198948816287,0.193874152939088,Cardiomyocyte,F1_Aged,6
Inip,0.00667761924274508,0.033842012929622,Cardiomyocyte,F1_Aged,4
Ino80c,6.917509448003e-4,0.0038519907382656,Cardiomyocyte,F1_Aged,18
Inpp5a,1.35617402069412e-59,1.61060666882435e-58,Cardiomyocyte,F1_Aged,7
Insr,1.9630418344543296e-157,5.534458281171669e-156,Cardiomyocyte,F1_Aged,8
Intu,8.01610173642097e-118,1.47769347943365e-116,Cardiomyocyte,F1_Aged,3
Ip6k1,0.0817329991871684,0.335635510738005,Cardiomyocyte,F1_Aged,9
Ip6k3,8.9252101957433e-4,0.00491692614231838,Cardiomyocyte,F1_Aged,17
Ipmk,0.08179804646955,0.335697181535584,Cardiomyocyte,F1_Aged,10
Ipo7,3.4682533929098e-35,3.36786979253614e-34,Cardiomyocyte,F1_Aged,7
Ipo9,0.0019238075423668,0.0102940579021381,Cardiomyocyte,F1_Aged,1
Iqub,0.00139263947171692,0.00756036476959593,Cardiomyocyte,F1_Aged,6
Irf2,1.9251577812417798e-131,4.06220399752589e-130,Cardiomyocyte,F1_Aged,8
Irs1,3.58136492126665e-53,4.01184618058417e-52,Cardiomyocyte,F1_Aged,1
Irs2,7.155072499907971e-142,1.6670325164716098e-140,Cardiomyocyte,F1_Aged,8
Itga1,6.74991413848158e-37,6.64104455560285e-36,Cardiomyocyte,F1_Aged,13
Itga5,0.00445015850708181,0.0230761696928276,Cardiomyocyte,F1_Aged,15
Itga9,5.512553559675359e-168,1.78691953552762e-166,Cardiomyocyte,F1_Aged,9
Itgb1,0.00158228299262618,0.00855529321556943,Cardiomyocyte,F1_Aged,8
Itgb6,8.9389309035779e-41,9.06045715453288e-40,Cardiomyocyte,F1_Aged,2
Itpr1,5.73996049729281e-108,9.604771804696947e-107,Cardiomyocyte,F1_Aged,6
Itpr2,1.7415302879636397e-118,3.2370272111457096e-117,Cardiomyocyte,F1_Aged,6
Ivns1abp,5.1263086329844e-102,8.18988831602984e-101,Cardiomyocyte,F1_Aged,1
Jak1,8.4160603906883e-146,2.04607845005502e-144,Cardiomyocyte,F1_Aged,4
Jarid2,6.141175386894749e-84,8.49634780331212e-83,Cardiomyocyte,F1_Aged,13
Jmjd1c,4.356056780473899e-133,9.489980843175279e-132,Cardiomyocyte,F1_Aged,10
Jph1,1.2447886308115298e-132,2.6770934976748e-131,Cardiomyocyte,F1_Aged,1
Jph2,1.4319163731398e-4,8.4060882447665e-4,Cardiomyocyte,F1_Aged,2
Jun,0.0242324510857405,0.114185215439128,Cardiomyocyte,F1_Aged,4
Kank1,3.5259974912184493e-84,4.91880315303032e-83,Cardiomyocyte,F1_Aged,19
Kank2,7.17141871865365e-5,4.2887896258615e-4,Cardiomyocyte,F1_Aged,9
Kansl1,1.6462903240586298e-149,4.21626262382955e-148,Cardiomyocyte,F1_Aged,11
Kat6b,3.36372078445226e-149,8.51719489195271e-148,Cardiomyocyte,F1_Aged,14
Kbtbd12,4.1450252504529295e-204,2.7003028573339e-202,Cardiomyocyte,F1_Aged,6
Kcmf1,2.8512941281696003e-22,2.5042125130913703e-21,Cardiomyocyte,F1_Aged,6
Kcnd2,2.98991037469463e-16,2.44662178221963e-15,Cardiomyocyte,F1_Aged,6
Kcnd3,2.8745099021889898e-213,2.16718667906608e-211,Cardiomyocyte,F1_Aged,3
Kcng2,2.5345813638181298e-200,1.5050478717893499e-198,Cardiomyocyte,F1_Aged,18
Kcnip4,1.0947215554188799e-119,2.0633656283316496e-118,Cardiomyocyte,F1_Aged,5
Kcnk3,0.0478573404175368,0.214224652569494,Cardiomyocyte,F1_Aged,5
Kcnn2,3.4901697704520097e-112,6.051431307424541e-111,Cardiomyocyte,F1_Aged,18
Kcnq1,4.734312253761179e-132,1.00848365786468e-130,Cardiomyocyte,F1_Aged,7
Kcnq5,4.862124743908e-39,4.84048323911316e-38,Cardiomyocyte,F1_Aged,1
Kcnt2,1.83572770746759e-15,1.48406420688042e-14,Cardiomyocyte,F1_Aged,1
Kctd14,8.40028086158721e-104,1.36810399469054e-102,Cardiomyocyte,F1_Aged,7
Kctd16,4.1335339004394194e-83,5.69527976836726e-82,Cardiomyocyte,F1_Aged,18
Kctd8,0.0274434636111091,0.127878917243432,Cardiomyocyte,F1_Aged,5
Khdrbs3,1.35147996467913e-60,1.62516676756218e-59,Cardiomyocyte,F1_Aged,15
Kidins220,6.519179238726969e-219,5.467961586482249e-217,Cardiomyocyte,F1_Aged,12
Kif13a,1.3479196325492497e-170,4.61456159918647e-169,Cardiomyocyte,F1_Aged,13
Kif16b,4.06458008832395e-192,1.9072260414443197e-190,Cardiomyocyte,F1_Aged,2
Kif1b,1.37404812571227e-29,1.26820672950885e-28,Cardiomyocyte,F1_Aged,4
Kif26b,3.62086426561767e-7,2.41510926662968e-6,Cardiomyocyte,F1_Aged,1
Kif5b,4.00682378368632e-70,5.08237950633936e-69,Cardiomyocyte,F1_Aged,18
Kitl,4.33706968427743e-19,3.67910715316076e-18,Cardiomyocyte,F1_Aged,10
Klf12,1.31410489747743e-155,3.643654488460139e-154,Cardiomyocyte,F1_Aged,14
Klf6,4.350472243117309e-25,3.91834479883452e-24,Cardiomyocyte,F1_Aged,13
Klhdc1,0.0635381844319397,0.272596686405572,Cardiomyocyte,F1_Aged,12
Klhl24,5.41017691001203e-69,6.82373817033473e-68,Cardiomyocyte,F1_Aged,16
Klhl32,6.33180643500274e-10,4.59809753018056e-9,Cardiomyocyte,F1_Aged,4
Klhl33,4.3148658601397e-12,3.29757971771496e-11,Cardiomyocyte,F1_Aged,14
Klhl41,0.0100297361264118,0.0496309213924949,Cardiomyocyte,F1_Aged,2
Kmt2c,8.29644352372329e-68,1.0366692000779e-66,Cardiomyocyte,F1_Aged,5
Kpna2,3.16964548536395e-5,1.9440878616811e-4,Cardiomyocyte,F1_Aged,11
Kremen1,1.42206402009438e-41,1.45458072787092e-40,Cardiomyocyte,F1_Aged,11
Ktn1,5.16474888695756e-151,1.35372910279239e-149,Cardiomyocyte,F1_Aged,14
Kyat3,0.00368348452696303,0.0191746944731745,Cardiomyocyte,F1_Aged,3
Lama2,5.2991700935135e-48,5.73506956894768e-47,Cardiomyocyte,F1_Aged,10
Lclat1,4.25298789837228e-176,1.59427646916637e-174,Cardiomyocyte,F1_Aged,17
Ldb2,3.93145732300537e-6,2.51958726240363e-5,Cardiomyocyte,F1_Aged,5
Ldlrad4,1.28072094665558e-39,1.28263247045656e-38,Cardiomyocyte,F1_Aged,18
Lekr1,0.0109907151106918,0.0541864058726979,Cardiomyocyte,F1_Aged,3
Lemd3,0.0801919484726801,0.330774472211763,Cardiomyocyte,F1_Aged,10
Lgr6,1.14213902741353e-6,7.43331995532958e-6,Cardiomyocyte,F1_Aged,1
Lhfpl6,2.65050400664467e-91,3.8747019356395992e-90,Cardiomyocyte,F1_Aged,Unknown
Lifr,5.26802848608956e-71,6.73304212222113e-70,Cardiomyocyte,F1_Aged,15
Lims1,8.28554341381211e-154,2.2238398522671696e-152,Cardiomyocyte,F1_Aged,10
Lims2,0.00144071508626295,0.00780872231730562,Cardiomyocyte,F1_Aged,18
Lin28b,6.0567737892308e-4,0.0033980729202123,Cardiomyocyte,F1_Aged,10
Lmcd1,9.88894503479687e-5,5.861733320096e-4,Cardiomyocyte,F1_Aged,6
Lmod2,1.99672459229792e-7,1.34518293316456e-6,Cardiomyocyte,F1_Aged,6
Lncppara,0.0668703923476441,0.284347485838208,Cardiomyocyte,F1_Aged,15
Lnpep,7.284878267624409e-149,1.8307690327999896e-147,Cardiomyocyte,F1_Aged,17
Lnx1,4.70571696214429e-5,2.8600870304337e-4,Cardiomyocyte,F1_Aged,5
Lnx2,2.3530651389297301e-293,8.310035306430781e-293,Cardiomyocyte,F1_Aged,5
Lpin1,3.2202247085430595e-117,5.83992102549296e-116,Cardiomyocyte,F1_Aged,12
Lpp,2.70472708346151e-97,4.15302488101298e-96,Cardiomyocyte,F1_Aged,16
Lrba,1.27458275796125e-110,2.1761960065954196e-109,Cardiomyocyte,F1_Aged,3
Lrch1,2.4439544563150397e-103,3.97068629585325e-102,Cardiomyocyte,F1_Aged,14
Lrig1,7.67240026728191e-166,2.3724334467032997e-164,Cardiomyocyte,F1_Aged,6
Lrp5,0.0135636028084658,0.066238555200004,Cardiomyocyte,F1_Aged,19
Lrpprc,3.47471498396654e-16,2.83641575941794e-15,Cardiomyocyte,F1_Aged,17
Lrrc10,3.2768634276176195e-84,4.5807819998571296e-83,Cardiomyocyte,F1_Aged,10
Lrrfip1,3.2179380896855396e-154,8.671632362164649e-153,Cardiomyocyte,F1_Aged,1
Lrrfip2,7.43256451692864e-244,1.1334660888316198e-241,Cardiomyocyte,F1_Aged,9
Lrrk1,0.0445984753490302,0.200977682734717,Cardiomyocyte,F1_Aged,7
Lrtm1,0,0,Cardiomyocyte,F1_Aged,14
Lsamp,0.00317210310620703,0.0166547823494907,Cardiomyocyte,F1_Aged,16
Lsmem1,2.58435627246219e-53,2.8998378910069102e-52,Cardiomyocyte,F1_Aged,12
Ltbp1,4.5854955985985e-4,0.00260751487005056,Cardiomyocyte,F1_Aged,17
Ltn1,0.0855512328847009,0.34854205990063297,Cardiomyocyte,F1_Aged,16
Luc7l2,1.5081664251143e-34,1.45399378053404e-33,Cardiomyocyte,F1_Aged,6
Lyrm4,9.66574880699092e-69,1.21455382949268e-67,Cardiomyocyte,F1_Aged,13
Lyrm9,0.0355971263257754,0.16293091244608,Cardiomyocyte,F1_Aged,11
Macrod1,2.3704353784652097e-84,3.33451182169844e-83,Cardiomyocyte,F1_Aged,19
Magi1,9.14513703968968e-38,9.0240984612232e-37,Cardiomyocyte,F1_Aged,6
Malat1,0,0,Cardiomyocyte,F1_Aged,19
Malt1,7.848474926803029e-172,2.7572390973218997e-170,Cardiomyocyte,F1_Aged,18
Maml3,1.51080575487755e-60,1.81026903843363e-59,Cardiomyocyte,F1_Aged,3
Man2a1,4.428434049429219e-109,7.44731640893986e-108,Cardiomyocyte,F1_Aged,17
Manba,2.76034779438308e-55,3.16073953930213e-54,Cardiomyocyte,F1_Aged,3
Map3k20,1.0514874447059898e-171,3.674729559363129e-170,Cardiomyocyte,F1_Aged,2
Map3k5,0.0630888275194574,0.271080400775404,Cardiomyocyte,F1_Aged,10
Map4,1.6319657106447e-89,2.36001937897111e-88,Cardiomyocyte,F1_Aged,9
Map7,1.1644138281372997e-44,1.2246421295926697e-43,Cardiomyocyte,F1_Aged,10
Mapk10,2.0610516310675896e-132,4.4184205892854596e-131,Cardiomyocyte,F1_Aged,5
Mapk4,2.9135843321664103e-67,3.61370626041343e-66,Cardiomyocyte,F1_Aged,18
Mapkapk2,4.25191051339754e-169,1.39854507573027e-167,Cardiomyocyte,F1_Aged,1
Mapre2,3.77781098274079e-36,3.70601048160682e-35,Cardiomyocyte,F1_Aged,18
Mapt,7.664382430041369e-262,1.6589679388895998e-259,Cardiomyocyte,F1_Aged,11
Marchf3,1.3421456879110799e-118,2.5016104349676e-117,Cardiomyocyte,F1_Aged,18
Mat2a,2.28436680817954e-44,2.3987638940351696e-43,Cardiomyocyte,F1_Aged,6
Mb,3.41656059696192e-189,1.5283414403743e-187,Cardiomyocyte,F1_Aged,15
Mbd1,1.24625225955858e-6,8.10305490468803e-6,Cardiomyocyte,F1_Aged,18
Mblac2,0.0989607912143575,0.396670793935686,Cardiomyocyte,F1_Aged,13
Mbnl1,5.51092266937002e-53,6.1630485185788e-52,Cardiomyocyte,F1_Aged,3
Mcl1,0.00906100384183275,0.0452039671217084,Cardiomyocyte,F1_Aged,3
Mctp1,1.92926574595147e-21,1.6790367257242997e-20,Cardiomyocyte,F1_Aged,13
Mdh1,2.1519149869408197e-160,6.2508006763519e-159,Cardiomyocyte,F1_Aged,11
Me1,0.071633027052747,0.301352734497763,Cardiomyocyte,F1_Aged,9
Mef2a,4.973112640334279e-131,1.03955096002003e-129,Cardiomyocyte,F1_Aged,7
Meis2,7.035543961645519e-200,4.03491452843089e-198,Cardiomyocyte,F1_Aged,2
Metap1d,5.0338627489038804e-46,5.3699871295938094e-45,Cardiomyocyte,F1_Aged,2
Metap2,0.0282181059621471,0.131056404501346,Cardiomyocyte,F1_Aged,10
Mettl14,0.00543206124395797,0.0278663080634236,Cardiomyocyte,F1_Aged,3
Mettl24,5.95899366160199e-7,3.93939383934477e-6,Cardiomyocyte,F1_Aged,10
Mettl9,0.0896754102340716,0.363139410181425,Cardiomyocyte,F1_Aged,7
Mfn1,1.77554814757974e-256,3.1352442290158e-254,Cardiomyocyte,F1_Aged,3
Mfsd4b1,2.1335534482762598e-19,1.81676949719971e-18,Cardiomyocyte,F1_Aged,10
Mgat1,0.0398471503229179,0.181345374768305,Cardiomyocyte,F1_Aged,11
Mgat5,2.0951460560443595e-139,4.78177892382913e-138,Cardiomyocyte,F1_Aged,1
Mgmt,0.0491852202085568,0.219436720478335,Cardiomyocyte,F1_Aged,7
Mgp,0.0765547922514943,0.318511840578388,Cardiomyocyte,F1_Aged,6
Mgst3,0.0729943594335043,0.30573792247117,Cardiomyocyte,F1_Aged,1
Mhrt,1.61217403849739e-6,1.04317143667478e-5,Cardiomyocyte,F1_Aged,14
Mia2,1.47862393827002e-183,5.9410578597555997e-182,Cardiomyocyte,F1_Aged,12
Mical2,8.534241417014889e-34,8.18067998688141e-33,Cardiomyocyte,F1_Aged,7
Mical3,7.9296598935376e-156,2.2078015720181395e-154,Cardiomyocyte,F1_Aged,6
Micall1,0.0308751881742507,0.142779126567348,Cardiomyocyte,F1_Aged,15
Mir133a-1hg,1.78696499164031e-130,3.70078243639088e-129,Cardiomyocyte,F1_Aged,18
Mir22hg,0.00512940147169286,0.0264756029808147,Cardiomyocyte,F1_Aged,11
Mitf,1.12643147363325e-69,1.42610475246776e-68,Cardiomyocyte,F1_Aged,6
Mkks,4.05837235720038e-5,2.4711142029777e-4,Cardiomyocyte,F1_Aged,2
Mkrn2,0.0763078904650577,0.317831126642171,Cardiomyocyte,F1_Aged,6
Mlf1,0.0167259090603115,0.0807997478723469,Cardiomyocyte,F1_Aged,3
Mllt10,1.8066178461122e-144,4.2835355997925305e-143,Cardiomyocyte,F1_Aged,2
Mmadhc,0.0534088734892868,0.234460637876733,Cardiomyocyte,F1_Aged,2
Mob1b,0.0142754176562099,0.0696640381623042,Cardiomyocyte,F1_Aged,5
Morc3,0.0351682782872839,0.161298118460475,Cardiomyocyte,F1_Aged,16
Mpc1,1.0961140035669999e-154,2.9898068959083796e-153,Cardiomyocyte,F1_Aged,17
Mpi,0.0365925746910294,0.16725897559728,Cardiomyocyte,F1_Aged,9
Mpp7,4.01178655864407e-10,2.93876504459625e-9,Cardiomyocyte,F1_Aged,18
Mppe1,4.0569233535958396e-11,3.03816469895403e-10,Cardiomyocyte,F1_Aged,18
Mpped2,5.8043275302226194e-117,1.0469633797793999e-115,Cardiomyocyte,F1_Aged,2
Mrc1,1.55927815976407e-7,1.05471335201783e-6,Cardiomyocyte,F1_Aged,2
Mroh1,3.84176356160628e-13,3.00445611869209e-12,Cardiomyocyte,F1_Aged,15
Mrpl10,0.0145452548400329,0.0708777487121427,Cardiomyocyte,F1_Aged,11
Mrpl55,0.00284358805987024,0.0149885906376507,Cardiomyocyte,F1_Aged,11
Mrps36,7.66951836429986e-6,4.83669814139587e-5,Cardiomyocyte,F1_Aged,13
Mrps6,1.68921387369409e-66,2.08740793600135e-65,Cardiomyocyte,F1_Aged,16
Msi2,5.1733136922873e-42,5.31591651994606e-41,Cardiomyocyte,F1_Aged,11
Mt1,1.83977032296201e-8,1.28726369833943e-7,Cardiomyocyte,F1_Aged,8
Mtch1,0.0182317426391129,0.087758244697595,Cardiomyocyte,F1_Aged,17
Mthfs,7.09126165150133e-33,6.73017902143902e-32,Cardiomyocyte,F1_Aged,9
Mtmr3,1.42360524784042e-169,4.848929549750869e-168,Cardiomyocyte,F1_Aged,11
Mtor,6.60088383978652e-5,3.9617111417681e-4,Cardiomyocyte,F1_Aged,4
Mtpn,0.0876688816664574,0.355838044908643,Cardiomyocyte,F1_Aged,6
Mtr,3.50252674437983e-60,4.18929669425822e-59,Cardiomyocyte,F1_Aged,13
Mtss1,1.02784434959576e-130,2.1352432154140998e-129,Cardiomyocyte,F1_Aged,15
Mtus1,2.83184676018453e-123,5.539851825317259e-122,Cardiomyocyte,F1_Aged,8
Muc16,2.0752919262914e-4,0.00120460283956881,Cardiomyocyte,F1_Aged,9
Muc4,2.5463390983785e-4,0.0014691259974308,Cardiomyocyte,F1_Aged,16
Mybpc3,1.50492238005273e-262,3.48207902419097e-260,Cardiomyocyte,F1_Aged,2
Mycbp2,2.35894212675566e-161,6.88195724805674e-160,Cardiomyocyte,F1_Aged,14
Myh6,4.0682926918814806e-67,5.03657637684958e-66,Cardiomyocyte,F1_Aged,14
Myh7,8.0895966205829e-168,2.6096727559668898e-166,Cardiomyocyte,F1_Aged,14
Myh7b,1.0720271313729598e-185,4.5817210519188195e-184,Cardiomyocyte,F1_Aged,2
Myl2,3.92706557612882e-54,4.44361045798051e-53,Cardiomyocyte,F1_Aged,5
Myl3,1.77138782905522e-271,4.57154320498483e-269,Cardiomyocyte,F1_Aged,9
Myl4,1.96620225018805e-24,1.76144420544217e-23,Cardiomyocyte,F1_Aged,11
Mylk3,3.0025692751859497e-173,1.0773925046255497e-171,Cardiomyocyte,F1_Aged,8
Mylk4,5.75826638776325e-257,1.04426939086193e-254,Cardiomyocyte,F1_Aged,13
Myo16,7.0711022841478e-19,5.98324039427891e-18,Cardiomyocyte,F1_Aged,8
Myo18b,2.5601785436302503e-239,3.2412826467469796e-237,Cardiomyocyte,F1_Aged,5
Myo1b,5.0056544816015e-4,0.00283442544907565,Cardiomyocyte,F1_Aged,1
Myo3b,0.00379076919435391,0.01970260363603,Cardiomyocyte,F1_Aged,2
Myo5a,2.63566247870626e-8,1.84030127285317e-7,Cardiomyocyte,F1_Aged,9
Myo5b,0.0131865083627943,0.0644438973884556,Cardiomyocyte,F1_Aged,18
Myo5c,7.20948305640484e-33,6.83271628650797e-32,Cardiomyocyte,F1_Aged,9
Myo6,4.4938535547560104e-15,3.62424968178039e-14,Cardiomyocyte,F1_Aged,9
Myocd,4.27747890381758e-130,8.83134875218954e-129,Cardiomyocyte,F1_Aged,11
Myom2,9.86767196403026e-293,3.67844882659128e-293,Cardiomyocyte,F1_Aged,8
Myot,1.95833154616734e-155,5.407573940239859e-154,Cardiomyocyte,F1_Aged,18
Myoz2,2.4057483947599e-4,0.00139040238835822,Cardiomyocyte,F1_Aged,3
Myrfl,1.0006092615001e-4,5.9154961627014e-4,Cardiomyocyte,F1_Aged,10
Myzap,2.58006826970064e-37,2.5421818046536397e-36,Cardiomyocyte,F1_Aged,9
Mzt1,0.0754533831999391,0.314858334124124,Cardiomyocyte,F1_Aged,14
N4bp2l2,7.52402841760203e-78,1.0037023992467099e-76,Cardiomyocyte,F1_Aged,5
Naa40,0.00336868266170747,0.0176042528505118,Cardiomyocyte,F1_Aged,19
Nabp1,0.0074275698094361,0.0375293625160514,Cardiomyocyte,F1_Aged,1
Nadk2,0.00533846701961622,0.0274281115632656,Cardiomyocyte,F1_Aged,15
Nampt,3.1177647899496095e-164,9.339375777036539e-163,Cardiomyocyte,F1_Aged,12
Narf,1.5166057293496e-4,8.8799515217594e-4,Cardiomyocyte,F1_Aged,11
Nav2,3.64532764833529e-258,7.19416132950876e-256,Cardiomyocyte,F1_Aged,7
Nbeal1,4.67558188348848e-134,1.0252664849087498e-132,Cardiomyocyte,F1_Aged,1
Nceh1,1.5667557560568096e-168,5.10336462288407e-167,Cardiomyocyte,F1_Aged,3
Ncoa2,9.47517107826366e-68,1.18175460846002e-66,Cardiomyocyte,F1_Aged,1
Ncor1,2.8438983034207997e-78,3.80889373571928e-77,Cardiomyocyte,F1_Aged,11
Ndrg4,6.6046827350162095e-34,6.34011747524446e-33,Cardiomyocyte,F1_Aged,8
Ndufa4,0.0184385774898427,0.0886902186070568,Cardiomyocyte,F1_Aged,6
Ndufaf4,1.24204506727647e-243,1.8520272003166895e-241,Cardiomyocyte,F1_Aged,4
Ndufs4,6.855394103567289e-155,1.8775385483647498e-153,Cardiomyocyte,F1_Aged,13
