"","converged","iter","deviance","df_resid","phi_hat","mu_weighted","pmin","pmax","m_eff","theta_map","terms","rank","p_model","error","coef_X.Intercept.","se_X.Intercept.","stat_X.Intercept.","p_X.Intercept.","coef_sexM","se_sexM","stat_sexM","p_sexM"
"0610043K17Rik",TRUE,4,92.4599233626573,70,1.32085604803796,0.659964349376113,0.654545454545453,0.666666666666666,1.1785138748292,998.999999999999,"sex",2,0.911569765120591,FALSE,0.639079959289662,0.286820370135942,2.22815401495634,0.0290849734096177,0.0540672212702804,0.485519593943863,0.111359504219168,0.911649964213594
"1110059E24Rik",TRUE,3,173.532783816342,117,1.48318618646446,0.452781065372408,0.446153846611788,0.461538461591801,1.09208245040624,998.999999999999,"sex",2,0.865481045869458,FALSE,-0.15415067961263,0.258175441187585,-0.5970772390416,0.551609522619112,-0.0620724270037456,0.365638120369804,-0.169764648557338,0.865488416247027
"1500004A13Rik",TRUE,3,214.180105462838,140,1.52985789616313,0.444877451001766,0.43529411765023,0.453333333370768,1.12704717988534,998.999999999999,"sex",2,0.828414562667173,FALSE,-0.18721154193709,0.244807787967437,-0.764728702021491,0.44572021903683,-0.073071556313677,0.336516570048716,-0.217141034995985,0.828414561025245
"1600010M07Rik",TRUE,3,299.149461114317,194,1.5420075315171,0.495014701952068,0.466666666669273,0.505813953488372,1.18367167224386,998.999999999999,"sex",2,0.621108160408795,FALSE,-0.133531392614052,0.273046469123916,-0.489042737093413,0.625363868286176,0.156788254778317,0.316937939775372,0.494697021408796,0.621373766474094
"1600020E01Rik",TRUE,4,144.448005393563,102,1.41615691562317,0.421165099271373,0.340000000006426,0.484848484848485,1.11455949149715,998.999999999999,"sex",2,0.129960831523689,FALSE,-0.663294217381626,0.307185052763846,-2.15926592590931,0.0331735642926158,0.602669595565191,0.398231735044132,1.5133640604971,0.133279670989038
"1700025G04Rik",TRUE,3,498.68507612529,323,1.54391664435074,0.482406520715593,0.481781376518531,0.483333333333333,1.3138355592441,998.999999999999,"sex",2,0.976096468363218,FALSE,-0.066691374498672,0.157636899637933,-0.423069564625108,0.672526044912487,-0.00621539630816332,0.207273207233568,-0.0299864916991391,0.97609634589712
"2210408F21Rik",TRUE,3,674.287640583538,443,1.52209399680257,0.512906146238226,0.502145922746781,0.522255192878329,1.28097175950422,998.999999999999,"sex",2,0.652794779079507,FALSE,0.00858374369139152,0.137436135226226,0.0624562359619782,0.950227681586061,0.080495886362258,0.178812511636017,0.450169205866935,0.652808650820943
"2210408I21Rik",TRUE,4,160.589488424577,98,1.63866824923038,0.548908534639713,0.528571428571428,0.576271186440678,1.29061769531443,998.999999999999,"sex",2,0.620676150327089,FALSE,0.307484699747961,0.28805606585261,1.06744740416365,0.288392375264791,-0.193074348570217,0.389242681168675,-0.496025636218835,0.620986965746342
"2610035D17Rik",TRUE,4,342.238579318574,231,1.4815522914224,0.618880321211822,0.571428571428571,0.709677419354771,1.30704429954591,998.999999999999,"sex",2,0.0311116681043659,FALSE,0.893817876021766,0.242950789093373,3.67900791496605,0.000291365885218996,-0.606135803569985,0.284634330449588,-2.12952458198762,0.0342688182708808
"2610037D02Rik",TRUE,4,382.739749664828,261,1.46643582247061,0.413114754098359,0.379032258064517,0.436464088397789,1.15893748416062,998.999999999999,"sex",2,0.336566880980601,FALSE,-0.493657820143622,0.192689401123932,-2.56193551520832,0.0109712832085421,0.23813285932637,0.247931343962625,0.960479040367997,0.337703111235214
"2610307P16Rik",TRUE,3,217.784119676176,133,1.6374745840314,0.483360700673855,0.44444444463367,0.507142857142857,1.50353971241047,998.999999999999,"sex",2,0.450624197416228,FALSE,-0.223143550547845,0.27730932163063,-0.804673817799272,0.422444010657775,0.251716922991901,0.333295461447533,0.755236575675742,0.45144241498475
"2700097O09Rik",TRUE,4,126.556808650748,84,1.50662867441367,0.597934772451171,0.568965517241379,0.63414634146341,1.14951989679152,998.999999999999,"sex",2,0.539680459063986,FALSE,0.550046336919254,0.343434662336224,1.60160402324433,0.11299742102333,-0.272414600320977,0.443647429979368,-0.614033987154271,0.540852316984442
"2900093K20Rik",TRUE,3,74.6142510187188,68,1.0972683973341,0.51259689905468,0.416666666704898,0.599999999640037,1.22976574321292,0.734115817105178,"sex",2,0.0654577200398214,FALSE,0.405465106608318,0.259460603466162,1.56272320803878,0.122759980669994,-0.741937343072238,0.399556881035048,-1.85690042716886,0.0676570589307666
"3110056K07Rik",TRUE,4,150.566920003394,112,1.3443475000303,0.415123785202526,0.366666666666667,0.594594594594595,1.11008180690557,998.999999999999,"sex",2,0.0212172135401877,FALSE,0.382992252256107,0.336877314949988,1.13688941124743,0.258011071562355,-0.929535958624177,0.402387582417291,-2.31005130188191,0.0227174972736064
"4632427E13Rik",TRUE,3,549.822146692816,379,1.45071806515255,0.523415806070767,0.485029940119763,0.5539033456944,1.1448649672634,998.999999999999,"sex",2,0.173195124217777,FALSE,-0.0598981415810574,0.158870709179143,-0.37702444894053,0.706366446447479,0.276352704621006,0.202680158488482,1.36349165444683,0.173536961964169
"4732440D04Rik",TRUE,4,553.663750543763,404,1.37045482807862,0.329446102597017,0.326647564469921,0.335403726708075,1.25573338981163,998.999999999999,"sex",2,0.850813133940455,FALSE,-0.683844787897628,0.173301894235178,-3.94597411018267,9.37136939131815e-05,-0.0395422778520039,0.209940382997376,-0.188350031982642,0.850696839283144
"4732471J01Rik",TRUE,4,126.929171811261,83,1.52926713025616,0.431955256329336,0.408163265306123,0.458333333333333,1.1416577274327,998.999999999999,"sex",2,0.638648846371682,FALSE,-0.371563556432482,0.307532263370961,-1.20821000164228,0.23039766399273,0.204509471769316,0.434186377212635,0.47101770691705,0.638863714072567
"4833420G17Rik",TRUE,4,140.913206654176,119,1.18414459373257,0.766550363219006,0.701030927833364,0.891891891782843,1.06352799021637,998.999999999999,"sex",2,0.0225039859472294,FALSE,0.852211875181582,0.233245336503447,3.65371453061823,0.000385760312047905,1.25800132403404,0.603664267903439,2.08394200372857,0.0393054609315659
"4930438E09Rik",TRUE,4,134.978358422964,99,1.36341776184812,0.579635355581618,0.4,0.650602409638554,1.11917808423874,998.999999999999,"sex",2,0.0219196408621264,FALSE,0.621688216577798,0.234941176151358,2.64614414025613,0.00947164915729976,-1.02715332468596,0.447035828781834,-2.29769798873826,0.0236835173175236
"4930503L19Rik",TRUE,3,182.953908934338,125,1.4636312714747,0.453117189276408,0.432835821099389,0.473684210526344,1.12558149817963,998.999999999999,"sex",2,0.635696301042413,FALSE,-0.105360515657713,0.236892123053149,-0.444761583035304,0.657261217523182,-0.164929813251749,0.347509958275954,-0.474604566930942,0.63589695443543
"4930523C07Rik",TRUE,3,293.904448040856,196,1.49951249000437,0.476572447160943,0.451388888889366,0.506493506493506,1.11734592939972,998.999999999999,"sex",2,0.454161347347525,FALSE,0.0259754864032589,0.237587939749116,0.109329987164702,0.913052615668097,-0.221036068972716,0.294813353318855,-0.749749176841574,0.454304759103595
