"celltype","gene","term","estimate","se","z","p"
"Cardiomyocyte","Tfdp2","conditionF1_Young",0.346419596131097,0.141910041496459,2.44112109670364,0.0152461217243937
"Cardiomyocyte","Ogdh","conditionF1_Young",-0.0782482332370981,0.0327821431789175,-2.38691634070527,0.0170543280145121
"Cardiomyocyte","Trdn","conditionF1_Young",-0.0515293141639174,0.0217176074927698,-2.37269755340557,0.0176995388252483
"Cardiomyocyte","Pln","conditionF1_Young",0.0642242331217453,0.0271415560670752,2.36626938275121,0.0180160795978815
"Cardiomyocyte","Lrrfip2","conditionF1_Young",-0.162068658259569,0.0685183355231638,-2.36533268098403,0.018315348377805
"Cardiomyocyte","Corin","conditionF1_Young",0.0820362458985273,0.034999530959103,2.34392415128039,0.0191417275553604
"Cardiomyocyte","Mon2","conditionF1_Young",-0.839953290090008,0.348344482525285,-2.41127197996896,0.0193952029149758
"Cardiomyocyte","Shroom3","conditionF1_Young",0.208692037775365,0.089225666001983,2.33892384474583,0.0196210130896383
"Cardiomyocyte","Cradd","conditionF1_Young",-0.239677766476792,0.102774473864932,-2.33207485734036,0.0200021926517638
"Cardiomyocyte","Arfgef2","conditionF1_Young",-0.55692742553497,0.236174473066406,-2.35811863282268,0.0207196435329038
"Cardiomyocyte","Ppm1e","conditionF1_Young",-0.748436738608282,0.319448498701847,-2.34290266396533,0.0226480605936771
"Cardiomyocyte","Ank2","conditionF1_Young",0.0629142807176172,0.0276306111994324,2.27697752552465,0.0228419979339131
"Cardiomyocyte","Rmdn1","conditionF1_Young",0.162086135404217,0.0722190349596817,2.24436861410162,0.0250746625167564
"Cardiomyocyte","Braf","conditionF1_Young",-0.60604909289734,0.265542332492818,-2.28230688194972,0.025269465135204
"Cardiomyocyte","Jarid2","conditionF1_Young",-0.425068156552683,0.187970018234598,-2.2613614689454,0.0257401348383476
"Cardiomyocyte","Kcnip4","conditionF1_Young",-1.63496067813309,0.75247504165903,-2.17277728511551,0.0306509688467517
"Cardiomyocyte","Gnaq","conditionF1_Young",0.449686132768612,0.2108568060679,2.13266121760284,0.0353288416294783
"Cardiomyocyte","Agtpbp1","conditionF1_Young",-0.267506298729502,0.128015157439208,-2.0896455082402,0.0374645028213589
"Cardiomyocyte","Prkaa2","conditionF1_Young",0.316255193315811,0.152179066955297,2.07817802831392,0.0388800062032513
"Cardiomyocyte","Aig1","conditionF1_Young",-0.258119084585391,0.1247157672796,-2.06965879467922,0.0391992007394414
"Cardiomyocyte","Ehmt1","conditionF1_Young",0.627690793463622,0.296813624600816,2.11476408573832,0.0392618004325151
"Cardiomyocyte","Cmss1","conditionF1_Young",0.268544271617193,0.13003198866995,2.06521698517445,0.0398823803983492
"Cardiomyocyte","Mb","conditionF1_Young",-0.190760519562093,0.0929540952994872,-2.05220134677751,0.0406501826354071
"Cardiomyocyte","Tcf12","conditionF1_Young",-0.548346270049169,0.265867069651133,-2.06248284441056,0.0423666374705319
"Cardiomyocyte","Heg1","conditionF1_Young",-0.329488183501937,0.161478518828707,-2.04044591126978,0.0428806984892853
"Cardiomyocyte","Lrrfip1","conditionF1_Young",0.161567479278188,0.0796314360195651,2.02894092275934,0.0429031377521141
"Cardiomyocyte","Swt1","conditionF1_Young",0.675073815355107,0.329860912341064,2.04654079976928,0.0432501108679543
"Cardiomyocyte","Mast2","conditionF1_Young",-0.0527570516627185,0.0262077509763812,-2.0130323929842,0.0441840521496083
"Cardiomyocyte","Kif1b","conditionF1_Young",0.107990370674499,0.0536624883955208,2.01239960917491,0.0443538190483621
"Cardiomyocyte","Myzap","conditionF1_Young",0.0659961351262315,0.0328820787495116,2.00705483460992,0.0448423443905584
"Cardiomyocyte","Nrap","conditionF1_Young",0.111864453840747,0.055788179472643,2.00516408490444,0.0451534498374661
"Cardiomyocyte","Cox10","conditionF1_Young",0.38049084391489,0.18832856596595,2.02035650812359,0.0454665074422106
"Cardiomyocyte","Mycbp2","conditionF1_Young",0.261589527584734,0.130788278995554,2.00009916480074,0.0467247726868816
"Cardiomyocyte","Myot","conditionF1_Young",0.431098104554182,0.216686872845422,1.98949802031485,0.0473921679234877
"Cardiomyocyte","Kif5b","conditionF1_Young",-0.292151339814064,0.147143396809829,-1.98548726037395,0.0477938307162696
"Cardiomyocyte","Clip1","conditionF1_Young",-0.0740032465570729,0.0374197798279366,-1.97765050722784,0.0480971654306888
"Cardiomyocyte","Ddx17","conditionF1_Young",-0.399092133853655,0.197996621657003,-2.01565122936803,0.0483983484276227
"Cardiomyocyte","Ccbe1","conditionF1_Young",-0.381062027384224,0.192697652037754,-1.97751256102261,0.0490159167476048
"Cardiomyocyte","Rilpl1","conditionF1_Young",-0.239528171691571,0.121549105028504,-1.97062883873477,0.0495869256555856
"Cardiomyocyte","Ackr3","conditionF1_Young",-0.816387665735417,0.407514066533642,-2.00333616132493,0.0498210590159641
"Cardiomyocyte","Ugp2","conditionF1_Young",-0.240316147983406,0.122311128387042,-1.96479381028151,0.0498629927278663
"Fibroblast","Airn","conditionF1_Young",2.03602968345154,0.185168782448722,10.9955342176286,5.35466118676108e-24
"Fibroblast","Ccdc141","conditionF1_Young",-0.542492032395314,0.178435621552164,-3.040267563597,0.00294884564809331
"Fibroblast","Creb5","conditionF1_Young",-0.656093637559817,0.229494330713856,-2.85886642828604,0.0050715973988456
"Fibroblast","2210408F21Rik","conditionF1_Young",-0.821624738433834,0.291530353771439,-2.81831626725905,0.00656005971709383
"Fibroblast","Stox2","conditionF1_Young",0.839621764908624,0.304185554940707,2.76022891709071,0.0071776074532626
"Fibroblast","Ugp2","conditionF1_Young",-0.989198768599395,0.359620168694871,-2.75067656018678,0.00807645979446788
"Fibroblast","Rmdn1","conditionF1_Young",-0.747782021807563,0.277099964515089,-2.69860020774865,0.00866975963284258
"Fibroblast","Neat1","conditionF1_Young",-0.194422113453658,0.0759297090206891,-2.56055391178547,0.0107708392251349
"Fibroblast","Rhobtb1","conditionF1_Young",0.619790325034684,0.243800137675934,2.54220662442171,0.0139167226497907
"Fibroblast","Myom1","conditionF1_Young",0.227979424521633,0.0922382567095766,2.47163631072792,0.0140857696760841
"Fibroblast","Celf2","conditionF1_Young",0.137937458514753,0.058083113514648,2.37482893336919,0.0177911001244982
"Fibroblast","Lhfpl6","conditionF1_Young",-0.25650097024462,0.11312658730096,-2.26738007717168,0.0239355650517215
"Fibroblast","Ugdh","conditionF1_Young",-0.717440813504204,0.314052450707703,-2.28446175754236,0.0242632580165445
"Fibroblast","Rbpms","conditionF1_Young",0.315273138137754,0.140423011840385,2.24516718453608,0.0259098942277837
"Fibroblast","Sptbn1","conditionF1_Young",0.143350345353743,0.0675931422765072,2.12078238303128,0.034372786136775
"Fibroblast","Pln","conditionF1_Young",0.24003223167566,0.113093494629656,2.12242297810043,0.0347624674790269
"Fibroblast","Rock2","conditionF1_Young",-0.276611857388932,0.134339860439583,-2.05904529365901,0.0404597604411014
"Fibroblast","9530026P05Rik","conditionF1_Young",0.444250809525111,0.214612590285311,2.0700128027648,0.0406520488877718
"Fibroblast","Mpp7","conditionF1_Young",1.44440063391139,0.699402430185839,2.06519247227607,0.041058448751553
"Fibroblast","Mast4","conditionF1_Young",0.165251755776713,0.0815051344353979,2.0275011742689,0.0431110486064646
"Fibroblast","Arb2a","conditionF1_Young",-0.833228483895846,0.403894094687759,-2.06298753771083,0.043679851127383
"Fibroblast","Akt3","conditionF1_Young",0.556843993095819,0.274934609113056,2.02536885004114,0.0470042569080479
