gene,condition
Rc3h1,F1_Aged
Reep1,F1_Aged
Rheb,F1_Aged
Rnf150,F1_Aged
Rprd1a,F1_Aged
Rps8,F1_Aged
Rreb1,F1_Aged
Rsrc2,F1_Aged
Rubcn,F1_Aged
Sec14l1,F1_Aged
Sel1l,F1_Aged
Septin2,F1_Aged
Sestd1,F1_Aged
Sh3pxd2b,F1_Aged
Sipa1l2,F1_Aged
Skil,F1_Aged
Slc1a5,F1_Aged
Slc6a6,F1_Aged
Smoc1,F1_Aged
Snx9,F1_Aged
Socs2,F1_Aged
Spata6,F1_Aged
Spred2,F1_Aged
Stim1,F1_Aged
Stk24,F1_Aged
Stxbp3,F1_Aged
Synj2,F1_Aged
Taf15,F1_Aged
Taf3,F1_Aged
Tcim,F1_Aged
Tent2,F1_Aged
Tet3,F1_Aged
Tlk1,F1_Aged
Tlk2,F1_Aged
Tm9sf2,F1_Aged
Tmod1,F1_Aged
Tns3,F1_Aged
Trappc8,F1_Aged
Trim44,F1_Aged
Trmt1l,F1_Aged
Ttc14,F1_Aged
Ttc39b,F1_Aged
Ubac2,F1_Aged
Unc45b,F1_Aged
Uri1,F1_Aged
Uso1,F1_Aged
Usp4,F1_Aged
Usp7,F1_Aged
Vmp1,F1_Aged
Wdr26,F1_Aged
Xpo4,F1_Aged
Xpo6,F1_Aged
Xpo7,F1_Aged
Xrn2,F1_Aged
Zc3h7a,F1_Aged
Zfp280d,F1_Aged
Zfp451,F1_Aged
Zfp62,F1_Aged
Zfp710,F1_Aged
Zhx1,F1_Aged
Zyg11b,F1_Aged
4632427E13Rik,F1_Young
AW554918,F1_Young
Actc1dt,F1_Young
Adamts6,F1_Young
Adcy6,F1_Young
Adipor2,F1_Young
Afap1l1,F1_Young
Anapc1,F1_Young
Ankib1,F1_Young
Ankrd12,F1_Young
Ano4,F1_Young
Ap2a2,F1_Young
Ap3b1,F1_Young
Arhgap17,F1_Young
Arhgap5,F1_Young
Arid1a,F1_Young
Arl8b,F1_Young
Arnt,F1_Young
Asb3,F1_Young
Asxl2,F1_Young
Atf2,F1_Young
Atl3,F1_Young
Atp1b3,F1_Young
Atp2b1,F1_Young
Atp2b4,F1_Young
Atp6v0d1,F1_Young
Atp6v1h,F1_Young
Atrn,F1_Young
B3galt1,F1_Young
Baz1b,F1_Young
Bcl2,F1_Young
Bcl2l13,F1_Young
Bclaf1,F1_Young
Bdp1,F1_Young
Bhlhe40,F1_Young
Bnip3,F1_Young
Capn2,F1_Young
Cbfb,F1_Young
Ccdc186,F1_Young
Cd2ap,F1_Young
Cd47,F1_Young
Cd55,F1_Young
Cdc42bpb,F1_Young
Cdh5,F1_Young
Cdk12,F1_Young
Cebpd,F1_Young
Celf1,F1_Young
Cep85,F1_Young
Chd7,F1_Young
Clint1,F1_Young
Cnksr3,F1_Young
Copa,F1_Young
Cpeb2,F1_Young
Crk,F1_Young
Crtc3,F1_Young
Csde1,F1_Young
Csnk1g1,F1_Young
Cwf19l2,F1_Young
Cyfip1,F1_Young
Cyrib,F1_Young
D830024N08Rik,F1_Young
Dcbld2,F1_Young
Dennd2b,F1_Young
Dennd6a,F1_Young
Desi2,F1_Young
Dnm2,F1_Young
Efnb2,F1_Young
Efr3a,F1_Young
Egln1,F1_Young
Eif4a2,F1_Young
Elp4,F1_Young
Eml1,F1_Young
Emsy,F1_Young
Eng,F1_Young
Epb41,F1_Young
Etfdh,F1_Young
Evi5,F1_Young
Exoc6,F1_Young
Eya3,F1_Young
F13a1,F1_Young
Fam120a,F1_Young
Fam210a,F1_Young
Farp1,F1_Young
Fbxw4,F1_Young
Fgfr1op2,F1_Young
Flnc,F1_Young
Fndc3a,F1_Young
Foxj3,F1_Young
Fstl4,F1_Young
Fut8,F1_Young
Fyttd1,F1_Young
Galnt1,F1_Young
Gatad2b,F1_Young
Gfod1,F1_Young
Gm12353,F1_Young
Gm12940,F1_Young
Gm13481,F1_Young
Gm17276,F1_Young
Gm30382,F1_Young
Gpbp1l1,F1_Young
Hadha,F1_Young
Hipk1,F1_Young
Hmg20a,F1_Young
Hpcal1,F1_Young
Hspa4l,F1_Young
Idh3b,F1_Young
Ikbkb,F1_Young
Il15ra,F1_Young
Il6st,F1_Young
Impact,F1_Young
Inpp5a,F1_Young
Ipo11,F1_Young
Itfg1,F1_Young
Iws1,F1_Young
Jmy,F1_Young
Jph2,F1_Young
Kalrn,F1_Young
Kat2b,F1_Young
Kbtbd12,F1_Young
Kcnip2,F1_Young
Kdm3a,F1_Young
Khdc4,F1_Young
Klf13,F1_Young
Klhl5,F1_Young
Letm2,F1_Young
Limd1,F1_Young
Lims2,F1_Young
Lncppara,F1_Young
Lonp2,F1_Young
Lrp6,F1_Young
Lrrc8c,F1_Young
Lsm14a,F1_Young
Luc7l3,F1_Young
Macf1,F1_Young
Mapk1,F1_Young
Marf1,F1_Young
Mga,F1_Young
Mical3,F1_Young
Mier1,F1_Young
Morc3,F1_Young
Morf4l1,F1_Young
Mprip,F1_Young
Mrps6,F1_Young
Msantd2,F1_Young
Mtdh,F1_Young
Mylk4,F1_Young
Myo18b,F1_Young
Ndfip1,F1_Young
Nedd9,F1_Young
Nek9,F1_Young
Nemf,F1_Young
Nfatc1,F1_Young
Nfix,F1_Young
Nfkbia,F1_Young
Nfkbiz,F1_Young
Nid1,F1_Young
Nos1ap,F1_Young
Npepps,F1_Young
Nsmaf,F1_Young
Nt5e,F1_Young
Nuak1,F1_Young
Nudt4,F1_Young
Nus1,F1_Young
Or5m3b,F1_Young
Pawr,F1_Young
Pcm1,F1_Young
Pcsk5,F1_Young
Pdcd6ip,F1_Young
Pdlim1,F1_Young
Pds5b,F1_Young
Peli2,F1_Young
Per2,F1_Young
Phip,F1_Young
Phlpp1,F1_Young
Phyhd1,F1_Young
Piezo1,F1_Young
Pik3ca,F1_Young
Pitpna,F1_Young
Ppfibp1,F1_Young
Ppp1r12b,F1_Young
Ppp1r3a,F1_Young
Prkaa2,F1_Young
Prkag2,F1_Young
Prkd2,F1_Young
Prpf38b,F1_Young
Psmd1,F1_Young
Ptbp3,F1_Young
Ptpn2,F1_Young
Ptpn3,F1_Young
Ptpn9,F1_Young
Qrich1,F1_Young
Rab28,F1_Young
Rab30,F1_Young
Rab3gap1,F1_Young
Rab7,F1_Young
Rabgap1,F1_Young
Raf1,F1_Young
Rap1a,F1_Young
Rapgef4,F1_Young
Rb1cc1,F1_Young
Rbm26,F1_Young
Resf1,F1_Young
Rgs6,F1_Young
Rhob,F1_Young
Rhot1,F1_Young
Ric1,F1_Young
Rps6kb1,F1_Young
Rrbp1,F1_Young
Rtf1,F1_Young
Sacm1l,F1_Young
Scaper,F1_Young
Scfd2,F1_Young
Sdc2,F1_Young
Sdccag8,F1_Young
Sdha,F1_Young
Sec24a,F1_Young
Sec31a,F1_Young
Sec63,F1_Young
Selenop,F1_Young
Septin11,F1_Young
Serbp1,F1_Young
Serpine1,F1_Young
Setd3,F1_Young
Setx,F1_Young
Sh3pxd2a,F1_Young
Sik1,F1_Young
Slc44a1,F1_Young
Slc4a4,F1_Young
Smad1,F1_Young
Smap1,F1_Young
Smc6,F1_Young
Smg7,F1_Young
Snx6,F1_Young
Sox5,F1_Young
Srl,F1_Young
Srpk2,F1_Young
St3gal1,F1_Young
St7l,F1_Young
Stard7,F1_Young
Stxbp6,F1_Young
Suclg2,F1_Young
Syk,F1_Young
Syncrip,F1_Young
Tasp1,F1_Young
Tax1bp1,F1_Young
Tet2,F1_Young
Tle1,F1_Young
Tm9sf3,F1_Young
Tmed2,F1_Young
Tmem135,F1_Young
Tmpo,F1_Young
Tnks,F1_Young
Tnrc18,F1_Young
Tns1,F1_Young
Togaram1,F1_Young
Tpm3,F1_Young
Tpm4,F1_Young
Tspan13,F1_Young
Ttc19,F1_Young
Tut4,F1_Young
Tut7,F1_Young
Ubap2l,F1_Young
Ubc,F1_Young
Ube3a,F1_Young
Ube3c,F1_Young
Ubn1,F1_Young
Ulk2,F1_Young
Umad1,F1_Young
Uqcc1,F1_Young
Usp32,F1_Young
Usp53,F1_Young
Vapa,F1_Young
Vdac3,F1_Young
Vgll4,F1_Young
Vps13c,F1_Young
Wapl,F1_Young
Xdh,F1_Young
Xpr1,F1_Young
Xrcc4,F1_Young
Zc3h13,F1_Young
Zdhhc20,F1_Young
Zfand5,F1_Young
Zfp106,F1_Young
Zfp236,F1_Young
Zfp608,F1_Young
Zfp948,F1_Young
Zmym4,F1_Young
Znrf3,F1_Young
Zzz3,F1_Young
