gene,condition
9330159M07Rik,F1_Aged
Abca8b,F1_Aged
Ablim1,F1_Aged
Acaca,F1_Aged
Acap2,F1_Aged
Actn4,F1_Aged
Actr2,F1_Aged
Adam10,F1_Aged
Adamtsl3,F1_Aged
Adarb1,F1_Aged
Amfr,F1_Aged
Ankrd1,F1_Aged
Ankrd28,F1_Aged
Arhgef15,F1_Aged
Asb14,F1_Aged
Asxl1,F1_Aged
Atp6v0a1,F1_Aged
B4galt5,F1_Aged
Bach1,F1_Aged
Banp,F1_Aged
Bbs9,F1_Aged
Bbx,F1_Aged
Bckdhb,F1_Aged
Bicra,F1_Aged
Bmp2k,F1_Aged
Bptf,F1_Aged
Brd10,F1_Aged
Btrc,F1_Aged
Bzw2,F1_Aged
Cacnb2,F1_Aged
Cacul1,F1_Aged
Calcrl,F1_Aged
Cbfa2t2,F1_Aged
Cbl,F1_Aged
Cep350,F1_Aged
Cfdp1,F1_Aged
Chfr,F1_Aged
Chic2,F1_Aged
Cish,F1_Aged
Clic5,F1_Aged
Cnot6l,F1_Aged
Comt,F1_Aged
Cox10,F1_Aged
Cox7a2,F1_Aged
Cped1,F1_Aged
Crlf3,F1_Aged
Crybg3,F1_Aged
Cspp1,F1_Aged
Cst3,F1_Aged
Cul5,F1_Aged
Daam1,F1_Aged
Dnaja2,F1_Aged
Dnajc7,F1_Aged
Dock2,F1_Aged
Dock6,F1_Aged
Dpp8,F1_Aged
Dsp,F1_Aged
Ehd1,F1_Aged
Entrep1,F1_Aged
Epm2a,F1_Aged
Fam135a,F1_Aged
Fam168a,F1_Aged
Far1,F1_Aged
Fer,F1_Aged
Flt1,F1_Aged
Frs2,F1_Aged
G3bp1,F1_Aged
Gab2,F1_Aged
Galnt2,F1_Aged
Gcnt2,F1_Aged
Gm37376,F1_Aged
Gm43361,F1_Aged
Golim4,F1_Aged
Grb10,F1_Aged
Gtf3c2,F1_Aged
Herc6,F1_Aged
Hivep1,F1_Aged
Hmbox1,F1_Aged
Hsp90b1,F1_Aged
Htra3,F1_Aged
Ino80d,F1_Aged
Ints6,F1_Aged
Intu,F1_Aged
Ipo7,F1_Aged
Irs1,F1_Aged
Itga5,F1_Aged
Kansl2,F1_Aged
Kcmf1,F1_Aged
Kitl,F1_Aged
Klf3,F1_Aged
Kpna3,F1_Aged
Lats1,F1_Aged
Litaf,F1_Aged
Lrrc3b,F1_Aged
Man1a2,F1_Aged
Man1c1,F1_Aged
Map2k5,F1_Aged
Map3k7,F1_Aged
Mapk8ip3,F1_Aged
Mapkapk2,F1_Aged
Mbnl2,F1_Aged
Mdfic,F1_Aged
Mgat5,F1_Aged
Mmrn2,F1_Aged
Mrps9,F1_Aged
Mtpap,F1_Aged
Mtr,F1_Aged
Myh6,F1_Aged
Nampt,F1_Aged
Nck1,F1_Aged
Neo1,F1_Aged
Nr4a1,F1_Aged
Oip5os1,F1_Aged
Orc4,F1_Aged
Osgepl1,F1_Aged
Oxr1,F1_Aged
P4ha2,F1_Aged
Pals2,F1_Aged
Pank2,F1_Aged
Pcbp2,F1_Aged
Phf20,F1_Aged
Pip4k2a,F1_Aged
Pkd1,F1_Aged
Plcb1,F1_Aged
Plcb4,F1_Aged
Plekha6,F1_Aged
Plod1,F1_Aged
Pou2f1,F1_Aged
Ppfia1,F1_Aged
Ppig,F1_Aged
Prepl,F1_Aged
Prkacb,F1_Aged
Prkar1a,F1_Aged
Psmd14,F1_Aged
Pspc1,F1_Aged
Pura,F1_Aged
Pxn,F1_Aged
R3hcc1l,F1_Aged
R3hdm1,F1_Aged
Rab12,F1_Aged
Rab14,F1_Aged
Rbm33,F1_Aged
