"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"0610043K17Rik",0.612903225806452,155,-109.273709141769,-108.484541189318,-0.789167952450896,0.209000555868176,0.561674862411861
"1110002E22Rik",0.482762557077626,584,-459.24915370967,-459.086168695909,-0.162985013760476,0.568041773319897,0.838070503294053
"1110002L01Rik",0.943502824858757,177,-41.7507263911165,-41.6084811887404,-0.142245202376046,0.593773037361002,0.853843994960465
"1110004F10Rik",0.445141065830721,319,-237.409134689758,-237.359375281953,-0.0497594078048849,0.752407839950667,0.921177055929399
"1110019D14Rik",0.546149217809868,554,-451.530305899114,-445.060318779277,-6.46998711983633,0.000321639436879045,0.00605247055272767
"1110038F14Rik",0.438864628820961,229,-161.698880335376,-161.608745399284,-0.0901349360920563,0.671141419183252,0.885744074314739
"1110059E24Rik",0.424714434060228,321,-232.1240559038,-231.987822777523,-0.136233126276636,0.601682166866425,0.856033344697347
"1500002F19Rik",0.595930232558139,344,-258.818755953866,-255.791871582374,-3.02688437149291,0.0138766478050253,0.12028331615906
"1500004A13Rik",0.520525451559934,609,-486.977337860928,-486.205727385806,-0.771610475121292,0.214139009218029,0.564515811117533
"1500009L16Rik",0.509661835748792,207,-155.773182487662,-152.303904015038,-3.46927847262413,0.00843571416255101,0.0856998035259805
"1600010M07Rik",0.48499743983615,651,-503.890521442101,-503.675176393003,-0.215345049097664,0.511650521745287,0.806709633751328
"1600014C10Rik",0.452620967741935,248,-181.828848354219,-181.464697697824,-0.364150656394997,0.39343435385315,0.725128703063625
"1600020E01Rik",0.305898653998416,421,-281.31447993761,-280.417828276682,-0.896651660927603,0.1805242036088,0.528097839727639
"1700017G19Rik",0.00510204081632653,196,-10.8559743575028,-10.6263063866789,-0.229667970823929,0.49793448532307,0.802413137592261
"1700025G04Rik",0.568190924259389,1446,-1409.86444041323,-1388.54412739271,-21.3203130205136,6.57789034681204e-11,4.37533569489529e-09
"1700037C18Rik",0.569767441860465,129,-92.3007942254136,-91.0507145127176,-1.25007971269602,0.113834773954374,0.423628937937392
"1700037F03Rik",0.49,200,-148.717097384274,-147.249070504338,-1.46802687993613,0.0866221214965162,0.370794543139471
"1700081N11Rik",0.536089238845144,254,-183.553220789589,-182.990353141003,-0.562867648585751,0.288686839245463,0.640029965509971
"1700087I21Rik",0.10556586270872,385,-147.270744078835,-147.270757344986,1.32661513418952e-05,1,1
"1700109H08Rik",0.410189982728843,386,-275.853701539477,-275.479314953334,-0.374386586142577,0.386864929856396,0.72004594641158
"1700120C14Rik",0.752873563218391,232,-139.397929899281,-139.397742196759,-0.000187702522566724,0.984541656914587,1
