"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"0610043K17Rik",0.612903225806452,155,0.628031222613043,1.19889171912487,1,1
"1110002E22Rik",0.482762557077626,584,-0.0593785470789316,2.13037286058398,1,1
"1110002L01Rik",0.943502824858757,177,4.12553088208386,-12.1657818861825,0,0
"1110004F10Rik",0.445141065830721,319,-0.238347526982324,1.05641606962286,1,1
"1110019D14Rik",0.546149217809868,554,0.219965683941908,1.54350437011976,1,1
"1110038F14Rik",0.438864628820961,229,-0.432440545540289,0.277090122964324,1,1
"1110059E24Rik",0.424714434060228,321,-0.548011364548265,0.690952613506056,1,1
"1500002F19Rik",0.595930232558139,344,0.605221339704957,0.789497226241906,1,1
"1500004A13Rik",0.520525451559934,609,0.11488363788435,2.02635830094835,1,1
"1500009L16Rik",0.509661835748792,207,0.096215315259303,0.277588959107817,1,1
"1600010M07Rik",0.48499743983615,651,-0.119839770006003,2.13198845034594,1,1
"1600014C10Rik",0.452620967741935,248,-0.251538766995965,1.04878538237352,1,1
"1600020E01Rik",0.305898653998416,421,-1.23224020729279,0.697456869261941,1,1
"1700017G19Rik",0.00510204081632653,196,-6.84549005094437,-13.2488550612076,0,0
"1700025G04Rik",0.568190924259389,1446,0.499760178184271,-130.159865391074,0,0
"1700037C18Rik",0.569767441860465,129,0.373043410614216,0.23264436825113,1,1
"1700037F03Rik",0.49,200,-0.0255350921071376,0.386909588519245,1,1
"1700081N11Rik",0.536089238845144,254,0.241888596962245,0.875160789883694,1,1
"1700087I21Rik",0.10556586270872,385,-3.12675714228594,-54.6900354968252,0,0
"1700109H08Rik",0.410189982728843,386,-0.618909832644494,0.578392278259457,1,1
"1700120C14Rik",0.752873563218391,232,1.65105169117893,0.531660253462093,1,1
"1700123M08Rik",0.617021276595745,188,0.707446507246152,0.420557507038779,1,1
"1700123O12Rik",0.0260416666666667,96,-5.28540221886225,-5.83010256799149,0.01,0.0661802575107296
"1810024B03Rik",0.654255319148936,94,1,1.32106371495901,1,1
"1810034E14Rik",0.666666666666667,104,0.962525294581337,1.14234027200058,1,1
"1810037I17Rik",0.105978260869565,184,-3.08341600818764,-18.9031723778588,0,0
"1810062O18Rik",0.596698113207547,212,0.493814612662961,1.03281020999981,1,1
"2010001K21Rik",0.987341772151899,158,6.61470984411521,0.405679503301359,0.31,1
"2010109A12Rik",0.378787878787879,99,-0.786596361890807,0.429620713531946,1,1
"2210408F21Rik",0.492879824532687,2777,-0.0469313615242848,-137.584788846243,0,0
"2210408I21Rik",0.559917355371901,242,0.461447964235801,0.334404194755933,1,1
"2310002L09Rik",0.474910394265233,279,-0.274756890858335,0.999601637490343,1,1
"2310014F06Rik",0.373422459893048,935,-0.791991496826208,53.3249582402836,1,1
"2310015A10Rik",0.607456140350877,342,0.624742402706511,1.39484422298773,1,1
"2310016D03Rik",0.682795698924731,93,1.2410080995038,0.41060540605875,1,1
"2310022A10Rik",0.502306425041186,607,0.00829137363139143,1.79287254320889,1,1
"2310039L15Rik",0.584912280701754,475,0.477578965347557,1.22788636284292,1,1
"2310057M21Rik",0.520175438596491,380,0.0736570417253084,0.889756678779577,1,1
"2310069G16Rik",0.223563218390805,145,-1.74075717332858,-4.64123496429484,0,0
"2500002B13Rik",0.58656330749354,258,0.492703992869168,0.439037155881465,1,1
"2610005L07Rik",0.772357723577236,246,1.72973402493513,0.536755995681091,1,1
"2610008E11Rik",0.75537139349294,543,1.61261884362402,1.59400198239501,1,1
"2610020C07Rik",0.477718360071301,187,-0.188761643455168,0.333820568264343,1,1
"2610035D17Rik",0.984917043740573,442,5.90689059560852,-26.9904331874974,0,0
"2610037D02Rik",0.469327731092437,1071,-0.166611180367201,86.562917094134,1,1
"2700049A03Rik",0.58779443254818,467,0.437974310556003,1.13398054795221,1,1
"2700097O09Rik",0.600753660637382,774,0.666313934236466,6.37534681139846,1,1
"2810001G20Rik",0.578059071729958,158,0.528928465806827,0.432339551602865,1,1
"2810002D19Rik",0.524647887323944,142,0.0931094043914813,0.179894191080706,1,1
"2810013P06Rik",0.564734299516908,345,0.393144893430001,0.644101693135326,1,1
"2810030D12Rik",0.583969465648855,131,0.593374740537356,1.10822998503126,1,1
"2810449D17Rik",0.781767955801105,181,1.75973690182486,0.581867460691399,1,1
"2900076A07Rik",0.489166666666667,200,0,0.197705228554668,1,1
"2900093K20Rik",0.482456140350877,133,-0.0896372124846767,-20.8844891151895,0,0
"3110056K07Rik",0.452659574468085,470,-0.293264336635219,1.35852491061547,1,1
"3110082I17Rik",0.431880108991826,367,-0.398827272097585,1.12282608405167,1,1
"3222401L13Rik",0.414662658650635,998,-0.49144276516927,49.7812614348568,1,1
"3300002I08Rik",0.307453416149068,161,-1.21459405077604,0.135339733144534,1,1
"3425401B19Rik",0.570155902004454,449,0.440572591385981,1.68823003174066,1,1
"4631405J19Rik",0.328703703703704,144,-1,0.169067868602966,1,1
"4632427E13Rik",0.494440306309132,1822,-0.00096792693391845,-306.919336147003,0,0
"4732440D04Rik",0.342457468375155,2697,-0.899016019096042,-136.299123876515,0,0
"4732463B04Rik",0.758771929824561,76,1.75742969672592,-4.69519000239913,0,0
"4732471J01Rik",0.354948805460751,293,-0.906082136612361,0.476198120112997,1,1
