"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.509457364341085,215,-178.845165018772,-178.847905066493,0.00274004772109038,1,1
"2210408F21Rik",0.474226804123711,97,-73.9837477725676,-73.4913988424613,-0.492348930106303,0.321041725804767,0.934853401169264
"2210408I21Rik",0.423076923076923,26,-23.035827855739,-22.2906634067763,-0.745164448962718,0.222165436490085,0.913521628404008
"2610307P16Rik",0.493078449328449,312,-293.521250958283,-293.306320809199,-0.214930149083841,0.512057505758573,0.965890567244586
"2900026A02Rik",0.644345238095238,112,-81.3865899592195,-81.3230369064223,-0.0635530527971611,0.721451602036868,1
"4732440D04Rik",0.317708333333333,96,-68.3691078008854,-66.737703856186,-1.63140394469946,0.070867680468776,0.668450608365155
"4732471J01Rik",0.308771929824561,114,-76.08613083692,-75.8586964715362,-0.227434365383814,0.500031894047154,0.959582212911672
"4930523C07Rik",0.499183006535948,102,-78.0570251796775,-77.9416868674138,-0.11533831226366,0.631022574872403,0.991200030855677
"5031425E22Rik",0.534722222222222,120,-90.3297668530311,-89.7189956119039,-0.610771241127139,0.26905815155565,0.934190129486361
"5330438D12Rik",0.574626865671642,67,-50.134793002423,-50.088284436074,-0.0465085663489901,0.760375975360831,1
"9530026P05Rik",0.437946172933766,403,-410.387130865336,-408.258096854944,-2.12903401039125,0.0390643251635896,0.544550729581934
"9630014M24Rik",0.49,130,-113.885704891083,-112.416546217144,-1.46915867393903,0.0865007993554766,0.700273699528308
"AU020206",0.585227272727273,88,-65.1317656318592,-65.1131704310299,-0.0185952008292958,0.847077907786518,1
"AW554918",0.534632034632035,154,-122.725824773374,-121.886590793555,-0.839233979818843,0.195128149064399,0.890646275484129
"Aak1",0.448863636363636,132,-100.718192425457,-100.016335958054,-0.701856467403488,0.236102892287386,0.926333832212648
"Abca8a",0.683760683760684,39,-30.8688447052406,-30.7672187152894,-0.101625989951224,0.652108647444854,0.99623990492602
"Abcb1a",0.679324894514768,79,-55.8883788745262,-55.4119477436848,-0.476431130841391,0.328991801803835,0.936336212277829
"Abcc4",0.779696493982208,91,-56.2444421267156,-55.7299731076267,-0.514469019088899,0.310408222512845,0.934190129486361
"Abcc5",0.510869565217391,92,-69.4682026968119,-69.4384133741517,-0.0297893226602213,0.807163152257387,1
"Abcg2",0.582554517133956,107,-82.5651039524748,-82.5432205874507,-0.0218833650241663,0.83428821304072,1
"Abhd17b",0.367924528301887,53,-39.0658952154662,-37.79506907163,-1.27082614383622,0.110878701734711,0.766750064140332
"Abi1",0.559055118110236,254,-200.93404249715,-200.401891340664,-0.532151156485611,0.302235974201075,0.934190129486361
"Abi2",0.428571428571429,56,-43.3679476606496,-43.3689389027613,0.000991242111695101,1,1
"Ablim1",0.473479645826585,735,-832.546089833566,-831.404510874437,-1.14157895912842,0.130785338385117,0.808744262814742
"Ablim3",0.477808002808003,370,-356.998470146504,-356.810579223874,-0.187890922630174,0.539869412003702,0.965890567244586
"Acer2",0.36235632183908,232,-184.294619156554,-184.254305836508,-0.0403133200466073,0.776449997031516,1
"Acer3",0.605555555555556,60,-46.8193790802279,-46.8203724224233,0.00099334219540026,1,1
"Ackr3",0.555645161290323,124,-105.266733460336,-103.659236972326,-1.60749648801053,0.0729665045331272,0.668450608365155
