"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"0610005C13Rik",0.2225,0.224,125,0.7285,0.788734984958977,0.782131233694011,-1.82102985895468,0.0413158855277658,1,1
"0610040B10Rik",0.6543,0.66030534351145,131,0.7989,0.805714932330482,0.767233273312756,0.863938450423972,-0.648051305708563,0.254926355534604,1
"0610040J01Rik",0.6885,0.687878787878788,165,0.332,0.557871865553776,0.659496295989135,1.15324626029568,-0.891264518809564,0.181839081602763,1
"0610043K17Rik",0.5387,0.527050610820244,191,2e-04,0.397778129703922,0.60742379676779,0.224431566610047,0.436507652446579,1,1
"1110002E22Rik",0.5086,0.510825780463243,662,1.0368,0.665793526850947,0.415544646677013,0.0143552929770703,-0.444348540497572,0.345830630944672,1
"1110002L01Rik",0.9527,0.950520833333333,192,0.2077,0.47935496338503,0.611668814076736,4.36457243229586,-1.54332333037266,0.0789373276081181,0.918244961708299
"1110004F10Rik",0.4432,0.440251572327044,371,0.1204,0.374122898777874,0.501578374066739,-0.326702600207709,-0.0895070529419968,0.672221874845702,1
"1110019D14Rik",0.5386,0.540962441314554,710,1.2292,0.719815184082433,0.386461724488568,0.208206515093137,-0.178378217809495,0.550313169831346,1
"1110059E24Rik",0.4429,0.442928039702233,403,0.7656,0.616179249672663,0.49706310733338,-0.326144449688432,0.0521346131094447,1,1
"1200007C13Rik",0.4222,0.422535211267606,71,2.5542,1.62477153851666,1.00013172982778,-0.473931188332412,-0.253811389947494,0.4761697511964,1
"1500002F19Rik",0.6256,0.624537037037037,360,1.4317,0.871763036652137,0.501086744646696,0.770518153877233,-2.39306783072675,0.0286897234055663,0.69518203428939
"1500004A13Rik",0.4508,0.454098360655738,610,0.9675,0.653875749753359,0.43753622845663,-0.322832322457477,0.190469497705919,1,1
"1500009L16Rik",0.5533,0.554907677356657,343,1.0737,0.734569053321809,0.499185800773509,0.290837516773585,-0.946063149349698,0.168962291080043,1
"1500026H17Rik",0.2949,0.291970802919708,137,1.7274,1.14549438597432,0.747659758844779,-1.19464743085354,-0.917598637244225,0.175514900803037,1
"1600010M07Rik",0.4719,0.476684515841142,747,0.3499,0.392432913912682,0.39643387051597,-0.191343985077218,-0.837337551094834,0.19563351140167,1
"1600014C10Rik",0.4492,0.446127946127946,297,0.3566,0.474689989006768,0.518181843209671,-0.279522528622363,-0.0293995310466926,0.808404239586236,1
"1600020E01Rik",0.3016,0.300226537216828,515,0.4338,0.465587324806505,0.459503040754469,-1.20844286265222,-0.172724853308978,0.556700312554154,1
"1700017G19Rik",0,0,210,2e-04,0.368654093020667,0.562941684740232,-Inf,-0.0606161797586253,0.727701720879286,1
"1700025G04Rik",0.5698,0.574480803498109,1618,0.5453,0.365291508219213,0.241647896886812,0.394302807206595,0.243925040476597,1,1
"1700037F03Rik",0.5833,0.575129533678757,193,0.947,0.75641333868763,0.606035305955573,0.584962500721156,-0.475364645004532,0.329533732277226,1
"1700081N11Rik",0.6017,0.603703703703704,225,3e-04,0.379679719149489,0.579723491047654,0.594946589293778,0.0512247339988221,1,1
"1700086O06Rik",0.6228,0.622747747747748,148,2.2981,1.33603358798123,0.707670633376663,0.755763189620332,-2.66972525352907,0.020848043689355,0.615872391529435
"1700087I21Rik",0.1055,0.10653073286052,564,0.8831,0.620589699666276,0.435649334623625,-3.09414715455555,3.04598832599311,1,1
"1700096K18Rik",0.4256,0.401606425702811,83,0,0.600207968989859,0.916717637970512,-0.431716240425474,0.740404186771244,1,1
"1700109H08Rik",0.4002,0.401736111111111,480,0.5756,0.539033578840376,0.489435952748867,-0.591915261362923,0.048003020300257,1,1
"1700120C14Rik",0.7569,0.754777070063694,314,0.7472,0.617811190819852,0.510227625445521,1.66387955794538,0.176633566319538,1,1
"1700123M08Rik",0.6656,0.663865546218487,238,2.5074,1.3097493505462,0.546131841400894,1.07116102892124,-0.568276737840591,0.286381775122136,1
"1700123O12Rik",0.0192,0.0169491525423729,118,1.9151,1.19677392082242,0.717114701736106,-5.70965824817047,-0.290805156131185,0.445681821276534,1
"1810024B03Rik",0.5921,0.593220338983051,118,2.2146,1.36338979233306,0.797882676156689,0.511899038531432,-0.068002271197571,0.712285796862133,1
"1810037I17Rik",0.1094,0.108614232209738,178,2.8243,1.48922450503009,0.636448227349287,-3.0163018123291,-0.451440184689346,0.342010550598038,1
"1810062O18Rik",0.5677,0.57168458781362,279,0.1021,0.380070760729837,0.521276741888038,0.388270589716059,-0.0850568891645764,0.680010709083143,1
"2010001K21Rik",0.9219,0.926666666666667,125,0.3499,0.612106106654282,0.731948060229973,3.4391116342577,0.388061966422597,1,1
"2210408F21Rik",0.4933,0.492955118829191,3232,0.1347,0.159940882733692,0.166157041561926,-0.0318859970645229,-1.36202987806655,0.0988463158653374,0.982916467519101
"2210408I21Rik",0.5664,0.566443452380952,224,3.1784,1.56051269889994,0.539951062119835,0.367731784500488,-2.44390468535556,0.0270469835807315,0.672367977014334
"2310002L09Rik",0.4343,0.432507987220447,626,0.2221,0.363387763250106,0.426196243737328,-0.377505442782243,-0.220318922744525,0.506814755088709,1
"2310014F06Rik",0.3583,0.364048964218456,885,0.6447,0.47123613893963,0.345808662873795,-0.897395514765649,0.17489330595015,1,1
"2310015A10Rik",0.5446,0.545977011494253,377,0.1038,0.366670670460284,0.499824337349673,0.255654875468196,-0.197936388558105,0.52922846133353,1
"2310016D03Rik",0.6964,0.698056801195815,223,2.6121,1.34263551874439,0.535633982295597,1.15200309344505,-1.47702701426252,0.0856624224351372,0.955093321236945
"2310022A10Rik",0.4805,0.482561235356762,626,0.1838,0.352937733386082,0.432449564791676,-0.113595031841959,-0.216056592585801,0.510953858118602,1
"2310022B05Rik",0.4622,0.45771144278607,201,0.8412,0.713559849393192,0.601947743306535,-0.168397531695719,-0.386439632579538,0.379327799833712,1
"2310039L15Rik",0.5694,0.570094086021505,496,1.0376,0.697263581287422,0.463145909819655,0.398917833915567,0.384768217577175,1,1
"2310057M21Rik",0.5486,0.550467601870407,499,0.6881,0.569244461593197,0.470328041006676,0.260389684578231,-0.0968367160341472,0.659876677084417,1
"2310068J16Rik",0.6306,0.637404580152672,131,1.2084,0.95746407254843,0.761494793472303,0.678071905112637,-0.27084395188804,0.461734045049127,1
"2310069G16Rik",0.2663,0.264309764309764,198,1.0023,0.764761944152427,0.586712409368807,-1.44898483120218,-0.13967873420728,0.597122664194431,1
"2500002B13Rik",0.6433,0.641156462585034,294,0.8324,0.65409925372398,0.516235593521093,0.87560913776281,-0.43855431827788,0.348994825283793,1
"2510009E07Rik",0.423,0.428662420382166,157,0.3211,0.576402413037087,0.694120618845311,-0.444784842672896,-1.17682869838622,0.124989454514134,1
"2610008E11Rik",0.7845,0.784134881149807,603,0.8132,0.597778270244382,0.441350678086586,1.87273093090963,-1.03057409690297,0.151096281043948,1
"2610020C07Rik",0.4893,0.49070385126162,251,0.3309,0.487614497463865,0.552827875793143,-0.0646090814230771,-0.644544942151725,0.256215741139127,1
"2610035D17Rik",0.974,0.972298534798535,364,1e-04,0.325483047141017,0.49706310733338,5.22881869049588,-4.23103084678553,0.00362630580292297,0.209825556458784
