"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"0610005C13Rik",0.224,125,-69.6540992538737,-69.6539964324128,-0.00010282146091356,0.988558523849334,1
"0610040B10Rik",0.66030534351145,131,-88.3276403891938,-88.3209675615987,-0.00667282759512489,0.90803027672174,0.993472240029505
"0610040J01Rik",0.687878787878788,165,-110.427126460295,-110.33722759237,-0.0898988679247594,0.671547120785277,0.885122612499464
"0610043K17Rik",0.527050610820244,191,-143.598210764251,-142.384431071914,-1.2137796923368,0.119218385079086,0.394351686547098
"1110002E22Rik",0.510825780463243,662,-513.961242049561,-510.789236776413,-3.1720052731481,0.0117778286771709,0.0906950153357905
"1110002L01Rik",0.950520833333333,192,-39.8111813281908,-39.7921866245633,-0.0189947036274702,0.845464411312397,0.961800550225108
"1110004F10Rik",0.440251572327044,371,-268.894600510214,-268.506586890647,-0.388013619566891,0.378358911798035,0.702143721666737
"1110019D14Rik",0.540962441314554,710,-580.378560615965,-572.584020714811,-7.79453990115326,7.87078448102157e-05,0.0016615251511231
"1110059E24Rik",0.442928039702233,403,-299.176319004862,-298.819159628859,-0.357159376003722,0.398013808360269,0.715516583937024
"1200007C13Rik",0.422535211267606,71,-53.4910087647609,-52.9287239027141,-0.562284862046809,0.288936597669286,0.623463521035829
"1500002F19Rik",0.624537037037037,360,-257.8741704388,-256.298361116546,-1.57580932225414,0.0758516862162014,0.310791802253946
"1500004A13Rik",0.454098360655738,610,-461.615360676427,-459.860337713483,-1.75502296294411,0.0609977646756654,0.272526314369428
"1500009L16Rik",0.554907677356657,343,-269.5882403333,-267.998406409026,-1.58983392427382,0.0745598846733984,0.308404646623068
"1500026H17Rik",0.291970802919708,137,-87.097706399407,-86.7978473701588,-0.299859029248182,0.438685619757722,0.748508055893179
"1600010M07Rik",0.476684515841142,747,-570.489600037552,-570.494492389786,0.00489235223324158,1,1
"1600014C10Rik",0.446127946127946,297,-213.83563092866,-213.81463396221,-0.0209969664498431,0.837631337739551,0.957397795001768
"1600020E01Rik",0.300226537216828,515,-357.057293728205,-357.056959132543,-0.000334595662309312,0.979362039493675,1
"1700017G19Rik",0,210,NA,NA,NA,NA,NA
"1700025G04Rik",0.574480803498109,1618,-1569.61188215303,-1554.00215474529,-15.6097274077392,2.3044500896911e-08,9.95491916228812e-07
"1700037F03Rik",0.575129533678757,193,-140.998461304008,-140.826079125873,-0.172382178134797,0.557091970397308,0.823191013737631
"1700081N11Rik",0.603703703703704,225,-157.293750345385,-156.584428823554,-0.709321521830304,0.233626880585519,0.571777910503912
"1700086O06Rik",0.622747747747748,148,-103.561873585812,-102.920452814445,-0.641420771366711,0.257371366325775,0.59554218607415
"1700087I21Rik",0.10653073286052,564,-220.666067974564,-219.723418537433,-0.942649437131593,0.169733116299429,0.482993943318202
