"","AR","N","log2FC","llr_var","pval_var"
"1110002E22Rik",0.316666666666667,10,-0.415037499278844,-5067.92118773447,0
"1110059E24Rik",0.516666666666667,10,-0.51937415909358,-5097.06045585266,0
"1500004A13Rik",0.601190476190476,14,-0.122856747785534,-4838.64072235288,0
"1600010M07Rik",0.473684210526316,19,-0.334419039070559,-934.705772787174,0
"1600020E01Rik",0.208333333333333,12,-1.92599941855622,-4092.99067270207,0
"1700025G04Rik",0.488825396825397,75,0.0637255976103872,4905.8629072409,1
"1700087I21Rik",0.0454545454545454,11,-3.26303440583379,-4650.60409511691,0
"1700109H08Rik",0.458333333333333,12,-0.356143810225275,-10650.7988752541,0
"2210408F21Rik",0.507098948670377,175,0.064851144349968,5080.67082692361,1
"2210408I21Rik",0.511904761904762,14,0.186413124230881,-5166.67518303319,0
"2310014F06Rik",0.313988095238095,32,-0.917537839808027,3349.60774911507,1
"2310039L15Rik",0.75,12,1,-5681.87667515936,0
"2610008E11Rik",0.692307692307692,13,1.77444029958487,-5300.95734261796,0
"2610035D17Rik",0.885416666666667,16,2.78849589480629,-3612.27457572809,0
"2610037D02Rik",0.447058823529412,34,-0.297385910624571,4566.11256599611,1
"2610307P16Rik",0.500641025641026,39,-0.122484006524995,4771.71465081736,1
"2700097O09Rik",0.559316770186335,23,0.73039294024272,36.1358534718274,1
"3110056K07Rik",0.525641025641026,13,-0.238159737194765,-8553.86282490145,0
"3222401L13Rik",0.353846153846154,26,-0.473931188332412,-172.285298501554,6.4490408010124e-77
"4632427E13Rik",0.524259259259259,90,0.221079089392415,4706.14464412307,1
"4732440D04Rik",0.335296416546417,132,-1.16364264919066,5066.0171081776,1
"4833422C13Rik",0.578125,16,0.982297998266541,3531.07498492835,1
"4921524J17Rik",0.416666666666667,10,-0.652076696579693,-6488.3359460789,0
"4930506C21Rik",0.394736842105263,19,-1,755.250699340525,1
"4930523C07Rik",0.430555555555556,12,-0.104336659814736,-5736.70377208838,0
"4933431K23Rik",0.458974358974359,26,-0.219009781941796,42.0093960750628,1
"5031425E22Rik",0.563807488807489,117,0.337950112611705,4713.41541203819,1
"5330438D12Rik",0.54320987654321,27,-0.181838322985813,9435.95683102698,1
"5430405H02Rik",0.357142857142857,14,-0.700439718141092,-4821.12256658817,0
"5430431A17Rik",0.462962962962963,27,-0.125530882083859,77.7663217841609,1
"6030443J06Rik",0.841666666666667,10,1.51457317282976,-4313.55390307642,0
"6720427I07Rik",0.579365079365079,21,0.437405312307298,5908.3341677152,1
"6820431F20Rik",0.6875,16,1.89308479608349,-6710.51653501275,0
"9330159M07Rik",0.0927598971077232,69,-3.14684138832927,4728.36780950665,1
"9330188P03Rik",0.743589743589744,13,1.38466385023533,-3319.84110577825,0
"9530026P05Rik",0.561154541158846,303,0.376831495442247,5787.53217573295,1
"AU040320",0.777777777777778,18,0.489384840738925,92.7988772569133,1
"AW554918",0.521825396825397,42,0.0780025120012731,5662.06328264381,1
"Aaas",0.05,10,-5.97727992349992,-5399.06583106161,0
"Aak1",0.422619047619048,92,-0.0728788799170957,4695.66055131594,1
"Aamdc",0.55,10,-0.509013647487857,-4584.0290374708,0
"Abca1",0.44,25,-0.106915203916512,6152.63185676741,1
"Abca6",0.625806451612903,31,0.966052668076662,6073.20627578834,1
"Abca8a",0.695283796959055,97,1.12009384549031,4954.03723335851,1
"Abca8b",0.663194444444444,32,0.765534746362977,323.749000589294,1
"Abca9",0.588235294117647,17,-0.0310268956206241,695.727486038992,1
"Abcc1",0.411111111111111,15,-0.485426827170242,-4973.94192876674,0
"Abcc5",0.491242937853107,59,-0.0119726416660759,4726.79902421263,1
"Abcc9",0.425,144,-0.311768228667141,4618.71211537005,1
"Abcd3",0.625595238095238,56,0.524266569033602,4742.95566684661,1
"Abhd17b",0.3375,20,-0.549338590990434,6.45099651791588,1
"Abhd18",0.496134453781513,85,-0.0415791037513995,4864.51089481349,1
"Abhd2",0.285714285714286,14,-0.788495894806288,-4642.11713765652,0
"Abhd5",0.55,10,0,-8362.28221863917,0
"Abhd6",0.136363636363636,11,-2.12553088208386,-3277.58305013405,0
"Abi1",0.679760950854701,96,1.11640949211531,4607.96050251542,1
"Abi2",0.44047619047619,35,-0.207804885113402,5458.13480010777,1
