"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","tot_gene_mean","N"
"1110002E22Rik",0.316666666666667,0.318181818181818,2.89673761429959,4.79420695415594,5.64224427168708,2.2,10
"1110059E24Rik",0.516666666666667,0.499999999415521,3.33794928464103,4.96175568972864,5.64224427168708,2.2,10
"1500004A13Rik",0.601190476190476,0.606060606060605,1.54347026161477,2.38483640652089,2.74722738648968,2.35714285714286,14
"1600010M07Rik",0.473684210526316,0.465116279069768,998.999999999999,382.059764576536,4.11261376323017,2.26315789473684,19
"1600020E01Rik",0.208333333333333,0.200000000171419,0.774703564406005,1.44046084228595,1.75073579242926,2.5,12
"1700025G04Rik",0.488825396825397,0.491735537190083,0.911711297557466,0.762402273767268,0.635649853550544,3.22666666666667,75
"1700087I21Rik",0.0454545454545454,0.0454545457555686,1e-06,1e-06,17.0479360807937,2,11
"1700109H08Rik",0.458333333333333,0.48,998.999999999999,386.327328065964,10.6306057327496,2.08333333333333,12
"2210408F21Rik",0.507098948670377,0.503174603200084,0.525178974227418,0.525720179159142,0.498346148583828,3.6,175
"2210408I21Rik",0.511904761904762,0.531249999999991,3.98829775173506,3.93746672021726,3.70061147467215,2.28571428571429,14
"2310014F06Rik",0.313988095238095,0.333333333333333,0.567987050713129,1.26731708026766,1.60618313118186,2.53125,32
"2310039L15Rik",0.75,0.749999999059707,998.999999999999,390.890798952184,17.6005469329691,2,12
"2610008E11Rik",0.692307692307692,0.714285714284063,22.9163350960106,13.4128279806486,7.19438491342451,2.15384615384615,13
"2610035D17Rik",0.885416666666667,0.894736842056353,0.312641828497433,1.80458617073075,2.57487235090093,2.375,16
"2610037D02Rik",0.447058823529412,0.45054945054945,0.195650105293814,0.828231138088112,1.15150796383616,2.67647058823529,34
"2610307P16Rik",0.500641025641026,0.509433962264151,1.29682179219338,1.19473972671206,1.07260916979273,2.71794871794872,39
"2700097O09Rik",0.559316770186335,0.568965517241378,2.9664239031981,2.2055724794134,1.64811850303584,2.52173913043478,23
"3110056K07Rik",0.525641025641026,0.50000000000006,998.999999999999,384.077510855581,7.19438491342451,2.15384615384615,13
"3222401L13Rik",0.353846153846154,0.384615384615447,0.390182758767759,1.29444028318282,1.75073579242926,2.5,26
"4632427E13Rik",0.524259259259259,0.52777777775986,0.119722033267254,0.669873766736292,0.95368175376689,2.8,90
"4732440D04Rik",0.335296416546417,0.316221765913764,0.366463652121088,0.448747002356088,0.472837336701634,3.68939393939394,132
"4833422C13Rik",0.578125,0.560975609756095,6.12765320131915,3.29615973689783,1.48029578139018,2.5625,16
"4921524J17Rik",0.416666666666667,0.391304347248839,998.999999999999,381.639063587964,3.47006312001809,2.3,10
"4930506C21Rik",0.394736842105263,0.414634146341468,2.74935203048519,5.65423545948049,7.04127811409846,2.15789473684211,19
"4930523C07Rik",0.430555555555556,0.440000000013165,998.999999999999,386.327328065964,10.6306057327496,2.08333333333333,12
"4933431K23Rik",0.458974358974359,0.451612903265408,3.16253380895127,2.83126123644084,2.4900100525989,2.38461538461538,26
"5031425E22Rik",0.563807488807489,0.542521994094335,0.355118426849391,0.683499873884826,0.837963453140777,2.91452991452991,117
"5330438D12Rik",0.54320987654321,0.540983606476936,2.82584818716452,3.8166121435444,4.19024699868473,2.25925925925926,27
"5430405H02Rik",0.357142857142857,0.387096774193619,1.86041121214815,4.1383154586712,5.24154864083122,2.21428571428571,14
"5430431A17Rik",0.462962962962963,0.461538461538463,0.748047879687032,1.79494690718167,2.30761447268366,2.40740740740741,27
"6030443J06Rik",0.841666666666667,0.814814814601672,0.23204057633188,0.81139689827903,1.10468999503235,2.7,10
"6720427I07Rik",0.579365079365079,0.58695652173912,1e-06,1e-06,5.90103129780607,2.19047619047619,21
"6820431F20Rik",0.6875,0.687499999999958,0.380844889688121,11.6683349862428,17.6005469329691,2,16
"9330159M07Rik",0.0927598971077232,0.0837438423645597,1e-06,1e-06,0.814788616200104,2.94202898550725,69
"9330188P03Rik",0.743589743589744,0.74193548179667,6.83823293837969,4.22709634888201,2.4900100525989,2.38461538461538,13
"9530026P05Rik",0.561154541158846,0.565538461538461,0.302173872549715,0.269014056098368,0.235613288935406,5.36303630363036,303
"AU040320",0.777777777777778,0.76595744680851,0.632982226736593,1.10284045600854,1.31727529830316,2.61111111111111,18
"AW554918",0.521825396825397,0.521276595744681,1.52476615207388,3.62204134632903,4.64770011475703,2.23809523809524,42
"Aaas",0.05,0.0434782611218558,1e-06,1e-06,3.46415281668724,2.3,10
"Aak1",0.422619047619048,0.445255474476468,0.263375978107987,0.6161004211819,0.788232642649189,2.97826086956522,92
"Aamdc",0.55,0.523809523809524,0.237027221385577,6.41877934033164,9.66613985739623,2.1,10
"Abca1",0.44,0.455882352941176,1.54635142696947,1.2872032271047,1.06910456788895,2.72,25
"Abca6",0.625806451612903,0.666666666666341,4.55453054983597,2.58855585150435,1.31195991829278,2.61290322580645,31
"Abca8a",0.695283796959055,0.674479166666666,0.407045612454528,0.422406917039546,0.40906970940144,3.95876288659794,97
"Abca8b",0.663194444444444,0.636363636363634,2.75155846462401,1.71356169463074,1.02127598545076,2.75,32
"Abca9",0.588235294117647,0.536585366282318,0.858944447363741,1.81596766920392,2.27540017395981,2.41176470588235,17
"Abcc1",0.411111111111111,0.388888888888895,1.11970889938496,1.97315509923656,2.36423439325736,2.4,15
"Abcc5",0.491242937853107,0.486666666666667,0.954098036875541,1.38326676129734,1.55933257203366,2.54237288135593,59
"Abcc9",0.425,0.425427873125632,0.0824246039378033,0.625724591727621,0.907883756148061,2.84027777777778,144
"Abcd3",0.625595238095238,0.625899280575538,0.508862095561405,1.39900809453258,1.84161168095714,2.48214285714286,56
"Abhd17b",0.3375,0.318181818181819,5.84280318779044,5.91296603269677,5.64224427168708,2.2,20
"Abhd18",0.496134453781513,0.490706319731485,0.908654611665315,0.782695411699172,0.66841711736932,3.16470588235294,85
"Abhd2",0.285714285714286,0.303030303063363,0.6841586156039,2.05851552828892,2.74722738648968,2.35714285714286,14
"Abhd5",0.55,0.571428571428533,998.999999999999,385.695857610691,9.66613985739623,2.1,10
"Abhd6",0.136363636363636,0.130434782608778,2.60164995780827,7.65222480264765,10.1785410397151,2.09090909090909,11
"Abi1",0.679760950854701,0.716911764705882,0.700176304837318,0.865180660739077,0.915317005696506,2.83333333333333,96
"Abi2",0.44047619047619,0.468354430379747,1.28309518915266,3.25889634126714,4.23322580218681,2.25714285714286,35
"Abl2",0.491111111111111,0.472222222619364,0.491385804545863,1.73455139233564,2.36423439325736,2.4,15
"Ablim1",0.477443511864207,0.492376348094501,0.097215062046138,0.105693668974177,0.105044727759799,10.263358778626,262
"Ablim2",0.58974358974359,0.551724137931032,998.999999999999,382.523605732679,4.82105382237886,2.23076923076923,13
"Ablim3",0.380952380952381,0.416666666666667,0.378435227743621,1.09143748572317,1.44749642110323,2.57142857142857,14
"Abr",0.517857142857143,0.52941176470588,11.8559791107274,5.91521626880384,2.15803909699786,2.42857142857143,14
