"","N","AR","tot_gene_mean","tot_gene_variance","alpha","beta","bb_mu","bb_theta","phi","id","theta_smoothed","thetaCorrected","theta_common","resid","AR.1","N.1","log2FC","loglik0_mean","loglik1_mean","llr_mean","pval_mean"
"1110002E22Rik",10,0.316666666666667,2.2,0.177777777777778,0.109841435624383,0.235374504909392,0.318181818181818,2.89673761429959,1.89879755903283,1,5.64224427168708,4.79420695415594,5.64224427168708,-2.74550665738748,0.488888888888889,10,-0.241008099503794,-31.4717862985179,-34.1711698559201,2.69938355740223,1
"1110059E24Rik",10,0.516666666666667,2.2,0.177777777777778,0.149792569262865,0.149792569613067,0.499999999415521,3.33794928464103,1.94079844306339,2,5.64224427168708,4.96175568972864,5.64224427168708,-2.30429498704605,0.431372549019608,10,-0.547487795302493,-36.4424244769283,-36.3928833809026,-0.0495410960256919,0.752933831727647
"1500004A13Rik",14,0.601190476190476,2.35714285714286,0.554945054945055,0.392661019219475,0.25522966249266,0.606060606060605,1.54347026161477,1.78988315181819,3,2.74722738648968,2.38483640652089,2.74722738648968,-1.20375712487491,0.412820512820513,14,-0.584962500721157,-51.6046399312599,-55.8244581033814,4.21981817212147,1
"1600010M07Rik",19,0.473684210526316,2.26315789473684,0.204678362573099,0.000465581860930699,0.000535419140070303,0.465116279069768,998.999999999999,2.68094820568503,4,4.11261376323017,382.059764576536,4.11261376323017,994.887386236769,0.414285714285714,19,-0.536052900240209,-60.5259637352188,-59.7821744327478,-0.74378930247105,0.222592533322009
"1600020E01Rik",12,0.208333333333333,2.5,1,0.258163263163461,1.03265305154749,0.200000000171419,0.774703564406005,1.63911886997436,5,1.75073579242926,1.44046084228595,1.75073579242926,-0.976032228023253,0.239130434782609,12,-1.32192809488736,-37.0021576467635,-29.5003925401932,-7.5017651065703,0.000107310245253352
"1700025G04Rik",75,0.488825396825397,3.22666666666667,3.47495495495495,0.539354440937032,0.557484001976932,0.491735537190083,0.911711297557466,2.06126571065856,6,0.635649853550544,0.762402273767268,0.635649853550544,0.276061444006922,0.551140174379611,75,0.168505724356977,-132.215867289905,-132.581518128484,0.36565083857846,1
"1700087I21Rik",11,0.0454545454545454,2,0,45454.5457555685,954545.454244432,0.0454545457555686,1e-06,0.406966733888528,7,NA,1e-06,17.0479360807937,-17.0479350807937,0.0606060606060606,11,-4.08746284125034,-25.1647958047688,-7.76376526989043,-17.4010305348784,3.64986863814678e-09
"1700109H08Rik",12,0.458333333333333,2.08333333333333,0.0833333333333333,0.000480480480480481,0.000520520520520521,0.48,998.999999999999,2.26391956986045,8,10.6306057327496,386.327328065964,10.6306057327496,988.36939426725,0.5,12,-0.241008099503794,-38.26936828701,-38.3002858315704,0.030917544560424,1
"2210408F21Rik",175,0.507098948670377,3.6,3.67816091954022,0.95810119576911,0.946011590678755,0.503174603200084,0.525178974227418,1.89533918223248,9,0.498346148583828,0.525720179159142,0.498346148583828,0.0268328256435898,0.546922102174203,175,0.244934989987537,-275.175718439585,-275.183657536993,0.00793909740826848,1
"2210408I21Rik",14,0.511904761904762,2.28571428571429,0.21978021978022,0.13320219127794,0.117531345245245,0.531249999999991,3.98829775173506,2.00263403038206,10,3.70061147467215,3.93746672021726,3.70061147467215,0.287686277062908,0.556428571428571,14,0.321928094887362,-35.9880320471665,-35.8286344609783,-0.159397586188128,0.572332603381907
"2310014F06Rik",32,0.313988095238095,2.53125,1.16028225806452,0.586867839530533,1.17373567906107,0.333333333333333,0.567987050713129,1.55047901570756,11,1.60618313118186,1.26731708026766,1.60618313118186,-1.03819608046873,0.371693121693122,32,-0.952694285221644,-55.4352813684885,-52.9158946237264,-2.51938674476216,0.0247860329972926
