"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"9530026P05Rik",TRUE,4,320.58986732231,308.715091788385,152,150,0.0370403956716021
"Ablim1",TRUE,3,404.905429559155,396.522605247008,207,205,0.0207031659745196
"Actn2",TRUE,3,277.470415790146,277.426138387911,158,156,0.000159575218528718
"Acyp2",TRUE,4,245.604690735149,243.432645440445,148,146,0.00884366372728052
"Adk",TRUE,3,308.09954767305,307.073885226774,160,158,0.00332899692331035
"Airn",TRUE,5,1226.97249088244,821.601692986188,176,174,0.330382955533673
"Akap6",TRUE,3,277.618213527702,276.607182360288,170,168,0.00364180416899351
"Ank",TRUE,4,139.862377604374,135.181920001577,66,64,0.0334647364285264
"Ank2",TRUE,3,468.89192054975,463.027646316304,206,204,0.0125066651320636
"Ank3",TRUE,4,92.9627765504432,91.0104609123929,51,49,0.0210010469834762
"Ankrd17",TRUE,4,99.281638300678,99.1044182461189,56,54,0.001785023470527
"Aopep",TRUE,3,130.156121138495,127.367038594445,77,75,0.0214287466440628
"Arhgap10",TRUE,4,141.508238294266,141.360621124878,86,84,0.00104317014449218
"Arhgap26",TRUE,3,328.230767312733,326.389197637376,187,185,0.00561059430971111
"Asap1",TRUE,4,98.029815566742,93.5049977218589,59,57,0.0461575676616708
"Asph",TRUE,3,78.4927427439219,76.562958919691,59,57,0.024585506338168
"Atp2a2",TRUE,3,492.781909065514,491.875514649149,243,241,0.00183934190701862
"Atxn1",TRUE,4,122.106075827851,117.562787250091,70,68,0.0372077191651382
"Bmpr1a",TRUE,3,167.2530457143,164.60317024009,68,66,0.0158435110278115
"Cacna1c",TRUE,3,631.269647627368,622.261037843909,263,261,0.0142706208310786
"Cacna2d1",TRUE,4,312.035378007008,310.762633894282,136,134,0.00407884554903715
"Cacnb2",TRUE,4,552.283859752074,530.545657414658,228,226,0.0393605606131144
"Camk2d",TRUE,3,233.954033662092,233.449441042213,122,120,0.00215680239395988
"Ccdc141",TRUE,3,162.957128769804,157.512672143341,80,78,0.0334103617777537
"Cd36",TRUE,3,280.928092823902,272.215866811892,178,176,0.031012298999483
"Cdh13",TRUE,4,168.546662871523,166.727342503976,87,85,0.0107941642780172
"Cdh2",TRUE,3,536.286554614776,529.885801301285,195,193,0.011935323118605
"Celf2",TRUE,4,395.821574207323,390.543662969123,178,176,0.0133340666151655
"Chchd3",TRUE,4,149.088433999538,144.398210462794,96,94,0.0314593386684776
"Chrm2",TRUE,4,291.317093214548,287.459735656957,88,86,0.0132410958623381
"Ckmt2",TRUE,3,396.569943979197,389.344978148457,165,163,0.0182186419834156
"Clasp1",TRUE,4,133.68229144114,126.108891176439,63,61,0.0566522325661635
"Clic4",TRUE,4,160.009612005633,152.477253528089,83,81,0.0470744124876603
