"","AR","N","log2FC","llr","pval"
"1110002E22Rik",0.316666666666667,10,-0.415037499278844,-14.6715238549401,6.06336583643354e-08
"1110059E24Rik",0.516666666666667,10,-0.51937415909358,-15.3040649535389,3.15767822433457e-08
"1500004A13Rik",0.601190476190476,14,-0.122856747785534,-20.024683765488,2.4762489935708e-10
"1600010M07Rik",0.473684210526316,19,-0.334419039070559,-8.67384996406073,3.11274767089228e-05
"1600020E01Rik",0.208333333333333,12,-1.92599941855622,-11.5789012711899,1.49236428069661e-06
"1700025G04Rik",0.488825396825397,75,0.0637255976103872,0.737148733971793,1
"1700087I21Rik",0.0454545454545454,11,-3.26303440583379,-5.82786399766617,0.000640051521880492
"1700109H08Rik",0.458333333333333,12,-0.356143810225275,-20.8889967931143,1.02247785466257e-10
"2210408F21Rik",0.507098948670377,175,0.064851144349968,-0.827419037077959,0.198301720419978
"2210408I21Rik",0.511904761904762,14,0.186413124230881,-20.8423786479831,1.07241824602219e-10
"2310014F06Rik",0.313988095238095,32,-0.917537839808027,-8.97529793506634,2.26713433861265e-05
"2310039L15Rik",0.75,12,1,-13.0726522952369,3.16666198589855e-07
"2610008E11Rik",0.692307692307692,13,1.77444029958487,-5.03902360160651,0.00150046270982292
"2610035D17Rik",0.885416666666667,16,2.78849589480629,-10.5085255611977,4.55214037163581e-06
"2610037D02Rik",0.447058823529412,34,-0.297385910624571,-10.6310844205201,4.00559324867853e-06
"2610307P16Rik",0.500641025641026,39,-0.122484006524995,1.37870530803354,1
"2700097O09Rik",0.559316770186335,23,0.73039294024272,15.7052609853292,1
"3110056K07Rik",0.525641025641026,13,-0.238159737194765,-18.3120477175832,1.43250034875619e-09
"3222401L13Rik",0.353846153846154,26,-0.473931188332412,-14.053204002661,1.14825037545505e-07
"4632427E13Rik",0.524259259259259,90,0.221079089392415,-10.2055382027166,6.24671941498637e-06
"4732440D04Rik",0.335296416546417,132,-1.16364264919066,-1.90199456481844,0.0511306305659319
"4833422C13Rik",0.578125,16,0.982297998266541,-2.85794494689543,0.0168120408212947
"4921524J17Rik",0.416666666666667,10,-0.652076696579693,-11.072986053671,2.52685567631284e-06
"4930506C21Rik",0.394736842105263,19,-1,3.16662585927078,1
"4930523C07Rik",0.430555555555556,12,-0.104336659814736,-13.8072829258301,1.48059612470481e-07
"4933431K23Rik",0.458974358974359,26,-0.219009781941796,-9.64888921881891,1.11836397183803e-05
"5031425E22Rik",0.563807488807489,117,0.337950112611705,-4.61732335000866,0.00237478218919163
"5330438D12Rik",0.54320987654321,27,-0.181838322985813,16.4883450512312,1
"5430405H02Rik",0.357142857142857,14,-0.700439718141092,-19.7860757716726,3.16159777922182e-10
"5430431A17Rik",0.462962962962963,27,-0.125530882083859,-12.8274006627288,4.08278398662187e-07
"6030443J06Rik",0.841666666666667,10,1.51457317282976,-9.04269438115962,2.11216041990663e-05
"6720427I07Rik",0.579365079365079,21,0.437405312307298,-15.731066677213,2.03367813571178e-08
"6820431F20Rik",0.6875,16,1.89308479608349,-18.7420824014666,9.21581666783455e-10
"9330159M07Rik",0.0927598971077232,69,-3.14684138832927,-1.65679615200492,0.0687091418643641
"9330188P03Rik",0.743589743589744,13,1.38466385023533,-10.8429476934857,3.21143887879628e-06
"9530026P05Rik",0.561154541158846,303,0.376831495442247,0.828823350838093,1
"AU040320",0.777777777777778,18,0.489384840738925,-6.51567316813664,0.000306320254324715
"AW554918",0.521825396825397,42,0.0780025120012731,-3.28795208175863,0.0103368479881611
"Aaas",0.05,10,-5.97727992349992,-4.4875256059656,0.00273690910995645
"Aak1",0.422619047619048,92,-0.0728788799170957,-5.87962386361451,0.000605416897666222
"Aamdc",0.55,10,-0.509013647487857,-14.3596541678227,8.36653913540776e-08
"Abca1",0.44,25,-0.106915203916512,11.0308288932498,1
"Abca6",0.625806451612903,31,0.966052668076662,12.801133718249,1
"Abca8a",0.695283796959055,97,1.12009384549031,-1.09492397023914,0.138923029802288
"Abca8b",0.663194444444444,32,0.765534746362977,2.50963954437777,1
"Abca9",0.588235294117647,17,-0.0310268956206241,-6.29712098412736,0.000386936951942846
"Abcc1",0.411111111111111,15,-0.485426827170242,-22.116333466222,2.91574724538154e-11
"Abcc5",0.491242937853107,59,-0.0119726416660759,-1.93521943587599,0.0491436693994329
"Abcc9",0.425,144,-0.311768228667141,-15.6464963490628,2.21879044143569e-08
"Abcd3",0.625595238095238,56,0.524266569033602,-3.38229940383044,0.00929838254842542
"Abhd17b",0.3375,20,-0.549338590990434,-9.61522673008703,1.15850466915761e-05
"Abhd18",0.496134453781513,85,-0.0415791037513995,0.818847859821403,1
"Abhd2",0.285714285714286,14,-0.788495894806288,-5.39643342595835,0.00101891959010134
"Abhd5",0.55,10,0,-14.3734105899519,8.24851997554669e-08
"Abhd6",0.136363636363636,11,-2.12553088208386,-7.38497147664787,0.000121456093561788
"Abi1",0.679760950854701,96,1.11640949211531,-0.436201323068701,0.350291012328687
"Abi2",0.44047619047619,35,-0.207804885113402,2.36054463580843,1
"Abl2",0.491111111111111,15,0.0269670476002695,-23.7646789562753,5.41863393722534e-12
"Ablim1",0.477443511864207,262,-0.0489096004809466,-0.273143737230498,0.459838610381883
"Ablim2",0.58974358974359,13,0.048909600480946,-12.0833939801964,8.83426918414358e-07
"Ablim3",0.380952380952381,14,-0.0473057147783571,-20.1579351227111,2.16046828207522e-10
"Abr",0.517857142857143,14,0.115477217419936,-19.2132900993843,5.68527619715612e-10
"Abra",0.346802272122341,85,-0.94865311999978,0.0588663696826046,1
"Abtb2",0.486309523809524,84,0.059239203374676,1.11930951016376,1
"Abtb3",0.742424242424242,11,0.637429920615292,-12.1048083868403,8.63997852152076e-07
"Acaca",0.517543859649123,19,-0.175849835399418,5.97991899637798,1
"Acacb",0.501657435042528,161,0.0647056893878153,-4.12975527132406,0.00405390564009378
"Acad10",0.507936507936508,21,0.192645077942396,-8.96642867829845,2.28836191124416e-05
"Acad11",0.515625,16,0.618909832644494,10.6529849469298,1
"Acadl",0.448724954462659,61,-0.254572827085598,-1.83033423617323,0.0557112766531252
"Acadm",0.503100775193798,43,0.134649526694782,-4.73097041915764,0.00209778992840333
"Acadsb",0.4375,28,-0.254572827085598,1.59612477009443,1
"Acap2",0.505208333333333,32,-0.111031312388744,13.5946356536825,1
"Acat1",0.586507936507937,63,0.456857674973471,3.19619249826579,1
"Acbd3",0.568421052631579,19,0.278301162487105,-13.4727676507532,2.0926999402771e-07
"Acbd5",0.495098039215686,17,0.495957494662411,-6.44971332635448,0.0003286828031713
"Acbd6",0.4,15,-0.0627357553479624,-19.7481564465195,3.28679420846777e-10
"Acer2",0.512878787878788,44,0.03005723385618,5.46270192751783,1
"Acer3",0.5,17,0.169925001442313,3.18052176136674,1
"Acin1",0.523148148148148,18,0.0631938264871938,-12.7020658586794,4.64921295408211e-07
"Ackr3",0.663978494623656,31,0.937264244652038,-6.00456716789007,0.00052940441385377
"Aco2",0.455409339922614,113,-0.270089163367744,-1.94339042415373,0.0486676230461926
"Acot11",0.380952380952381,14,-0.597901556428655,-27.7500806568872,9.3451345965781e-14
"Acot13",0.411904761904762,42,-0.41046476948902,-2.92391277292138,0.0155963108245195
"Acot7",0.5,13,0.331205908475373,-6.92108420750045,0.000198823645692527
"Acox1",0.455645161290323,62,-0.265053573470446,0.601593050061624,1
"Acsl1",0.430064247921391,84,-0.297680548640685,-1.62814135474956,0.0711502485754629
"Acsm5",0.0769230769230769,13,-3.4374053123073,-8.55597580251719,3.52398471081236e-05
"Acss1",0.5964072543618,132,0.483560468512943,-0.106354349568079,0.644652586957332
"Acss3",0.366666666666667,10,-0.637429920615292,-10.0038644308279,7.712978304642e-06
"Actc1",0.3979745697137,138,-0.401666735910385,1.15222444856781,1
