"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"Ablim1",0.49025974025974,33,-32.7064842279511,-32.4784976246248,-0.227986603326322,0.499511938165564,1
"Airn",0.242753623188406,23,-22.6573253660939,-19.6478827137537,-3.00944265234016,0.0141535835365347,1
"Akap13",0.461805555555556,24,-21.8518571331799,-21.8003605536654,-0.0514965795145486,0.748266869717414,1
"Akt3",0.375,26,-24.0444151235331,-24.0218126758501,-0.0226024476830595,0.831627716143026,1
"Ankrd11",0.508558558558559,37,-38.3392948826916,-38.2305406761898,-0.108754206501828,0.640944975869919,1
"Ankrd44",0.405691056910569,41,-46.0435480028664,-45.991673427371,-0.0518745754954182,0.747376066911004,1
"Apbb1ip",0.264603174603175,30,-25.4006755349674,-25.3887020474587,-0.0119734875086586,0.877019906950801,1
"App",0.537719298245614,19,-19.832574417178,-19.7783977970872,-0.0541766200907929,0.742026793776715,1
"Arb2a",0.495454545454545,33,-35.280075345721,-35.252746976367,-0.0273283693540307,0.815149715890363,1
"Arhgap15",0.480880230880231,48,-54.1139205288935,-53.9894702543564,-0.124450274537097,0.617850300714076,1
"Arhgap26",0.545138888888889,24,-23.9845573832552,-23.9578033706528,-0.0267540126023533,0.817067750309527,1
"Arid1b",0.57926267281106,31,-26.7575814900911,-26.6213892259254,-0.136192264165704,0.601736677427037,1
"Arl15",0.367025089605735,31,-30.5861939243215,-30.4167391149015,-0.169454809419989,0.560459287741473,1
"Atp2b1",0.524404761904762,28,-25.0917042896544,-25.0220652599305,-0.0696390297239162,0.708999776197602,1
"Atxn1",0.435416666666667,32,-34.6712835680755,-34.307710041944,-0.363573526131475,0.393809505852005,1
"Bach2",0.616452991452991,26,-23.0240911862442,-22.8832956669015,-0.140795519342706,0.595660284932347,1
"Bcl2",0.452715605907095,47,-61.176330755307,-61.1361131187287,-0.0402176365783546,0.776708406574023,1
