ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:1901136,carbohydrate derivative catabolic process,11/248,22/1965,2.0569181095655e-5,0.047267978157815194,0.047179205902560264,Arsb/Cst3/Gda/Gns/Gusb/Hgsnat/Lyve1/Man1a/Man1c1/Pde1a/Xdh,11
