"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"B4galt1",TRUE,3,235.980411108917,235.939120601749,113,112,0.0001749742996624
"Bicc1",TRUE,3,407.307449740233,403.028479441707,194,193,0.0105055046286398
"Bmpr1a",TRUE,3,203.109672088309,201.929405457977,93,92,0.00581098191039753
"Bnc2",TRUE,4,301.603513032315,301.102920952299,103,102,0.00165976873075224
"Cacna1c",TRUE,3,802.18328071905,796.968820676323,389,388,0.006500334983363
"Cacna2d1",TRUE,4,429.708087950226,421.055982773911,169,168,0.0201348436739603
"Cacnb2",TRUE,3,794.566152831838,794.565776350582,324,323,4.73819901203321e-07
"Camk2d",TRUE,3,294.435186883175,288.736367304467,177,176,0.0193550901270805
"Cblb",TRUE,3,306.715033626776,306.659058541546,114,113,0.000182498668447884
"Ccdc141",TRUE,4,190.381538356082,190.285008685468,113,112,0.000507032727268264
"Cd36",TRUE,3,491.057676913911,490.97202730315,263,262,0.000174418637131413
"Cdh13",TRUE,4,353.528877982187,341.976924095153,129,128,0.032676125223401
"Cdh2",TRUE,3,736.246169679694,735.657863013627,295,294,0.00079906244717487
"Cdk14",TRUE,3,260.310353463121,260.133328957124,95,94,0.000680051729185838
"Celf2",TRUE,3,1594.7495599489,1594.52428581067,805,804,0.000141259884237521
"Chchd3",TRUE,3,199.427814890064,199.378624136011,134,133,0.000246659444571029
"Chd9",TRUE,3,106.504055653553,106.222618712218,66,65,0.0026424997584098
"Chrm2",TRUE,3,454.001718500637,449.722410939482,116,115,0.00942575190086681
"Ckmt2",TRUE,3,483.422944552068,476.462759849231,204,203,0.0143977127715489
"Clasp1",TRUE,3,213.354060623804,210.403406961814,115,114,0.0138298453442267
"Clasp2",TRUE,3,166.156274616784,166.096041957776,67,66,0.000362506075362923
"Clic4",TRUE,4,455.166040917755,454.524238440728,206,205,0.00141004033546255
"Clip1",TRUE,4,156.925615845249,156.923126285372,119,118,1.58645856731532e-05
"Cmya5",TRUE,4,127.609811256969,123.185801171605,55,54,0.0346682597661397
"Cobll1",TRUE,4,106.484415748678,105.87845907305,64,63,0.00569056674976509
"Col4a1",TRUE,3,863.33237072117,863.059133900104,198,197,0.000316490879216258
"Col4a2",TRUE,4,330.790702937355,330.774449359082,105,104,4.91355353371414e-05
"Col5a2",TRUE,4,358.227309132049,351.717519580492,88,87,0.0181722313894209
"Col8a1",TRUE,4,619.278865405456,618.234766198925,139,138,0.00168599198980801
"Corin",TRUE,4,488.378681912895,483.596911734705,207,206,0.00979111160106572
"Cpeb3",TRUE,3,462.579588281311,459.581041268718,221,220,0.00648222941209597
"Cped1",TRUE,3,435.084056963041,432.51431368538,219,218,0.00590631450758894
"Cpq",TRUE,3,273.768592737755,267.407241455405,111,110,0.0232362347292461
"Cradd",TRUE,4,74.3510124388994,74.2129545579547,49,48,0.00185683928726799
"Creb5",TRUE,3,334.923944014304,334.787539142083,114,113,0.000407271186964153
"Csrp3",TRUE,3,172.174773144615,170.745282421397,59,58,0.00830255615912456
"Cstf3",TRUE,4,230.274486519393,228.316030530436,73,72,0.00850487615262485
"Cyth3",TRUE,3,472.730878046274,472.306029265281,173,172,0.000898711721030399
"D830005E20Rik",TRUE,4,731.084050877167,726.842508258186,307,306,0.00580171679835151
"Daam1",TRUE,3,124.292612837454,124.090695006654,72,71,0.00162453605399981
"Dcbld2",TRUE,4,210.1137485978,200.861753948326,91,90,0.0440332663198767
"Dcn",TRUE,3,590.772945095253,590.767232310275,325,324,9.67001794072164e-06
"Dip2c",TRUE,3,391.534102563716,383.907476387566,215,214,0.0194788298802391
"Dlc1",TRUE,3,873.28045395525,866.101929553969,450,449,0.00822018215198494
"Dst",TRUE,3,392.420899186997,392.40962189428,230,229,2.87377475048922e-05
"Ebf1",TRUE,4,1307.57083525978,1272.39114068096,476,475,0.0269046185722142
"Ebf2",TRUE,4,292.349274323806,290.368603616705,141,140,0.00677501496004351
"Ecpas",TRUE,3,109.420001811564,109.285862734104,63,62,0.0012259100277745
"Efna5",TRUE,4,599.114936549949,599.108624197609,170,169,1.05361291373729e-05
"Egfr",TRUE,4,877.91686637739,877.861416658439,212,211,6.31605577647854e-05
"Ehbp1",TRUE,3,268.315902314901,267.888071457384,143,142,0.0015945042907487
"Elmo1",TRUE,3,120.5430284087,120.366067997535,81,80,0.00146802692367187
"Enah",TRUE,4,164.2545813046,163.212467378566,58,57,0.00634450447444168
"Errfi1",TRUE,4,884.574384535532,880.984235902364,345,344,0.0040586169981095
"Esrrg",TRUE,3,299.908303434028,299.765112259387,161,160,0.000477449850507905
"Esyt2",TRUE,4,100.82439353466,100.525984545981,59,58,0.00295969039056021
"Ext1",TRUE,4,943.273423570052,936.228530702323,368,367,0.00746855862965512
"Fbn1",TRUE,3,423.282117329845,418.666056296924,128,127,0.0109054005447714
"Fbxl17",TRUE,3,271.439451696486,271.303365125957,162,161,0.000501351478861989
"Fbxl7",TRUE,4,373.018761873859,371.46627729155,119,118,0.0041619477114524
"Fhip1a",TRUE,3,99.4779851072337,99.4642158722189,50,49,0.000138414896522332
"Fhl2",TRUE,4,2174.67845250228,2164.88343281404,360,359,0.00450412320817761
"Fhod3",TRUE,4,727.167156298679,726.177749536455,324,323,0.00136063180749213
"Filip1",TRUE,3,377.232884740127,377.101786774904,167,166,0.000347525283523442
"Flt1",TRUE,3,135.032235961712,134.139493595149,70,69,0.00661132773373885
"Fmnl2",TRUE,3,601.621562390604,601.345622182322,201,200,0.000458660768716812
"Fry",TRUE,3,229.738863222534,227.979033488673,139,138,0.00766013076401462
"Gab2",TRUE,3,706.519284586924,705.851525153207,339,338,0.000945139712793086
"Ghr",TRUE,4,1066.52386511458,1063.35387486325,403,402,0.00297226377676552
"Gm20619",TRUE,4,244.573935212794,232.99996096288,88,87,0.0473230078251962
"Gm35330",TRUE,4,171.19621904169,171.139169418016,71,70,0.000333241142783991
"Gm37376",TRUE,3,103.891010997345,102.799442208847,86,85,0.01050686462687
"Gm56730",TRUE,8,20.4626078178553,19.2618543140796,222,221,0.0586803751732905
"Gnaq",TRUE,3,79.5645742840285,78.8791160614555,63,62,0.00861511833301709
"Gpcpd1",TRUE,3,767.737803989825,764.962055966966,254,253,0.00361548957005153
"Gphn",TRUE,4,134.865163066327,129.739020441766,104,103,0.0380093903274282
"Grk5",TRUE,4,176.179624290085,175.683967280037,65,64,0.00281336171560753
"Grm1",TRUE,6,99.6830851198206,97.9736749835099,224,223,0.0171484473444615
"Heg1",TRUE,4,989.320364263774,960.33668098955,308,307,0.0292965598618743
"Hivep2",TRUE,4,548.953911690804,546.918337831979,230,229,0.00370809609964373
"Hmcn1",TRUE,4,165.948138095672,163.766872044529,72,71,0.0131442634799916
"Homer1",TRUE,4,573.611707332998,572.255406870438,111,110,0.00236449229543556
"Hs3st5",TRUE,3,128.877413135903,128.316779558089,69,68,0.00435013059443667
"Ifrd1",TRUE,4,467.22555260959,467.052624145859,140,139,0.000370117735993603
"Igf1r",TRUE,3,143.270878628666,142.376161937726,85,84,0.00624493057838404
"Igfbp7",TRUE,3,722.73734473512,712.111636695038,180,179,0.0147020326505691
"Il1r1",TRUE,3,554.055778574535,552.222568203669,116,115,0.00330871085864826
"Insr",TRUE,3,88.7808796928699,88.7351675324969,57,56,0.000514887445710377
"Itga5",TRUE,4,258.652654306727,255.611557238667,60,59,0.0117574554810227
"Itpr1",TRUE,4,168.393431377154,166.587222595344,77,76,0.0107261237391413
"Itpr2",TRUE,4,154.376694761657,151.819894188981,69,68,0.0165620890939752
"Ivns1abp",TRUE,3,127.745539717684,126.967170854293,108,107,0.00609311969021931
"Jarid2",TRUE,3,451.900083630652,451.794758620196,86,85,0.00023307145599516
"Jmjd1c",TRUE,4,117.574067983176,109.530608705952,63,62,0.0684118480817923
"Jph2",TRUE,4,164.761277033951,164.627385798445,93,92,0.000812637762444446
"Kansl1",TRUE,4,105.234259772294,98.0235200598696,87,86,0.0685208384420347
"Kcnd2",TRUE,4,469.928760211141,467.47314667756,153,152,0.00522550169620806
"Kcnj3",TRUE,3,262.844783319052,259.739367435084,102,101,0.0118146376913194
"Kcnt2",TRUE,3,678.597748988752,674.422417613645,325,324,0.00615288126335412
"Kif1b",TRUE,4,222.472863894008,221.830435164495,102,101,0.00288767231323805
"Klf12",TRUE,3,160.762878100893,160.716269309378,86,85,0.000289922599456038
"Ktn1",TRUE,4,79.9542460903846,75.8136142988896,56,55,0.0517875159102138
"Lama2",TRUE,4,1818.96699607069,1795.23860255879,804,803,0.0130449829838328
"Lamc1",TRUE,4,702.713793221313,702.080438522585,335,334,0.000901298230997827
"Ldb3",TRUE,3,290.60576751866,289.852026554834,211,210,0.00259368893556944
"Ldlrad4",TRUE,3,317.272229932076,315.662231149109,148,147,0.00507450268594833
"Lhfpl6",TRUE,3,1022.05366013295,1021.94717589862,377,376,0.000104186539785167
"Limch1",TRUE,3,611.977760056757,611.177311780976,275,274,0.00130796955057144
"Lims1",TRUE,4,112.274712202337,109.313262032329,51,50,0.0263768226336786
"Lmo7",TRUE,3,420.945445297553,420.782030658583,255,254,0.000388208592812522
"Lmod2",TRUE,3,200.718269487837,199.422271812726,97,96,0.00645679976425773
"Lncpint",TRUE,3,979.749679769807,978.1429443925,483,482,0.00163994478434959
"Lpl",TRUE,3,335.618364997866,330.18479016984,153,152,0.0161897422629431
"Lpp",TRUE,3,314.955171937741,314.953144652879,177,176,6.43674097988711e-06
"Lrrc2",TRUE,4,225.169389031369,224.365517389395,81,80,0.00357007515734087
"Ltbp1",TRUE,4,166.607050628104,151.078075505287,56,55,0.0932071905977193
"Luc7l2",TRUE,3,355.020292193281,353.868171894592,278,277,0.00324522379149295
"Magi1",TRUE,4,302.15790241111,300.860616937324,155,154,0.0042934024344019
"Malat1",TRUE,3,2631.15264419863,2622.65501137843,1067,1066,0.0032296236552215
"Man1a",TRUE,3,405.542729880936,404.821418986212,151,150,0.00177863105802833
"Man2a1",TRUE,4,205.096808903504,200.183769598477,63,62,0.0239547330418859
"Mast2",TRUE,3,360.558234403077,360.552457277113,236,235,1.60227264633939e-05
"Mast4",TRUE,4,1138.50240051231,1138.49082261343,532,531,1.01694110326012e-05
"Mbnl2",TRUE,3,440.66171670556,440.296103434489,297,296,0.000829691478091532
"Mcc",TRUE,4,168.923173130167,165.829692542079,49,48,0.0183129438712595
"Mgp",TRUE,3,375.708562347615,375.308649097285,144,143,0.00106442410530094
"Mhrt",TRUE,3,390.040440104612,387.579377264824,250,249,0.00630976326231203
"Mir100hg",TRUE,3,183.642929871482,183.641621846444,92,91,7.12265394409162e-06
"Mir133a-1hg",TRUE,3,103.053371900476,101.920901979178,76,75,0.0109891593104928
"Mir99ahg",TRUE,4,889.333306414902,878.391136509721,436,435,0.012303789621116
"Mitf",TRUE,3,151.892237283218,150.477830205943,102,101,0.0093119115405349
"Mlip",TRUE,3,493.243337931551,492.634987679111,227,226,0.00123336739831303
"Mllt10",TRUE,4,124.651881652612,119.567647066432,87,86,0.0407874676160064
"Mpp7",TRUE,5,218.952591959923,173.83878118317,122,121,0.206043739299559
"Msi2",TRUE,3,232.221227274049,231.881115126715,141,140,0.00146460403868665
"Msrb3",TRUE,3,255.413650089545,255.397676137375,141,140,6.25414975474747e-05
"Mycbp2",TRUE,4,105.084608988871,103.354651143118,60,59,0.0164625235074751
"Myh6",TRUE,3,1120.00837343187,1117.79841329802,369,368,0.00197316393901381
"Myl2",TRUE,4,144.515193409133,144.457687803169,73,72,0.000397920831769816
"Myocd",TRUE,3,709.115803556771,708.907758324245,229,228,0.00029338682269231
"Myom1",TRUE,3,366.285041633458,361.089118850301,264,263,0.0141854626658688
"Myoz2",TRUE,4,143.595486147101,141.947648867751,66,65,0.0114755506845216
"Mypn",TRUE,3,154.643793393533,153.291099657994,75,74,0.00874715826516592
"Myzap",TRUE,4,178.524262075916,178.518184692885,147,146,3.40423366552711e-05
"Nav1",TRUE,4,151.174017888313,144.030764169606,66,65,0.0472518612555781
"Nbeal1",TRUE,3,114.272654513575,113.900822905488,71,70,0.00325389840351964
"Neat1",TRUE,4,903.687365554919,892.271641064894,459,458,0.0126323825308934
"Nedd4",TRUE,3,92.5766202857205,91.3915678548515,86,85,0.0128007743986716
"Nexn",TRUE,3,63.8242185579452,62.3881317307246,51,50,0.0225006566420662
"Nf1",TRUE,3,77.8602628941314,76.903592267032,51,50,0.0122870202531969
"Nfia",TRUE,3,903.933584112845,902.987992666724,461,460,0.00104608509158199
"Nfib",TRUE,3,512.01007821147,509.099032876143,302,301,0.0056855235066785
"Nfkb1",TRUE,4,235.563872177923,215.199693317523,83,82,0.086448650517253
"Nnt",TRUE,3,113.282661916416,113.010532338085,58,57,0.00240221737137314
"Nr3c2",TRUE,4,173.951274159111,172.555429067532,78,77,0.00802434531351415
"Nrap",TRUE,3,152.272402946845,151.731124932838,59,58,0.0035546691556132
"Nrp1",TRUE,4,151.901758593307,147.669740167944,70,69,0.0278602332491322
"Ntn4",TRUE,4,400.970487930316,400.543040916228,65,64,0.00106603110940728
"Obscn",TRUE,3,151.656074925396,151.553644477986,93,92,0.000675412755217764
"Ogdh",TRUE,3,327.561774199432,326.776179973561,156,155,0.00239830861763546
"Oxct1",TRUE,4,191.916594620993,191.421756229638,87,86,0.00257840335450155
"Pafah1b1",TRUE,3,125.36817965881,125.349232051529,66,65,0.000151135697528892
"Pakap",TRUE,4,679.958871653011,661.680373387179,282,281,0.0268817703950192
"Palld",TRUE,3,582.098185872152,580.275587671191,272,271,0.00313108380200533
"Pam",TRUE,3,617.995644025121,614.191377689081,180,179,0.00615581415956601
"Pard3",TRUE,4,102.769740235695,100.669489589562,50,49,0.0204364693470693
"Pbx1",TRUE,3,520.521409642838,518.885875109499,245,244,0.00314210809207693
"Pcdh7",TRUE,4,900.363814867856,893.512429213211,405,404,0.00760957464250278
"Pcdh9",TRUE,3,1555.04054645173,1554.39931617982,375,374,0.000412355982211676
"Pcsk6",TRUE,4,370.371120614514,361.745294720014,120,119,0.0232896827381903
"Pde10a",TRUE,3,591.793052900523,591.565335507081,134,133,0.000384792272105638
"Pde1a",TRUE,4,318.298242184307,309.594605799184,92,91,0.0273442804000275
"Pde3a",TRUE,3,740.043510914152,731.810878178657,232,231,0.0111245252665287
"Pde4b",TRUE,3,518.438265626129,516.968481399795,240,239,0.00283502265126745
"Pde4dip",TRUE,4,144.221622606881,144.153769393613,86,85,0.000470478781486983
"Pde7a",TRUE,4,160.559019684643,156.016071997755,92,91,0.0282945654240496
"Pde7b",TRUE,4,507.937714976424,488.85573820706,162,161,0.0375675524906621
"Pdk4",TRUE,3,497.861490221989,496.974482441303,90,89,0.00178163565189671
"Pdlim5",TRUE,3,1021.22423522187,1016.90168890036,493,492,0.00423271028284111
"Pdzd2",TRUE,4,262.129494030762,261.533157565039,105,104,0.00227496897259827
"Pdzrn3",TRUE,3,511.831019007858,511.325365790764,115,114,0.00098792999704167
"Pid1",TRUE,4,235.632476737318,229.473231473848,85,84,0.0261392035119853
"Pitpnc1",TRUE,3,229.023026622218,228.810186866755,67,66,0.000929337798919239
"Plcl1",TRUE,4,400.868091366912,399.862981878308,146,145,0.00250733223783672
"Plekhm2",TRUE,3,90.0530052816392,90.0498759754418,54,53,3.47496031652961e-05
"Pln",TRUE,4,515.310520063972,514.239071680404,258,257,0.002079228624005
"Plpp3",TRUE,4,369.516717613715,368.239338019702,57,56,0.00345689256568094
"Plxdc2",TRUE,3,565.023105188436,565.02169547554,228,227,2.4949650440087e-06
"Ppargc1a",TRUE,3,437.602364413459,436.640509618066,99,98,0.0021980109652332
"Ppip5k2",TRUE,4,118.122980315396,117.472650899953,77,76,0.00550552833755091
"Ppp1r12a",TRUE,4,96.8661916091019,93.2768430136764,50,49,0.0370547095513996
"Ppp2r3a",TRUE,3,96.5996819137339,95.9486182750894,68,67,0.00673981141289726
"Prex2",TRUE,3,278.034996933689,277.98467709038,205,204,0.000180983846867488
"Prkca",TRUE,3,212.086017102393,211.158886758839,86,85,0.00437148264756315
"Prkce",TRUE,3,231.596104493648,221.066626198317,104,103,0.0454648333500787
"Prkg1",TRUE,5,296.118980773707,296.012201838066,165,164,0.000360594702042638
"Prune2",TRUE,4,126.289355217564,120.798906411703,51,50,0.0434751511432082
"Psme4",TRUE,3,247.789449485235,240.435646517949,162,161,0.0296776274476682
"Ptprg",TRUE,3,527.634767634677,526.730541101622,280,279,0.00171373569090028
"Ptprk",TRUE,3,85.7789720103305,85.5666299821644,57,56,0.00247545550138462
"Ptprm",TRUE,3,636.240449667021,634.954513558945,362,361,0.00202114799326114
"Qki",TRUE,3,319.005998633872,318.972205486909,212,211,0.000105932637967321
"Ralgapa1",TRUE,3,91.6757497719441,91.2440195032796,70,69,0.00470931811017161
"Ralgapa2",TRUE,3,145.931252691257,145.929170916509,107,106,1.42654483521465e-05
"Raph1",TRUE,4,193.101678197198,190.258967916315,74,73,0.0147213131828895
"Rasal2",TRUE,3,166.421418596601,165.672352180795,79,78,0.00450102169614031
"Rbfox1",TRUE,4,276.347744253733,276.255222214749,124,123,0.000334802946317603
"Rbm20",TRUE,4,814.233323255907,807.648304461024,368,367,0.0080873855279604
"Rbm24",TRUE,3,110.327449992295,108.539591667453,71,70,0.0162050181071637
"Rbm25",TRUE,3,101.210433931983,101.0847347552,71,70,0.00124195867856303
"Rbm39",TRUE,3,86.5746241339354,86.3428070034985,86,85,0.00267765679326915
"Rbms1",TRUE,3,578.891831764972,577.771711483481,288,287,0.00193493882626572
"Rbms3",TRUE,3,555.654735032695,555.568151920326,221,220,0.00015582178448359
"Rbpms",TRUE,3,370.377948114563,369.920123636889,192,191,0.00123610079920833
"Rhobtb1",TRUE,4,95.1055166795021,91.8091416248974,56,55,0.0346601876494007
"Rhoj",TRUE,4,1167.04913584277,1153.90974657056,284,283,0.0112586427329161
"Rhoq",TRUE,3,279.122136809294,278.996289536572,84,83,0.000450868118738956
"Rmdn1",TRUE,3,145.112290713932,144.741639686323,74,73,0.00255423593539938
"Rock2",TRUE,4,681.423324900442,664.30657907764,269,268,0.0251191076051038
"Ror1",TRUE,3,307.726634682755,307.482381956273,109,108,0.000793732810075998
"Rora",TRUE,3,1478.30493074699,1471.97326733369,700,699,0.00428305641252158
"Rtn4",TRUE,4,242.745042983735,225.949412775152,75,74,0.0691904147748503
"Ryr2",TRUE,3,1636.37347235046,1630.07166884213,383,382,0.0038510789956
"Samd4",TRUE,3,538.197798136715,537.706771521069,228,227,0.000912353445788217
"Sdc2",TRUE,4,163.751501701268,158.02428685133,51,50,0.0349750371168296
"Sdk1",TRUE,3,166.397204440945,166.190789756249,60,59,0.00124049370534296
"Serpine1",TRUE,4,452.014367104729,436.524204128079,94,93,0.0342691828046723
"Setbp1",TRUE,4,243.395937760658,232.335399121248,113,112,0.0454425769845291
"Shld1",TRUE,3,142.920232913781,142.903280330508,73,72,0.000118615698613933
"Sik3",TRUE,3,412.181474281437,409.310355821012,233,232,0.00696566594951786
"Slc25a13",TRUE,4,151.979087922494,148.542609644001,69,68,0.02261152060766
"Slc8a1",TRUE,3,1351.61931880185,1345.12891037537,422,421,0.00480195002852513
"Slco3a1",TRUE,3,322.581431793908,322.221113477612,159,158,0.00111698405668426
"Slit2",TRUE,4,318.598810116611,317.280168691987,69,68,0.00413887743065078
"Slit3",TRUE,3,491.05961234589,483.774616224844,157,156,0.0148352581598891
"Slk",TRUE,4,109.570785699008,109.561363292714,61,60,8.59937823215473e-05
"Slmap",TRUE,3,113.372519013907,107.99908667981,87,86,0.0473962507037415
"Smg1",TRUE,3,76.7829985892781,75.7540297048691,51,50,0.0134009989621928
"Smyd3",TRUE,3,177.214382488086,169.377515430083,70,69,0.0442225227319273
"Son",TRUE,4,127.932144008568,127.930295130579,91,90,1.4452020670741e-05
"Sorbs1",TRUE,3,722.419470782515,711.042502179189,377,376,0.0157484246527889
"Sorbs2",TRUE,3,528.227901733088,527.800276577415,268,267,0.000809546701848851
"Sorbs2os",TRUE,4,100.094932915288,98.4750444001026,66,65,0.0161835216629435
"Spag9",TRUE,3,184.236520854239,183.157673518887,104,103,0.00585577349349264
"Spred1",TRUE,4,133.096219323885,129.121000896835,49,48,0.0298672527833156
"Sptbn1",TRUE,3,898.483926055398,897.838901973948,570,569,0.000717902750115629
"Ssbp2",TRUE,3,203.467114437066,203.414379488052,82,81,0.000259181682307208
"Ssh2",TRUE,3,209.853011020785,209.802142842463,120,119,0.000242399087221123
"Stk39",TRUE,3,106.565056424885,105.337209486309,60,59,0.0115220408994123
"Stox2",TRUE,3,189.550000333364,189.544490817154,81,80,2.90662949080644e-05
"Strn3",TRUE,3,107.311107556986,107.268258675375,60,59,0.000399295865881721
"Stxbp6",TRUE,4,142.613874351459,142.613874351459,53,52,-2.22044604925031e-16
"Sulf1",TRUE,4,350.273233083505,347.638754460488,84,83,0.00752121022730168
"Svil",TRUE,4,79.2034380936227,79.1879327857128,61,60,0.000195765591533892
"Synpo2",TRUE,3,488.546812098385,488.546811914521,184,183,3.76348285868744e-10
"Tacc2",TRUE,4,156.792836744243,156.174089549769,107,106,0.00394627208310283
"Tbc1d4",TRUE,3,114.577886887662,113.53368814808,54,53,0.00911344036748085
"Tbc1d5",TRUE,3,178.689557950229,177.607031091699,118,117,0.00605814279775385
"Tbx20",TRUE,4,184.593810135972,164.110502242073,54,53,0.110964218566217
"Tcf12",TRUE,3,106.034567298108,106.033424124082,61,60,1.07811448225581e-05
"Tcf4",TRUE,3,417.235144793903,416.529093384226,224,223,0.00169221461443592
"Tead1",TRUE,4,95.2564647288352,95.241587011071,74,73,0.000156185911438955
"Tgfbr3",TRUE,3,152.46106402295,150.245605002434,58,57,0.0145313102378871
"Thsd7a",TRUE,3,574.606514114354,572.404092739842,129,128,0.00383292099969657
"Timp3",TRUE,4,249.09844659268,249.094864324239,57,56,1.4380934482916e-05
"Tmem245",TRUE,4,95.8500460049213,95.8468164603715,50,49,3.36937193506914e-05
"Tnni3k",TRUE,3,327.770493012883,326.755915011151,174,173,0.00309539151131577
"Tnnt2",TRUE,4,249.537650353268,245.224988350592,172,171,0.0172826104460452
"Tnrc6b",TRUE,4,70.3019280748141,70.2352518014341,56,55,0.000948427378962946
"Top1",TRUE,3,77.3436132344802,75.5824366232694,52,51,0.0227708085717633
"Tpm1",TRUE,4,174.587570587396,172.886379519416,75,74,0.00974405601874306
"Trdn",TRUE,3,478.468393019863,477.073241394368,301,300,0.00291586998399007
"Tshz2",TRUE,3,174.290614947976,174.028134565453,66,65,0.00150599263535467
"Ttc28",TRUE,3,139.939336692788,138.752303515507,61,60,0.00848248394864581
"Ttn",TRUE,3,998.73413571397,998.019039671759,385,384,0.000716002404082761
"Txlnb",TRUE,3,92.9819304859597,92.7880620620407,60,59,0.00208501181794996
"Uap1",TRUE,4,700.252532347062,699.721432064778,166,165,0.000758441073399174
"Ube2e2",TRUE,3,169.82267704805,169.460163880684,81,80,0.00213465700616144
"Ugdh",TRUE,4,763.335095699204,754.052419348487,112,111,0.0121606833001884
"Ugp2",TRUE,5,172.404250550108,154.976754059485,56,55,0.101085074381959
"Usp34",TRUE,3,72.7190102763232,64.660441115026,56,55,0.110817915847255
"Utrn",TRUE,3,124.621481720014,122.919404303001,59,58,0.0136579776898849
"Vav3",TRUE,4,140.17484313912,129.873549903221,54,53,0.0734888872012194
"Vcan",TRUE,3,414.818224554238,405.877612320128,87,86,0.0215530844714393
"Vcl",TRUE,3,382.034189865151,381.776539669556,125,124,0.000674416590007887
"Vim",TRUE,3,89.126488566308,89.1213185434362,54,53,5.80077029289638e-05
"Wnk1",TRUE,4,130.032741238052,130.015238149955,60,59,0.00013460523811748
"Wwox",TRUE,3,285.329478428899,285.325177231426,82,81,1.50744938685055e-05
"Zbtb16",TRUE,3,704.274039286824,704.222985148661,414,413,7.2491864408275e-05
"Zcchc7",TRUE,3,171.892514791524,166.792361099475,122,121,0.0296705979212379
"Zeb1",TRUE,4,583.255851393619,578.913161605172,321,320,0.00744560003653727
