"","AR","N","log2FC","llr_mean","pval_mean"
"0610043K17Rik",0.6,15,0.979822118062371,-4.23607583688081,0.00360624609538332
"1110002E22Rik",0.583333333333333,12,0.353636954614693,-0.221784920932365,0.505404458253042
"1110004F10Rik",0.333333333333333,12,-0.489384840738926,0.728572405085231,1
"1110019D14Rik",0.425438596491228,19,0.211504105193709,1.2588519195091,1
"1110059E24Rik",0.46,25,-0.201633861169651,-0.367543957880713,0.391238951838975
"1500002F19Rik",0.65,10,0.795180208111498,-0.964302323676712,0.16491118435418
"1500004A13Rik",0.453418803418803,39,-0.477321777533188,-2.75260049441161,0.018960001088514
"1600010M07Rik",0.515178571428571,56,-0.0541074053394492,0.996312832852311,1
"1600020E01Rik",0.455555555555556,15,-1.07476776840197,-4.66804546773311,0.0022468429271911
"1700025G04Rik",0.552793032364461,175,0.199699835476348,1.64832038175842,1
"2210408F21Rik",0.468816779091899,330,-0.170896186292775,-1.1643015994913,0.127015805209789
"2210408I21Rik",0.613945578231292,49,0.489805267680819,-1.89994424750915,0.0512559961090693
"2310014F06Rik",0.404411764705882,34,-0.488747185461853,-1.54824171124947,0.0784616101779647
"2310022A10Rik",0.454545454545455,11,-0.0331668639352038,0.810560914874898,1
"2610008E11Rik",0.704166666666667,20,1.15055967657538,-7.84143557694507,7.48994075205984e-05
"2610035D17Rik",0.651075268817204,62,1.34900762894365,-22.9886580889571,1.19630176180869e-11
"2610037D02Rik",0.469135802469136,90,-0.247927513443583,-1.33073137142446,0.102806152821325
"2610307P16Rik",0.502587519025875,73,0.0482551686072155,0.207123049650846,1
"2700049A03Rik",0.463768115942029,23,0.233490130219774,1.17614761662358,1
"2700097O09Rik",0.678571428571429,42,0.574694165267332,4.0898367466049,1
"2810013P06Rik",0.46969696969697,11,0.12029423371771,0.295696506276727,1
"2900026A02Rik",0.461538461538462,13,0.430634354329862,0.794259999417918,1
"2900093K20Rik",0.5,10,0.175086706558094,0.0319600459188223,1
"3110056K07Rik",0.454761904761905,28,-0.423807708906577,-1.87073216705498,0.0530779099194341
"3110082I17Rik",0.5,27,-0.0389941316158624,-0.0219340402561272,0.834099240925341
"3222401L13Rik",0.299019607843137,34,-0.688055993685257,0.761522373645263,1
"4632427E13Rik",0.490318416523236,166,0.0521754650128641,0.00385616290952839,1
"4732440D04Rik",0.351278820530645,274,-0.906890595608516,-34.3358740680025,1.16295089908285e-16
"4732471J01Rik",0.533333333333333,25,-0.516790998079575,2.96576139839991,1
"4833420G17Rik",0.652777777777778,24,1.43295940727611,-12.1905744773843,7.9038338417074e-07
"4833439L19Rik",0.351515151515152,11,-0.113210610447989,3.76235343609005,1
"4921524J17Rik",0.380952380952381,21,-0.628031222613043,-2.5037783780886,0.0252369006039017
"4930503L19Rik",0.53125,16,-0.059706246124267,0.108739688559169,1
"4930506C21Rik",0.454385964912281,19,-0.0450878895285394,-0.014518656604551,0.864692911178053
"4930512H18Rik",0.358974358974359,13,-0.500428990509485,-0.229491685643424,0.498099479555602
"4930523C07Rik",0.388218390804598,58,-0.389652180858931,-1.9448156034687,0.0485850911564959
"4930549G23Rik",0.462121212121212,11,0.286304185156633,2.09570921952449,1
"4930578G10Rik",0.829166666666667,60,2.01238372445583,-34.6066281578178,8.8372066780924e-17
"4930599N23Rik",0.509803921568627,17,2.66453525910038e-15,0.057459479578597,1
"4933406I18Rik",0.342342342342342,37,-1.02424754624668,-8.17660622264323,5.25669840686885e-05
"4933431K23Rik",0.441869918699187,41,-7.105427357601e-15,2.20551222201038,1
"4933434E20Rik",0.3125,16,0.137503523749935,13.5307492103546,1
"5031425E22Rik",0.560025542784163,261,0.310961882598885,-2.60262241714338,0.0225188432351672
"5031439G07Rik",0.53030303030303,11,0.0317088597273365,0.27211313387982,1
"5330438D12Rik",0.410416666666667,48,-0.0987781544781776,4.56436532183054,1
"5430402O13Rik",0.392857142857143,14,-0.69660785655006,-0.949003921231053,0.168301474436676
"5430405H02Rik",0.421052631578947,19,-0.144389909335173,0.220421811490596,1
"5430431A17Rik",0.528682170542636,43,-6.66133814775094e-15,0.628656103802911,1
"5830417I10Rik",0.904761904761905,21,2.86789646399264,-46.9893765522487,3.18928996045723e-22
"6030443J06Rik",0.653508771929825,19,1.34103691783507,-7.35499811963778,0.000125379850638288
"6030458C11Rik",0.42,25,-0.544320516223809,-2.53893379937099,0.0242331562527514
"6430548M08Rik",0.347619047619048,14,-0.415037499278846,2.46205515857002,1
"6720427I07Rik",0.517543859649123,38,0.212544635380103,-0.237385191646524,0.49080071635398
"6820431F20Rik",0.675320512820513,52,1.08091999538356,-17.5004513562133,3.29552510056482e-09
"9230114K14Rik",0.6,10,0.111031312388743,0.70394410897341,1
"9330159M07Rik",0.115130678708265,116,-3.02027239502626,-100.299223860697,1.54610207180053e-45
"9330162G02Rik",0.191666666666667,20,-1.72698150559358,-13.0613037967833,3.20410423638059e-07
"9530026P05Rik",0.531167031566985,454,0.176336604873988,-1.34115745060728,0.10146813200786
"9630014M24Rik",0.515151515151515,22,-0.214124805352849,1.12618719298605,1
"9630050E16Rik",0.4,10,0.0577154978562815,2.71920833986857,1
"A230001M10Rik",0.602564102564103,13,0.169925001442318,0.0584695578448375,1
"A330032B11Rik",0.333333333333333,18,-1.09310940439148,-4.03970666801941,0.00447709372668668
"A330102I10Rik",0.3125,12,-1.75207248655641,-9.62796547239007,1.14314700286904e-05
"A4galt",0.567708333333333,16,0.736965594166208,-2.46957094963196,0.0262550679843933
"A630072M18Rik",0.541666666666667,12,0.13750352374993,0.220749509266909,1
"A730017L22Rik",1,13,3.89077093024524,90.5451156422026,1
"A730049H05Rik",0.626984126984127,21,0.716207033999412,-2.08139470600098,0.0413213007407253
"A730056A06Rik",0.346153846153846,13,-0.954196310386877,-4.1141135238295,0.00412438016063194
"A830012C17Rik",0.34,25,-0.477321777533191,3.07215552672906,1
"A930005H10Rik",0.397435897435897,13,-0.347923303420301,-0.0462380514692953,0.761052592506806
"A930007I19Rik",0.6,10,0.0962153152592995,0.388404459171362,1
"A930015D03Rik",0.766666666666667,20,1.30932805810773,-8.87088436938643,2.5300983430278e-05
"A930037H05Rik",0.409090909090909,11,-8.88178419700125e-16,1.47788262373264,1
"AU020206",0.358974358974359,13,-0.337034987277561,2.09098756834601,1
"AU040320",0.443287037037037,36,0.159198594849256,4.13694953517549,1
"AW554918",0.527619047619048,105,0.00571365119439315,0.00117537917628852,1
"Aaas",0,11,-4.14684138832927,89.8741932129487,1
"Aagab",0.652777777777778,12,5.32907051820075e-15,4.6019516257108,1
"Aak1",0.496601969833102,212,-0.0164881227885711,-0.0593657093942852,0.730414461545778
"Aamdc",0.503174603174603,21,-0.242856523896167,-0.277405397654519,0.456358641099242
"Aasdh",0.5,10,0.142957953842048,0.506392450622151,1
"Aatf",0.504385964912281,38,0.0804899178603655,-0.00690336528418811,0.906462223631852
"Abca1",0.473961395257692,162,-0.100693999619471,0.0286140639257155,1
"Abca5",0.631578947368421,19,0.127755547198368,4.13058832393564,1
"Abca6",0.571015473887814,235,0.384449179445421,-3.64041717724001,0.00696941572670057
"Abca8a",0.646915306673696,566,0.898176149853815,-62.9120642797568,3.3597747989431e-29
"Abca8b",0.547789278062005,275,0.207464718015746,-0.434149225587703,0.35142680033375
"Abca9",0.42166968053044,158,-0.376229479291072,-1.61434706980458,0.0723583660651787
"Abcb1b",0.628787878787879,22,0.389946518316015,-0.169470251891212,0.560441422521058
