gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
4833420G17Rik,0.71236559139785,0.119003016490048,0.771186440677966,0.0114476727873853
9330162G02Rik,0.295321637426901,0.107116304437982,0.173913043478261,1.1054221289233e-4
9530026P05Rik,0.488347080442573,0.815939480454418,0.60100629622114,0.0359195974139353
Abi3bp,0.591146403797006,0.181341760911048,0.681765444787027,0.0210091614617121
Ablim1,0.460822637738917,0.108471603012391,0.464316250864156,0.0966804944457673
Acss1,0.531860648312261,1,0.607257495590829,0.0302247859214418
Adam17,0.494918699186992,0.883943938830566,0.347796143250689,0.0150987398823531
Adam19,0.447960927960928,0.430920417956842,0.311598550181227,9.9042841488614e-4
Ago2,0.456989247311828,0.447872141882884,0.407051282051282,0.0966804944457673
Aldh1a1,0.623745954692557,0.299984815519369,0.633569739952719,0.0778351133702942
Aldh2,0.591666666666667,0.296808714669534,0.676282051282051,0.0520519891917811
Ank3,0.562322112753147,0.4768986867454,0.631855225311601,0.00247630427183456
Ankra2,0.351449275362319,0.266473519460422,0.224137931034483,0.00466649984201961
Ankrd1,0.463648876289083,1,0.311651469098278,0.0867834867439902
Apoe,0.441818727138495,0.435947100524263,0.314373897707231,0.0396571939973212
Appl1,0.464912280701754,0.604939210544767,0.324561403508772,0.0028676615517671
Arb2a,0.490677464896215,1,0.416373044944474,0.0327341618322141
Arhgap20,0.723456790123457,1,0.803140096618358,7.1326653751512e-4
Atp11a,0.426443202979516,0.217907232201834,0.346,0.00970646117719696
B830012L14Rik,0.338235294117647,0.483497406398866,0.105691056910569,4.99593782707867e-10
Brd8,0.596666666666667,0.416599025955817,0.623626373626374,0.0764319484886821
Cald1,0.504018767849857,1,0.619768907563025,0.0417810827388096
Camkmt,0.418776106934002,0.122765627092924,0.323885350318471,7.7531473187005e-4
Casc3,0.492138364779874,1,0.338624338624339,0.00840473484430287
Ccdc50,0.41023166023166,0.457834995387336,0.35216894977169,0.0320956177548279
Cd9,0.528828828828829,1,0.286231884057971,0.0778351133702942
