gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
2610035D17Rik,0.712141280353201,0.00261020435782139,0.840350877192982,2.5396101624091e-6,above,above,consistent_above
4732440D04Rik,0.315092771342771,6.735064217563671e-9,0.370616105637657,0.00638666015302486,below,below,consistent_below
4930578G10Rik,0.821428571428572,4.9927995939197e-9,0.712837837837838,0.00677847023091078,above,above,consistent_above
5830417I10Rik,0.851351351351351,1.15038045608379e-5,0.921875,6.9300208192484295e-12,above,above,consistent_above
6820431F20Rik,0.72542194092827,3.15191149676625e-5,0.640625,0.05466085486449,above,above,consistent_above
9330159M07Rik,0.151426270991488,1.11355825514786e-17,0.102532679738562,3.88171242540025e-18,below,below,consistent_below
Abca8a,0.652580660308557,4.03672635287297e-16,0.656349744184322,6.871148454064191e-15,above,above,consistent_above
Abi1,0.737405845093467,2.2148611584486202e-79,0.641443916746336,7.665541415487541e-9,above,above,consistent_above
Actc1,0.368609495080083,0.0589283515021321,0.383070866141732,0.0485706254661361,below,below,consistent_below
Acyp2,0.398334492182668,1.23428864597148e-5,0.423421710467404,0.00999681480658078,below,below,consistent_below
Adamts12,0.389416433239963,8.997468930105e-4,0.266222002635046,7.82550007469206e-7,below,below,consistent_below
Adcy8,0.211111111111111,0.00636894195992918,0.1875,0.0552048109381905,below,below,consistent_below
Adgrd1,0.384930660461301,6.5368420473044e-4,0.394137806637807,0.0778351133702942,below,below,consistent_below
Aff1,0.429454679227603,0.080700328875295907,0.419088319088319,0.00588506476263681,below,below,consistent_below
Agmo,0.738561875367431,4.6371641416887306e-9,0.687146892655367,0.0105064380357315,above,above,consistent_above
Airn,0.268355918191676,3.84665401085012e-54,0.847710775801503,1.1309878674137598e-75,below,above,discordant
Ankrd6,0.264455782312925,0.00391658933771465,0.276119402985075,0.0182136793246162,below,below,consistent_below
Ano4,0.405555555555556,0.0148360471805452,0.336041083099907,0.0578737312088204,below,below,consistent_below
Aox1,0.695842352092352,0.0185991953222034,0.750786163522013,5.4110828433049e-4,above,above,consistent_above
Aox3,0.279365079365079,4.0689573424788e-4,0.258333333333333,0.0304840916695539,below,below,consistent_below
Art1,0.379198237074949,0.0761919797107126,0.345283772981615,0.0068699684468452,below,below,consistent_below
Atad2,0.304012345679012,0.00321132825810136,0.292857142857143,0.0104873058066352,below,below,consistent_below
Axl,0.418407043407043,3.9460226455638e-4,0.386103796357253,0.0333412184236852,below,below,consistent_below
B3galt1,0.425262757644892,0.00920550037804303,0.408280434065187,0.0851643455249645,below,below,consistent_below
Bend6,0.159385113268608,1.08061491951933e-8,0.145161290322581,5.82145445245468e-6,below,below,consistent_below
Bnc2,0.405102741038609,7.3966889639638e-4,0.396669020715631,0.010866436428304,below,below,consistent_below
