gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
2610035D17Rik,F1_Aged,0.00261020435782139,0.712141280353201,shared,2.5396101624091e-6,0.840350877192982,Fibroblast
4732440D04Rik,F1_Aged,6.735064217563671e-9,0.315092771342771,shared,0.00638666015302486,0.370616105637657,Fibroblast
4930578G10Rik,F1_Aged,4.9927995939197e-9,0.821428571428572,shared,0.00677847023091078,0.712837837837838,Fibroblast
5830417I10Rik,F1_Aged,1.15038045608379e-5,0.851351351351351,shared,6.9300208192484295e-12,0.921875,Fibroblast
6820431F20Rik,F1_Aged,3.15191149676625e-5,0.72542194092827,shared,0.05466085486449,0.640625,Fibroblast
9330159M07Rik,F1_Aged,1.11355825514786e-17,0.151426270991488,shared,3.88171242540025e-18,0.102532679738562,Fibroblast
Abca8a,F1_Aged,4.03672635287297e-16,0.652580660308557,shared,6.871148454064191e-15,0.656349744184322,Fibroblast
Abi1,F1_Aged,2.2148611584486202e-79,0.737405845093467,shared,7.665541415487541e-9,0.641443916746336,Fibroblast
Actc1,F1_Aged,0.0589283515021321,0.368609495080083,shared,0.0485706254661361,0.383070866141732,Fibroblast
Acyp2,F1_Aged,1.23428864597148e-5,0.398334492182668,shared,0.00999681480658078,0.423421710467404,Fibroblast
Adamts12,F1_Aged,8.997468930105e-4,0.389416433239963,shared,7.82550007469206e-7,0.266222002635046,Fibroblast
Adcy8,F1_Aged,0.00636894195992918,0.211111111111111,shared,0.0552048109381905,0.1875,Fibroblast
Adgrd1,F1_Aged,6.5368420473044e-4,0.384930660461301,shared,0.0778351133702942,0.394137806637807,Fibroblast
Aff1,F1_Aged,0.080700328875295907,0.429454679227603,shared,0.00588506476263681,0.419088319088319,Fibroblast
Agmo,F1_Aged,4.6371641416887306e-9,0.738561875367431,shared,0.0105064380357315,0.687146892655367,Fibroblast
Airn,F1_Aged,3.84665401085012e-54,0.268355918191676,shared,1.1309878674137598e-75,0.847710775801503,Fibroblast
Ankrd6,F1_Aged,0.00391658933771465,0.264455782312925,shared,0.0182136793246162,0.276119402985075,Fibroblast
Ano4,F1_Aged,0.0148360471805452,0.405555555555556,shared,0.0578737312088204,0.336041083099907,Fibroblast
Aox1,F1_Aged,0.0185991953222034,0.695842352092352,shared,5.4110828433049e-4,0.750786163522013,Fibroblast
Aox3,F1_Aged,4.0689573424788e-4,0.279365079365079,shared,0.0304840916695539,0.258333333333333,Fibroblast
Art1,F1_Aged,0.0761919797107126,0.379198237074949,shared,0.0068699684468452,0.345283772981615,Fibroblast
Atad2,F1_Aged,0.00321132825810136,0.304012345679012,shared,0.0104873058066352,0.292857142857143,Fibroblast
