"gene","statistic","df","p_intercept","p_sex","pvalue","phi_raw","phi_used","padj_intercept","padj_sex","padj"
"Fndc3b",NA,878,0.999142781466821,0.439496237749228,0.999142781466821,0.946289740645283,1.62183515099499,0.999142781466821,0.958376652740835,0.999142781466821
"Fnip1",NA,457,0.541656017722737,0.956562289906889,0.541656017722737,0.956214824440624,1.59232597602754,0.806332061962608,0.999996451700319,0.806332061962608
"Fnip2",NA,236,0.983653014089737,0.0648684770822464,0.983653014089737,1.04100444122785,1.76033184120918,0.997979303219317,0.736314545004812,0.997979303219317
"Focad",NA,242,0.384767381859057,0.712433446235328,0.384767381859057,0.944360065793476,1.62979665683609,0.714126612904363,0.979148784793868,0.714126612904363
"Fosl2",NA,128,0.752118701020379,0.210556656847058,0.752118701020379,0.766204563877073,1.41273013603859,0.913227216060902,0.899338040088795,0.913227216060902
"Foxj3",NA,274,0.617562771372553,0.283094104075778,0.617562771372553,0.856152414813405,1.51947024026558,0.84735458809363,0.92382735818176,0.84735458809363
"Foxk1",NA,124,0.180451029460996,0.661673564687993,0.180451029460996,0.922096239162066,1.50006904822641,0.498207540806128,0.979148784793868,0.498207540806128
"Foxk2",NA,211,0.657220588815592,0.844834843001181,0.657220588815592,0.838258167434736,1.6654591520315,0.865782796449306,0.987250968624204,0.865782796449306
"Foxn2",NA,189,0.628778086947654,0.746102849101929,0.628778086947654,0.90807826629432,1.66046251329257,0.854659556213494,0.983437000704792,0.854659556213494
"Foxn3",NA,379,0.033910773266366,0.994669423760948,0.033910773266366,1.03045162548562,1.79105352232059,0.177792453888081,0.999996451700319,0.177792453888081
"Foxo1",NA,413,0.00394162367022724,0.0119956750816814,0.00394162367022724,0.927837820943754,1.48692288320423,0.0363447054911645,0.363456269934177,0.0363447054911645
"Foxo3",NA,169,0.449438383105471,0.0588967989732073,0.449438383105471,0.957672183276801,1.64009572983827,0.750306347068145,0.713969237902481,0.750306347068145
