"gene","statistic","df","p_intercept","p_sex","pvalue","phi_raw","phi_used","padj_intercept","padj_sex","padj"
"Arglu1",NA,228,0.561088369988248,0.949190986521018,0.561088369988248,1.04525246387697,1.450191144312,0.823139073668063,1,0.823139073668063
"Arhgap10",NA,611,0.0481066007814343,0.803468280803313,0.0481066007814343,1.13857405302224,1.55673625942906,0.220033753178407,0.999865229556743,0.220033753178407
"Arhgap12",NA,356,0.555461081390179,0.469259949171196,0.555461081390179,1.10551252303986,1.51163410269344,0.820815095020029,0.994140311057984,0.820815095020029
"Arhgap17",NA,209,0.385439905470764,0.598933382571686,0.385439905470764,1.01044417826618,1.41032061457766,0.699528369773758,0.994140311057984,0.699528369773758
"Arhgap18",NA,106,0.812869761147658,0.702698867656504,0.812869761147658,1.124745054443,1.47823294262891,0.934422898507603,0.994140311057984,0.934422898507603
"Arhgap21",NA,859,0.360300843187632,0.746428555935866,0.360300843187632,1.11336329257784,1.53370542473791,0.679432282452149,0.997072230067139,0.679432282452149
"Arhgap23",NA,87,0.430803873176133,0.430803873176134,0.430803873176133,1.09578548259253,1.35189710573483,0.732848141206814,0.994140311057984,0.732848141206814
"Arhgap24",NA,1375,0.000154852301671176,0.590998286189401,0.000154852301671176,1.41675102377668,1.8667649869541,0.00213893597567318,0.994140311057984,0.00213893597567318
"Arhgap26",NA,152,0.793989216424471,0.486418785141027,0.793989216424471,1.09655147196444,1.48886520319899,0.925621400601757,0.994140311057984,0.925621400601757
"Arhgap28",NA,99,0.967447802701567,0.729809777809955,0.967447802701567,1.25579010050986,1.54809603716482,0.996044208172654,0.997072230067139,0.996044208172654
"Arhgap29",NA,276,0.0388463103553994,0.992372107338383,0.0388463103553994,1.11923528940059,1.49863306646902,0.189957909735077,1,0.189957909735077
"Arhgap32",NA,529,0.0884352404867914,0.0318977355781158,0.0884352404867914,1.07364402339779,1.46571147829479,0.326870979496488,0.79430668800331,0.326870979496488
"Arhgap35",NA,329,0.157466871835866,0.13810706029159,0.157466871835866,1.06606270169961,1.45903396742453,0.449701519485131,0.953374475343009,0.449701519485131
"Arhgap42",NA,782,0.235386362585122,0.783257791940472,0.235386362585122,1.11977034019479,1.53807285697902,0.548250787578712,0.999620767691523,0.548250787578712
"Arhgap44",NA,67,0.326082961986083,0.822610485456378,0.326082961986083,1.1633818102006,1.33624374355513,0.645683376415517,1,0.645683376415517
"Arhgap5",NA,227,0.682914065583,0.815335865440803,0.682914065583,1.1121292782643,1.52138003073558,0.878952661276329,1,0.878952661276329
"Arhgef10",NA,100,0.225458748511327,0.583691852440638,0.225458748511327,1.09900097935011,1.38758370442656,0.538337108187859,0.994140311057984,0.538337108187859
"Arhgef11",NA,299,0.611860343276185,0.91909227526295,0.611860343276185,1.0700973974456,1.47607516560565,0.848015042330837,1,0.848015042330837
"Arhgef12",NA,803,0.0151446917563704,0.508317858283599,0.0151446917563704,1.04567929640701,1.44203436893993,0.0962683046613445,0.994140311057984,0.0962683046613445
"Arhgef2",NA,231,0.879984431805158,0.457264393503375,0.879984431805158,0.986604664506369,1.38760243786954,0.962401464098968,0.994140311057984,0.962401464098968
"Arhgef28",NA,65,0.0308159623919966,0.35343866604189,0.0308159623919966,1.04181793483277,1.23389527320541,0.162864240263799,0.994140311057984,0.162864240263799
"Arhgef3",NA,399,0.00923305524329043,0.457660515211249,0.00923305524329043,1.13324010842666,1.52672851021024,0.0672500053119494,0.994140311057984,0.0672500053119494
"Arid1a",NA,263,0.593554993264318,0.706096498346648,0.593554993264318,1.06456597500047,1.47053506984549,0.839987437173457,0.994382137721163,0.839987437173457
"Arid1b",NA,866,0.917517588051144,0.917517588051144,0.917517588051144,1.12607127342556,1.54929054867201,0.975639391759422,1,0.975639391759422
"Arid2",NA,396,0.362618966218139,0.434481971177982,0.362618966218139,1.06699501143119,1.46629769711439,0.680997217018001,0.994140311057984,0.680997217018001
"Arid4a",NA,134,0.51947531197079,0.20751768913791,0.51947531197079,1.05987349507861,1.43738848788382,0.797264677557649,0.994140311057984,0.797264677557649
"Arid4b",NA,419,0.0296156253361674,0.899352722065646,0.0296156253361674,1.10268338436865,1.50182004525569,0.158943301920267,1,0.158943301920267
"Arid5b",NA,232,0.308963022448895,0.930338536487084,0.308963022448895,1.06946500429687,1.47259621146916,0.627894975900009,1,0.627894975900009
"Arih1",NA,677,0.215325287760278,0.487084991549367,0.215325287760278,1.09034639014043,1.49936150732581,0.525591060777491,0.994140311057984,0.525591060777491
"Arih2",NA,148,0.533050051248608,0.814352871939408,0.533050051248608,1.07428573854346,1.46149169444677,0.806671552893464,1,0.806671552893464
"Ark2n",NA,190,0.483435760217262,0.258781066742602,0.483435760217262,1.10110817171833,1.49898545477731,0.773902077540188,0.994140311057984,0.773902077540188
"Arl13b",NA,215,0.189579284783135,0.880118248981581,0.189579284783135,1.05487758250485,1.45307632546509,0.493817716260804,1,0.493817716260804
"Arl15",NA,1385,0.00262435233651138,0.540844593115085,0.00262435233651138,1.26602385791815,1.69720503247096,0.0249277521936574,0.994140311057984,0.0249277521936574
"Arl4a",NA,67,0.103741645753741,0.370122808699073,0.103741645753741,1.10918622509819,1.30319200682932,0.357882871470866,0.994140311057984,0.357882871470866
"Arl5a",NA,175,0.305190334020694,0.496188493639112,0.305190334020694,1.08899308996352,1.48363185048481,0.624982213851001,0.994140311057984,0.624982213851001
"Arl5b",NA,167,0.829328314836111,0.370155049073876,0.829328314836111,1.11511750953054,1.50991929363096,0.941169089686268,0.994140311057984,0.941169089686268
"Arl6ip5",NA,129,0.612041222662806,0.851803540563054,0.612041222662806,1.07985459135687,1.45059106330373,0.848015042330837,1,0.848015042330837
"Arl6ip6",NA,91,0.0770079801058493,0.207878100160388,0.0770079801058493,1.12079671488178,1.35070239330559,0.298642804280738,0.994140311057984,0.298642804280738
"Arl8b",NA,222,0.0467932178910682,0.810506752798828,0.0467932178910682,1.07504908105086,1.46203127075646,0.216677713652534,1,0.216677713652534
"Armc8",NA,139,0.615610833391866,0.507662326664087,0.615610833391866,1.03997405583394,1.42631980322059,0.848468761604221,0.994140311057984,0.848468761604221
"Armh3",NA,197,0.712989646249826,0.810910724129302,0.712989646249826,1.10911399225316,1.51485807824538,0.890110020039385,1,0.890110020039385
