gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
Abca8a,F1_Aged,1.2450571075953e-4,0.6841,shared,0.0144726048289544,0.67,Unknown_1
Acyp2,F1_Aged,0.00357564424330971,0.3372,shared,0.0396564363901987,0.3346,Unknown_1
Airn,F1_Aged,3.14287070770827e-5,0.3107,shared,0.0174887315644935,0.7015,Unknown_1
Clic4,F1_Aged,5.88857234329027e-5,0.2889,shared,1.3804772903622e-4,0.2876,Unknown_1
Malat1,F1_Aged,0.00181471668979869,0.4738,shared,0.0484299429285099,0.4858,Unknown_1
Prkg1,F1_Aged,2.2040137567441398e-20,0.112,shared,1.1652796775816e-5,0.1232,Unknown_1
Zeb1,F1_Aged,1.06833426434553e-8,0.7002,shared,4.3069609900509e-4,0.6883,Unknown_1
Abca8a,F1_Young,0.0144726048289544,0.67,shared,1.2450571075953e-4,0.6841,Unknown_1
Acyp2,F1_Young,0.0396564363901987,0.3346,shared,0.00357564424330971,0.3372,Unknown_1
Airn,F1_Young,0.0174887315644935,0.7015,shared,3.14287070770827e-5,0.3107,Unknown_1
Clic4,F1_Young,1.3804772903622e-4,0.2876,shared,5.88857234329027e-5,0.2889,Unknown_1
Malat1,F1_Young,0.0484299429285099,0.4858,shared,0.00181471668979869,0.4738,Unknown_1
Prkg1,F1_Young,1.1652796775816e-5,0.1232,shared,2.2040137567441398e-20,0.112,Unknown_1
Zeb1,F1_Young,4.3069609900509e-4,0.6883,shared,1.06833426434553e-8,0.7002,Unknown_1
Abi1,F1_Aged,1.2450571075953e-4,0.6913,aged_only,0.160397239635956,0.661,Unknown_1
Agmo,F1_Aged,1.2450571075953e-4,0.7846,aged_only,0.417335340778151,0.841,Unknown_1
Arl15,F1_Aged,0.0504809424032495,0.418,aged_only,0.711441425516589,0.4368,Unknown_1
Bnc2,F1_Aged,0.0233790969244185,0.3524,aged_only,0.265340332087266,0.4003,Unknown_1
Cacna2d1,F1_Aged,0.0772956040761085,0.6672,aged_only,0.551774619380939,0.6293,Unknown_1
Clec3b,F1_Aged,4.3207935633048e-4,0.2104,aged_only,0.464909684287031,0.3334,Unknown_1
Cp,F1_Aged,0.092671769360232,0.7103,aged_only,0.273000016264101,0.6772,Unknown_1
Cpne8,F1_Aged,0.0188411975673211,0.3274,aged_only,0.353224217726747,0.3849,Unknown_1
Ext1,F1_Aged,0.0197040166355991,0.4222,aged_only,1,0.4755,Unknown_1
Fhl2,F1_Aged,0.0582808929733534,0.6016,aged_only,0.373733865849734,0.5825,Unknown_1
Hdac9,F1_Aged,1.66802902615865e-7,0.7736,aged_only,0.490738034198537,0.6541,Unknown_1
Kcnd2,F1_Aged,0.092671769360232,0.6934,aged_only,0.174706554385173,0.7977,Unknown_1
Kcnq1ot1,F1_Aged,0.00200270647595558,0.2785,aged_only,0.174706554385173,0.7902,Unknown_1
Kif1b,F1_Aged,0.0180566784233333,0.3127,aged_only,0.956687453857905,0.4533,Unknown_1
Lama2,F1_Aged,0.0164277954028108,0.3989,aged_only,0.171685018325731,0.3923,Unknown_1
Lrch1,F1_Aged,0.0189175210955382,0.6961,aged_only,0.785302197140202,0.5455,Unknown_1
Mir99ahg,F1_Aged,0.017090928133194,0.4027,aged_only,0.204107941216561,0.401,Unknown_1
Myh6,F1_Aged,0.0959894219594597,0.575,aged_only,0.171685018325731,0.6101,Unknown_1
Myl2,F1_Aged,0.092671769360232,0.7837,aged_only,0.607723405414435,0.6913,Unknown_1
Pcdh7,F1_Aged,0.0111176886570615,0.6475,aged_only,0.212405164647607,0.5955,Unknown_1
Ptbp2,F1_Aged,0.0180566784233333,0.2817,aged_only,1,0.5004,Unknown_1
Rasgrf2,F1_Aged,0.0959894219594597,0.3643,aged_only,0.956687453857905,0.4774,Unknown_1
Samd12,F1_Aged,0.092671769360232,0.3766,aged_only,0.279569576414953,0.405,Unknown_1
Serinc3,F1_Aged,0.0197040166355991,0.3358,aged_only,1,0.3498,Unknown_1
Smyd3,F1_Aged,0.0920644015065952,0.6257,aged_only,1,0.4702,Unknown_1
St3gal6,F1_Aged,0.0741445209352127,0.3696,aged_only,0.347825421105759,0.3177,Unknown_1
Tnnt2,F1_Aged,0.00773530954992318,0.7052,aged_only,0.418585356828969,0.662,Unknown_1
Zbtb38,F1_Aged,0.0673241701031818,0.3501,aged_only,0.711793390272169,0.3685,Unknown_1
Zfp521,F1_Aged,0.0749308377968479,0.3797,aged_only,0.464909684287031,0.5498,Unknown_1
Errfi1,F1_Young,2.9249271895736e-4,0.7629,young_only,0.255615762260587,0.5902,Unknown_1
Fhod3,F1_Young,2.9249271895736e-4,0.7211,young_only,0.53376726118286,0.6039,Unknown_1
Meis2,F1_Young,0.0814302880890511,0.2975,young_only,0.950476121643783,0.4584,Unknown_1
Nid1,F1_Young,0.0825925192253192,0.7268,young_only,0.265554200083134,0.5804,Unknown_1
Pde7b,F1_Young,0.045358528042762,0.2722,young_only,0.124017857803782,0.3581,Unknown_1
