"gene","statistic","df","p_intercept","p_sex","pvalue","phi_raw","phi_used","padj"
"P2rx4",NA,171,0.0251379488657548,0.0476603853526009,0.0251379488657548,1.14313862230044,1.48462627003322,0.169660413961943
"P2rx7",NA,169,1.8206218504746e-08,0.870994739965977,1.8206218504746e-08,1.29070185875891,1.48733828887691,2.86397821863121e-06
"P2ry6",NA,197,0.898921574144588,0.270355757067807,0.270355757067807,1.06382665630901,1.48950068420587,0.503531441897691
"P3h2",NA,149,0.000189930908560078,0.231201176513719,0.000189930908560078,1.16358937213416,1.48021301641815,0.00693586978581001
"P4ha1",NA,108,0.280528251137982,0.189754229460227,0.189754229460227,1.07487275626046,1.41458179759839,0.448539268679722
"Pafah1b1",NA,255,0.78784277162264,0.749461453053996,0.749461453053996,1.10492360389183,1.51726487636635,0.797725938557472
"Pag1",NA,177,0.894277684925628,0.993275572841106,0.894277684925628,1.09977357450994,1.48571679187904,0.903556257743533
"Pak1",NA,56,0.0185758888105917,0.550902809844895,0.0185758888105917,1.05203012460991,1.47860390059531,0.141594148038528
"Pak2",NA,152,0.350739860342505,0.189947118223878,0.189947118223878,1.00009274649204,1.46180424784846,0.448539268679722
"Pakap",NA,59,0.999999999999999,0.805739596054792,0.805739596054792,0.946230404512891,1.41541465006298,0.834720098243186
"Palld",NA,78,0.380644625494781,0.344594076087305,0.344594076087305,1.13476470409261,1.45270556166401,0.553022978475679
"Pals1",NA,69,0.144751880889549,0.274614805580772,0.144751880889549,1.18339890370864,1.47345087299578,0.403602053162335
"Pals2",NA,80,0.000664131482188088,0.823419505575103,0.000664131482188088,1.07190348888799,1.43498526068259,0.0161684390604124
"Pam",NA,43,0.546667413451406,0.769277255972548,0.546667413451406,1.16716809383704,1.43548231090636,0.666810077375127
"Pan3",NA,332,0.112351075146651,0.179924206572828,0.112351075146651,1.10466400954777,1.55355367527252,0.365928834340116
"Papola",NA,122,0.0451526983004451,0.0857674701598857,0.0451526983004451,1.08755668058897,1.41755378005848,0.230294782712646
"Pard3",NA,28,0.325473070024534,0.682360045823583,0.325473070024534,1.33201323324319,1.18135131913306,0.54444433404029
"Parp14",NA,85,0.862686035605699,0.792450825413697,0.792450825413697,1.17054756053292,1.44444570134772,0.824293966414553
"Parp4",NA,80,0.373349228043889,0.224198271164161,0.224198271164161,1.15229166727254,1.45638347071278,0.478906766740903
"Parp8",NA,233,9.20115351757734e-05,0.764893529554767,9.20115351757734e-05,1.15558208801045,1.510677203585,0.00418141309854348
"Parvb",NA,122,0.359299732867383,0.562097221131511,0.359299732867383,1.14853976539021,1.44198816204888,0.563172966680369
"Paxbp1",NA,136,0.884957751350943,0.596431900283609,0.596431900283609,1.04848619040046,1.44198816204888,0.700075413405052
"Pbrm1",NA,121,0.174745206662554,0.176656694092556,0.174745206662554,1.07626844922629,1.41755378005848,0.438177880337475
"Pbx1",NA,161,0.687825908653199,0.513659317811296,0.513659317811296,1.14512080225444,1.48910528678219,0.651253648615275
"Pbx3",NA,235,0.0902097232981873,0.348776694166797,0.0902097232981873,1.2182755876812,1.51413088641751,0.324786767860551
"Pcca",NA,40,0.451922536553719,0.775424980410069,0.451922536553719,1.19777777904249,1.22930812374186,0.61725831215418
"Pcdh7",NA,62,0.727239703570669,0.368484331254358,0.368484331254358,1.41425956961821,1.41571193076366,0.568364633853192
"Pcdh9",NA,24,0.924243148390079,0.462610844873935,0.462610844873935,1.96504447220335,1.48337048351371,0.62165060731114
"Pcf11",NA,79,0.660826325034907,0.303561372617739,0.303561372617739,1.05012956042207,1.47038662221479,0.529678333620543
"Pcgf5",NA,66,0.011893885751806,0.166870971785326,0.011893885751806,1.09084398480627,1.48065964029449,0.113658861506744
"Pcm1",NA,123,0.464626994179274,0.645771251372561,0.464626994179274,1.12085103788081,1.42676798666401,0.622241128419525
"Pcnx1",NA,85,0.476649996890134,0.305336802528075,0.305336802528075,1.06908772310364,1.42586831118684,0.531415966953117
"Pcsk6",NA,22,0.190163103151745,0.414537219888996,0.190163103151745,1.01864430362015,1.17042000976283,0.448539268679722
"Pdcd6ip",NA,155,0.770041580804393,0.246333163847271,0.246333163847271,1.02302666350844,1.45723326174013,0.488791452841561
"Pde10a",NA,30,0.745882747045679,0.0799509739962765,0.0799509739962765,1.61011910523321,1.2445141665061,0.305903778956376
"Pde1a",NA,38,0.000610207480737993,0.609298494235099,0.000610207480737993,1.04305545797646,1.34584786459295,0.0152179792452341
"Pde3a",NA,38,0.770874115425252,0.63539888284862,0.63539888284862,1.34049570626025,1.47246259125718,0.72268671603194
"Pde3b",NA,464,0.674436985777321,0.470400867539762,0.470400867539762,1.39896088852175,1.70457887999813,0.62669040659206
"Pde4b",NA,240,0.0897120505766104,0.902814411552383,0.0897120505766104,1.01048033652812,1.5368918766246,0.324786767860551
"Pde7a",NA,74,0.30845017485014,0.971129310577724,0.30845017485014,1.05059459327923,1.47345087299578,0.53275389152748
"Pde7b",NA,406,5.65359659079443e-08,0.000330471190162625,5.65359659079443e-08,1.40384491518718,1.66757431750682,6.80094413422036e-06
"Pde8a",NA,198,0.82405542724811,0.757772136096957,0.757772136096957,1.26231112345261,1.5004208610645,0.802093177183373
"Pdgfc",NA,119,0.00184243999153191,0.220025827406999,0.00184243999153191,1.43838192120578,1.48308791189446,0.0330507875673925
"Pdgfd",NA,54,0.421200835990797,0.315993019760833,0.315993019760833,1.37200318959539,1.41215310276757,0.53936527187119
"Pdia3",NA,90,0.299377903740826,0.351624555537718,0.299377903740826,1.11967592651677,1.43243472188107,0.526761258608261
"Pdlim1",NA,93,0.0266148988603813,0.00483335604330119,0.00483335604330119,1.10159276405177,1.42778696555129,0.0591869048416224
"Pdlim5",NA,328,0.000936064821182621,0.0302565392358306,0.000936064821182621,1.1299973166548,1.56684416523977,0.0208706127647723
"Pdpk1",NA,76,0.557957272410082,0.68596374914859,0.557957272410082,1.1093724456484,1.46814252333916,0.674762047355777
"Pds5a",NA,157,0.886047293418504,0.937298124499063,0.886047293418504,1.06785814630329,1.47062893248062,0.897013225267743
"Pds5b",NA,115,0.931323431440027,0.956700240187217,0.931323431440027,1.09563877355851,1.41106293187489,0.934063961400125
"Pdss2",NA,101,0.859810702977724,0.77726077589403,0.77726077589403,1.08442257301318,1.41733608046777,0.814292155073407
"Pdzd2",NA,48,0.74151288973823,0.429796565109659,0.429796565109659,0.930262367255279,1.48523002865779,0.604321860620658
"Peak1",NA,74,0.558300117120017,0.727113872946357,0.558300117120017,1.04473513702217,1.47038662221479,0.674777623824134
"Pecam1",NA,49,0.450068463917082,0.418883580822264,0.418883580822264,1.13295699812528,1.47534452987655,0.596796058389504
"Peli1",NA,220,0.921573287921307,0.549341140903848,0.549341140903848,1.13613046406168,1.5026399598472,0.667930478645728
"Peli2",NA,180,0.0276421678209319,0.273870489281213,0.0276421678209319,1.17071661931572,1.48649794418543,0.181180234595532
"Pepd",NA,121,0.931322496758813,0.81149420080126,0.81149420080126,1.07426455916326,1.41133134481957,0.839405989195032
"Per3",NA,71,0.795196972292363,0.566730784090851,0.566730784090851,1.12962265680573,1.45638347071278,0.680920252565488
"Pf4",NA,92,0.269684035798966,0.00928350063073915,0.00928350063073915,1.03515365645092,1.43243472188107,0.0949237939493078
"Pfkfb3",NA,228,2.39936787473041e-06,0.250953188911752,2.39936787473041e-06,1.35040729589179,1.52287482371965,0.000188719511685526
"Pgap1",NA,55,0.532338678324526,0.831862193885073,0.532338678324526,1.22380346876633,1.46579547662217,0.659401265304457
"Pggt1b",NA,65,0.324928093819891,0.16534889367681,0.16534889367681,1.08976842432378,1.48337048351371,0.430324867065531
"Phactr2",NA,148,0.0152851305791048,0.105809102978538,0.0152851305791048,1.11840113848413,1.47439993817176,0.130213111063784
"Phc3",NA,120,0.186212890036823,0.943129183815904,0.186212890036823,1.02204259683315,1.41136289185085,0.446359367112287
"Phf14",NA,162,0.230174384783722,0.429571293458809,0.230174384783722,1.09397304682171,1.48363640228274,0.482681393322691
