gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Abi1,0.5124,0.954906683758448,0.6754,0.0353587191622181
Airn,0.5483,0.873148733244766,0.7461,0.0192115841723646
Akap13,0.513,1,0.273,0.0779605638947831
Alcam,0.4101,0.503311379056297,0.3566,0.0779605638947831
Ankhd1,0.4562,0.851716843593043,0.3002,0.0600662519901685
Arhgap10,0.4673,1,0.3161,0.0368990546170563
C1qa,0.5759,0.719205104088403,0.3439,0.0779605638947831
Celf1,0.5618,0.685917353863672,0.2602,0.0192115841723646
Ctsc,0.4542,0.829602453252259,0.6896,0.0891312744033205
Dock2,0.3878,0.213305839022165,0.3605,0.0670155377021322
Ext1,0.4056,0.153656590147724,0.3643,0.0368990546170563
Gab2,0.5344,0.616869394996969,0.6393,0.0779605638947831
Gng2,0.5094,1,0.6762,0.0779605638947831
Jmjd1c,0.4514,0.792545540887537,0.6297,0.0895912247309749
Pid1,0.5618,0.402336790307783,0.6274,0.0192115841723646
Rab31,0.5353,0.829602453252259,0.6526,0.0704393114830832
Sh3pxd2a,0.5716,0.623289652467149,0.6948,0.0859583060545224
Stxbp6,0.4322,0.764395525373066,0.3696,0.0779605638947831
