gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
9330159M07Rik,0.117407407407407,6.829253589665051e-9,0.0333333333333333,7.6821794857838e-10,below,below,consistent_below
Agmo,0.789308176100629,0.00223837525873003,0.718518518518519,0.0509858326106523,above,above,consistent_above
Airn,0.322443523473648,9.42016717527556e-10,0.80690660013784,5.18800127069223e-32,below,above,discordant
Aox1,0.694848484848485,0.0666598336048977,0.828571428571429,0.00462738142785514,above,above,consistent_above
Art1,0.246515151515151,0.00252018672277316,0.263492063492063,0.0269380670256289,below,below,consistent_below
Cacna2d1,0.650381809548476,3.4588645663911e-4,0.713555672268908,7.0107528630634e-4,above,above,consistent_above
Clic4,0.336436773655444,5.60153036681019e-8,0.32569009056078,1.85603466414944e-6,below,below,consistent_below
Cmah,0.212752525252525,0.00150561773310552,0.189655172413793,0.00616503780878652,below,below,consistent_below
Cp,0.739321435066116,6.99073558431487e-8,0.845892599464028,7.87265697398582e-13,above,above,consistent_above
Cradd,0.315013238922157,0.0145605202151356,0.294255009696186,0.0066649515190234,below,below,consistent_below
Ctla2a,0.355587121212121,0.089595066612073,0.320987654320988,0.0281942676545758,below,below,consistent_below
D830032E09Rik,0.948412698412698,1.0383132351215199e-11,0.986111111111111,1.01974157920475e-13,above,above,consistent_above
Efna5,0.354611714583642,1.2177123561018e-4,0.332432228074643,9.12192818255949e-5,below,below,consistent_below
Emcn,0.356822244061135,4.56423886349571e-5,0.395526011226841,0.090883784002002,below,below,consistent_below
Fam20a,0.201298701298701,3.46971985459287e-6,0.196410256410256,4.57074701903611e-6,below,below,consistent_below
Fhl2,0.571048040631301,0.0012226747908299,0.581430216008106,0.0794426730906569,above,above,consistent_above
Fhod3,0.618639213447908,5.865055920169e-4,0.675359573203273,2.5658071507165e-5,above,above,consistent_above
Fmn1,0.0816993464052288,4.65176979240728e-8,0.0476190476190476,7.261870862806129e-12,below,below,consistent_below
Gm12216,0.236111111111111,0.00975511965365825,0.144557823129252,1.89669414635447e-7,below,below,consistent_below
Gm12295,0.788963963963964,0.0953887774628741,0.753947368421053,0.00497078053732866,above,above,consistent_above
Gm13481,0.995725034199726,2.5939286739951597e-23,0.961538461538462,2.5658071507165e-5,above,above,consistent_above
Gm24474,0.921875,6.9214319018204e-4,0.922222222222222,2.9912980224200902e-9,above,above,consistent_above
Gm35330,0.844539776116784,1.05801586671059e-11,0.732777777777778,0.00403490848790223,above,above,consistent_above
Gm56730,0.996527777777778,1.7435620424567102e-79,1,1.45660651662185e-74,above,above,consistent_above
Gm8189,0.93421052631579,8.772837910845191e-9,1,5.79650795580036e-7,above,above,consistent_above
Greb1l,0.8045197740113,1.3635470620679e-4,0.793103448275862,0.00976761174763451,above,above,consistent_above
Grm1,0.994017094017094,2.06164696958296e-92,1,1.13409436580496e-73,above,above,consistent_above
Hdac9,0.763264396667758,1.13367614101013e-6,0.676944444444444,0.0934784331435839,above,above,consistent_above
Kcnc2,0.987777777777778,3.4029035611310095e-89,0.963333333333333,7.20836547750019e-51,above,above,consistent_above
Kcnd2,0.699539361182058,6.44242329542783e-5,0.683071549406729,0.012929132095594,above,above,consistent_above
Kcnq1ot1,0.284695318805488,4.59902774410804e-7,0.77316886593995,1.68205256062949e-7,below,above,discordant
Kcnq5,0.116666666666667,0.00626093200699768,0.0913978494623656,4.18543403250071e-8,below,below,consistent_below
Lama2,0.333297216670285,2.082284515431e-9,0.384255279212121,1.1797435587906e-4,below,below,consistent_below
Man2a1,0.714552487661731,9.02338647945276e-7,0.681346878927524,0.00307751944148047,above,above,consistent_above
Mbnl1,0.279251700680272,4.56423886349571e-5,0.227347883597884,1.4739727222075e-4,below,below,consistent_below
Mcc,0.346032376714195,1.23767184379649e-6,0.380019305019305,0.0903726605428604,below,below,consistent_below
Mgp,0.611697608034862,0.00116531594690144,0.675459793474499,3.0453035527952e-6,above,above,consistent_above
Mpp7,0.722848200312989,6.9214319018204e-4,0.724415204678363,7.3774363361821e-4,above,above,consistent_above
Myh6,0.614943642698197,4.56423886349571e-5,0.554678071749472,0.00143048395799044,above,above,consistent_above
Myzap,0.366051824067708,0.0297583563642307,0.296931216931217,3.1052073329e-4,below,below,consistent_below
Neat1,0.607582651155892,0.00100439655518832,0.632695442262338,3.4790809270642e-4,above,above,consistent_above
Nrxn1,0.172088989441931,5.26335585097066e-26,0.110714285714286,1.6367661565513601e-9,below,below,consistent_below
Or5m3b,1,2.93672005469154e-17,1,4.5090704662114104e-17,above,above,consistent_above
Pcdh7,0.61848971372799,5.4459739614533e-4,0.582703753991287,0.019937673651853,above,above,consistent_above
Pde7b,0.329369577710445,6.42628106100946e-5,0.308465195603998,7.03914938831928e-7,below,below,consistent_below
Pdlim3,0.271759098389533,1.6370873489273e-5,0.31051282051282,0.019623358609073,below,below,consistent_below
Pfkfb2,0.357282913165266,0.0161956994290423,0.252322404371585,0.00159147843664287,below,below,consistent_below
Plpp1,0.661117481203008,0.00477432245955373,0.725787899700943,0.0115885378446848,above,above,consistent_above
Prkg1,0.175617952295272,5.774981490868e-66,0.145515343242616,1.5370874099349599e-49,below,below,consistent_below
Prune2,0.678655406524259,0.0436871631392075,0.695580808080808,0.0424617824535981,above,above,consistent_above
Rapgef5,0.316004222736781,1.5710082404814602e-9,0.390584258812168,0.0566480050752548,below,below,consistent_below
Rgs6,0.895833333333333,2.55994381429579e-7,0.892156862745098,1.21143789128481e-8,above,above,consistent_above
Serinc3,0.338567963567964,0.00461603795954488,0.365789102202146,0.0403138401880015,below,below,consistent_below
Zeb1,0.70111365816723,6.82900693884589e-7,0.684049861030059,2.88759233389374e-6,above,above,consistent_above
