gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Axl,0.51625,1,0.273737373737374,0.0403138401880015
Cdh11,0.384330170770849,0.108908420509655,0.346338002656684,0.00403490848790223
Cobll1,0.562722741120799,0.432889349548836,0.658581349206349,0.0249826473914828
Cped1,0.455005234906154,0.892760831697637,0.376285014936331,0.00159147843664287
Epha7,0.59469696969697,0.959741024388754,0.772058823529412,0.0789640196652678
Ext1,0.493440229286105,0.920631988013017,0.434081032926688,0.00436474669177285
Gm30382,0.680169340463458,0.150680272257238,0.75952380952381,0.0336778171861175
Grb10,0.63,0.115781634939336,0.17187074829932,3.920824874787721e-9
Hmcn1,0.428831311457923,0.261187867613519,0.403094506676579,0.0508976167647989
Intu,0.587698412698413,0.781125834537288,0.706140350877193,0.0306806478575715
Jarid2,0.459770516222129,0.668416162477979,0.693076923076923,0.0401378571394175
Kcnn2,0.659480099345721,0.267640266579542,0.679365079365079,0.0272383065011283
Kcnt2,0.576200195350522,0.114057592739983,0.61580997449053,0.0228213013358797
Lifr,0.609255952380952,0.391150104886533,0.67921201814059,0.00680876563635298
Mast2,0.529151350057783,1,0.350492848846195,0.00139734897758481
Nt5dc1,0.381081081081081,0.851066129775458,0.212797619047619,3.457552046764e-4
Nt5e,0.469990079365079,1,0.315765765765766,0.090883784002002
Phldb2,0.402713178294574,0.686504162848961,0.300035536602701,0.0336778171861175
Pkia,0.483193277310924,1,0.28469387755102,0.0794426730906569
Pla2g4a,0.598214285714286,1,0.768965517241379,0.0566480050752548
Slit3,0.367936212872922,0.112691308577043,0.329382675748165,0.061926736244173
Stxbp6,0.5827462660796,0.349083184111814,0.666170147420147,0.0071995209906142
Thsd7a,0.376812842895578,0.261187867613519,0.320239482739483,0.019937673651853
Tlr4,0.376794631710362,0.104604860318788,0.341353538934184,0.082988694330333
Tmem108,0.421536905505109,0.100586849633395,0.424419030432686,0.0433101458902899
Tuft1,0.325198412698413,0.432512880691078,0.129032258064516,2.5658071507165e-5
Zfp809,0.396616541353383,0.31758522520087,0.271233411397346,0.0128396742418855
