"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"1500004A13Rik",0.3711,0.365942028985507,69,0.9493,0.507556312354289,0.22461367440245,-0.754887502163469,0.0328848707333407,1,1
"1600010M07Rik",0.4988,0.46304347826087,92,0.0662,0.144243053326134,0.181911223446782,0.02106161552783,0.0648967125279398,1,1
"1700025G04Rik",0.4947,0.479783037475345,169,0.3911,0.255332991031108,0.163140588301513,0.0374747054186628,-0.695184834926152,0.238342681171816,1
"2210408F21Rik",0.4878,0.509785393978219,223,0.1414,0.149376164338779,0.146135195000095,-0.1426043954428,-0.183566736246547,0.544570932343876,1
"2210408I21Rik",0.5851,0.584905660377358,53,2.6028,1.17958245590248,0.291991604315052,0.55019708256048,-1.05445965963638,0.14644270282818,1
"2310014F06Rik",0.408,0.420289855072464,46,1.0265,0.593051023932413,0.310416597219438,-0.62148837674627,-0.200982516106784,0.526076173451343,1
"2610035D17Rik",0.8361,0.840350877192982,95,3.9217,1.61151593067411,0.18673599811625,1.94110631094643,-0.190292439252232,0.53729038540578,1
"2610037D02Rik",0.4338,0.433333333333333,135,0.0207,0.126119230464548,0.180620104662852,-0.389042290745899,-0.109718608568798,0.639469065611412,1
"2610307P16Rik",0.5101,0.507981220657277,71,0.6703,0.377669361118377,0.188053004214801,0.0978473233981445,-0.227145391252634,0.500304341826487,1
"2700097O09Rik",0.616,0.597014925373134,67,0.2535,0.243328464253023,0.22461367440245,0.754887502163469,0.0167347921053533,1,1
"3110056K07Rik",0.4134,0.425146198830409,57,0,0.171559123008206,0.262027967207866,-0.505235308250422,0.0427360531562613,1,1
"4632427E13Rik",0.4893,0.498940269749518,173,0.1298,0.1602919400683,0.169535223130983,-0.0650950282218847,-0.207056990412127,0.519888762326782,1
"4732440D04Rik",0.3771,0.370616105637657,232,0.2069,0.171412040500894,0.141801323191698,-0.696753326178713,-0.124831612934486,0.617312310330195,1
"4732471J01Rik",0.373,0.361111111111111,48,1.1997,0.672861492912957,0.33185778684239,-0.604071323668861,0.103216202103539,1,1
"4833420G17Rik",0.7673,0.771186440677966,59,3.9909,1.70305908551676,0.286416909945933,1.53051471669878,-0.69156368434146,0.239569160198848,1
"4930523C07Rik",0.4729,0.470588235294118,68,0.5017,0.349148299286862,0.242279835777467,-0.144389909335175,-0.0077366020868439,0.901005433890029,1
"4930578G10Rik",0.719,0.712837837837838,74,0.8098,0.437220349292531,0.198097213486126,1.49304001128012,-0.412237553141956,0.363874990481759,1
"4933406I18Rik",0.2535,0.263157894736842,38,1.0975,0.702868876595768,0.436965064187269,-1.77258950389693,-1.57785303579516,0.0756619529193941,1
"4933431K23Rik",0.5011,0.512152777777778,48,0.3523,0.29479285281301,0.245912950529736,-0.0365258760251144,-0.0574504803924896,0.734631996942493,1
"5031425E22Rik",0.5677,0.56407867494824,230,0.0917,0.133539125221836,0.150772757255485,0.415037499278844,-0.251234976385604,0.47841685221277,1
"5330438D12Rik",0.5272,0.546626984126984,84,0.0215,0.133379344382422,0.19124471865342,0.154722594798642,-0.044993039207327,0.764194854778241,1
"5430431A17Rik",0.4074,0.414814814814815,54,0.0994,0.212226819197284,0.266489095187318,-0.552541023028779,-0.166240857185876,0.564201405938667,1
"5830417I10Rik",0.922,0.921875,64,7.7975,3.13555593312134,0.266489095187318,3.78659636189081,-0.0111220504492593,0.881439562312214,1
"6030458C11Rik",0.4481,0.456896551724138,58,0.7291,0.468050810332858,0.291991604315052,-0.37851162325373,-0.0010343911551729,0.963721632517694,1
"6820431F20Rik",0.6362,0.640625,96,0.3934,0.273153947063661,0.189025128481898,0.763559804177919,-0.031416139675926,0.802074145183294,1
"9330159M07Rik",0.0951,0.102532679738562,102,0.0052,0.120497258283435,0.181023479151566,-3.25238716163429,0.815157405894894,1,1
"9330162G02Rik",0.1787,0.173913043478261,46,1e-04,0.260854868904785,0.398354336440575,-2.20163386116965,0.139793506805624,1,1
"9530026P05Rik",0.591,0.60100629622114,256,0.2835,0.194968256766283,0.133351517501037,0.509674373416919,0.0323621744100251,1,1
"AW554918",0.4873,0.481989247311828,124,0.3839,0.264305643588159,0.181020819640314,-0.064851144349968,-0.0340241279403841,0.794200004925001,1
"Aak1",0.4766,0.466392801251956,213,0.421,0.261668991502637,0.155475773021694,-0.0460473675194366,-0.720025036909277,0.230131237584224,1
"Aatf",0.4264,0.428861788617886,82,0.4332,0.296966826533649,0.20231133305906,-0.440572591385981,-4.45530591710952,0.0028351825997152,1
"Abca1",0.4995,0.503033060357901,157,0.4589,0.287262303636233,0.17258329175374,-0.0698214494975713,0.105743260915176,1,1
"Abca6",0.5775,0.563376493765715,167,0.3795,0.243515645747484,0.151819562938323,0.599462070416271,0.225164825998547,1,1
"Abca8a",0.6582,0.656349744184322,299,0.2179,0.154155494753523,0.109064825653547,0.97893838447217,0.566989576122921,1,1
"Abca8b",0.5462,0.535551079936107,187,0.7022,0.362151442015405,0.145849969104863,0.403022123122002,0.27277021400073,1,1
"Abca9",0.4763,0.506955380577428,127,0.2426,0.206589778275747,0.174823454686491,-0.258533013598853,0.104432629056035,1,1
"Abcc1",0.6015,0.596899224806202,86,0,0.124826446380793,0.190651592438931,0.595609744920664,-0.0731603096396327,0.702076599530693,1
"Abcc4",0.5602,0.573924731182796,62,0.3859,0.310033428162154,0.249702389279663,0.296981737757132,-0.767316846768111,0.215418339925699,1
"Abcc5",0.4178,0.414607843137255,170,0.4537,0.2820156501947,0.167585903064039,-0.481869007757053,0.0228880670964031,1,1
"Abcc9",0.3401,0.346666666666667,50,0.3373,0.305617193962414,0.271145327578594,-1.02974734339405,-1.09349251177472,0.139181520737012,1
"Abcd3",0.599,0.603634085213033,133,0.6159,0.35238617731554,0.180989154819934,0.539365634281046,-0.42130418842936,0.358651837792599,1
"Abce1",0.5274,0.523504273504274,78,0.2415,0.234383439675984,0.217911640198454,0.162271428898877,-0.256297115949558,0.474017984315481,1
"Abhd17b",0.4809,0.467871485943775,83,1.0352,0.524122135188526,0.200093207811276,0.0285691521967708,-0.270256418530217,0.462220267844539,1
"Abhd18",0.4088,0.426668769052875,151,0.1421,0.159254300596652,0.160816401777954,-0.57390731221216,-0.573921065334474,0.284001323193701,1
"Abhd2",0.398,0.402597402597403,77,2.0774,0.916345111818908,0.194672434118079,-0.68684211474037,-0.22819814952031,0.499313001126178,1
"Abi1",0.6998,0.641443916746336,248,0.1606,0.148328380345074,0.133398879580377,1.45323830821119,1.02824499136869,1,1
"Abi2",0.4776,0.474178403755869,71,1.3603,0.662082465800035,0.22224661943192,-0.0995356735509145,-1.70193411624649,0.0650437190197854,1
"Abi3bp",0.655,0.681765444787027,139,0.5782,0.326929770600912,0.163974736297793,0.442943495848728,-1.32858523366414,0.103083963894674,1
"Abl2",0.5644,0.565359477124183,102,0.8839,0.455291114785294,0.182719295982072,0.415037499278844,0.000377144027083887,1,1
"Ablim1",0.4699,0.464316250864156,318,0.1036,0.102946756246706,0.0971460123741354,-0.168734588775465,-0.286719247164456,0.448895776431868,1
"Ablim3",0.5804,0.569,50,0.2277,0.236923735939138,0.22979551935771,0.485426827170242,-0.0452191567356621,0.763620668649089,1
"Abra",0.4493,0.455459355459355,99,0.3865,0.264461485699975,0.179750842492428,-0.283792966000591,-1.23357034278847,0.116249227774898,1
"Abtb2",0.529,0.528404405240357,161,0.5613,0.318766932057933,0.161309360896484,0.125530882083859,-0.0664844113970844,0.71537350502003,1
"Acaca",0.5118,0.525819672131148,122,0.0058,0.120679822292932,0.180954315248738,0.0671141958585371,-1.68375308425937,0.0664943388918767,1
"Acacb",0.4939,0.477039381153305,158,2e-04,0.0997114306253776,0.152176591708493,-0.0351038009559159,-0.266826163167707,0.465075380170963,1
"Acad10",0.439,0.45021645021645,77,0.2652,0.236589015543255,0.207534289739732,-0.397335497545385,0.00449587687815267,1,1
"Acadl",0.406,0.428194444444444,120,0.0665,0.143511635527839,0.180620104662852,-0.572578776265324,-0.179989197745414,0.548518234334959,1
"Acadm",0.5486,0.556315789473684,95,0.2444,0.211273291722459,0.180932740890769,0.277533975528909,-0.348859228059283,0.403551389617965,1
"Acadsb",0.5028,0.507978723404255,94,0.2162,0.203594180835382,0.185560178862574,0,-0.171614410313765,0.557971388360974,1
"Acap2",0.4646,0.47038567493113,121,0.1531,0.176656533465729,0.181015412113324,-0.212303603712864,0.00179988285819377,1,1
"Acat1",0.608,0.613690476190476,112,0.334,0.245356276499551,0.181020819640314,0.591719866896465,0.120266778480129,1,1
"Acbd3",0.4422,0.432584269662921,89,0.007,0.131755397409271,0.19717441030976,-0.334419039070559,0.00554268725082352,1,1
"Acbd5",0.5008,0.506849315068493,73,0.1372,0.187055216527932,0.206119667376995,0,-0.0274804082289819,0.814645555746961,1
"Acbd6",0.4525,0.445121951219512,82,1.3102,0.625003339667009,0.194672434118079,-0.134929580086109,-4.03206792691915,0.00451500035201046,1
"Ace",0.5264,0.528985507246377,46,0.9308,0.593415149103037,0.366478737730038,0.0489096004809468,-0.784634750279452,0.210313131648396,1
"Acer2",0.5268,0.473809523809524,42,0.2446,0.256375200314053,0.249702389279663,0.296981737757132,0.058722286151152,1,1
"Acer3",0.5801,0.574186991869919,82,0.9093,0.468740374183775,0.18852879817002,0.371968777386958,0.072965571572567,1,1
"Acin1",0.4074,0.404255319148936,94,0.4639,0.298161385652772,0.186329823020334,-0.526068811667588,-0.115745900827591,0.63041987956264,1
"Ackr3",0.522,0.507382665296334,139,0.5374,0.3161764696249,0.171214861273763,0.157952359776237,-0.722748108334429,0.229251999735292,1
"Aco2",0.5108,0.520072751322751,144,0.0616,0.131999194586122,0.165878769864537,0.0499252253316824,-0.150504870341479,0.583250095486169,1
"Acot11",0.6039,0.6,52,0.364,0.333232199863519,0.297836646591548,0.602664502454615,-2.48514460289778,0.0257863354656193,1
"Acot13",0.4646,0.454268292682927,82,0.0739,0.151188348460149,0.188053004214801,-0.195920209975257,-0.386291834402854,0.379418958578458,1
"Acox1",0.4865,0.486006289308176,106,0.5494,0.327033088788731,0.180836537609988,-0.069540933253077,0.0239992823049988,1,1
"Acsl1",0.4766,0.465658515658516,111,0.0795,0.148087937786564,0.180069643646012,-0.129283016944967,-0.460752027319316,0.337080366303289,1
"Acss1",0.603,0.607257495590829,135,0.0785,0.135262669457378,0.161061183817901,0.577545029158673,-0.371939738267656,0.38842097047881,1
"Acss3",0.3791,0.369230769230769,65,0.2554,0.235976426178417,0.212282661583168,-0.637429920615292,-0.0718518631251257,0.704626420516456,1
"Actc1",0.3782,0.383070866141732,127,0.2397,0.197929022058219,0.163277593023586,-0.699490888747544,-1.24933969324942,0.113941807920854,1
"Actc1dt",0.4776,0.456730769230769,52,0.0475,0.202080902761968,0.281094898818447,-0.121990524378611,-0.0853368982822929,0.679513676362287,1
"Actn1",0.6088,0.620567375886525,47,0.5013,0.41284582263488,0.339799186437673,0.565597175854225,-0.316652384101936,0.426145688200537,1
"Actn2",0.5323,0.517046351604414,178,0.191,0.148685883643291,0.11631290628452,0.250347307380231,-0.342968407583498,0.407549868559828,1
"Actn4",0.5255,0.568181818181818,88,0.0326,0.138875463388645,0.19320112441559,0.13245029602365,-0.0176450045633203,0.850989259254183,1
"Actr10",0.4486,0.444444444444444,75,1.2905,0.631438128998785,0.215926502357478,-0.257157839497125,-0.0343112887074781,0.793352963988954,1
"Actr2",0.4097,0.409433962264151,106,0.0767,0.148029934464503,0.181605053238784,-0.524661990453342,-0.0131844163365429,0.871002817024036,1
"Actr3",0.4999,0.499099099099099,148,0.1915,0.188409645862118,0.176694332446742,0,-0.123601760948645,0.619051083362895,1
"Acvr1",0.5441,0.54424778761062,113,0.1327,0.168763463756509,0.180792063644108,0.252387161634286,-0.0409549094287485,0.774725774829613,1
"Acvr2a",0.5082,0.517799352750809,103,0.4359,0.287024560582218,0.185560178862574,0,-1.33312913847149,0.102496737670859,1
"Acyp2",0.4396,0.423421710467404,280,0.109,0.115437863616913,0.113092097030898,-0.296572520610468,-0.00771742109424167,0.901127595471303,1
"Adam10",0.535,0.543764988009592,139,0.3301,0.24384302431841,0.180971579142318,0.109229069754758,-0.0751518043258983,0.69824538771958,1
"Adam12",0.5923,0.572072072072072,37,1.3592,0.707329291345517,0.291991604315052,0.637429920615292,0.643690591201036,1,1
"Adam17",0.3619,0.347796143250689,121,0.2102,0.198173016551844,0.180760253946849,-0.788495894806288,-0.0843763399220165,0.681222727858344,1
"Adam19",0.3156,0.311598550181227,127,0.4244,0.275740229254268,0.174995243481019,-1.1410923192346,0.251386244104424,1,1
"Adam22",0.7441,0.735952380952381,70,1.0987,0.539766798613942,0.187157823749693,1.71620703399941,-2.35525931765686,0.0299786061446602,1
"Adam9",0.4366,0.415591397849462,124,0.061,0.141686949484044,0.181023200845297,-0.354430734574692,-0.0563143901317318,0.737170928128406,1
"Adamts1",0.5195,0.506845238095238,48,1.4091,0.677775844739276,0.217911640198454,0.227410496103072,-1.05037936943129,0.147226064780158,1
"Adamts10",0.6357,0.641350210970464,79,1e-04,0.127497010553085,0.194672434118079,0.802060622388091,-0.0265247273840288,0.817839490035931,1
"Adamts12",0.2745,0.266222002635046,138,0.4824,0.296411725601071,0.17292750890137,-1.30146399232765,-2.16773779387967,0.0373259867602414,1
"Adamts2",0.486,0.470454545454545,132,0.2589,0.215282012430678,0.178645393652456,-0.0816837975937081,-0.353979454651579,0.40012223838353,1
