gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
9330159M07Rik,0.1751,3.5221678276101e-4,0.0936,2.03318125045023e-8,below,below,consistent_below
Abca8a,0.689,4.5830034503584e-5,0.7192,4.9393915174888e-4,above,above,consistent_above
Airn,0.3616,0.00972994390736995,0.8256,2.18445972613135e-15,below,above,discordant
Alcam,0.3238,1.75556708679608e-7,0.3414,0.0417263950709351,below,below,consistent_below
Apoe,0.5953,0.00496537387196321,0.739,5.0465205253764e-4,above,above,consistent_above
App,0.6385,1.8507415757766e-7,0.6723,7.7444113675984e-6,above,above,consistent_above
Btaf1,0.3302,0.00239241889114438,0.3111,0.0272197660268267,below,below,consistent_below
Cacna1c,0.6038,3.31499732604405e-6,0.5779,0.00639992154003447,above,above,consistent_above
Cacna2d1,0.6604,0.0024066949962047,0.663,8.9511170204582e-4,above,above,consistent_above
Cd163,0.3096,0.00404545944007155,0.2818,0.0542232802537758,below,below,consistent_below
Cdc42,0.3596,0.0240835137682413,0.3554,0.0454640036067297,below,below,consistent_below
Clic4,0.3253,0.0240835137682413,0.3022,0.00218328970383798,below,below,consistent_below
D830032E09Rik,0.8971,3.36003914044e-4,0.9551,8.58536141883173e-5,above,above,consistent_above
Dse,0.2831,5.08894669203087e-5,0.2876,0.00534665795331657,below,below,consistent_below
Errfi1,0.6142,0.0676981609734961,0.6302,0.0542232802537758,above,above,consistent_above
Ext1,0.4382,0.00312575509820167,0.4251,0.0580343637829303,below,below,consistent_below
Fblim1,0.683,0.0322044157112877,0.8087,0.0133095864999697,above,above,consistent_above
Fhod3,0.6126,0.00291125549175366,0.6259,6.0483686822056e-4,above,above,consistent_above
Fmn1,0.2201,2.8144160132912e-4,0.1283,1.3817435482508e-4,below,below,consistent_below
Fsd2,0.1971,0.00939438006670544,0.2653,0.0308323734064205,below,below,consistent_below
Gm12295,0.7727,0.0191028099513457,0.8642,1.0489375136155e-4,above,above,consistent_above
Gm35330,0.7284,0.00195726053574976,0.8064,4.21296488547712e-5,above,above,consistent_above
Grm1,0.9879,3.07814563719793e-52,0.9827,1.6051528348253198e-35,above,above,consistent_above
Hdac9,0.6883,1.0171386428999e-4,0.8281,9.143216060341729e-12,above,above,consistent_above
Kcnd2,0.6961,0.00144376961160883,0.703,4.4408227909255e-4,above,above,consistent_above
Lama2,0.3862,4.5830034503584e-5,0.3313,6.16556873753368e-7,below,below,consistent_below
Lrtm1,0.2831,0.0254359626856343,0.1827,0.0387102265797875,below,below,consistent_below
Lyz2,0.83,4.672535255186499e-19,0.8266,1.2833669407992e-6,above,above,consistent_above
Mbnl1,0.3145,0.00444286076059051,0.2822,7.4399499913337e-4,below,below,consistent_below
Morrbid,0.6487,0.0825368021705243,0.7534,7.4728054251086e-4,above,above,consistent_above
Mpp7,0.6879,0.00132018230001467,0.7456,4.21296488547712e-5,above,above,consistent_above
Myh6,0.5653,0.0737304521772692,0.6169,0.00132881398762217,above,above,consistent_above
Neat1,0.5591,0.0320450727309814,0.5895,0.00612538315583798,above,above,consistent_above
Nt5dc1,0.3242,0.0240835137682413,0.255,0.0668718593864682,below,below,consistent_below
Pde7b,0.3114,6.62694022464364e-8,0.311,0.00265320636046964,below,below,consistent_below
Pfkfb2,0.2828,0.00195726053574976,0.2834,5.0465205253764e-4,below,below,consistent_below
Picalm,0.6311,8.1400215015223e-4,0.6394,0.00782308564691475,above,above,consistent_above
Prkg1,0.1143,1.57196047661621e-47,0.1308,7.25151844537137e-22,below,below,consistent_below
Prune2,0.7268,0.00159526413354017,0.7051,0.0533662660390033,above,above,consistent_above
Rgs6,0.8817,0.0058366583267196,0.9764,1.49033543310978e-6,above,above,consistent_above
Sash1,0.3544,1.2571976513365e-4,0.3756,0.00829525863348649,below,below,consistent_below
Tanc2,0.3706,0.00708712933977391,0.3328,0.005353406132148,below,below,consistent_below
Tnfaip8,0.6894,0.0019063633784184,0.6708,0.094743066013196,above,above,consistent_above
Vav3,0.3912,2.8144160132912e-4,0.3701,0.00550111239436312,below,below,consistent_below
Zeb1,0.73740000000000006,1.91071373654002e-22,0.7078,3.01844064703963e-5,above,above,consistent_above
