gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
9330159M07Rik,F1_Aged,3.5221678276101e-4,0.1751,shared,2.03318125045023e-8,0.0936,MacFib
Abca8a,F1_Aged,4.5830034503584e-5,0.689,shared,4.9393915174888e-4,0.7192,MacFib
Airn,F1_Aged,0.00972994390736995,0.3616,shared,2.18445972613135e-15,0.8256,MacFib
Alcam,F1_Aged,1.75556708679608e-7,0.3238,shared,0.0417263950709351,0.3414,MacFib
Apoe,F1_Aged,0.00496537387196321,0.5953,shared,5.0465205253764e-4,0.739,MacFib
App,F1_Aged,1.8507415757766e-7,0.6385,shared,7.7444113675984e-6,0.6723,MacFib
Btaf1,F1_Aged,0.00239241889114438,0.3302,shared,0.0272197660268267,0.3111,MacFib
Cacna1c,F1_Aged,3.31499732604405e-6,0.6038,shared,0.00639992154003447,0.5779,MacFib
Cacna2d1,F1_Aged,0.0024066949962047,0.6604,shared,8.9511170204582e-4,0.663,MacFib
Cd163,F1_Aged,0.00404545944007155,0.3096,shared,0.0542232802537758,0.2818,MacFib
Cdc42,F1_Aged,0.0240835137682413,0.3596,shared,0.0454640036067297,0.3554,MacFib
Clic4,F1_Aged,0.0240835137682413,0.3253,shared,0.00218328970383798,0.3022,MacFib
D830032E09Rik,F1_Aged,3.36003914044e-4,0.8971,shared,8.58536141883173e-5,0.9551,MacFib
Dse,F1_Aged,5.08894669203087e-5,0.2831,shared,0.00534665795331657,0.2876,MacFib
Errfi1,F1_Aged,0.0676981609734961,0.6142,shared,0.0542232802537758,0.6302,MacFib
Ext1,F1_Aged,0.00312575509820167,0.4382,shared,0.0580343637829303,0.4251,MacFib
Fblim1,F1_Aged,0.0322044157112877,0.683,shared,0.0133095864999697,0.8087,MacFib
Fhod3,F1_Aged,0.00291125549175366,0.6126,shared,6.0483686822056e-4,0.6259,MacFib
Fmn1,F1_Aged,2.8144160132912e-4,0.2201,shared,1.3817435482508e-4,0.1283,MacFib
Fsd2,F1_Aged,0.00939438006670544,0.1971,shared,0.0308323734064205,0.2653,MacFib
Gm12295,F1_Aged,0.0191028099513457,0.7727,shared,1.0489375136155e-4,0.8642,MacFib
Gm35330,F1_Aged,0.00195726053574976,0.7284,shared,4.21296488547712e-5,0.8064,MacFib
Grm1,F1_Aged,3.07814563719793e-52,0.9879,shared,1.6051528348253198e-35,0.9827,MacFib
Hdac9,F1_Aged,1.0171386428999e-4,0.6883,shared,9.143216060341729e-12,0.8281,MacFib
