gene,condition
4732440D04Rik,F1_Aged
5031425E22Rik,F1_Aged
Abi1,F1_Aged
Ablim1,F1_Aged
Adam17,F1_Aged
Aff1,F1_Aged
Agap1,F1_Aged
Agmo,F1_Aged
Alpk1,F1_Aged
Ank2,F1_Aged
Anks1,F1_Aged
Arhgef12,F1_Aged
Atxn7,F1_Aged
Bdp1,F1_Aged
C1qc,F1_Aged
Camk1d,F1_Aged
Ccdc50,F1_Aged
Cflar,F1_Aged
Clpx,F1_Aged
Cmya5,F1_Aged
Col8a1,F1_Aged
Corin,F1_Aged
Cp,F1_Aged
Cradd,F1_Aged
Crtc3,F1_Aged
Cst3,F1_Aged
Cyth1,F1_Aged
D830005E20Rik,F1_Aged
Dock10,F1_Aged
Dock2,F1_Aged
Dock4,F1_Aged
Dock9,F1_Aged
Dync1h1,F1_Aged
Efna5,F1_Aged
Fhl2,F1_Aged
Frmd4a,F1_Aged
Frs2,F1_Aged
Galnt1,F1_Aged
Gda,F1_Aged
Glis3,F1_Aged
Gm20619,F1_Aged
Gm26862,F1_Aged
Gns,F1_Aged
Homer1,F1_Aged
Irf2,F1_Aged
Itpr2,F1_Aged
Kcnd3,F1_Aged
Kcnk13,F1_Aged
Kcnq1,F1_Aged
Kitl,F1_Aged
Lgmn,F1_Aged
Lrp6,F1_Aged
Man1c1,F1_Aged
Map4k3,F1_Aged
Mapt,F1_Aged
Mcc,F1_Aged
Mcu,F1_Aged
Mdfic,F1_Aged
Medag,F1_Aged
Ms4a6d,F1_Aged
Myl2,F1_Aged
Ndfip1,F1_Aged
Nrdc,F1_Aged
Nufip2,F1_Aged
Orc4,F1_Aged
Osbpl9,F1_Aged
Oxr1,F1_Aged
Pakap,F1_Aged
Pcdh7,F1_Aged
Peli2,F1_Aged
Pfkfb3,F1_Aged
Phf20,F1_Aged
Pias1,F1_Aged
Pid1,F1_Aged
Plcl2,F1_Aged
Ppfibp1,F1_Aged
Ppp2r5c,F1_Aged
Prex2,F1_Aged
Prkag1,F1_Aged
Prkcb,F1_Aged
Ptges3,F1_Aged
Ptpn9,F1_Aged
Rab31,F1_Aged
Rap1gds1,F1_Aged
Rapgef5,F1_Aged
Rbm47,F1_Aged
Reep3,F1_Aged
Rin3,F1_Aged
Rnls,F1_Aged
Sdk1,F1_Aged
Serbp1,F1_Aged
Serpinb6a,F1_Aged
Sh3pxd2a,F1_Aged
Sik3,F1_Aged
Slc25a3,F1_Aged
Slc7a8,F1_Aged
Slc8a1,F1_Aged
Slit2,F1_Aged
Snx29,F1_Aged
Stxbp6,F1_Aged
Tmcc3,F1_Aged
Tnrc6c,F1_Aged
Trim24,F1_Aged
Ttc28,F1_Aged
Ttc39b,F1_Aged
Ugp2,F1_Aged
Umad1,F1_Aged
Usp25,F1_Aged
Vps13b,F1_Aged
Wbp1l,F1_Aged
Wwox,F1_Aged
Wwp1,F1_Aged
Xdh,F1_Aged
Zdhhc20,F1_Aged
Aak1,F1_Young
Abcd3,F1_Young
Abi3bp,F1_Young
Acyp2,F1_Young
Adarb1,F1_Young
Aoah,F1_Young
Ap2a2,F1_Young
Appbp2,F1_Young
Atp6v0b,F1_Young
B3galt1,F1_Young
Ccnd3,F1_Young
Comt,F1_Young
Cpeb3,F1_Young
Csnk1g3,F1_Young
Cwc27,F1_Young
Dclre1c,F1_Young
Diaph1,F1_Young
Dip2c,F1_Young
Dmxl1,F1_Young
Eif4g3,F1_Young
Ell2,F1_Young
Esyt2,F1_Young
Etv6,F1_Young
Fmnl2,F1_Young
Fubp1,F1_Young
Gbe1,F1_Young
Gfod1,F1_Young
Glud1,F1_Young
Grb10,F1_Young
Hibadh,F1_Young
Hspa4,F1_Young
Idh3b,F1_Young
Itpr1,F1_Young
Kcnq1ot1,F1_Young
Magi1,F1_Young
Marchf3,F1_Young
Marchf6,F1_Young
Mybpc3,F1_Young
Naa16,F1_Young
Nampt,F1_Young
Nhsl1,F1_Young
Pam,F1_Young
Pcnx1,F1_Young
Pde4b,F1_Young
Ptpn12,F1_Young
Rb1,F1_Young
Rbm20,F1_Young
Rbm5,F1_Young
Rhoq,F1_Young
Ryr2,F1_Young
Skap2,F1_Young
Sptan1,F1_Young
Srpk2,F1_Young
Tasor,F1_Young
Tbc1d4,F1_Young
Tlr4,F1_Young
Tmem87a,F1_Young
Top1,F1_Young
Tra2a,F1_Young
Tshz2,F1_Young
Znrf1,F1_Young
