"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"Ank2",0.470892767940832,1000,-0.0465054464364743,-0.500379604730824,0.148,0.2368
"Pln",0.645739512328875,1000,0.931278496734227,-1.0464060910731,0.032,0.103225806451613
"Camk2d",0.473426864399504,1000,-0.180888363693145,-1.60305631398478,0.03,0.0983606557377049
"Ghr",0.512265088261412,1000,0.0735343002999976,-1.11533425201719,0.07,0.160919540229885
"Cdh13",0.502687629445718,1000,0.0672300517141222,0.0884492415402747,0.558,0.562814070351759
"Gm35330",0.81998116050616,1000,2.17785402525995,-0.871276448472258,0.046,0.131428571428571
"Resf1",0.33873431417224,1000,-1.05928317804628,-103.744655809627,0,0
"Ppip5k2",0.604051971394618,1000,0.631211980522503,-4.34621720442283,0,0
"Actc1",0.387720277039782,1000,-0.726861635622108,-0.261548759049901,0.258,0.308982035928144
"Atp1a1",0.469595115995116,1000,-0.0940491060822218,-5.39679009895121,0,0
"Pdlim3",0.245988123662543,1000,-1.42121607420797,-36.204212650051,0,0
"Rapgef2",0.527948352962827,1000,0.129645184648861,-1.13176490596277,0.054,0.145945945945946
"Pakap",0.484451461620817,1000,-0.129992885163639,-0.231013246981206,0.152,0.241269841269841
"Gphn",0.644181551781552,1000,0.83171947045681,-3.82164750377297,0.002,0.0111111111111111
"Art1",0.359757921245421,1000,-0.766556847036893,-8.60308933535805,0,0
"Ube2b",0.527949603174603,1000,0.129635280416596,-8.86526647035885,0,0
"Ralgapa1",0.639555086580087,1000,0.865107014712449,-7.52198020906599,0,0
"Vps13a",0.482571031746032,1000,-0.0336503894419161,-5.16662316227826,0,0
"Myom2",0.500167063492064,1000,-0.0441748547956821,-11.8618633843993,0,0
"Ubr5",0.372116666666667,1000,-0.795079021976993,-7.85489596167201,0,0
"Dtna",0.434027777777778,1000,-0.411606593878571,-7.81350642134873,0,0
"Slc24a2",0.722666666666667,1000,1.52818698419283,-29.9340681573553,0,0
"Nfyc",0.506984415584415,1000,0.0800444279320409,-8.18452653598911,0,0
"Lnpep",0.495183333333333,1000,-0.0528063591746527,-2.76066973709555,0.004,0.019047619047619
"Auts2",0.643197619047619,1000,0.653892092617512,-2.3636982407063,0.014,0.0571428571428571
"Atcayos",0.515294047619048,1000,0.0700853146059214,-8.83541644104207,0,0
"Agl",0.527428210678211,1000,0.190763165164783,-4.17738675551152,0,0
"Aox1",0.841558333333333,1000,2.34272746621782,-3.25879400340119,0.008,0.0355555555555556
"Pard3",0.52712619047619,1000,0.168256181081693,-9.00684349589278,0,0
