"","AR","mean_reestim","theta_reestim","thetaCorrected","theta_smoothed","tot_gene_mean","N"
"1700025G04Rik",0.490952380952381,0.5158,0.7324,0.38695658218565,0.166219686524883,0.516556291390728,35
"2010001K21Rik",0.607994842037395,0.6157,0.4636,0.286464036931712,0.168638072407035,0.602649006622517,47
"2610037D02Rik",0.418367346938776,0.3807,3e-04,0.109677216526996,0.167339668708898,0.417218543046358,49
"2610307P16Rik",0.420426065162907,0.4202,0.3098,0.233484849107306,0.176925192869892,1.16556291390728,76
"4732440D04Rik",0.30718954248366,0.3188,0.9133,0.455976236745339,0.166713705589048,0.529801324503311,51
"5031425E22Rik",0.603030303030303,0.6014,0.1674,0.173177046589517,0.167407075824389,0.549668874172185,55
"9530026P05Rik",0.535826638347647,0.5213,0.1608,0.170877318325553,0.167722624189227,2.4635761589404,119
"Aak1",0.514705882352941,0.5092,1.5107,0.68180902550491,0.165143651621166,0.450331125827815,51
"Abca1",0.450308641975309,0.4664,0.2405,0.200892406400414,0.167339668708898,0.417218543046358,36
"Abca8a",0.709038800705467,0.6846,0.3431,0.238554381484284,0.165354058653663,0.443708609271523,18
"Abcb1b",1,1,2e-04,0.122408229427941,0.186842169079609,0.337748344370861,19
"Abi1",0.907075898228062,0.9139,0.1496,0.158218636861685,0.154884598033414,3.49668874172185,121
"Abi3bp",0.517241379310345,0.5252,0.2556,0.226579586390862,0.197814554947642,0.311258278145695,29
"Ablim1",0.428217503217503,0.4588,1e-04,0.115728584947888,0.176698125410408,1.12582781456954,74
"Ablim3",0.316666666666667,0.3481,2e-04,0.108542345424213,0.165664342244581,0.437086092715232,41
"Acaca",0.6,0.6039,0.4399,0.307617184023796,0.214691979065677,0.278145695364238,30
"Ackr3",0.313846153846154,0.3351,1.6472,0.746289646999282,0.18445705418357,0.344370860927152,25
"Acss3",0.472222222222222,0.4154,0.1609,0.180404092888615,0.182215184538545,0.350993377483444,30
"Acyp2",0.272435897435897,0.2799,0.6255,0.373375972041435,0.207479567964619,0.291390728476821,26
"Adam10",0.441117216117216,0.447,2e-04,0.109932285493166,0.167787244043229,0.562913907284768,52
"Adamts9",0.544666666666667,0.4969,0.6808,0.366557407265724,0.164991346697183,0.470198675496689,25
