"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.490952380952381,35,-39.1601988042356,-37.5291107817804,-1.6310880224552,0.0708949893819086,0.734425695523452
"2010001K21Rik",0.607994842037395,47,-43.7596246791963,-43.1757983340339,-0.583826345162386,0.279884074865504,1
"2610037D02Rik",0.418367346938776,49,-37.3873736665915,-37.2370619162137,-0.150311750377732,0.583491805613371,1
"2610307P16Rik",0.420426065162907,76,-81.9991345017852,-81.7328075494929,-0.266326952292289,0.465493235037747,1
"4732440D04Rik",0.30718954248366,51,-42.5785293662062,-41.5677742921204,-1.01075507408573,0.155084839580299,0.926201125271231
"5031425E22Rik",0.603030303030303,55,-46.4119775248804,-46.4122942266132,0.000316701732842262,1,1
"9530026P05Rik",0.535826638347647,119,-150.144795847753,-150.149640129535,0.00484428178239682,1,1
"Aak1",0.514705882352941,51,-43.0643178474702,-41.5238376357379,-1.54048021173227,0.0792137368432648,0.751825311001466
"Abca1",0.450308641975309,36,-32.9819770551335,-32.9654011505074,-0.0165759046261087,0.855522782544059,1
"Abca8a",0.709038800705467,18,-23.7174386596259,-23.4212041045293,-0.296234555096653,0.441465914316326,1
"Abcb1b",1,19,NA,NA,NA,NA,NA
"Abi1",0.907075898228062,121,-88.8660271042484,-88.869756486118,0.00372938186959004,1,1
"Abi3bp",0.517241379310345,29,-26.3588157353734,-26.3497551658751,-0.00906056949834166,0.892916455222064,1
"Ablim1",0.428217503217503,74,-72.0137513337634,-70.6888798224883,-1.32487151127503,0.103566637137343,0.795243820876029
"Ablim3",0.316666666666667,41,-32.8996196423773,-32.7279202215821,-0.1716994207952,0.557873885526732,1
"Acaca",0.6,30,-24.7251537896116,-24.6214343157269,-0.103719473884667,0.64878217882893,1
"Ackr3",0.313846153846154,25,-26.0502268632127,-22.6265376931728,-3.42368917003994,0.00887714419868819,0.194753673746731
"Acss3",0.472222222222222,30,-28.0163116556618,-28.0157772068579,-0.000534448803936272,0.973918608984494,1
"Acyp2",0.272435897435897,26,-21.6758906954823,-21.3612514517446,-0.314639243737769,0.42762009296562,1
"Adam10",0.441117216117216,52,-45.6997181171121,-45.5600856582261,-0.139632458886005,0.597183420825022,1
"Adamts9",0.544666666666667,25,-32.797621432618,-31.4431214987813,-1.35449993383664,0.099783532154739,0.795243820876029
"Adamtsl1",0.558380059895211,99,-129.600249927172,-126.265944901604,-3.33430502556745,0.00981256859907197,0.210970224880047
"Adcy9",0.634146341463415,41,-34.8607433421125,-33.6173231436162,-1.24342019849629,0.114801989213826,0.822747589365754
"Adgrd1",0.48375104427736,57,-58.2031170365973,-56.9056336396521,-1.29748339694517,0.107203686321266,0.805901837729793
"Adgrg6",0.64,50,-41.6381586520975,-41.1812400698685,-0.456918582228951,0.339098351838256,1
"Adgrl3",0.308974358974359,26,-22.9429736788719,-22.9013554147612,-0.0416182641107063,0.772958355746693,1
