"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.611627906976744,43,-39.1386365078831,-38.7871934561563,-0.351443051726832,0.401815617690131,1
"5031425E22Rik",0.544573643410853,43,-37.6085075464182,-37.5256368906691,-0.0828706557490833,0.683924710111843,1
"9530026P05Rik",0.537202380952381,40,-41.7072424284139,-41.7074177431835,0.0001753147695851,1,1
"AW554918",0.55982905982906,39,-33.3374056216109,-32.5807433979035,-0.756662223707366,0.218632505189192,1
"Aak1",0.430232558139535,43,-35.4171134799635,-35.4098997574078,-0.00721372255565456,0.904392604489176,1
"Abca1",0.483506944444444,48,-48.1842199214679,-47.7340526669542,-0.450167254513758,0.342692032826398,1
"Abca8a",0.61494708994709,21,-27.6813286070846,-27.6668998672181,-0.0144287398664531,0.865108525531017,1
"Abhd17b",0.464539007092199,47,-48.1852449391345,-43.9518886237274,-4.23335631540715,0.00361704529960187,0.325412266914397
"Abi1",0.644383394383394,52,-51.728006653766,-49.3202786786251,-2.40772797514087,0.0282056088453295,0.722664737097312
"Abi3bp",0.457818532818533,74,-77.092102459233,-76.9319381654389,-0.160164293794125,0.571410242749217,1
"Ablim1",0.4375,32,-34.7597057045725,-34.7309394792547,-0.0287662253178098,0.810439387351528,1
"Ablim2",0.486111111111111,30,-25.9451650533161,-25.8753787833459,-0.0697862699702156,0.708706335699753,1
"Ablim3",0.41875,40,-32.5481853908214,-32.4598576784203,-0.088327712401103,0.674263412166468,1
"Ackr3",0.58,35,-31.1286827890218,-30.758181262897,-0.370501526124734,0.389339754072725,1
"Adam10",0.480392156862745,51,-43.6901570813468,-43.3239758905766,-0.366181190770206,0.392118518831972,1
"Adam12",0.691666666666667,35,-31.4806200553403,-30.5854918502011,-0.895128205139205,0.18089492501557,1
"Adam19",0.321428571428571,28,-21.2250544589148,-21.2232090582541,-0.00184540066064542,0.95155674553139,1
"Adamts5",0.431972789115646,28,-26.0444536381235,-25.593118687833,-0.451334950290491,0.342066820073044,1
"Adamts9",0.625850340136054,21,-23.7508142276326,-22.3025762595202,-1.44823796811244,0.0887734368341889,0.823490433790831
