"","bb_mu","AR","N","bb_theta","thetaCorrected","log2FC","llr_mean","pval_mean","padj_mean"
"1700025G04Rik",0.5916,0.614492753623188,23,0.4267,0.21076261545521,0.37851162325373,-0.51924639250554,0.308172269481203,0.715054291629108
"2210408F21Rik",0.3263,0.388157894736842,19,0.165,0.112049429340353,-1.25375659224578,-2.39764373654175,0.0285376938892361,0.327592313213138
"5031425E22Rik",0.6074,0.638888888888889,24,0.4598,0.218317440220131,0.415037499278843,-0.833346957335642,0.196701943111948,0.607792101291413
"9530026P05Rik",0.5468,0.642753623188406,23,0.0087,0.0464885206653992,0.253756592245783,-0.353996873850384,0.400110644638039,0.755528078970766
"AW554918",0.5945,0.604166666666667,24,0.4995,0.238760890943748,0.452512204697507,-0.628038007086595,0.262395156562772,0.675285240469039
"Aak1",0.4333,0.453703703703704,27,0.4523,0.221150695163138,-0.53051471669878,-0.402900662583992,0.369364509059275,0.741918719709109
"Abca1",0.5364,0.463541666666667,24,1e-04,0.0385981554757768,0.20945336562895,-0.0928113899162746,0.666584987666914,0.900983693877514
"Abca8a",0.6253,0.715644841269841,16,0.0703,0.0653663381217389,0.51846708893425,-1.91034515448856,0.0506233776629638,0.390512327291101
"Abhd17b",0.6103,0.563636363636364,22,0.8433,0.365031284768983,1.12199052437861,-1.25890562138957,0.112566729752827,0.479683746313999
"Abi1",0.6805,0.629650793650794,25,0.4256,0.200911475920794,1.47393118833241,-4.85172875903292,0.00183921636868605,0.0687286116719523
"Abi3bp",0.5106,0.517526455026455,36,0.0335,0.0510208818011577,0.0671141958585369,-0.0239918341727758,0.826609737338639,0.949664908592935
"Ablim1",0.496,0.46061140505585,27,1e-04,0.0411929329882294,-0.0223678130284539,-0.000901984641501485,0.966121508004545,1
"Ablim3",0.4298,0.383333333333333,25,0.024,0.0585051255428851,-0.395928676331139,-0.408739473181921,0.365918295220078,0.741918719709109
"Ackr3",0.6369,0.630895915678524,23,0.0581,0.0690097297224606,0.830074998557688,-1.66378766795731,0.0681272393499467,0.407492228216829
"Acyp2",0.3928,0.348800366300366,20,0.12,0.0839620554048315,-0.64045761331286,-1.32841671327677,0.103105813114445,0.471858051062219
"Adam10",0.4577,0.490952380952381,30,1.0294,0.430955762584538,-0.736965594166206,-0.300450559766087,0.438234414568468,0.773996105332369
"Adamts9",0.7421,0.71860119047619,16,0.5415,0.244702707720544,1.23266075679027,-4.52496482264261,0.00262704928419784,0.0810958692078463
"Adamtsl1",0.6147,0.613950892857143,32,0.1394,0.0924976499823344,0.673771767679012,-2.33381394307029,0.030736352533019,0.330648640885508
"Adgrf5",0.6433,0.624074074074074,18,0.1024,0.0893613936028451,0.884522782580064,-1.41606760228198,0.0923954413564423,0.455459314039319
"Adk",0.4141,0.399756116809284,26,0.0464,0.0584844864315602,-0.461904104316818,-1.2570850152438,0.112827022020335,0.479683746313999
"Afap1l1",0.4856,0.452777777777778,30,0.3456,0.176578961116758,0.16349873228288,0.0153619666139839,1,1
"Aff1",0.4445,0.455128205128205,26,0,0.0447907784398693,-0.321928094887362,-0.242043115829798,0.486577228389342,0.81182859195958
"Agap1",0.5845,0.566137566137566,27,1e-04,0.039730129986664,0.493040011280117,-0.810219763962031,0.203030512576256,0.610812135292975
"Agfg1",0.597,0.561728395061728,27,0.2151,0.126474322743667,0.652076696579693,-1.00869297144948,0.1555066493507,0.551603756186702
"Ago3",0.5416,0.487179487179487,26,2e-04,0.0479825226906771,0.241008099503795,-0.0977933179184625,0.65830702107327,0.900983693877514
"Agtpbp1",0.7334,0.609848484848485,22,0,0.0490773466399505,1.4594316186373,-4.29516670085262,0.00337952126924063,0.0888688926355869
"Ahnak",0.3964,0.38452380952381,28,1e-04,0.0404610039718666,-0.604071323668861,-1.27336272700179,0.110523110406554,0.479683746313999
"Aig1",0.4777,0.48,25,0.4853,0.233015780012172,-0.125530882083859,-0.0313220055294323,0.802364746866569,0.940280457818447
