"","AR","mean_reestim","theta_reestim","thetaCorrected","theta_smoothed","tot_gene_mean","N"
"1700025G04Rik",0.614492753623188,0.5916,0.4267,0.21076261545521,0.0744187680052572,1,23
"2210408F21Rik",0.388157894736842,0.3263,0.165,0.112049429340353,0.0754368284124998,0.956521739130435,19
"5031425E22Rik",0.638888888888889,0.6074,0.4598,0.218317440220131,0.066759503696214,1.21739130434783,24
"9530026P05Rik",0.642753623188406,0.5468,0.0087,0.0464885206653992,0.0659574672296197,1.23913043478261,23
"AW554918",0.604166666666667,0.5945,0.4995,0.238760890943748,0.0749574674347511,0.978260869565217,24
"Aak1",0.453703703703704,0.4333,0.4523,0.221150695163138,0.0754368284124998,0.956521739130435,27
"Abca1",0.463541666666667,0.5364,1e-04,0.0385981554757768,0.0588942494633364,1.5,24
"Abca8a",0.715644841269841,0.6253,0.0703,0.0653663381217389,0.0590621870912691,1.95652173913043,16
"Abhd17b",0.563636363636364,0.6103,0.8433,0.365031284768983,0.0684104489371604,1.17391304347826,22
"Abi1",0.629650793650794,0.6805,0.4256,0.200911475920794,0.0600107942230255,2.21739130434783,25
"Abi3bp",0.517526455026455,0.5106,0.0335,0.0510208818011577,0.0584958934709682,1.8695652173913,36
"Ablim1",0.46061140505585,0.496,1e-04,0.0411929329882294,0.0628573396506891,2.80434782608696,27
"Ablim3",0.383333333333333,0.4298,0.024,0.0585051255428851,0.0754368284124998,0.956521739130435,25
"Ackr3",0.630895915678524,0.6369,0.0581,0.0690097297224606,0.0717028605294381,1.08695652173913,23
"Acyp2",0.348800366300366,0.3928,0.12,0.0839620554048315,0.0586380459549793,1.89130434782609,20
"Adam10",0.490952380952381,0.4577,1.0294,0.430955762584538,0.061161101387451,1.39130434782609,30
"Adamts9",0.71860119047619,0.7421,0.5415,0.244702707720544,0.0596726022585111,1.45652173913043,16
"Adamtsl1",0.613950892857143,0.6147,0.1394,0.0924976499823344,0.0604227440730188,2.3695652173913,32
"Adgrf5",0.624074074074074,0.6433,0.1024,0.0893613936028451,0.0770926351627454,0.804347826086957,18
"Adk",0.399756116809284,0.4141,0.0464,0.0584844864315602,0.062413305609803,2.73913043478261,26
"Afap1l1",0.452777777777778,0.4856,0.3456,0.176578961116758,0.069246933278995,1.15217391304348,30
"Aff1",0.455128205128205,0.4445,0,0.0447907784398693,0.0684104489371604,1.17391304347826,26
"Agap1",0.566137566137566,0.5845,1e-04,0.039730129986664,0.0606231518662982,1.41304347826087,27
"Agfg1",0.561728395061728,0.597,0.2151,0.126474322743667,0.0684104489371604,1.17391304347826,27
"Ago3",0.487179487179487,0.5416,2e-04,0.0479825226906771,0.0731693063228942,1.04347826086957,26
"Agtpbp1",0.609848484848485,0.7334,0,0.0490773466399505,0.0749574674347511,0.978260869565217,22
"Ahnak",0.38452380952381,0.3964,1e-04,0.0404610039718666,0.0617394400663642,1.3695652173913,28
"Aig1",0.48,0.4777,0.4853,0.233015780012172,0.0744187680052572,1,25
"Airn",0.352774447774448,0.3643,0.6765,0.301487123684333,0.0681013335738717,3.54347826086957,35
"Akap13",0.515364583333333,0.5225,0.0791,0.0681585172999107,0.0582227754227302,1.82608695652174,32
"Akap6",0.673650793650794,0.5796,0.0576,0.0631293562952883,0.0630115701816703,1.32608695652174,15
"Akt3",0.295977011494253,0.3425,0.0208,0.0459185554435288,0.0580689403474163,1.56521739130435,29
"Ambra1",0.455128205128205,0.5253,0,0.0498997214235953,0.0762135078543046,0.91304347826087,26
"Ank",0.617348484848485,0.5646,0.0131,0.0519211221275239,0.0717028605294381,1.08695652173913,20
"Ank2",0.432762392460668,0.42,0.2973,0.153576758452609,0.0621289024099516,2.69565217391304,24
"Ank3",0.550925925925926,0.5872,0.131,0.100201126783499,0.0770605209739973,0.760869565217391,18
"Ankhd1",0.351923076923077,0.3734,0.4611,0.220439720610429,0.069246933278995,1.15217391304348,26
"Ankrd11",0.438888888888889,0.403,0.0464,0.055449290450467,0.0577775496146799,1.60869565217391,30
"Ankrd17",0.45811519104202,0.4652,0.1342,0.0903428275084229,0.0601476118811979,2.28260869565217,41
"Ankrd44",0.54,0.5348,0.3136,0.169542898935398,0.0770605209739973,0.760869565217391,20
"Ano6",0.397101449275362,0.4073,0,0.0447907784398693,0.0684104489371604,1.17391304347826,23
"Antxr2",0.463333333333333,0.4877,0.8143,0.357561861269931,0.0738221494462751,1.02173913043478,25
"Aopep",0.474104927330734,0.4909,0.0123,0.0451696055205737,0.0618550441650896,2.65217391304348,31
"Ap1g1",0.449074074074074,0.4174,0.1651,0.113150493872107,0.0770605209739973,0.760869565217391,18
"Ap2a2",0.4,0.4491,0.4539,0.222460797934988,0.0765097920460384,0.891304347826087,16
"Apaf1",0.538194444444444,0.5278,0.2907,0.157835989370874,0.0724621677657814,1.06521739130435,24
"Apba1",0.747294372294372,0.7319,0.9508,0.410963012562836,0.0762135078543046,0.91304347826087,22
"Apbb2",0.632194121667806,0.6188,0.2367,0.132560350014516,0.0651778412555042,1.26086956521739,19
"Apc",0.667391304347826,0.6544,0.0257,0.0584841344425516,0.0744187680052572,1,23
"Apoe",0.367777777777778,0.4037,0.1713,0.110389087699036,0.069246933278995,1.15217391304348,20
"App",0.477514984488419,0.4512,1e-04,0.0437095391338493,0.0667010361037659,3.32608695652174,34
"Arb2a",0.529120879120879,0.5388,0,0.0393462558427131,0.0600948480904371,2.26086956521739,39
"Arfgef1",0.670194003527337,0.5648,3e-04,0.0409411707674859,0.0623568148188735,1.34782608695652,27
"Arhgap10",0.368727106227106,0.3968,2e-04,0.0404989786554109,0.0617394400663642,1.3695652173913,26
"Arhgap21",0.666666666666667,0.6061,0.3448,0.176821085450662,0.070080737844977,1.1304347826087,23
"Arhgap24",0.558089322685596,0.5157,0.2195,0.123777459668069,0.0617394400663642,1.3695652173913,14
"Arhgap26",0.559804393137726,0.5016,0.0091,0.0470288442985905,0.0665507215253806,3.30434782608696,33
"Arhgap29",0.516106442577031,0.5327,0.0218,0.0469486166027515,0.0590621870912691,1.95652173913043,34
"Arhgap32",0.603333333333333,0.5899,0.5552,0.261083011100268,0.0767447856204764,0.869565217391304,20
