"","AR","N","log2FC","llr","pval","padj"
"1700025G04Rik",0.515384615384615,65,0.0324214776923775,2.39591681622866,1,1
"2210408F21Rik",0.422364672364672,117,-0.52083216330144,0.528390163831176,1,1
"2610037D02Rik",0.373711340206186,97,-0.851901361010866,-4.9887180748741,0.00158470187363983,0.00777699192002807
"2610203C22Rik",0.650537634408602,93,1.05889368905357,1.60011180741166,1,1
"2610307P16Rik",0.438888888888889,30,-0.347923303420306,-12.7380747039659,4.4788565018939e-07,2.92357720528155e-06
"4632427E13Rik",0.412186379928315,93,-0.34577483684173,0.786850761865949,1,1
"4732440D04Rik",0.270833333333333,72,-1.37851162325373,-2.97664364865301,0.0146898673664554,0.0655519081374793
"4732471J01Rik",0.583333333333333,114,0.385653692497749,3.17896343785981,1,1
"4933406I18Rik",0.425818452380952,224,-0.555962628998604,-19.8793198342163,2.87366594213255e-10,2.25532459349469e-09
"5031425E22Rik",0.580490196078431,170,0.381870635343645,7.76331682313324,1,1
"5033421B08Rik",0.485401459854015,137,-0.0327899351176693,2.62000426404387,1,1
"9530026P05Rik",0.435828877005348,51,-0.214124805352848,-72.9633034513751,1.34705700760624e-33,4.05524475274892e-32
"AW554918",0.515447154471545,123,0.0531113364595623,3.6395128786443,1,1
"Aak1",0.465151515151515,110,-0.154328146391294,1.40106543111067,1,1
"Abca1",0.497411199322027,471,-0.0566801945891172,12.7749184422131,1,1
"Abca6",0.601063829787234,47,0.748461233004035,2.51472917192018,1,1
"Abca8a",0.722514005602241,34,1.08246216019197,-66.9369624989721,5.82174285029748e-31,1.56566071054e-29
"Abca9",0.558037358589845,362,0.165832246808429,-51.1678523714684,4.6866843954356e-24,8.83461908933981e-23
"Abcb1b",0.903030303030303,55,3.14684138832927,-3.51026749540643,0.00805801512692396,0.0371922574622554
"Abcc1",0.504651162790698,129,0.0356239097307216,4.51898737905523,1,1
"Abcc5",0.453074433656958,103,-0.349942471056959,2.02730938693412,1,1
"Abhd12",0.533068783068783,126,0.246914740470517,2.61920301756433,1,1
"Abi1",0.56562860438293,289,0.336141954107063,71.2240246660198,1,1
"Abl2",0.48375,160,0.0381351288867711,-13.5180954756223,1.99681615244119e-07,1.34252605982462e-06
"Ablim1",0.508569538926682,84,-0.100693999619473,-142.021721296451,9.87374860225319e-64,1.65961257756206e-61
"Ablim3",0.506565656565657,33,0.0489096004809468,-24.4353883798434,2.73393951117556e-12,2.47898187118385e-11
"Abr",0.632183908045977,145,0.94251450533924,4.23638258593797,1,1
"Abtb2",0.385934744268078,54,-0.53051471669878,-8.80780462398225,2.70360145323405e-05,0.000152323020423829
"Acaca",0.448275862068966,58,-0.534336427651189,1.9633814950296,1,1
"Acap2",0.565972222222222,144,0.415037499278844,4.626767114817,1,1
"Acbd3",0.69047619047619,63,1.20435849850619,2.57675202365402,1,1
"Acer3",0.512778782399036,237,0.0784266469568164,34.1849021906644,1,1
"Acss1",0.677083333333333,48,1.32192809488736,1.43633882940808,1,1
"Actr2",0.496781115879828,233,0.0554951125917036,2.61395834689523,1,1
"Actr3",0.484263233190272,233,-0.0606627819066241,24.8340100260918,1,1
"Acvr1",0.545833333333333,80,0.355094958822562,2.60155571247402,1,1
"Acvr2a",0.490909090909091,110,-0.0395283641866375,0.938823931693264,1,1
"Acyp2",0.350213675213675,78,-1.23349013021978,-14.8232341504182,5.18470058881457e-08,3.61852632790276e-07
"Adam10",0.404320987654321,108,-0.496425826119499,3.1090381503212,1,1
"Adam17",0.399206349206349,105,-0.602664502454615,-3.56717400946398,0.00756211334224306,0.0349834463562024
"Adam19",0.568663194444444,192,0.466085104869236,16.3270521009772,1,1
"Adam22",0.306034482758621,116,-0.881355503501381,0.0618629424028541,1,1
"Adam9",0.42572706935123,149,-0.42349907802704,3.19414256785765,1,1
"Adamts6",0.686274509803922,34,1.18057224564182,-0.715009407491319,0.231761367893256,0.914799763289036
"Adamts9",0.439102564102564,26,-0.125530882083859,-10.1842726688988,6.3871066506335e-06,3.8341649149785e-05
"Adap2",0.576352530541012,191,0.543935232461101,1.90559045909922,1,1
"Adarb1",0.25,50,-1.27563444261343,0.754284485050412,1,1
"Adcy7",0.531152647975078,107,0.250543461650597,2.23648361582345,1,1
"Adcy9",0.526006235827664,168,0.165423609207372,8.88206132197809,1,1
"Add1",0.48943661971831,71,-0.0324214776923775,2.73149371221783,1,1
"Adgre1",0.531818181818182,275,0.132450296023649,-30.8984523495271,3.80772417310547e-15,3.95885549337821e-14
"Adgrf5",0.628205128205128,39,0.796466605914868,4.8818188993274,1,1
"Adgrg6",0.471350826044704,245,-0.0145728010872728,-10.4519491736312,4.8291081853904e-06,2.92501838136109e-05
"Adgrl2",0.653486394557823,56,0.556393348524386,-5.51241450872256,0.000898995705286882,0.0045331858439091
"Adgrl4",0.554583333333333,40,0.304854581528422,-4.26950661331903,0.00347614032714521,0.0165753547041416
"Adipor2",0.583333333333333,62,0.357552004618084,1.54203546268272,1,1
"Adk",0.245567375886525,188,-1.37056287013824,1.0213147882001,1,1
"Aebp2",0.405797101449275,69,-0.554588851677638,3.78213997086455,1,1
"Afap1l1",0.667910447761194,67,0.68965987938785,1.41574286933425,1,1
"Aff1",0.4822,250,-0.115477217419936,17.0114297301344,1,1
"Aff3",0.443478260869565,46,0.0703893278913981,-16.080988519323,1.41839601609601e-08,1.02175170159487e-07
"Aff4",0.364583333333333,80,-0.84799690655495,3.35917600408571,1,1
"Afg2a",0.494791666666667,96,0,2.80657942800234,1,1
"Aftph",0.418843537414966,245,-0.44305187544844,61.5555051514127,1,1
"Agap1",0.414102564102564,195,-0.398549376490275,15.621068710403,1,1
"Agfg1",0.52212962962963,180,0.0310268956206246,-78.2825221607356,6.37080512568283e-36,2.25437086640391e-34
"Agmo",0.572911622276029,236,0.441435189343451,5.46304107905092,1,1
"Ago2",0.606227106227106,91,0.723482364802584,0.0333843455794636,1,1
"Ago3",0.533498349834983,202,0.236700258020331,27.2236726976839,1,1
"Ago4",0.4453125,64,-0.144389909335175,2.79734643071198,1,1
"Agpat4",0.552631578947368,57,0.247927513443585,3.56678270493585,1,1
"Agps",0.452857142857143,175,-0.27392272197653,10.3258289386707,1,1
"Agtpbp1",0.618721461187215,73,0.719892080807265,2.41632978622155,1,1
"Ahcyl2",0.484126984126984,84,-0.204358498506186,0.913408779514398,1,1
"Ahnak",0.502367941712204,183,-0.0206102796752865,-12.1550697358502,8.20062510443065e-07,5.20146567158385e-06
"Ahr",0.500992063492063,84,-0.0269670476002695,1.09198332989452,1,1
"Aig1",0.263565891472868,129,-1.47175189027317,-34.4920947212276,9.92559703560193e-17,1.12471512476456e-15
"Airn",0.454861111111111,72,-0.0379678501990206,-62.1297000384109,7.39200341330038e-29,1.71375527409504e-27
"Akap10",0.495305164319249,142,-0.21978120787991,3.63711976591432,1,1
"Akap13",0.45910592808552,245,-0.210767096216821,-27.8826057969166,8.16639345453044e-14,8.1140963535901e-13
"Akt3",0.444252873563218,174,-0.385493223664829,-33.9247925970921,1.76455699677184e-16,1.96635992402696e-15
"Alcam",0.375357629485191,296,-0.652076696579693,3.74546909090623,1,1
"Alox5",0.466666666666667,100,-0.149377624038227,-0.146068903238032,0.588853819447079,1
