"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","tot_gene_mean","N"
"4933406I18Rik",0.384166666666667,0.454545454545461,1.01308664329143,1.21971464141376,1.27532057587692,2.75,20
"5031425E22Rik",0.51,0.519999999997278,24.7930794008025,10.864886283763,2.21431693160193,2.5,10
"Abca1",0.539077175779303,0.51417004048583,0.591345896373741,0.465323513853319,0.3677234935952,5.25531914893617,47
"Abca9",0.469979296066253,0.432432432432096,0.150809964260854,0.5009842630173,0.67770018511046,3.21739130434783,23
"Abi1",0.490666666666667,0.576923076923072,2.8009761896817,1.53882444225315,0.72573167478593,3.12,25
"Abl2",0.49,0.500000000000042,0.304286800408108,1.26465517666238,1.7550636622523,2.6,10
"Ablim1",0.426388888888889,0.423076923076923,0.280811861474372,0.54107936371902,0.663537668531715,3.25,16
"Acer3",0.525210084033613,0.527272727272727,0.931848626267635,0.792438490273051,0.669845517575144,3.23529411764706,17
"Actr2",0.563725490196078,0.574468085106383,0.204232512687489,0.885749346049155,1.23437964384033,2.76470588235294,17
"Actr3",0.680952380952381,0.615384615384615,0.280996648740122,0.877961776713798,1.17796223069827,2.78571428571429,14
"Adam19",0.363636363636364,0.307692307693265,998.999999999999,381.456873617374,3.19179830493697,2.36363636363636,11
"Adam9",0.32,0.307692307697684,0.834738008173707,1.4660923441683,1.7550636622523,2.6,10
"Adgre1",0.484375,0.479166666666667,1.2041626738697,0.9862721473642,0.807951975563162,3,16
"Adgrg6",0.52531328320802,0.593749999999996,3.23142799468329,1.63402141925986,0.621467144099918,3.36842105263158,19
"Aff1",0.546527777777778,0.573529411728294,0.611475892798424,0.927190847811215,1.06147347040058,2.83333333333333,24
"Aftph",0.452380952380952,0.500000000000002,8.68907686792892,5.93719594789137,4.02841269434732,2.28571428571429,14
"Agfg1",0.41078431372549,0.404255319148937,3.86849424614106,2.27724114356317,1.23437964384033,2.76470588235294,17
"Agmo",0.657894736842105,0.634920634920635,7.80689377428328,3.38162766097499,0.636874258444837,3.31578947368421,19
"Ago3",0.615384615384615,0.6,0.427319280727511,1.10665638565881,1.44238800354094,2.69230769230769,13
"Agps",0.356060606060606,0.346153847061658,3.22332164623951,3.31383120455427,3.19179830493697,2.36363636363636,11
"Ahnak",0.476666666666667,0.490566037736945,2.54006746393525,1.99608910402971,1.5754542958056,2.65,20
"Aig1",0.310606060606061,0.296296296296439,998.999999999999,380.993993569535,2.48482617853728,2.45454545454545,22
"Airn",0.566666666666667,0.603773584531542,186.519108040782,71.1663857980579,0.513710578580055,4.07692307692308,13
"Akap13",0.451923076923077,0.473684210526316,0.95602838769816,0.948385866200237,0.894004881444896,2.92307692307692,26
"Akt3",0.528888888888889,0.439024390243903,1.93005241901302,1.59903932186019,1.32283565456024,2.73333333333333,15
"Alcam",0.461141372186428,0.437908496732003,2.15553126687346,1.0104773212246,0.293127560497102,6.51063829787234,47
"Alpk1",0.161111111111111,0.166666666884707,0.47381773614087,0.708925968479834,0.807951975563162,3,12
"Ambra1",0.541666666666667,0.534883720930172,0.0921312591027281,1.97978797018774,2.97036002952049,2.38888888888889,18
"Ank2",0.239583333333333,0.236842105265193,0.700378926690315,0.725175814153335,0.701365416003144,3.16666666666667,24
"Ankhd1",0.637179487179487,0.60526315789884,1.31465933251966,1.08457483258815,0.894004881444896,2.92307692307692,13
"Ankrd11",0.518386243386243,0.487179487179487,0.317890279134103,0.555159775488538,0.663537668531715,3.25,36
"Ankrd17",0.463440860215054,0.473118279569893,0.780163788650855,0.825259912470968,0.807951975563162,3,31
"Ankrd33b",0.340833333333333,0.31372549019729,0.106510387819234,1.32707066428309,1.96510323631321,2.55,20
"Ankrd44",0.505172413793103,0.493670886102435,0.509300270527776,1.07691958099657,1.34942101646932,2.72413793103448,29
"Anks1",0.311147186147186,0.319444444444459,0.45700921117473,0.601739950745902,0.653992142291231,3.27272727272727,22
"Ano6",0.323423423423423,0.319327731092437,0.465533717609416,0.620842169828385,0.678223384504425,3.21621621621622,37
"Antxr2",0.550109469074986,0.5234375,0.358398731693887,0.43898007021476,0.462597629525555,4.41379310344828,29
"Aoah",0.459344181459566,0.453608247560976,0.635074265879693,0.612429308660007,0.567040623216496,3.73076923076923,26
"Aopep",0.534722222222222,0.57377049180326,0.205740920801509,0.482047382178361,0.616917300982208,3.38888888888889,36
"Ap2a2",0.590828924162258,0.551724137931035,1.278307803567,0.927746487365625,0.675559608967573,3.22222222222222,27
"Ap2b1",0.543333333333333,0.500000001119431,0.897270168925665,0.869730689790516,0.807951975563162,3,10
"Ap3b1",0.394736842105263,0.372093023255814,15.8915601455466,8.86459326586059,4.32208389697406,2.26315789473684,19
"Apaf1",0.511904761904762,0.470588235294118,998.999999999999,381.11038921241,2.66260112375523,2.42857142857143,14
"Apba1",0.571428571428571,0.645833333333293,998.999999999999,379.766322927844,0.60976388512798,3.42857142857143,14
"Apc",0.568181818181818,0.519999999997322,998.999999999999,382.1132484573,4.19430147711671,2.27272727272727,11
"Apoe",0.871376811594203,0.839080459421027,0.117282710380387,0.410341082058951,0.558703640644081,3.78260869565217,23
"App",0.765197172619048,0.782006920353511,0.367835603833841,0.432415710555286,0.447098278364479,4.515625,64
"Arb2a",0.572772657450077,0.585106382654375,0.543728778196797,0.718615535150001,0.782202769331626,3.03225806451613,31
"Arfgef1",0.408333333333333,0.416666666666667,0.520544068720855,2.08297330349407,2.87947899901184,2.4,10
"Arhgap10",0.426470588235294,0.45,1e-06,1e-06,3.27226141690364,2.35294117647059,17
"Arhgap12",0.583333333333333,0.576923076922178,1.72195126741222,2.74369055436669,3.19179830493697,2.36363636363636,11
"Arhgap15",0.483843537414966,0.471698113207548,0.0744931704832487,0.39376894184896,0.558210391637028,3.78571428571429,14
"Arhgap18",0.466666666666667,0.46666666685689,0.857597819658289,1.20323555007981,1.34033502808675,2.72727272727273,22
"Arhgap26",0.329166666666667,0.376623376655448,1.0214331508253,0.834258710718439,0.68175991002529,3.20833333333333,24
"Arhgef12",0.622549019607843,0.661016949150362,0.650551970062466,0.642418747861539,0.603867424930961,3.47058823529412,17
"Arhgef3",0.632051282051282,0.595505617977528,0.587655479751509,0.622971520387424,0.610644990549184,3.42307692307692,26
"Arid1b",0.475268817204301,0.444444444444444,1.27139314117735,1.08831363031308,0.924809662815309,2.90322580645161,31
"Arih1",0.493229166666667,0.511363636363632,0.351070839825267,0.968316235034202,1.27532057587692,2.75,32
"Arl15",0.315277777777778,0.287671232876717,0.374891514731744,0.649967344204123,0.775279711836685,3.04166666666667,24
"Arpc2",0.448717948717949,0.451612903225807,0.130854380101982,2.01805660090421,3.00634957465522,2.38461538461538,13
