celltype,condition,group_id,gene,HDR,log2FC,pval,padj,AR,N
Myeloid,F1_Aged,Myeloid__F1_Aged,Cdc42,-14.990355871608243,-0.156119201917282,1.022454824223e-15,6.82999822580961e-13,0.491319444444444,48
Myeloid,F1_Aged,Myeloid__F1_Aged,Hnrnph1,14.503225900514002,0.893084796083488,3.1388755668630503e-15,1.04838443933226e-12,0.692307692307692,26
Myeloid,F1_Aged,Myeloid__F1_Aged,Hycc1,-13.889418603897266,-0.263034405833794,1.2899753042894e-14,2.87234501088441e-12,0.461538461538462,39
Myeloid,F1_Aged,Myeloid__F1_Aged,Cd47,-9.907265116924941,-0.643856189774725,1.23804058862753e-10,2.06752778300797e-8,0.333333333333333,27
Myeloid,F1_Aged,Myeloid__F1_Aged,Slc23a2,9.599608134876494,0.211504105193712,2.51415393648373e-10,3.35890965914227e-8,0.580128205128205,26
Myeloid,F1_Aged,Myeloid__F1_Aged,Mllt10,9.413333942117402,0.505235308250422,3.8607000203090603e-10,4.29824602261076e-8,0.614130434782609,46
Myeloid,F1_Aged,Myeloid__F1_Aged,Lyz2,8.924234715714208,1.42223300068305,1.19059837176723e-9,1.1361710176293e-7,0.755449735449735,45
Myeloid,F1_Aged,Myeloid__F1_Aged,C1qa,8.841345227419659,0.440572591385981,1.4409694471733601e-9,1.20320948838975e-7,0.60787037037037,36
Myeloid,F1_Aged,Myeloid__F1_Aged,Pum1,8.423642852204207,0.15200309344505,3.770137137357251e-9,2.79827956417182e-7,0.535714285714286,28
Myeloid,F1_Aged,Myeloid__F1_Aged,Nktr,7.989873981038375,0.142019004872428,1.02358996366033e-8,6.83758095725103e-7,0.523809523809524,42
Myeloid,F1_Aged,Myeloid__F1_Aged,Lrp6,7.467905796992783,0.669851398307669,3.40482035799959e-8,2.06765454467611e-6,0.616666666666667,35
Myeloid,F1_Aged,Myeloid__F1_Aged,Mertk,7.277008387879292,0.369233809665719,5.28435045584762e-8,2.94162175375518e-6,0.618918918918919,37
Myeloid,F1_Aged,Myeloid__F1_Aged,Babam2,-6.902700417222536,-0.263034405833794,1.25112177498035e-7,6.42884112066827e-6,0.449537037037037,36
Myeloid,F1_Aged,Myeloid__F1_Aged,Prpf39,-6.547438107198926,-0.222392421336448,2.83505763852074e-7,1.35272750180847e-5,0.41358024691358,27
Myeloid,F1_Aged,Myeloid__F1_Aged,Map4k3,-6.478567990291553,-0.321928094887362,3.32224770211714e-7,1.47950764334283e-5,0.404320987654321,27
Myeloid,F1_Aged,Myeloid__F1_Aged,Ube2d3,-6.03272870801937,-0.229481846122767,9.274089696952e-7,3.87193244847746e-5,0.420634920634921,42
Myeloid,F1_Aged,Myeloid__F1_Aged,Ctsc,-5.775711316130564,-0.263034405833794,1.67605661279216e-6,6.58591657261861e-5,0.455102040816327,35
Myeloid,F1_Aged,Myeloid__F1_Aged,Ap2b1,5.58827655582585,0.199308808223407,2.58061634803912e-6,9.57695400272297e-5,0.564035087719298,38
Myeloid,F1_Aged,Myeloid__F1_Aged,Mbnl1,-5.33792292707285,-1.77258950389693,4.59279512549813e-6,1.4576337463394e-4,0.225490196078431,34
Myeloid,F1_Aged,Myeloid__F1_Aged,Pten,-5.313923997396806,-0.0671141958585371,4.85373434275637e-6,1.4576337463394e-4,0.456666666666667,25
Myeloid,F1_Aged,Myeloid__F1_Aged,Tpm3,5.304636359254665,0.426264754702098,4.95865211793801e-6,1.4576337463394e-4,0.632558139534884,43
Myeloid,F1_Aged,Myeloid__F1_Aged,Myh9,-5.304519129174591,-0.0588936890535687,4.95999079865434e-6,1.4576337463394e-4,0.542929292929293,33
Myeloid,F1_Aged,Myeloid__F1_Aged,Alcam,-5.299400212164257,-0.404390255079336,5.01879882721681e-6,1.4576337463394e-4,0.415327096364248,57
Myeloid,F1_Aged,Myeloid__F1_Aged,Baz2b,-5.25170158505413,-0.321928094887362,5.60142357560911e-6,1.5229238490865e-4,0.462962962962963,36
Myeloid,F1_Aged,Myeloid__F1_Aged,Pak2,-5.244158265994938,-0.125530882083859,5.69956530346761e-6,1.5229238490865e-4,0.465686274509804,34
Myeloid,F1_Aged,Myeloid__F1_Aged,Snd1,-5.220223365143758,-0.669851398307669,6.02249758966442e-6,1.5473186114984e-4,0.403100775193798,43
Myeloid,F1_Aged,Myeloid__F1_Aged,Tnfrsf11a,-5.192839952257422,-0.965234581839323,6.41445920958759e-6,1.5869847229646e-4,0.356770833333333,32
Myeloid,F1_Aged,Myeloid__F1_Aged,Nfkb1,-5.023754272575163,-0.310340120612151,9.46772701702842e-6,2.2587291597767e-4,0.426356589147287,43
Myeloid,F1_Aged,Myeloid__F1_Aged,Abl2,-5.001554539941874,-0.295455883526171,9.96426938135273e-6,2.2952179126702e-4,0.421212121212121,33
Myeloid,F1_Aged,Myeloid__F1_Aged,Ubr1,4.983465362197655,0.131244533278253,1.03880645067226e-5,2.3130756968302e-4,0.548387096774194,31
Myeloid,F1_Aged,Myeloid__F1_Aged,Wwp1,-4.95091294377419,-0.0443941193584534,1.11966230217248e-5,2.3983804780377e-4,0.515151515151515,33
Myeloid,F1_Aged,Myeloid__F1_Aged,Lgmn,-4.939708403639336,-0.747233929620033,1.14892477989833e-5,2.3983804780377e-4,0.373873873873874,37
Myeloid,F1_Aged,Myeloid__F1_Aged,Wdr33,4.792913274247916,0.866733469136536,1.61096730263626e-5,3.2609883580637e-4,0.611979166666667,32
Myeloid,F1_Aged,Myeloid__F1_Aged,Rhoa,4.687010335622352,0.321928094887362,2.0558416691457e-5,4.0153537295422e-4,0.473118279569892,31
Myeloid,F1_Aged,Myeloid__F1_Aged,Galnt2,-4.676984607982188,-0.951090399519053,2.10385300200568e-5,4.0153537295422e-4,0.301724137931034,29
Myeloid,F1_Aged,Myeloid__F1_Aged,Tbc1d5,-4.6585312452313294,-0.0558532347335173,2.19517301216669e-5,4.0732654781315e-4,0.514458874458875,55
Myeloid,F1_Aged,Myeloid__F1_Aged,Zmym4,-4.54444723338396,-0.612976876890753,2.85464933153605e-5,5.1537993336921e-4,0.414814814814815,27
Myeloid,F1_Aged,Myeloid__F1_Aged,Herc1,4.424533907017335,0.215728691055437,3.76240976561048e-5,6.61392032481e-4,0.549206349206349,42
Myeloid,F1_Aged,Myeloid__F1_Aged,Ctsb,4.318057526434708,0.275634442613427,4.8077566092286e-5,8.2348241409351e-4,0.580459770114943,29
Myeloid,F1_Aged,Myeloid__F1_Aged,Gns,-4.222440926736314,-0.273018494406416,5.9918243459221e-5,0.00100063466576899,0.489784946236559,31
