"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"9530026P05Rik",0.65,15,0.823122237915921,-0.467884516160535,0.01,0.0205
"Cacna1c",0.534,25,-0.362570079384708,-0.764838969917228,0,0
"Cacnb2",0.491656565656566,25,-0.0216950710993191,-0.576410319775746,0.09,0.15375
"Cald1",0.402797202797203,22,-0.37851162325373,-0.207418148282713,0.14,0.220769230769231
"Carmn",0.43702380952381,20,-0.111031312388744,-3.87471004720334,0,0
"Cped1",0.389583333333333,16,-0.662965012722429,-2.41426159658392,0,0
"Dlc1",0.429986772486772,30,0.144389909335175,0.306540068360071,0.78,0.897567567567568
"Ebf1",0.437053571428571,24,0.0740005814437769,0.357747613569916,0.85,0.917105263157895
"Errfi1",0.403703703703704,18,-0.362570079384708,-1.51564791505875,0,0
"Filip1",0.555555555555556,16,0.523561956057013,-1.46336312835478,0,0
"Fry",0.363768115942029,23,-1.65711228647699,-0.455837711449817,0.01,0.0205
"Gucy1a2",0.439814814814815,18,-0.53051471669878,-3.85720719748917,0,0
"Itpr1",0.453787878787879,22,-0.415037499278844,-5.23684942698528,0,0
"Kcnab1",0.342028730796847,27,-1.25276607037997,0.00279021069501084,0.24,0.339310344827586
"Lhfpl6",0.430555555555556,18,0.144389909335175,-4.43997831352113,0,0
"Lpp",0.60291737248259,23,1.23029761942179,0.253631737006611,0.74,0.892352941176471
"Malat1",0.477112539020512,32,-0.134017347971688,0.00275317523528429,0.49,0.6278125
"Mast4",0.454336829281212,29,-0.2606517545228,-1.04800718731469,0,0
"Msrb3",0.397789929368877,19,-0.710493382805015,-1.81525983707873,0,0
"Myh11",0.579777777777778,25,0,-0.17535843158586,0.13,0.2132
"Myom1",0.579437229437229,21,0,0.290824413859351,0.8,0.897567567567568
"Pakap",0.503968253968254,21,0.0780025120012732,-1.32011452468621,0,0
"Pde3a",0.577612769245629,29,-0.0981803939389034,0.549013981133513,0.35,0.478333333333333
"Pdlim5",0.659495329232171,19,0.338801913451759,-0.0278253643793072,0.18,0.263571428571429
"Plce1",0.567329545454546,16,0,-0.25753231346534,0.03,0.0559090909090909
"Plcl1",0.393939393939394,22,-1.25375659224578,13.8885273341485,0.97,0.97
"Ppp1r12a",0.40419411506368,23,-0.584962500721156,-1.04601814771265,0.02,0.039047619047619
"Prkg1",0.18644685146786,28,-2.26534456652099,-0.300831806337264,0.17,0.258148148148148
"Rasal2",0.434210526315789,19,-0.691877704637668,19.0011396982591,0.97,0.97
"Rbpms",0.606419043919044,24,0.533432200081074,0.286420961172361,0.67,0.832424242424243
"Rgs6",0.410714285714286,14,-0.263034405833794,-0.917530074907514,0,0
"Rock1",0.557142857142857,21,0.362570079384708,-2.15966979844969,0,0
"Ryr2",0.453703703703704,18,-0.652076696579693,-4.96908367342066,0,0
"Slc8a1",0.413941798941799,30,-0.308122295362332,-5.75112098660694,0,0
"Sorbs2",0.53921568627451,17,0.101879614019214,0.269693632333702,0.47,0.621612903225806
"Syne1",0.623529411764706,17,0.777607578663552,-1.48090839347315,0,0
"Synpo2",0.474074074074074,18,-0.234465253637023,-0.576370543328665,0.04,0.071304347826087
"Tpm1",0.59469696969697,22,0.295455883526171,18.5425531922373,0.9,0.946153846153846
"Utrn",0.535493827160494,27,0.520832163301441,-0.999465225327306,0,0
"Zbtb16",0.552631578947368,19,-0.371968777386958,-3.93158589716781,0,0
"Zfpm2",0.689814814814815,18,1.05889368905357,8.71412533890371,0.81,0.897567567567568
