"gene","statistic","df","p_intercept","p_sex","pvalue","phi_raw","phi_used","padj_intercept","padj_sex","padj"
"9530026P05Rik",NA,23,0.939461800394898,0.288365781711327,0.939461800394898,1.90505684036089,2.00435577585429,0.950037771213069,0.961824517521822,0.950037771213069
"Acta2",NA,31,0.900699770282137,0.964346005848849,0.900699770282137,1.20283098564337,1.79874441988837,0.950037771213069,0.981770088464586,0.950037771213069
"Actn1",NA,21,0.52636918408793,0.8390975150235,0.52636918408793,0.97387628367099,1.68480281616957,0.950037771213069,0.961824517521822,0.950037771213069
"Acyp2",NA,12,0.0724220757364338,0.735631532219163,0.0724220757364338,1.14189324514875,1.29541673526185,0.844231757597528,0.961824517521822,0.844231757597528
"Akap6",NA,21,0.667643305057921,0.951259806399628,0.667643305057921,1.14621061230477,1.83928513255376,0.950037771213069,0.981770088464586,0.950037771213069
"Aopep",NA,25,0.251130597112591,0.213456261528218,0.251130597112591,1.0180681342364,1.72043149529183,0.89523629315163,0.961824517521822,0.89523629315163
"Cacna1c",NA,28,0.922268064773071,0.42236069295478,0.922268064773071,1.03017286039452,1.65743712670912,0.950037771213069,0.961824517521822,0.950037771213069
"Cacna2d1",NA,19,0.567928889518934,0.818154119195172,0.567928889518934,1.64944089234444,1.92268657768479,0.950037771213069,0.961824517521822,0.950037771213069
"Cacnb2",NA,35,0.392700310084131,0.219058315907965,0.392700310084131,1.86835593132002,2.19038460955813,0.950037771213069,0.961824517521822,0.950037771213069
"Cald1",NA,34,0.75210419896526,0.689898532351457,0.75210419896526,0.926589470071386,1.69810107605409,0.950037771213069,0.961824517521822,0.950037771213069
"Carmn",NA,27,0.950037771213069,0.24454145221447,0.950037771213069,0.892884443012658,1.63983562451592,0.950037771213069,0.961824517521822,0.950037771213069
"Celf2",NA,15,0.50652526279927,0.563233298648474,0.50652526279927,1.20183681991196,1.67199008444701,0.950037771213069,0.961824517521822,0.950037771213069
"Clic4",NA,17,0.0408601407314516,0.432404741053991,0.0408601407314516,1.66790663416643,1.77982729591592,0.754564519685972,0.961824517521822,0.754564519685972
"Cobll1",NA,14,0.369381158534812,0.317533785340524,0.369381158534812,2.44565354051724,1.93874564240387,0.950037771213069,0.961824517521822,0.950037771213069
"Cped1",NA,26,0.564419640516055,0.170104710147821,0.564419640516055,1.05914408875586,1.76731036064917,0.950037771213069,0.961824517521822,0.950037771213069
"Crim1",NA,19,0.915062723891054,0.975564729253415,0.915062723891054,1.32496600948025,1.82870902788501,0.950037771213069,0.981770088464586,0.950037771213069
"Dip2c",NA,22,0.42432589223921,0.189215511891675,0.42432589223921,1.32048304266893,1.77084110981674,0.950037771213069,0.961824517521822,0.950037771213069
"Dlc1",NA,35,0.0134213115317147,0.48048981867348,0.0134213115317147,1.05804421105212,1.99991871088201,0.476456559375872,0.961824517521822,0.476456559375872
"Ebf1",NA,31,0.261544337779321,0.507094294325101,0.261544337779321,1.77864813283381,2.1097406265385,0.89523629315163,0.961824517521822,0.89523629315163
"Enah",NA,22,0.238977947404376,0.973327541272249,0.238977947404376,1.15153111847493,1.68150070937414,0.89523629315163,0.981770088464586,0.89523629315163
"Entpd1",NA,15,0.926128751649917,0.690235828236673,0.926128751649917,1.04060382037634,1.53418710405925,0.950037771213069,0.961824517521822,0.950037771213069
"Esyt2",NA,25,0.403687116152777,0.297495158855766,0.403687116152777,1.03623078394921,1.79908000760918,0.950037771213069,0.961824517521822,0.950037771213069
"Ext1",NA,20,0.770536585292582,0.904737203791503,0.770536585292582,1.38309129462243,1.8243643977009,0.950037771213069,0.981770088464586,0.950037771213069
"Fbxl17",NA,21,0.154371257936039,0.981770088464586,0.154371257936039,1.45535439455462,1.76305440421948,0.89523629315163,0.981770088464586,0.89523629315163
"Fry",NA,28,0.0953653433716923,0.495408313142766,0.0953653433716923,1.37432842206147,1.7551779650158,0.844231757597528,0.961824517521822,0.844231757597528
"Igf1r",NA,22,0.913367541147784,0.16966683660897,0.913367541147784,1.65413130911812,1.9036065092442,0.950037771213069,0.961824517521822,0.950037771213069
"Igfbp7",NA,18,0.727158600863999,0.577837358316198,0.727158600863999,1.41804499211769,1.81513357203247,0.950037771213069,0.961824517521822,0.950037771213069
"Irag1",NA,28,0.781032977465509,0.478564734936955,0.781032977465509,1.05022243009075,1.7345974562936,0.950037771213069,0.961824517521822,0.950037771213069
"Itga8",NA,17,0.452998894362563,0.779996175130142,0.452998894362563,1.27995366013476,1.79096014824676,0.950037771213069,0.961824517521822,0.950037771213069
"Itpr1",NA,24,0.760860942040281,0.155913821886454,0.760860942040281,1.28191473478074,1.88238436369671,0.950037771213069,0.961824517521822,0.950037771213069
"Kcnab1",NA,29,0.272903097223566,0.633555911985287,0.272903097223566,1.2763067083279,2.14331156445792,0.89523629315163,0.961824517521822,0.89523629315163
"Ldlrad4",NA,19,0.107015293216588,0.968260707718966,0.107015293216588,0.894083895435334,1.51409944970769,0.844231757597528,0.981770088464586,0.844231757597528
"Lhfpl6",NA,19,0.656015618702307,0.343121393039062,0.656015618702307,1.24936124768214,1.89397543218558,0.950037771213069,0.961824517521822,0.950037771213069
"Lncpint",NA,19,0.544721460050239,0.745745140557351,0.544721460050239,0.65413789296296,1.5073677641619,0.950037771213069,0.961824517521822,0.950037771213069
"Lpp",NA,33,0.859385660744588,0.600551056892465,0.859385660744588,0.87066687103325,1.7765356264303,0.950037771213069,0.961824517521822,0.950037771213069
"Luc7l2",NA,19,0.282914462703132,0.802583900176526,0.282914462703132,1.0073507660339,1.66447578733653,0.89523629315163,0.961824517521822,0.89523629315163
