"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.5390625,64,-56.6409970176684,-56.145180395745,-0.49581662192346,0.319343522806246,0.993646085500809
"2210408F21Rik",0.423529411764706,85,-68.0878799295271,-68.0709260254434,-0.016953904083735,0.853903055433183,1
"2610037D02Rik",0.444444444444444,63,-49.2093367217097,-49.2047328508553,-0.00460387085442449,0.923554741071595,1
"2610307P16Rik",0.41786318588349,197,-183.968444904034,-183.743602372907,-0.224842531127337,0.502484551216869,1
"4632427E13Rik",0.565789473684211,76,-58.3424920634291,-57.8845660458814,-0.457926017547727,0.338566454627376,0.993646085500809
"4732440D04Rik",0.244588744588745,77,-49.6754551547755,-49.3071684452641,-0.368286709511395,0.390760750016853,0.993646085500809
"4930523C07Rik",0.416666666666667,62,-48.8834951675774,-48.7357946810174,-0.147700486560055,0.5867800671196,1
"5031425E22Rik",0.594036697247706,109,-86.1234335661671,-86.124185364043,0.000751797875949478,1,1
"9530026P05Rik",0.463662159659926,237,-260.804231580317,-260.715485231004,-0.0887463493132827,0.673536889273203,1
"A930015D03Rik",0.625,48,-35.8164696015814,-35.5604751737985,-0.255994427782873,0.474279160902688,1
"AW554918",0.450730994152047,114,-100.217957457298,-100.167689521081,-0.0502679362165708,0.751187511449334,1
"Aak1",0.476086956521739,115,-96.890620589927,-95.8663463283431,-1.0242742615839,0.152351376176554,0.911112352037343
"Abca1",0.430275229357798,109,-94.7200058227168,-94.6780292744105,-0.0419765483062946,0.772010097297165,1
"Abca6",0.583585858585859,36,-35.06931731069,-34.3143563029198,-0.754961007770177,0.219150986494161,0.982260545317861
"Abca8a",0.701425217974514,71,-76.9619444036871,-76.8663737290732,-0.0955706746138958,0.661968375406013,1
"Abca8b",0.470833333333333,40,-36.1580903593768,-36.0840331881828,-0.074057171193985,0.700343912457076,1
"Abca9",0.54874213836478,53,-45.8144652243418,-45.8070342586981,-0.00743096564376344,0.902970675280808,1
"Abcc4",0.587301587301587,63,-49.1737461592174,-47.1921916402866,-1.98155451893082,0.0465077302489705,0.554919081317364
"Abcc5",0.414855072463768,92,-76.3710101543244,-76.2516423867226,-0.119367767601773,0.625120873090083,1
"Abcg2",0.596794871794872,52,-40.5278910387831,-40.5230183332529,-0.00487270553023933,0.921361502981995,1
"Abhd17b",0.302380952380952,70,-52.0444093455932,-52.0376933697394,-0.0067159758537656,0.907734730318136,1
"Abi1",0.667431561996779,207,-192.212705666146,-192.153410235687,-0.0592954304586613,0.730567868151402,1
"Ablim1",0.420223858267337,299,-345.667469884893,-345.374702563729,-0.292767321163865,0.444151058257966,0.993646085500809
