gene,condition
1500004A13Rik,F1_Aged
2310014F06Rik,F1_Aged
4833420G17Rik,F1_Aged
4930523C07Rik,F1_Aged
6820431F20Rik,F1_Aged
AW554918,F1_Aged
Abca1,F1_Aged
Abcd3,F1_Aged
Abi1,F1_Aged
Ablim1,F1_Aged
Acadl,F1_Aged
Acbd3,F1_Aged
Acer3,F1_Aged
Acin1,F1_Aged
Acot11,F1_Aged
Acot13,F1_Aged
Actc1,F1_Aged
Adam10,F1_Aged
Adamts10,F1_Aged
Adamts2,F1_Aged
Adcy6,F1_Aged
Adcy9,F1_Aged
Afap1,F1_Aged
Afdn,F1_Aged
Aff4,F1_Aged
Afg3l2,F1_Aged
Aftph,F1_Aged
Agfg1,F1_Aged
Ago2,F1_Aged
Agps,F1_Aged
Ak3,F1_Aged
Akap11,F1_Aged
Akap6,F1_Aged
Akap9,F1_Aged
Aldh1a2,F1_Aged
Aldh2,F1_Aged
Ankib1,F1_Aged
Ankrd1,F1_Aged
Ankrd6,F1_Aged
Anxa6,F1_Aged
Aox1,F1_Aged
Aox3,F1_Aged
Ap1g1,F1_Aged
Ap3b1,F1_Aged
Aplp2,F1_Aged
Appl1,F1_Aged
Arfip1,F1_Aged
Arglu1,F1_Aged
Arhgap18,F1_Aged
Arhgap20,F1_Aged
Arhgap32,F1_Aged
Arhgap44,F1_Aged
Arhgef11,F1_Aged
Arhgef2,F1_Aged
Arhgef7,F1_Aged
Arid1a,F1_Aged
Arl13b,F1_Aged
Arl8b,F1_Aged
Asb14,F1_Aged
Asb15,F1_Aged
Asb3,F1_Aged
Atad2,F1_Aged
Atf7,F1_Aged
Atg13,F1_Aged
Atp11a,F1_Aged
Atp11b,F1_Aged
Atp13a3,F1_Aged
Atp1a2,F1_Aged
Atp1b1,F1_Aged
Atp1b3,F1_Aged
Atp2b1,F1_Aged
Atp5f1b,F1_Aged
Atp5pb,F1_Aged
Atp6v0a1,F1_Aged
Atp8a1,F1_Aged
Atrn,F1_Aged
Auh,F1_Aged
B230216N24Rik,F1_Aged
B2m,F1_Aged
BC005537,F1_Aged
Bach1,F1_Aged
Baz1b,F1_Aged
Bbs9,F1_Aged
Bbx,F1_Aged
Bcl2l13,F1_Aged
Bicra,F1_Aged
Bicral,F1_Aged
Birc2,F1_Aged
Bod1l,F1_Aged
Bptf,F1_Aged
Brd10,F1_Aged
Brip1os,F1_Aged
Btaf1,F1_Aged
Btbd1,F1_Aged
Bzw2,F1_Aged
Cab39l,F1_Aged
Cachd1,F1_Aged
Cacnb4,F1_Aged
Capn7,F1_Aged
Carnmt1,F1_Aged
Casp12,F1_Aged
Casp4,F1_Aged
Casq2,F1_Aged
Cavin2,F1_Aged
Cbfa2t2,F1_Aged
Cbx5,F1_Aged
Cc2d2a,F1_Aged
Ccar1,F1_Aged
Ccdc171,F1_Aged
Ccdc47,F1_Aged
Ccdc50,F1_Aged
Ccdc6,F1_Aged
Ccdc88a,F1_Aged
Ccm2,F1_Aged
Ccnt1,F1_Aged
Ccnt2,F1_Aged
Ccpg1,F1_Aged
Cd2ap,F1_Aged
Cd36,F1_Aged
Cd46,F1_Aged
Cdc42bpb,F1_Aged
Cdip1,F1_Aged
Cdk6,F1_Aged
Cds2,F1_Aged
Cebpd,F1_Aged
Cebpz,F1_Aged
Cecr2,F1_Aged
Cemip2,F1_Aged
Cep112,F1_Aged
Cep170,F1_Aged
Cep350,F1_Aged
Chaserr,F1_Aged
Chd1,F1_Aged
Chd7,F1_Aged
Chd8,F1_Aged
Chfr,F1_Aged
Chordc1,F1_Aged
Chpt1,F1_Aged
Cipc,F1_Aged
Cisd2,F1_Aged
Clint1,F1_Aged
Clip4,F1_Aged
Clk4,F1_Aged
Clock,F1_Aged
Cltc,F1_Aged
Cmah,F1_Aged
Cmklr1,F1_Aged
Cnksr3,F1_Aged
Cog5,F1_Aged
Col4a1,F1_Aged
Col4a4,F1_Aged
Col5a1,F1_Aged
Cox10,F1_Aged
Cpeb2,F1_Aged
Cplane1,F1_Aged
Cpped1,F1_Aged
Creb1,F1_Aged
Crem,F1_Aged
Crk,F1_Aged
Crtc3,F1_Aged
Cs,F1_Aged
Csde1,F1_Aged
Csnk1g1,F1_Aged
Csnk1g3,F1_Aged
Cspp1,F1_Aged
Ctdsp2,F1_Aged
Ctnna1,F1_Aged
Cuedc1,F1_Aged
Cul5,F1_Aged
Cwc27,F1_Aged
Cyp27a1,F1_Aged
Cyria,F1_Aged
Cyrib,F1_Aged
Cyth1,F1_Aged
D630003M21Rik,F1_Aged
D830024N08Rik,F1_Aged
Dcaf1,F1_Aged
Dcaf10,F1_Aged
Dcaf5,F1_Aged
Dcp1b,F1_Aged
Dctn4,F1_Aged
Dcun1d3,F1_Aged
Ddhd1,F1_Aged
Ddi2,F1_Aged
Ddx17,F1_Aged
Dennd1b,F1_Aged
Dennd2b,F1_Aged
Dhrs11,F1_Aged
Dhrs3,F1_Aged
Dhx15,F1_Aged
Dicer1,F1_Aged
Dis3l2,F1_Aged
Dld,F1_Aged
Dlst,F1_Aged
Dnajc13,F1_Aged
Dnajc5,F1_Aged
Dnajc7,F1_Aged
Dnm1l,F1_Aged
Dnmbp,F1_Aged
Dpf3,F1_Aged
Dpt,F1_Aged
Dpysl2,F1_Aged
Drg1,F1_Aged
Dsc2,F1_Aged
Dym,F1_Aged
Dync1i2,F1_Aged
Dzip3,F1_Aged
E130307A14Rik,F1_Aged
E130308A19Rik,F1_Aged
Ebf3,F1_Aged
Eef1a2,F1_Aged
Efr3a,F1_Aged
Eif3a,F1_Aged
Eif4g1,F1_Aged
Elavl1,F1_Aged
Elk3,F1_Aged
Elk4,F1_Aged
Eml1,F1_Aged
Eng,F1_Aged
Epas1,F1_Aged
Epb41l2,F1_Aged
Eri3,F1_Aged
Erlec1,F1_Aged
Errfi1,F1_Aged
Ets1,F1_Aged
Ewsr1,F1_Aged
Exoc6,F1_Aged
Ext1,F1_Aged
Ext2,F1_Aged
Eya3,F1_Aged
Fam114a1,F1_Aged
Fam120a,F1_Aged
Fam120b,F1_Aged
Fam135a,F1_Aged
Fam13b,F1_Aged
Fam149b,F1_Aged
Fam162a,F1_Aged
Fam168a,F1_Aged
Fam222b,F1_Aged
Fam234a,F1_Aged
Fancc,F1_Aged
Fbln1,F1_Aged
Fbxl3,F1_Aged
Fbxl7,F1_Aged
Fbxo11,F1_Aged
Fbxo3,F1_Aged
Fbxw11,F1_Aged
Fbxw8,F1_Aged
Fgd4,F1_Aged
Fgd5,F1_Aged
Fgfr1op2,F1_Aged
Fip1l1,F1_Aged
Fkbp15,F1_Aged
Fmo1,F1_Aged
Fnbp1,F1_Aged
Foxj3,F1_Aged
Fsd2,F1_Aged
Fus,F1_Aged
Fyco1,F1_Aged
Gapvd1,F1_Aged
Gdi2,F1_Aged
Ggnbp1,F1_Aged
Gigyf2,F1_Aged
Git2,F1_Aged
Glud1,F1_Aged
Glyr1,F1_Aged
Gm10138,F1_Aged
Gm12216,F1_Aged
Gm12940,F1_Aged
Gm13481,F1_Aged
Gm16093,F1_Aged
Gm26862,F1_Aged
Gm29237,F1_Aged
Gm32718,F1_Aged
Gm3587,F1_Aged
Gm40124,F1_Aged
Gm50114,F1_Aged
Gnao1,F1_Aged
Gnpat,F1_Aged
Golim4,F1_Aged
Golph3,F1_Aged
Gon4l,F1_Aged
Got2,F1_Aged
Gpbp1l1,F1_Aged
Gpr107,F1_Aged
Gramd1b,F1_Aged
Greb1l,F1_Aged
Gsta3,F1_Aged
Gtf2h1,F1_Aged
Gtf3c2,F1_Aged
Gxylt2,F1_Aged
H3f3b,F1_Aged
Hace1,F1_Aged
Hapstr1,F1_Aged
Hbb-bs,F1_Aged
Heg1,F1_Aged
Helz,F1_Aged
Herc2,F1_Aged
Hip1,F1_Aged
Hivep1,F1_Aged
Hltf,F1_Aged
Hnrnpa3,F1_Aged
Hnrnpl,F1_Aged
Hnrnpll,F1_Aged
Homer2,F1_Aged
Hook3,F1_Aged
Hspa9,F1_Aged
Hycc2,F1_Aged
Ibtk,F1_Aged
Icosl,F1_Aged
Idh2,F1_Aged
Igf1,F1_Aged
Igf2r,F1_Aged
Igfbp7,F1_Aged
Ikbkb,F1_Aged
Ikzf2,F1_Aged
Il15ra,F1_Aged
Il1r1,F1_Aged
Inpp5a,F1_Aged
Ints4,F1_Aged
Intu,F1_Aged
Ip6k1,F1_Aged
Ipo8,F1_Aged
Itm2b,F1_Aged
Itpkb,F1_Aged
Itprid2,F1_Aged
Itsn1,F1_Aged
Itsn2,F1_Aged
Iws1,F1_Aged
Jak2,F1_Aged
Jmy,F1_Aged
Kansl3,F1_Aged
Kat14,F1_Aged
Kat2b,F1_Aged
Kat6a,F1_Aged
Kcnq1ot1,F1_Aged
Kctd1,F1_Aged
Kdm2a,F1_Aged
Kdm3a,F1_Aged
Kdm3b,F1_Aged
Kdm5b,F1_Aged
Khdrbs1,F1_Aged
Kifap3,F1_Aged
Kiz,F1_Aged
Klf13,F1_Aged
Klf3,F1_Aged
Klf9,F1_Aged
Klhdc10,F1_Aged
Klhl31,F1_Aged
Kmt5a,F1_Aged
Kpna3,F1_Aged
Ksr1,F1_Aged
Lamb1,F1_Aged
Larp1b,F1_Aged
Larp4,F1_Aged
Larp4b,F1_Aged
Lats2,F1_Aged
Lhfpl6,F1_Aged
Lifr,F1_Aged
Limch1,F1_Aged
Lncpint,F1_Aged
Loxl1,F1_Aged
Lrrc3b,F1_Aged
Lrrc8c,F1_Aged
Lsamp,F1_Aged
Lsm14a,F1_Aged
Luc7l3,F1_Aged
Lypla1,F1_Aged
